customer_code,customer_name,province_name,region,first_order_date,last_order_date_q1_2025,cohort_month,recency_days,n_orders_q1_2025,revenue_q1_2025,quantity_q1_2025,avg_order_value_q1_2025,n_product_groups_q1_2025,trend_slope,groups_bought,churn_label,rfm_r,rfm_f,rfm_m,rfm_segment,churn_prob,churn_split,churn_priority,roc_auc_test,n_orders_q1_2026,revenue_q1_2026,quantity_q1_2026
KH-00165,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRƯỜNG THỊNH,Bắc Giang,Miền Bắc,2025-02-26,2025-02-26,2025-02,33,1,10890000,8,10890000.0,3,0.0,CITYBIKE_P|SPORTBIKE_A|SPORTBIKE_S,1,2,2,1,Có nguy cơ rời bỏ,0.9811,train,Cao,0.8046,0.0,0,0.0
KH-00166,HỘ KINH DOANH QUANG VINH,Tổ 1 - Phường Mường Thanh - TP Điện Biên Phủ,Miền Bắc,2025-02-26,2025-02-26,2025-02,33,1,23312643,18,23312643.0,3,0.0,CITYBIKE_P|SPORTBIKE_A|SPORTBIKE_S,1,2,2,2,Có nguy cơ rời bỏ,0.9826,train,Cao,0.8046,0.0,0,0.0
KH-00167,CÔNG TY CỔ PHẦN THƯƠNG MẠI LÊ ANH,Hà Nội,Miền Bắc,2025-02-26,2025-03-28,2025-02,3,4,82220000,67,20555000.0,4,33440000.0,CITYBIKE_P|KIDBIKE_1|SPORTBIKE_A|SPORTBIKE_S,0,4,5,4,Khách hàng tiêu biểu,0.4638,train,Trung bình,0.8046,1.0,60264618,36.0
KH-00168,DOANH NGHIỆP TW ĐẠI LỢI,Hà Nội,Miền Bắc,2025-02-26,2025-03-28,2025-02,3,3,71662117,71,23887372.0,3,5897883.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2,0,4,5,4,Khách hàng tiêu biểu,0.1768,train,Thấp,0.8046,1.0,83676273,54.0
KH-00169,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,Ninh Bình,Miền Bắc,2025-02-26,2025-02-26,2025-02,33,1,89420000,77,89420000.0,3,0.0,CITYBIKE_P|KIDBIKE_1|SPORTBIKE_S,0,2,2,4,Có nguy cơ rời bỏ,0.2846,train,Thấp,0.8046,4.0,271788822,166.0
KH-00170,CỬA HÀNG XE ĐẠP TRƯỜNG THỊNH,Ninh Bình,Miền Bắc,2025-02-26,2025-02-26,2025-02,33,1,41700000,36,41700000.0,2,0.0,CITYBIKE_P|KIDBIKE_1,1,2,2,3,Có nguy cơ rời bỏ,0.8955,train,Cao,0.8046,0.0,0,0.0
KH-00171,CÔNG TY CỔ PHẦN QUANG VINH,Hà Nội,Miền Bắc,2025-02-27,2025-02-27,2025-02,32,1,24259259,10,24259259.0,1,0.0,CITYBIKE_P,1,2,2,2,Có nguy cơ rời bỏ,0.9663,test,Cao,0.8046,0.0,0,0.0
KH-00172,CỬA HÀNG XE ĐẠP XÂY DỰNG,Đường Trang Quan - Xã An Đồng - Huyện An Dương - Hải Phòng.,Miền Bắc,2025-02-28,2025-03-31,2025-02,0,2,267722221,158,133861110.0,1,-10166667.0,CITYBIKE_P,0,5,4,5,Khách hàng tiêu biểu,0.063,train,Thấp,0.8046,1.0,84722222,50.0
KH-00173,DOANH NGHIỆP TW PHÚ THỊNH,Hà Nội,Miền Bắc,2025-03-01,2025-03-25,2025-03,6,21,1582007777,740,75333704.0,5,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A|SPORTBIKE_S,1,3,5,5,Cần theo dõi,0.3882,test,Trung bình,0.8046,0.0,0,0.0
KH-00174,CÔNG TY CỔ PHẦN THƯƠNG MẠI LÊ ANH,Đà Nẵng,Miền Trung,2025-03-06,2025-03-06,2025-03,25,1,23300000,20,23300000.0,1,0.0,CITYBIKE_P,1,2,2,2,Có nguy cơ rời bỏ,0.9663,train,Cao,0.8046,0.0,0,0.0
KH-00175,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÂN TIẾN,Hà Nội,Miền Bắc,2025-03-06,2025-03-06,2025-03,25,1,7490741,1,7490741.0,1,0.0,SPORTBIKE_A,1,2,2,1,Có nguy cơ rời bỏ,0.9509,train,Cao,0.8046,0.0,0,0.0
KH-00176,CÔNG TY TNHH THUỶ TIÊN,Hà Nội,Miền Bắc,2025-03-07,2025-03-07,2025-03,24,1,1472222,1,1472222.0,1,0.0,KIDBIKE_2,1,2,2,1,Có nguy cơ rời bỏ,0.9804,test,Cao,0.8046,0.0,0,0.0
KH-00177,CÔNG TY CỔ PHẦN TRƯỜNG THỊNH,Hưng Yên,Miền Bắc,2025-03-10,2025-03-10,2025-03,21,1,7388889,3,7388889.0,1,0.0,CITYBIKE_P,1,2,2,1,Có nguy cơ rời bỏ,0.9509,train,Cao,0.8046,0.0,0,0.0
KH-00178,CÔNG TY CỔ PHẦN QUANG VINH,Hà Nội,Miền Bắc,2025-03-10,2025-03-10,2025-03,21,1,2212963,1,2212963.0,1,0.0,CITYBIKE_P,1,2,2,1,Có nguy cơ rời bỏ,0.9804,train,Cao,0.8046,0.0,0,0.0
KH-00179,CÔNG TY CỔ PHẦN TÂN TIẾN,Hà Nội,Miền Bắc,2025-03-10,2025-03-10,2025-03,21,1,4240741,2,4240741.0,2,0.0,CITYBIKE_P|KIDBIKE_2,1,2,2,1,Có nguy cơ rời bỏ,0.9728,train,Cao,0.8046,0.0,0,0.0
KH-00180,CÔNG TY TNHH THƯƠNG MẠI VẠN LỢI,Thanh Hoá,Miền Trung,2025-03-14,2025-03-14,2025-03,17,1,47210000,40,47210000.0,1,0.0,CITYBIKE_P,0,2,2,3,Có nguy cơ rời bỏ,0.6712,train,Cao,0.8046,3.0,135465520,83.0
KH-00181,CÔNG TY TNHH LONG PHÚ,Thừa Thiên Huế,Miền Trung,2025-03-14,2025-03-14,2025-03,17,1,145317087,103,145317087.0,2,0.0,CITYBIKE_P|KIDBIKE_1,0,2,2,5,Có nguy cơ rời bỏ,0.3931,test,Trung bình,0.8046,2.0,185699122,89.0
KH-00182,CÔNG TY CỔ PHẦN PHÚ THỊNH,Sơn La,Miền Bắc,2025-03-14,2025-03-14,2025-03,17,1,13140000,10,13140000.0,3,0.0,CITYBIKE_P|KIDBIKE_1|SPORTBIKE_A,1,2,2,1,Có nguy cơ rời bỏ,0.9811,train,Cao,0.8046,0.0,0,0.0
KH-00183,DOANH NGHIỆP TW LONG PHÚ,Bắc Giang,Miền Bắc,2025-03-14,2025-03-14,2025-03,17,1,20000000,17,20000000.0,2,0.0,CITYBIKE_P|KIDBIKE_1,1,2,2,2,Có nguy cơ rời bỏ,0.9663,train,Cao,0.8046,0.0,0,0.0
KH-00184,DOANH NGHIỆP TW ĐẠI LỢI,Hoà Bình,Miền Bắc,2025-03-17,2025-03-31,2025-03,0,2,24742962,21,12371481.0,5,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A|SPORTBIKE_S,1,5,4,2,Khách hàng trung thành,0.9887,train,Cao,0.8046,0.0,0,0.0
KH-00185,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,Tỉnh Hòa Bình.,Miền Bắc,2025-03-17,2025-03-17,2025-03,14,1,2546296,1,2546296.0,1,0.0,CITYBIKE_P,1,2,2,1,Có nguy cơ rời bỏ,0.9804,train,Cao,0.8046,0.0,0,0.0
KH-00186,HỘ KINH DOANH XÂY DỰNG,Vĩnh Phúc,Miền Bắc,2025-03-17,2025-03-31,2025-03,0,4,67567129,35,16891782.0,1,0.0,CITYBIKE_P,1,5,5,4,Khách hàng tiêu biểu,0.9942,train,Cao,0.8046,0.0,0,0.0
KH-00187,HỘ KINH DOANH NGỌC ANH,Hà Nội,Miền Bắc,2025-03-18,2025-03-18,2025-03,13,1,2768519,1,2768519.0,1,0.0,CITYBIKE_P,1,2,2,1,Có nguy cơ rời bỏ,0.9804,train,Cao,0.8046,0.0,0,0.0
KH-00188,DOANH NGHIỆP TW XÂY DỰNG,Thanh Hóa,Miền Trung,2025-03-18,2025-03-18,2025-03,13,2,75574075,32,37787038.0,5,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A|SPORTBIKE_S,1,2,4,4,Cần chăm sóc đặc biệt,0.8935,train,Cao,0.8046,0.0,0,0.0
KH-00189,CÔNG TY CỔ PHẦN MẶT TRỜI,Hà Nội,Miền Bắc,2025-03-18,2025-03-20,2025-03,11,2,68267826,60,34133913.0,4,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A,1,2,4,4,Cần chăm sóc đặc biệt,0.9747,train,Cao,0.8046,0.0,0,0.0
KH-00190,HỘ KINH DOANH XÂY DỰNG,Hà Nội,Miền Bắc,2025-03-18,2025-03-20,2025-03,11,3,54567000,47,18189000.0,4,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_S,1,2,5,4,Cần chăm sóc đặc biệt,0.9826,train,Cao,0.8046,0.0,0,0.0
KH-00191,CÔNG TY CỔ PHẦN THƯƠNG MẠI XUÂN MAI,Hưng Yên,Miền Bắc,2025-03-19,2025-03-19,2025-03,12,1,2768519,1,2768519.0,1,0.0,CITYBIKE_P,1,2,2,1,Có nguy cơ rời bỏ,0.9804,train,Cao,0.8046,0.0,0,0.0
KH-00192,HỘ KINH DOANH KHẢI HOÀN,Hà Nội,Miền Bắc,2025-03-19,2025-03-31,2025-03,0,3,47910000,42,15970000.0,4,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A,1,5,5,3,Khách hàng trung thành,0.99,train,Cao,0.8046,0.0,0,0.0
KH-00193,CÔNG TY TNHH TÚ ANH,Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá,Miền Bắc,2025-03-19,2025-03-31,2025-03,0,4,244765884,204,61191471.0,4,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_S,1,5,5,5,Khách hàng tiêu biểu,0.8427,train,Cao,0.8046,0.0,0,0.0
KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,Hà Nội,Miền Bắc,2025-03-19,2025-03-28,2025-03,3,2,154826001,115,77413000.0,5,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A|SPORTBIKE_S,0,4,4,5,Khách hàng tiêu biểu,0.1697,train,Thấp,0.8046,1.0,72601255,64.0
KH-00195,CỬA HÀNG XE ĐẠP BÌNH MINH,Hà Nội,Miền Bắc,2025-03-19,2025-03-25,2025-03,6,2,38790000,34,19395000.0,4,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A,1,3,4,3,Cần theo dõi,0.9835,train,Cao,0.8046,0.0,0,0.0
KH-00196,CÔNG TY CỔ PHẦN NAM TIẾN,Bắc Ninh,Miền Bắc,2025-03-19,2025-03-27,2025-03,4,3,51900000,46,17300000.0,2,0.0,CITYBIKE_P|KIDBIKE_1,1,4,5,3,Khách hàng trung thành,0.9833,train,Cao,0.8046,0.0,0,0.0
KH-00197,CÔNG TY TNHH THƯƠNG MẠI MINH PHƯƠNG,Hà Nội,Miền Bắc,2025-03-19,2025-03-21,2025-03,10,2,143952962,127,71976481.0,4,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_S,1,3,4,5,Cần theo dõi,0.8292,test,Cao,0.8046,0.0,0,0.0
KH-00198,CÔNG TY TNHH TRÍ ĐỨC,Hà Nội,Miền Bắc,2025-03-19,2025-03-25,2025-03,6,4,161705220,136,40426305.0,5,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A|SPORTBIKE_S,1,3,5,5,Cần theo dõi,0.8606,train,Cao,0.8046,0.0,0,0.0
KH-00199,CỬA HÀNG XE ĐẠP TÚ ANH,Thanh Hoá,Miền Trung,2025-03-19,2025-03-24,2025-03,7,2,64070000,57,32035000.0,3,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2,1,3,4,4,Cần theo dõi,0.9851,train,Cao,0.8046,0.0,0,0.0
KH-00200,CÔNG TY CỔ PHẦN TOÀN THẮNG,Hà Nội,Miền Bắc,2025-03-19,2025-03-27,2025-03,4,2,56517000,44,28258500.0,3,0.0,CITYBIKE_P|KIDBIKE_1|SPORTBIKE_S,1,4,4,4,Khách hàng tiêu biểu,0.9892,train,Cao,0.8046,0.0,0,0.0
KH-00201,HỘ KINH DOANH XUÂN MAI,Hải Dương,Miền Bắc,2025-03-19,2025-03-19,2025-03,12,1,54234212,40,54234212.0,5,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A|SPORTBIKE_S,1,2,2,4,Có nguy cơ rời bỏ,0.9542,train,Cao,0.8046,0.0,0,0.0
KH-00202,CÔNG TY CỔ PHẦN XUÂN MAI,Hà Nội,Miền Bắc,2025-03-19,2025-03-21,2025-03,10,2,57790000,50,28895000.0,3,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2,1,3,4,4,Cần theo dõi,0.9835,test,Cao,0.8046,0.0,0,0.0
KH-00203,CÔNG TY CỔ PHẦN THƯƠNG MẠI HOÀ BÌNH,Phú Thọ,Miền Bắc,2025-03-19,2025-03-19,2025-03,12,1,2305556,1,2305556.0,1,0.0,CITYBIKE_P,1,2,2,1,Có nguy cơ rời bỏ,0.9804,test,Cao,0.8046,0.0,0,0.0
KH-00204,CÔNG TY CỔ PHẦN ĐẠI DƯƠNG,Nam Định,Miền Bắc,2025-03-20,2025-03-20,2025-03,11,1,24907407,10,24907407.0,1,0.0,CITYBIKE_P,1,2,2,2,Có nguy cơ rời bỏ,0.9663,train,Cao,0.8046,0.0,0,0.0
KH-00205,CỬA HÀNG XE ĐẠP QUANG VINH,Hạ Long,Miền Bắc,2025-03-20,2025-03-20,2025-03,11,1,58740000,57,58740000.0,4,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_S,1,2,2,4,Có nguy cơ rời bỏ,0.9619,train,Cao,0.8046,0.0,0,0.0
KH-00206,CÔNG TY TNHH THƯƠNG MẠI MẶT TRỜI,Hà Nội,Miền Bắc,2025-03-20,2025-03-20,2025-03,11,2,30030000,25,15015000.0,2,0.0,CITYBIKE_P|KIDBIKE_1,1,2,4,2,Cần chăm sóc đặc biệt,0.9663,train,Cao,0.8046,0.0,0,0.0
KH-00207,CỬA HÀNG XE ĐẠP VẠN LỢI,Bắc Giang,Miền Bắc,2025-03-20,2025-03-29,2025-03,2,3,101357296,65,33785765.0,4,0.0,CITYBIKE_P|KIDBIKE_1|SPORTBIKE_A|SPORTBIKE_S,1,5,5,5,Khách hàng tiêu biểu,0.9787,train,Cao,0.8046,0.0,0,0.0
KH-00208,CỬA HÀNG XE ĐẠP TÂY BẮC,Hà Nội,Miền Bắc,2025-03-20,2025-03-25,2025-03,6,5,121615286,99,24323057.0,4,0.0,CITYBIKE_P|KIDBIKE_1|SPORTBIKE_A|SPORTBIKE_S,1,3,5,5,Cần theo dõi,0.9741,train,Cao,0.8046,0.0,0,0.0
KH-00209,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,TP Hải Phòng,Miền Bắc,2025-03-20,2025-03-28,2025-03,3,2,52103683,46,26051842.0,4,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A,1,4,4,3,Khách hàng trung thành,0.9892,train,Cao,0.8046,0.0,0,0.0
KH-00210,DOANH NGHIỆP TW SÁN LẠP,Uông Bí,Miền Bắc,2025-03-20,2025-03-20,2025-03,11,1,31677734,33,31677734.0,4,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_S,1,2,2,2,Có nguy cơ rời bỏ,0.9842,train,Cao,0.8046,0.0,0,0.0
KH-00211,CỬA HÀNG XE ĐẠP NAM TIẾN,Hà Tĩnh,Miền Trung,2025-03-20,2025-03-20,2025-03,11,1,31530000,28,31530000.0,2,0.0,CITYBIKE_P|KIDBIKE_1,1,2,2,2,Có nguy cơ rời bỏ,0.9694,train,Cao,0.8046,0.0,0,0.0
KH-00212,CỬA HÀNG XE ĐẠP TÂY BẮC,Hà Nội,Miền Bắc,2025-03-20,2025-03-22,2025-03,9,4,99322643,84,24830661.0,5,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A|SPORTBIKE_S,1,3,5,5,Cần theo dõi,0.985,train,Cao,0.8046,0.0,0,0.0
KH-00213,CÔNG TY CỔ PHẦN HOÀ BÌNH,Hà Nội,Miền Bắc,2025-03-20,2025-03-20,2025-03,11,1,2305556,1,2305556.0,1,0.0,CITYBIKE_P,1,2,2,1,Có nguy cơ rời bỏ,0.9804,train,Cao,0.8046,0.0,0,0.0
KH-00214,DOANH NGHIỆP TW QUANG VINH,Hải Dương,Miền Bắc,2025-03-20,2025-03-25,2025-03,6,2,81983500,70,40991750.0,3,0.0,CITYBIKE_P|KIDBIKE_1|SPORTBIKE_S,1,3,4,4,Cần theo dõi,0.9451,train,Cao,0.8046,0.0,0,0.0
KH-00215,DOANH NGHIỆP TW LÊ ANH,Hà Tĩnh,Miền Trung,2025-03-20,2025-03-31,2025-03,0,2,37160000,36,18580000.0,5,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A|SPORTBIKE_S,1,5,4,3,Khách hàng trung thành,0.9887,train,Cao,0.8046,0.0,0,0.0
KH-00216,HỘ KINH DOANH NGỌC ANH,Hà Nam,Miền Bắc,2025-03-20,2025-03-20,2025-03,11,1,61070000,51,61070000.0,3,0.0,CITYBIKE_P|KIDBIKE_1|SPORTBIKE_A,1,2,2,4,Có nguy cơ rời bỏ,0.9619,train,Cao,0.8046,0.0,0,0.0
KH-00217,DOANH NGHIỆP TW ĐẠI DƯƠNG,Thái Bình,Miền Bắc,2025-03-20,2025-03-25,2025-03,6,3,193880000,166,64626667.0,2,0.0,CITYBIKE_P|KIDBIKE_1,0,3,5,5,Cần theo dõi,0.1001,train,Thấp,0.8046,5.0,234641619,149.0
KH-00218,CÔNG TY TNHH THƯƠNG MẠI BÌNH MINH,Hải Dương,Miền Bắc,2025-03-20,2025-03-20,2025-03,11,1,40060000,34,40060000.0,2,0.0,CITYBIKE_P|KIDBIKE_1,0,2,2,3,Có nguy cơ rời bỏ,0.859,train,Cao,0.8046,1.0,30225917,18.0
KH-00219,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,Ninh Bình,Miền Bắc,2025-03-20,2025-03-25,2025-03,6,2,73480000,57,36740000.0,5,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A|SPORTBIKE_S,0,3,4,4,Cần theo dõi,0.5807,train,Trung bình,0.8046,3.0,166440519,100.0
KH-00220,CỬA HÀNG XE ĐẠP VIỆT ANH,Nam Định,Miền Bắc,2025-03-20,2025-03-24,2025-03,7,2,74017929,57,37008964.0,5,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A|SPORTBIKE_S,1,3,4,4,Cần theo dõi,0.9313,train,Cao,0.8046,0.0,0,0.0
KH-00221,CÔNG TY CỔ PHẦN VĨNH PHÁT,Hưng Yên,Miền Bắc,2025-03-20,2025-03-27,2025-03,4,2,59460000,51,29730000.0,2,0.0,CITYBIKE_P|KIDBIKE_1,1,4,4,4,Khách hàng tiêu biểu,0.9809,train,Cao,0.8046,0.0,0,0.0
KH-00222,CÔNG TY CỔ PHẦN TÂN TIẾN,Hà Nội,Miền Bắc,2025-03-20,2025-03-31,2025-03,0,2,42161481,35,21080740.0,4,0.0,CITYBIKE_P|KIDBIKE_1|SPORTBIKE_A|SPORTBIKE_S,1,5,4,3,Khách hàng trung thành,0.99,train,Cao,0.8046,0.0,0,0.0
KH-00223,CÔNG TY CỔ PHẦN THƯƠNG MẠI AN PHÁT,Hà Nội,Miền Bắc,2025-03-21,2025-03-21,2025-03,10,1,33720000,32,33720000.0,3,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2,1,3,2,2,Cần theo dõi,0.9851,train,Cao,0.8046,0.0,0,0.0
KH-00224,DOANH NGHIỆP TW ĐÔNG NAM,Ninh Bình,Miền Bắc,2025-03-21,2025-03-21,2025-03,10,1,36150000,30,36150000.0,2,0.0,CITYBIKE_P|KIDBIKE_1,1,3,2,3,Cần theo dõi,0.9426,train,Cao,0.8046,0.0,0,0.0
KH-00225,CÔNG TY TNHH TÂY BẮC,Hà Nam,Miền Bắc,2025-03-21,2025-03-28,2025-03,3,2,84160000,70,42080000.0,3,0.0,CITYBIKE_P|KIDBIKE_1|SPORTBIKE_A,1,4,4,4,Khách hàng tiêu biểu,0.9583,train,Cao,0.8046,0.0,0,0.0
KH-00226,CÔNG TY CỔ PHẦN VĨNH PHÁT,Hà Nội,Miền Bắc,2025-03-21,2025-03-21,2025-03,10,1,26040000,22,26040000.0,1,0.0,CITYBIKE_P,1,3,2,2,Cần theo dõi,0.9681,train,Cao,0.8046,0.0,0,0.0
KH-00227,CÔNG TY TNHH THƯƠNG MẠI TRÍ ĐỨC,Bắc Ninh,Miền Bắc,2025-03-21,2025-03-21,2025-03,10,1,40920000,35,40920000.0,2,0.0,CITYBIKE_P|KIDBIKE_1,1,3,2,3,Cần theo dõi,0.9436,train,Cao,0.8046,0.0,0,0.0
KH-00228,CÔNG TY CỔ PHẦN THƯƠNG MẠI XUÂN MAI,Hà Nội,Miền Bắc,2025-03-21,2025-03-21,2025-03,10,1,18000000,15,18000000.0,2,0.0,CITYBIKE_P|SPORTBIKE_S,1,3,2,1,Cần theo dõi,0.9681,train,Cao,0.8046,0.0,0,0.0
KH-00229,DOANH NGHIỆP TW TRÍ ĐỨC,Bắc Giang,Miền Bắc,2025-03-21,2025-03-21,2025-03,10,1,33980000,30,33980000.0,2,0.0,CITYBIKE_P|KIDBIKE_1,1,3,2,2,Cần theo dõi,0.9711,train,Cao,0.8046,0.0,0,0.0
KH-00230,DOANH NGHIỆP TW ĐẠI LỢI,Hà Nội,Miền Bắc,2025-03-21,2025-03-21,2025-03,10,1,20440000,18,20440000.0,2,0.0,CITYBIKE_P|KIDBIKE_1,1,3,2,2,Cần theo dõi,0.9681,train,Cao,0.8046,0.0,0,0.0
KH-00231,CÔNG TY CỔ PHẦN THANH BÌNH,Hưng Yên,Miền Bắc,2025-03-21,2025-03-27,2025-03,4,3,107772500,92,35924167.0,5,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A|SPORTBIKE_S,1,4,5,5,Khách hàng tiêu biểu,0.9489,test,Cao,0.8046,0.0,0,0.0
KH-00232,HỘ KINH DOANH HOÀ BÌNH,Hội An,Miền Bắc,2025-03-21,2025-03-21,2025-03,10,1,19000000,8,19000000.0,1,0.0,CITYBIKE_P,1,3,2,2,Cần theo dõi,0.9681,train,Cao,0.8046,0.0,0,0.0
KH-00233,DOANH NGHIỆP TW CHI THÀNH,Thái Bình,Miền Bắc,2025-03-21,2025-03-21,2025-03,10,1,22840000,20,22840000.0,1,0.0,CITYBIKE_P,1,3,2,2,Cần theo dõi,0.9681,test,Cao,0.8046,0.0,0,0.0
KH-00234,CÔNG TY TNHH KHẢI HOÀN,Thái Bình,Miền Bắc,2025-03-21,2025-03-21,2025-03,10,1,24220000,21,24220000.0,2,0.0,CITYBIKE_P|KIDBIKE_1,1,3,2,2,Cần theo dõi,0.9681,test,Cao,0.8046,0.0,0,0.0
KH-00235,CÔNG TY CỔ PHẦN THƯƠNG MẠI CHI THÀNH,Nam Định,Miền Bắc,2025-03-21,2025-03-21,2025-03,10,2,87420000,70,43710000.0,2,0.0,CITYBIKE_P|SPORTBIKE_A,1,3,4,4,Cần theo dõi,0.9447,train,Cao,0.8046,0.0,0,0.0
KH-00236,CỬA HÀNG XE ĐẠP ĐÔNG NAM,Hà Nội,Miền Bắc,2025-03-21,2025-03-22,2025-03,9,2,35880000,30,17940000.0,1,0.0,CITYBIKE_P,1,3,4,3,Cần theo dõi,0.9681,train,Cao,0.8046,0.0,0,0.0
KH-00237,DOANH NGHIỆP TW LÊ ANH,Tuyên Quang,Miền Bắc,2025-03-21,2025-03-22,2025-03,9,2,59932962,64,29966481.0,5,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A|SPORTBIKE_S,1,3,4,4,Cần theo dõi,0.9788,train,Cao,0.8046,0.0,0,0.0
KH-00238,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRƯỜNG THỊNH,Phú Thọ,Miền Bắc,2025-03-21,2025-03-21,2025-03,10,1,33546143,26,33546143.0,4,0.0,CITYBIKE_P|KIDBIKE_1|SPORTBIKE_A|SPORTBIKE_S,1,3,2,2,Cần theo dõi,0.9851,train,Cao,0.8046,0.0,0,0.0
KH-00239,HỘ KINH DOANH THANH BÌNH,Hội An,Miền Bắc,2025-03-21,2025-03-21,2025-03,10,1,34357000,23,34357000.0,2,0.0,CITYBIKE_P|SPORTBIKE_A,1,3,2,2,Cần theo dõi,0.9711,train,Cao,0.8046,0.0,0,0.0
KH-00240,CÔNG TY CỔ PHẦN TRÍ ĐỨC,Sơn La,Miền Bắc,2025-03-21,2025-03-21,2025-03,10,1,39050000,35,39050000.0,1,0.0,KIDBIKE_1,1,3,2,3,Cần theo dõi,0.9225,train,Cao,0.8046,0.0,0,0.0
KH-00241,HỘ KINH DOANH PHÚ THỊNH,Thái Nguyên,Miền Bắc,2025-03-21,2025-03-25,2025-03,6,2,88600000,75,44300000.0,1,0.0,CITYBIKE_P,1,3,4,4,Cần theo dõi,0.9447,train,Cao,0.8046,0.0,0,0.0
KH-00242,CÔNG TY CỔ PHẦN THƯƠNG MẠI HÙNG CƯỜNG,Bắc Kạn,Miền Bắc,2025-03-21,2025-03-25,2025-03,6,2,36320000,51,18160000.0,3,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2,1,3,4,3,Cần theo dõi,0.9835,train,Cao,0.8046,0.0,0,0.0
KH-00243,HỘ KINH DOANH VĨNH PHÁT,Hà Nam,Miền Bắc,2025-03-21,2025-03-21,2025-03,10,1,35150000,30,35150000.0,3,0.0,CITYBIKE_P|KIDBIKE_1|SPORTBIKE_S,1,3,2,3,Cần theo dõi,0.9851,train,Cao,0.8046,0.0,0,0.0
KH-00244,CÔNG TY CỔ PHẦN THƯƠNG MẠI AN PHÁT,Phú Thọ,Miền Bắc,2025-03-21,2025-03-21,2025-03,10,1,33400000,30,33400000.0,3,0.0,CITYBIKE_P|KIDBIKE_1|SPORTBIKE_S,1,3,2,2,Cần theo dõi,0.9851,train,Cao,0.8046,0.0,0,0.0
KH-00245,CỬA HÀNG XE ĐẠP TÂN TIẾN,Hà Nội,Miền Bắc,2025-03-22,2025-03-22,2025-03,9,1,2120370,1,2120370.0,1,0.0,CITYBIKE_P,1,3,2,1,Cần theo dõi,0.9743,test,Cao,0.8046,0.0,0,0.0
KH-00246,CỬA HÀNG XE ĐẠP TRƯỜNG THỊNH,Hà Nội,Miền Bắc,2025-03-22,2025-03-25,2025-03,6,2,38184000,30,19092000.0,4,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_S,1,3,4,3,Cần theo dõi,0.9835,train,Cao,0.8046,0.0,0,0.0
KH-00247,HỘ KINH DOANH NGỌC ANH,Hưng Yên,Miền Bắc,2025-03-22,2025-03-22,2025-03,9,1,126890000,108,126890000.0,3,0.0,CITYBIKE_P|KIDBIKE_1|SPORTBIKE_S,1,3,2,5,Cần theo dõi,0.9347,train,Cao,0.8046,0.0,0,0.0
