customer_code,customer_name,province_name,region,ngay_dau,tong_dt,so_don,segment,cohort_month,cohort_year
KH-00344,CÔNG TY TNHH PHÚC AN,Phú Thọ,Miền Bắc,2026-01-12,50565548.0,1,Trung bình,2026-01,2026
KH-00337,DOANH NGHIỆP TW VĨNH PHÁT,Hà Nội,Miền Bắc,2026-01-12,9157407.0,1,Trung bình,2026-01,2026
KH-00360,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,Thanh Hóa,Miền Trung,2026-01-13,191129200.0,2,Có tiềm năng,2026-01,2026
KH-00358,CÔNG TY TNHH SƠN HÀ,Thanh Hóa,Miền Trung,2026-01-13,45427487.0,2,Champions,2026-01,2026
KH-00357,CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH,Sầm Sơn,Miền Bắc,2026-01-13,117056538.0,3,Champions,2026-01,2026
KH-00359,CÔNG TY CỔ PHẦN VẠN LỢI,Hà Nội,Miền Bắc,2026-01-13,343228527.0,8,Champions,2026-01,2026
KH-00355,DOANH NGHIỆP TW PHÚC AN,Thanh Hóa,Miền Trung,2026-01-13,67620537.0,3,Loyal,2026-01,2026
KH-00354,CÔNG TY TNHH THƯƠNG MẠI NAM TIẾN,Thái Nguyên,Miền Bắc,2026-01-13,77331372.0,1,Trung bình,2026-01,2026
KH-00353,CỬA HÀNG XE ĐẠP THANH BÌNH,Hà Nội,Miền Bắc,2026-01-13,120052383.0,4,Champions,2026-01,2026
KH-00356,CÔNG TY TNHH THƯƠNG MẠI QUANG VINH,Thanh Hóa,Miền Trung,2026-01-13,96440808.0,2,Loyal,2026-01,2026
KH-00361,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÂY BẮC,Hà Nội,Miền Bắc,2026-01-14,8055557.0,2,Loyal,2026-01,2026
KH-00362,HỘ KINH DOANH MẶT TRỜI,Hà Nội,Miền Bắc,2026-01-14,2027778.0,1,Trung bình,2026-01,2026
KH-00377,DOANH NGHIỆP TW PHÚ THỊNH,Hà Nội,Miền Bắc,2026-01-16,202712911.0,3,Champions,2026-01,2026
KH-00378,CỬA HÀNG XE ĐẠP VĨNH PHÁT,Hà Nội,Miền Bắc,2026-01-16,34553883.0,2,Loyal,2026-01,2026
KH-00379,CÔNG TY TNHH MINH PHƯƠNG,Thái Nguyên,Miền Bắc,2026-01-16,726215337.0,4,Champions,2026-01,2026
KH-00385,CÔNG TY CỔ PHẦN THƯƠNG MẠI THIÊN AN,Hải Dương,Miền Bắc,2026-01-16,200372170.0,4,Champions,2026-01,2026
KH-00382,CÔNG TY TNHH LÊ ANH,Ninh Bình,Miền Bắc,2026-01-16,130206084.0,4,Champions,2026-01,2026
KH-00381,DOANH NGHIỆP TW TÚ ANH,Ninh Bình,Miền Bắc,2026-01-16,72067203.0,3,Champions,2026-01,2026
KH-00383,HỘ KINH DOANH VẠN LỢI,Ninh Bình,Miền Bắc,2026-01-16,159137735.0,3,Champions,2026-01,2026
KH-00384,CỬA HÀNG XE ĐẠP PHÚC AN,TP Hải Phòng,Miền Bắc,2026-01-16,57944428.0,2,Loyal,2026-01,2026
KH-00376,CÔNG TY TNHH THƯƠNG MẠI AN PHÁT,Hà Nội,Miền Bắc,2026-01-16,38117024.0,2,Champions,2026-01,2026
KH-00380,DOANH NGHIỆP TW HÙNG CƯỜNG,Ninh Bình,Miền Bắc,2026-01-16,171279116.0,5,Champions,2026-01,2026
KH-00375,CÔNG TY TNHH ĐẠI DƯƠNG,Hà Nội,Miền Bắc,2026-01-16,10716664.0,1,Trung bình,2026-01,2026
KH-00368,HỘ KINH DOANH HOÀ BÌNH,Hà Nội,Miền Bắc,2026-01-16,54000819.0,1,Trung bình,2026-01,2026
KH-00373,DOANH NGHIỆP TW THIÊN AN,Hưng Yên,Miền Bắc,2026-01-16,47111094.0,2,Có tiềm năng,2026-01,2026
KH-00363,HỘ KINH DOANH ĐẠI LỢI,Hải Phòng,Miền Bắc,2026-01-16,109147287.0,3,Loyal,2026-01,2026
KH-00374,CÔNG TY CỔ PHẦN XÂY DỰNG,Hưng Yên,Miền Bắc,2026-01-16,273669448.0,5,Champions,2026-01,2026
KH-00365,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRÍ ĐỨC,Hà Nội,Miền Bắc,2026-01-16,52021369.0,2,Champions,2026-01,2026
KH-00366,HỘ KINH DOANH THIÊN AN,Nghệ An,Miền Trung,2026-01-16,613513212.0,6,Champions,2026-01,2026
KH-00364,DOANH NGHIỆP TW XUÂN MAI,TP Hải Phòng,Miền Bắc,2026-01-16,367860667.0,4,Champions,2026-01,2026
KH-00369,CÔNG TY TNHH VẠN LỢI,Hà Nội,Miền Bắc,2026-01-16,81778027.0,3,Champions,2026-01,2026
KH-00370,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,Bắc Ninh,Miền Bắc,2026-01-16,28205550.0,1,Trung bình,2026-01,2026
KH-00371,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,Bắc Ninh,Miền Bắc,2026-01-16,63901840.0,3,Loyal,2026-01,2026
KH-00372,CÔNG TY CỔ PHẦN THƯƠNG MẠI MẶT TRỜI,Thanh Hóa,Miền Trung,2026-01-16,605388748.0,4,Champions,2026-01,2026
KH-00367,CÔNG TY CỔ PHẦN ĐÔNG NAM,Thanh Hóa,Miền Trung,2026-01-16,68896093.0,1,Trung bình,2026-01,2026
KH-00386,CÔNG TY TNHH THƯƠNG MẠI KHẢI HOÀN,Hà Nam,Miền Bắc,2026-01-17,298647705.0,4,Champions,2026-01,2026
KH-00387,CÔNG TY CỔ PHẦN THANH BÌNH,Bắc Ninh,Miền Bắc,2026-01-17,337372776.0,2,Champions,2026-01,2026
KH-00394,CÔNG TY TNHH THƯƠNG MẠI NAM TIẾN,Thanh Hóa,Miền Trung,2026-01-19,71822204.0,1,Trung bình,2026-01,2026
KH-00397,CÔNG TY CỔ PHẦN THUỶ TIÊN,Lào Cai,Miền Bắc,2026-01-19,87726720.0,4,Champions,2026-01,2026
KH-00396,CÔNG TY CỔ PHẦN VIỆT ANH,Bắc Ninh,Miền Bắc,2026-01-19,119042822.0,2,Champions,2026-01,2026
KH-00395,HỘ KINH DOANH TÂY BẮC,Bắc Ninh,Miền Bắc,2026-01-19,67061276.0,2,Loyal,2026-01,2026
KH-00393,CÔNG TY TNHH THƯƠNG MẠI SƠN HÀ,Thanh Hóa,Miền Trung,2026-01-19,101101636.0,2,Loyal,2026-01,2026
KH-00389,CÔNG TY CỔ PHẦN TRƯỜNG THỊNH,Thanh Hoá,Miền Trung,2026-01-19,56069708.0,2,Champions,2026-01,2026
KH-00391,CÔNG TY TNHH THƯƠNG MẠI NAM TIẾN,Hà Tĩnh,Miền Trung,2026-01-19,27965179.0,1,Trung bình,2026-01,2026
KH-00390,HỘ KINH DOANH ĐẠI LỢI,Hà Nội,Miền Bắc,2026-01-19,123865987.0,2,Champions,2026-01,2026
KH-00392,HỘ KINH DOANH SƠN HÀ,Hà Tĩnh,Miền Trung,2026-01-19,56393317.0,2,Champions,2026-01,2026
KH-00388,CÔNG TY CỔ PHẦN MẶT TRỜI,Hà Nội,Miền Bắc,2026-01-19,2768519.0,1,Trung bình,2026-01,2026
KH-00398,CÔNG TY TNHH PHÚC AN,TP Đà Nẵng,Miền Bắc,2026-01-20,35105550.0,1,Trung bình,2026-01,2026
KH-00399,CÔNG TY TNHH ĐẠI LỢI,Hà Nội,Miền Bắc,2026-01-20,4611112.0,1,Trung bình,2026-01,2026
KH-00400,CÔNG TY TNHH XÂY DỰNG,Đồng Nai,Miền Nam,2026-01-21,4527778.0,1,Trung bình,2026-01,2026
KH-00411,CỬA HÀNG XE ĐẠP MẶT TRỜI,Hà Nội,Miền Bắc,2026-01-22,2361111.0,1,Trung bình,2026-01,2026
KH-00410,CỬA HÀNG XE ĐẠP NAM TIẾN,Nghệ An,Miền Trung,2026-01-22,142988859.0,2,Có tiềm năng,2026-01,2026
KH-00409,CÔNG TY CỔ PHẦN THƯƠNG MẠI BÌNH MINH,Thanh Hoá,Miền Trung,2026-01-22,18133330.0,1,Trung bình,2026-01,2026
KH-00408,CÔNG TY CỔ PHẦN MINH PHƯƠNG,Thanh Hóa,Miền Trung,2026-01-22,129384237.0,3,Loyal,2026-01,2026
KH-00407,DOANH NGHIỆP TW LONG PHÚ,Đà Nẵng,Miền Trung,2026-01-22,90396643.0,3,Champions,2026-01,2026
KH-00406,CÔNG TY CỔ PHẦN THƯƠNG MẠI LONG PHÚ,Hưng Yên,Miền Bắc,2026-01-22,82642778.0,1,Trung bình,2026-01,2026
KH-00405,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,Thanh Hóa,Miền Trung,2026-01-22,100248865.0,1,Trung bình,2026-01,2026
KH-00404,HỘ KINH DOANH PHÚ THỊNH,Thanh Hóa,Miền Trung,2026-01-22,211169406.0,5,Champions,2026-01,2026
KH-00403,CÔNG TY CỔ PHẦN THƯƠNG MẠI LONG PHÚ,Thanh Hóa,Miền Trung,2026-01-22,112403036.0,2,Champions,2026-01,2026
KH-00402,CÔNG TY CỔ PHẦN ĐẠI LỢI,Hà Nội,Miền Bắc,2026-01-22,369750882.0,6,Champions,2026-01,2026
KH-00401,HỘ KINH DOANH THUỶ TIÊN,Hà Nội,Miền Bắc,2026-01-22,22144902.0,1,Trung bình,2026-01,2026
KH-00425,CỬA HÀNG XE ĐẠP MINH PHƯƠNG,Thanh Hóa,Miền Trung,2026-01-23,121008860.0,2,Loyal,2026-01,2026
KH-00424,CÔNG TY TNHH TRÍ ĐỨC,Hà Nội,Miền Bắc,2026-01-23,77487765.0,2,Champions,2026-01,2026
KH-00423,DOANH NGHIỆP TW THIÊN AN,Bắc Giang,Miền Bắc,2026-01-23,248468641.0,5,Champions,2026-01,2026
KH-00422,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,Hà Nội,Miền Bắc,2026-01-23,15861474.0,1,Trung bình,2026-01,2026
KH-00421,DOANH NGHIỆP TW YÊN BÌNH,Hòa Bình,Miền Bắc,2026-01-23,75644986.0,1,Trung bình,2026-01,2026
KH-00420,CÔNG TY CỔ PHẦN QUANG VINH,Đà Nẵng,Miền Trung,2026-01-23,116915536.0,3,Loyal,2026-01,2026
KH-00419,DOANH NGHIỆP TW ĐẠI DƯƠNG,Hà Nội,Miền Bắc,2026-01-23,146841073.0,3,Loyal,2026-01,2026
KH-00418,CÔNG TY CỔ PHẦN PHÚ THỊNH,Hà Nội,Miền Bắc,2026-01-23,7361112.0,1,Trung bình,2026-01,2026
KH-00417,CÔNG TY CỔ PHẦN THƯƠNG MẠI VIỆT ANH,Quảng Ninh,Miền Bắc,2026-01-23,75765540.0,2,Champions,2026-01,2026
KH-00416,DOANH NGHIỆP TW HOÀ BÌNH,Quảng Ninh,Miền Bắc,2026-01-23,32353328.0,1,Trung bình,2026-01,2026
KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,Thanh Hóa,Miền Trung,2026-01-23,408331186.0,5,Champions,2026-01,2026
KH-00414,HỘ KINH DOANH ĐẠI LỢI,Hà Nội,Miền Bắc,2026-01-23,179998377.0,4,Champions,2026-01,2026
KH-00413,CÔNG TY CỔ PHẦN CHI THÀNH,TP Hải Phòng,Miền Bắc,2026-01-23,29907408.0,1,Trung bình,2026-01,2026
KH-00412,CÔNG TY TNHH TRÍ ĐỨC,Hưng Yên,Miền Bắc,2026-01-23,6805556.0,1,Trung bình,2026-01,2026
KH-00445,CÔNG TY CỔ PHẦN TÂN TIẾN,Quảng Ngãi,Miền Trung,2026-01-24,20933330.0,1,Trung bình,2026-01,2026
KH-00446,CÔNG TY TNHH THƯƠNG MẠI MINH PHƯƠNG,Quảng Trị,Miền Trung,2026-01-24,22567396.0,1,Trung bình,2026-01,2026
KH-00447,CÔNG TY TNHH THƯƠNG MẠI KHẢI HOÀN,Hà Nội,Miền Bắc,2026-01-24,100676644.0,3,Champions,2026-01,2026
KH-00448,CÔNG TY TNHH THUỶ TIÊN,Hà Nội,Miền Bắc,2026-01-24,15771104.0,1,Trung bình,2026-01,2026
KH-00449,CÔNG TY CỔ PHẦN THUỶ TIÊN,Phú Thọ,Miền Bắc,2026-01-24,16652772.0,1,Trung bình,2026-01,2026
KH-00450,HỘ KINH DOANH QUANG VINH,Thanh Hoá,Miền Trung,2026-01-24,35684616.0,1,Trung bình,2026-01,2026
KH-00451,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRƯỜNG THỊNH,Phú Thọ,Miền Bắc,2026-01-24,28180365.0,1,Trung bình,2026-01,2026
KH-00459,CÔNG TY CỔ PHẦN TOÀN THẮNG,Hà Nội,Miền Bắc,2026-01-24,51079989.0,2,Loyal,2026-01,2026
KH-00453,CÔNG TY TNHH YÊN BÌNH,Ninh Bình,Miền Bắc,2026-01-24,226995509.0,4,Champions,2026-01,2026
KH-00444,CÔNG TY TNHH THƯƠNG MẠI SÁN LẠP,Hà Nội,Miền Bắc,2026-01-24,125997747.0,2,Champions,2026-01,2026
KH-00454,HỘ KINH DOANH LONG PHÚ,Phú Thọ,Miền Bắc,2026-01-24,42573326.0,1,Trung bình,2026-01,2026
KH-00455,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,Hà Tĩnh,Miền Trung,2026-01-24,82253317.0,1,Trung bình,2026-01,2026
KH-00456,CÔNG TY TNHH THƯƠNG MẠI AN PHÁT,Hà Tĩnh,Miền Trung,2026-01-24,63827764.0,1,Trung bình,2026-01,2026
KH-00457,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,Thanh Hóa,Miền Trung,2026-01-24,81697936.0,2,Champions,2026-01,2026
KH-00458,HỘ KINH DOANH VẠN LỢI,Hà Tĩnh,Miền Trung,2026-01-24,182444860.0,3,Champions,2026-01,2026
KH-00452,CÔNG TY CỔ PHẦN THƯƠNG MẠI BÌNH MINH,Thanh Hóa,Miền Trung,2026-01-24,81243320.0,2,Loyal,2026-01,2026
KH-00443,CÔNG TY TNHH HÙNG CƯỜNG,Hà Nội,Miền Bắc,2026-01-24,23242219.0,1,Trung bình,2026-01,2026
KH-00431,CÔNG TY CỔ PHẦN THƯƠNG MẠI KHẢI HOÀN,Hà Nội,Miền Bắc,2026-01-24,17887217.0,1,Trung bình,2026-01,2026
KH-00441,CỬA HÀNG XE ĐẠP NGỌC ANH,Hà Tĩnh,Miền Trung,2026-01-24,121261822.0,3,Champions,2026-01,2026
KH-00426,CÔNG TY CỔ PHẦN THƯƠNG MẠI THIÊN AN,Thái Nguyên,Miền Bắc,2026-01-24,227020711.0,3,Champions,2026-01,2026
KH-00427,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÚ ANH,Hà Nội,Miền Bắc,2026-01-24,110648148.0,1,Trung bình,2026-01,2026
KH-00442,CÔNG TY TNHH HOÀ BÌNH,Phú Thọ,Miền Bắc,2026-01-24,50945544.0,2,Loyal,2026-01,2026
KH-00429,CỬA HÀNG XE ĐẠP XUÂN MAI,Quảng Ninh,Miền Bắc,2026-01-24,38662392.0,1,Trung bình,2026-01,2026
KH-00430,CÔNG TY CỔ PHẦN BÌNH MINH,Hà Nội,Miền Bắc,2026-01-24,44446658.0,2,Có tiềm năng,2026-01,2026
KH-00432,CÔNG TY TNHH THƯƠNG MẠI THUỶ TIÊN,Hà Nội,Miền Bắc,2026-01-24,59849515.0,2,Champions,2026-01,2026
KH-00433,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRƯỜNG THỊNH,Hà Nội,Miền Bắc,2026-01-24,49297210.0,1,Trung bình,2026-01,2026
KH-00428,CỬA HÀNG XE ĐẠP NAM TIẾN,Quảng Ninh,Miền Bắc,2026-01-24,155356897.0,2,Champions,2026-01,2026
KH-00435,DOANH NGHIỆP TW NGỌC ANH,Hà Nội,Miền Bắc,2026-01-24,47539618.0,3,Champions,2026-01,2026
KH-00436,CÔNG TY TNHH XÂY DỰNG,Hưng Yên,Miền Bắc,2026-01-24,82538029.0,2,Champions,2026-01,2026
KH-00437,DOANH NGHIỆP TW HÙNG CƯỜNG,Hưng Yên,Miền Bắc,2026-01-24,39942769.0,2,Champions,2026-01,2026
KH-00438,CỬA HÀNG XE ĐẠP ĐẠI LỢI,Hưng Yên,Miền Bắc,2026-01-24,59563322.0,2,Loyal,2026-01,2026
KH-00439,DOANH NGHIỆP TW THUỶ TIÊN,Nghệ An,Miền Trung,2026-01-24,37204436.0,1,Trung bình,2026-01,2026
KH-00440,CÔNG TY TNHH THƯƠNG MẠI ĐÔNG NAM,Hà Nội,Miền Bắc,2026-01-24,37106379.0,3,Champions,2026-01,2026
KH-00434,HỘ KINH DOANH TRƯỜNG THỊNH,Hà Nội,Miền Bắc,2026-01-24,53260355.0,2,Champions,2026-01,2026
KH-00470,CÔNG TY CỔ PHẦN VĨNH PHÁT,Nghệ An,Miền Trung,2026-01-26,25285547.0,1,Trung bình,2026-01,2026
KH-00476,CÔNG TY CỔ PHẦN THƯƠNG MẠI MẶT TRỜI,Hưng Yên,Miền Bắc,2026-01-26,118397370.0,3,Champions,2026-01,2026
KH-00475,CỬA HÀNG XE ĐẠP THIÊN AN,Hưng Yên,Miền Bắc,2026-01-26,72541467.0,2,Loyal,2026-01,2026
KH-00474,HỘ KINH DOANH MẶT TRỜI,Hưng Yên,Miền Bắc,2026-01-26,39804429.0,1,Trung bình,2026-01,2026
KH-00473,CÔNG TY TNHH TRÍ ĐỨC,Hà Nội,Miền Bắc,2026-01-26,20212216.0,1,Trung bình,2026-01,2026
KH-00472,CÔNG TY CỔ PHẦN TRÍ ĐỨC,Hà Nội,Miền Bắc,2026-01-26,50409246.0,2,Loyal,2026-01,2026
KH-00471,CÔNG TY CỔ PHẦN TRÍ ĐỨC,Hà Tĩnh,Miền Trung,2026-01-26,55482205.0,1,Trung bình,2026-01,2026
KH-00477,CỬA HÀNG XE ĐẠP ĐẠI LỢI,Hà Nội,Miền Bắc,2026-01-26,126257935.0,2,Champions,2026-01,2026
KH-00469,CỬA HÀNG XE ĐẠP HOÀ BÌNH,Nghệ An,Miền Trung,2026-01-26,125293492.0,2,Champions,2026-01,2026
KH-00466,HỘ KINH DOANH HÙNG CƯỜNG,Quảng Ninh,Miền Bắc,2026-01-26,124908761.0,2,Champions,2026-01,2026
KH-00467,DOANH NGHIỆP TW TÂY BẮC,Quảng Trị,Miền Trung,2026-01-26,63071655.0,2,Champions,2026-01,2026
KH-00465,CÔNG TY CỔ PHẦN KHẢI HOÀN,Quảng Ninh,Miền Bắc,2026-01-26,34894436.0,1,Trung bình,2026-01,2026
KH-00464,CÔNG TY TNHH THƯƠNG MẠI KHẢI HOÀN,Phú Thọ,Miền Bắc,2026-01-26,25797586.0,1,Trung bình,2026-01,2026
KH-00463,CÔNG TY TNHH THƯƠNG MẠI YÊN BÌNH,Hà Nội,Miền Bắc,2026-01-26,420589919.0,5,Champions,2026-01,2026
KH-00462,HỘ KINH DOANH TRƯỜNG THỊNH,Hưng Yên,Miền Bắc,2026-01-26,4981482.0,2,Loyal,2026-01,2026
KH-00461,CÔNG TY TNHH THUỶ TIÊN,Hải Dương,Miền Bắc,2026-01-26,90740740.0,2,Loyal,2026-01,2026
KH-00460,DOANH NGHIỆP TW THUỶ TIÊN,Phú Thọ,Miền Bắc,2026-01-26,16361110.0,1,Trung bình,2026-01,2026
KH-00468,CÔNG TY CỔ PHẦN KHẢI HOÀN,Nghệ An,Miền Trung,2026-01-26,28953046.0,1,Trung bình,2026-01,2026
KH-00491,CÔNG TY TNHH PHÚC AN,Vinh,Miền Bắc,2026-01-27,283026601.0,2,Loyal,2026-01,2026
KH-00492,HỘ KINH DOANH ĐÔNG NAM,Thanh Hóa,Miền Trung,2026-01-27,83486647.0,2,Loyal,2026-01,2026
KH-00493,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,TP Hải Phòng,Miền Bắc,2026-01-27,33390543.0,2,Champions,2026-01,2026
KH-00495,CÔNG TY CỔ PHẦN THƯƠNG MẠI HOÀ BÌNH,Hà Nội,Miền Bắc,2026-01-27,113821086.0,3,Champions,2026-01,2026
KH-00499,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÚ ANH,Hưng Yên,Miền Bắc,2026-01-27,96427756.0,1,Trung bình,2026-01,2026
KH-00497,CÔNG TY TNHH THƯƠNG MẠI QUANG VINH,Hưng Yên,Miền Bắc,2026-01-27,105593859.0,3,Champions,2026-01,2026
KH-00498,CỬA HÀNG XE ĐẠP MINH PHƯƠNG,Hưng Yên,Miền Bắc,2026-01-27,40158694.0,2,Champions,2026-01,2026
KH-00490,CÔNG TY TNHH TÂN TIẾN,Phú Thọ,Miền Bắc,2026-01-27,19349256.0,1,Trung bình,2026-01,2026
KH-00496,CÔNG TY CỔ PHẦN TOÀN THẮNG,Hà Nội,Miền Bắc,2026-01-27,61434986.0,2,Champions,2026-01,2026
KH-00489,CÔNG TY CỔ PHẦN ĐÔNG NAM,Phủ Lý,Miền Bắc,2026-01-27,100172198.0,3,Champions,2026-01,2026
KH-00494,HỘ KINH DOANH AN PHÁT,Hà Nội,Miền Bắc,2026-01-27,34963325.0,1,Trung bình,2026-01,2026
KH-00487,DOANH NGHIỆP TW TRƯỜNG THỊNH,Bắc Ninh,Miền Bắc,2026-01-27,188365334.0,3,Champions,2026-01,2026
KH-00488,CÔNG TY TNHH TRƯỜNG THỊNH,Ninh Bình,Miền Bắc,2026-01-27,203177562.0,5,Champions,2026-01,2026
KH-00478,CÔNG TY TNHH BÌNH MINH,Hà Nội,Miền Bắc,2026-01-27,4527778.0,1,Trung bình,2026-01,2026
KH-00480,DOANH NGHIỆP TW ĐẠI DƯƠNG,Hà Nội,Miền Bắc,2026-01-27,22314816.0,1,Trung bình,2026-01,2026
KH-00481,CÔNG TY CỔ PHẦN HOÀ BÌNH,Hà Nội,Miền Bắc,2026-01-27,70334427.0,2,Loyal,2026-01,2026
KH-00482,CỬA HÀNG XE ĐẠP KHẢI HOÀN,Hà Nội,Miền Bắc,2026-01-27,44872212.0,1,Trung bình,2026-01,2026
KH-00479,DOANH NGHIỆP TW NGỌC ANH,Hà Nội,Miền Bắc,2026-01-27,3333333.0,1,Trung bình,2026-01,2026
KH-00483,HỘ KINH DOANH VẠN LỢI,Bắc Ninh,Miền Bắc,2026-01-27,113284416.0,2,Champions,2026-01,2026
KH-00484,CÔNG TY CỔ PHẦN THƯƠNG MẠI HOÀ BÌNH,Bắc Ninh,Miền Bắc,2026-01-27,128189783.0,2,Champions,2026-01,2026
KH-00485,CÔNG TY CỔ PHẦN SÁN LẠP,Hà Nội,Miền Bắc,2026-01-27,77854057.0,2,Champions,2026-01,2026
KH-00486,CÔNG TY TNHH VẠN LỢI,Bắc Ninh,Miền Bắc,2026-01-27,106184231.0,2,Champions,2026-01,2026
KH-00529,CÔNG TY CỔ PHẦN THƯƠNG MẠI THIÊN AN,Nghệ An,Miền Trung,2026-01-28,120795166.0,1,Trung bình,2026-01,2026
KH-00523,HỘ KINH DOANH KHẢI HOÀN,Hà Nội,Miền Bắc,2026-01-28,24352217.0,1,Trung bình,2026-01,2026
KH-00524,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRÍ ĐỨC,Hưng Yên,Miền Bắc,2026-01-28,27199995.0,1,Trung bình,2026-01,2026
KH-00525,CỬA HÀNG XE ĐẠP SÁN LẠP,Hưng Yên,Miền Bắc,2026-01-28,44550175.0,1,Trung bình,2026-01,2026
KH-00526,CÔNG TY CỔ PHẦN NAM TIẾN,Hưng Yên,Miền Bắc,2026-01-28,31530549.0,1,Trung bình,2026-01,2026
KH-00527,CÔNG TY CỔ PHẦN THƯƠNG MẠI HOÀ BÌNH,Hà Nội,Miền Bắc,2026-01-28,52840355.0,2,Champions,2026-01,2026
KH-00528,CÔNG TY CỔ PHẦN VẠN LỢI,Bắc Ninh,Miền Bắc,2026-01-28,24083328.0,1,Trung bình,2026-01,2026
KH-00522,CÔNG TY TNHH HÙNG CƯỜNG,Ninh Bình,Miền Bắc,2026-01-28,15749995.0,1,Trung bình,2026-01,2026
KH-00530,DOANH NGHIỆP TW TÂY BẮC,Hà Nội,Miền Bắc,2026-01-28,21605551.0,1,Loyal,2026-01,2026
KH-00535,CỬA HÀNG XE ĐẠP QUANG VINH,Phú Thọ,Miền Bắc,2026-01-28,27191100.0,2,Champions,2026-01,2026
KH-00532,CÔNG TY TNHH THƯƠNG MẠI MẶT TRỜI,Hà Nội,Miền Bắc,2026-01-28,31324993.0,1,Loyal,2026-01,2026
KH-00533,CÔNG TY TNHH YÊN BÌNH,Phú Thọ,Miền Bắc,2026-01-28,29689996.0,1,Loyal,2026-01,2026
KH-00534,DOANH NGHIỆP TW AN PHÁT,Phú Thọ,Miền Bắc,2026-01-28,19952588.0,1,Loyal,2026-01,2026
KH-00536,CỬA HÀNG XE ĐẠP LONG PHÚ,Hà Nội,Miền Bắc,2026-01-28,135639972.0,1,Loyal,2026-01,2026
KH-00537,CÔNG TY CỔ PHẦN ĐÔNG NAM,Bắc Kạn,Miền Bắc,2026-01-28,20135548.0,1,Loyal,2026-01,2026
KH-00538,HỘ KINH DOANH PHÚC AN,Cao Bằng,Miền Bắc,2026-01-28,68250264.0,1,Loyal,2026-01,2026
KH-00539,CỬA HÀNG XE ĐẠP CHI THÀNH,Thái Nguyên,Miền Bắc,2026-01-28,17192218.0,1,Loyal,2026-01,2026
KH-00521,CỬA HÀNG XE ĐẠP KHẢI HOÀN,Ninh Bình,Miền Bắc,2026-01-28,94796087.0,2,Champions,2026-01,2026
KH-00531,CÔNG TY TNHH THƯƠNG MẠI VẠN LỢI,Hà Nội,Miền Bắc,2026-01-28,55249433.0,2,Loyal,2026-01,2026
KH-00520,CÔNG TY TNHH TÂY BẮC,Ninh Bình,Miền Bắc,2026-01-28,71704244.0,1,Trung bình,2026-01,2026
KH-00509,CÔNG TY TNHH THƯƠNG MẠI BÌNH MINH,Bắc Ninh,Miền Bắc,2026-01-28,74128591.0,2,Champions,2026-01,2026
KH-00518,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,Hưng Yên,Miền Bắc,2026-01-28,58840357.0,2,Champions,2026-01,2026
KH-00500,CÔNG TY CỔ PHẦN THƯƠNG MẠI VĨNH PHÁT,Hà Nội,Miền Bắc,2026-01-28,12458333.0,1,Trung bình,2026-01,2026
KH-00501,CÔNG TY CỔ PHẦN VĨNH PHÁT,Thanh Hóa,Miền Trung,2026-01-28,36233323.0,2,Loyal,2026-01,2026
KH-00502,CỬA HÀNG XE ĐẠP BÌNH MINH,Hà Nội,Miền Bắc,2026-01-28,48760915.0,3,Champions,2026-01,2026
KH-00503,DOANH NGHIỆP TW PHÚ THỊNH,Hà Nội,Miền Bắc,2026-01-28,89774988.0,2,Champions,2026-01,2026
KH-00504,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÂY BẮC,Hà Nội,Miền Bắc,2026-01-28,22818328.0,1,Trung bình,2026-01,2026
KH-00519,CÔNG TY CỔ PHẦN XUÂN MAI,Hưng Yên,Miền Bắc,2026-01-28,155462755.0,3,Champions,2026-01,2026
KH-00506,CÔNG TY TNHH THANH BÌNH,Hà Nội,Miền Bắc,2026-01-28,77829977.0,2,Loyal,2026-01,2026
KH-00507,CỬA HÀNG XE ĐẠP BÌNH MINH,Phú Thọ,Miền Bắc,2026-01-28,35994437.0,1,Trung bình,2026-01,2026
KH-00508,CÔNG TY CỔ PHẦN VĨNH PHÁT,TP Hải Phòng,Miền Bắc,2026-01-28,33244157.0,2,Loyal,2026-01,2026
KH-00505,CÔNG TY CỔ PHẦN TÚ ANH,Nghệ An,Miền Trung,2026-01-28,130865894.0,3,Champions,2026-01,2026
