province_name,region,product_code,product_name,tong_sl,tong_dt
Thanh Hóa,Miền Trung,000230002023000,Xe đạp Thống Nhất LD 26 Kem,34.0,61542210.0
Thanh Hóa,Miền Trung,000331002008000,Xe đạp Thống Nhất MTB 26-02 Ghi,22.0,39066102.0
Thanh Hóa,Miền Trung,000331002022000,Xe đạp Thống Nhất MTB 26-02 Xanh dương,10.0,17472774.0
Thanh Hóa,Miền Trung,000335002001000,Xe đạp Thống Nhất Super 24 Đen,11.0,24207867.0
Thanh Hóa,Miền Trung,000401002016000,"Xe đạp Thống Nhất Nữ Truyền thống Lốp đỏ, Ngọc",279.0,401994358.0
Thanh Hóa,Miền Trung,1000310050010000,Xe đạp Thống Nhất Road RPD 700C Đen,5.0,17431945.0
Thái Nguyên,Miền Bắc,000125002009000,Xe đạp Thống Nhất Puppy 20 Hồng,13.0,14198888.0
Thái Nguyên,Miền Bắc,000125002013000,Xe đạp Thống Nhất Puppy 20 Xanh,20.0,24539994.0
Thái Nguyên,Miền Bắc,000125002023000,Xe đạp Thống Nhất Puppy 20 Kem,17.0,21143328.0
Thái Nguyên,Miền Bắc,000131002001002,Xe đạp Thống Nhất GN 06 20 2024 Đen,6.0,7183796.0
Thái Nguyên,Miền Bắc,000131002008001,Xe đạp Thống Nhất GN 06 20 2024 Ghi,5.0,5953703.0
Thái Nguyên,Miền Bắc,000207004000000,Xe đạp Thống Nhất 219-05-26,12.0,18390272.0
Thái Nguyên,Miền Bắc,000209002025000,Xe đạp Thống Nhất 219-26 Xanh Tím,6.0,8899998.0
Thái Nguyên,Miền Bắc,000214004000000,Xe đạp Thống Nhất GN 05-26,7.0,10741663.0
Thái Nguyên,Miền Bắc,000216003001000,Xe đạp Thống Nhất GN 06-24 2.0 Đen,23.0,34819435.0
Thái Nguyên,Miền Bắc,000216003008000,Xe đạp Thống Nhất GN 06-24 2.0 Ghi,27.0,41011100.0
Thái Nguyên,Miền Bắc,000217003001000,Xe đạp Thống Nhất GN 06-26 2.0 Đen,5.0,7658331.0
Thái Nguyên,Miền Bắc,000217003008000,Xe đạp Thống Nhất GN 06-26 2.0 Ghi,6.0,8552776.0
Thái Nguyên,Miền Bắc,000224002015000,Xe đạp Thống Nhất New 24 Café/nâu,9.0,10170000.0
Thái Nguyên,Miền Bắc,000224002023000,Xe đạp Thống Nhất New 24 Kem,55.0,79621756.0
Thái Nguyên,Miền Bắc,000224002026000,Xe đạp Thống Nhất New 24 Xanh mint,13.0,14690000.0
Thái Nguyên,Miền Bắc,000225002002000,Xe đạp Thống Nhất New 26 Trắng,36.0,49921665.0
Thái Nguyên,Miền Bắc,000225002015000,Xe đạp Thống Nhất New 26 Café/nâu,24.0,33595460.0
Thái Nguyên,Miền Bắc,000225002023000,Xe đạp Thống Nhất New 26 Kem,77.0,97035460.0
Thái Nguyên,Miền Bắc,000225002025000,Xe đạp Thống Nhất New 26 Xanh mint,51.0,67171665.0
Thái Nguyên,Miền Bắc,000226003002000,Xe đạp Thống Nhất LD 24-01_2023 Trắng,10.0,16972220.0
Thái Nguyên,Miền Bắc,000226003014000,Xe đạp Thống Nhất LD 24-01_2023 Xanh Santorini,13.0,22063886.0
Thái Nguyên,Miền Bắc,000226003023000,Xe đạp Thống Nhất LD 24-01_2023 Kem,16.0,26658330.0
Thái Nguyên,Miền Bắc,000230002023000,Xe đạp Thống Nhất LD 26 Kem,18.0,32598327.0
Thái Nguyên,Miền Bắc,000331002008000,Xe đạp Thống Nhất MTB 26-02 Ghi,6.0,9725554.0
Thái Nguyên,Miền Bắc,000331002022000,Xe đạp Thống Nhất MTB 26-02 Xanh dương,3.0,4862777.0
Thái Nguyên,Miền Bắc,000401002016000,"Xe đạp Thống Nhất Nữ Truyền thống Lốp đỏ, Ngọc",213.0,328924905.0
Vinh,Miền Bắc,000125002009000,Xe đạp Thống Nhất Puppy 20 Hồng,10.0,11872220.0
Vinh,Miền Bắc,000207004000000,Xe đạp Thống Nhất 219-05-26,14.0,20444440.0
Vinh,Miền Bắc,000209002025000,Xe đạp Thống Nhất 219-26 Xanh Tím,8.0,10866665.0
Vinh,Miền Bắc,000214004000000,Xe đạp Thống Nhất GN 05-26,5.0,7722220.0
Vinh,Miền Bắc,000216003008000,Xe đạp Thống Nhất GN 06-24 2.0 Ghi,12.0,18533328.0
Vinh,Miền Bắc,000217003001000,Xe đạp Thống Nhất GN 06-26 2.0 Đen,9.0,14449995.0
Vinh,Miền Bắc,000217003008000,Xe đạp Thống Nhất GN 06-26 2.0 Ghi,11.0,17305550.0
Vinh,Miền Bắc,000224002002000,Xe đạp Thống Nhất New 24 Trắng,5.0,5650000.0
Vinh,Miền Bắc,000224002015000,Xe đạp Thống Nhất New 24 Café/nâu,20.0,26988880.0
Vinh,Miền Bắc,000224002023000,Xe đạp Thống Nhất New 24 Kem,27.0,37093320.0
Vinh,Miền Bắc,000224002026000,Xe đạp Thống Nhất New 24 Xanh mint,10.0,11300000.0
Vinh,Miền Bắc,000225002002000,Xe đạp Thống Nhất New 26 Trắng,5.0,8150000.0
Vinh,Miền Bắc,000225002015000,Xe đạp Thống Nhất New 26 Café/nâu,30.0,39900000.0
Vinh,Miền Bắc,000225002023000,Xe đạp Thống Nhất New 26 Kem,37.0,54910000.0
Vinh,Miền Bắc,000225002025000,Xe đạp Thống Nhất New 26 Xanh mint,11.0,12980000.0
Vinh,Miền Bắc,000226003002000,Xe đạp Thống Nhất LD 24-01_2023 Trắng,3.0,3600000.0
Vinh,Miền Bắc,000226003014000,Xe đạp Thống Nhất LD 24-01_2023 Xanh Santorini,8.0,9600000.0
Vinh,Miền Bắc,000226003015000,Xe đạp Thống Nhất LD 24-01_2023 Café/nâu,8.0,9600000.0
Vinh,Miền Bắc,000226003023000,Xe đạp Thống Nhất LD 24-01_2023 Kem,4.0,4800000.0
Vinh,Miền Bắc,000230002023000,Xe đạp Thống Nhất LD 26 Kem,3.0,5439999.0
Vinh,Miền Bắc,000331002008000,Xe đạp Thống Nhất MTB 26-02 Ghi,5.0,6250000.0
