customer_code,customer_name,province_name,region,ngay_dau,ngay_cuoi,so_don,tong_sl,tong_dt,so_nhom_sp,so_sku,don_tb_sl,don_tb_tien,recency,lifespan,R,F,M,rfm_score,rfm_sum,segment,clv_est,dt_tb_don,rank_dt,cumul_pct
KH-00111,DOANH NGHIỆP TW MẶT TRỜI,Hà Nội,Miền Bắc,2025-02-19,2025-03-27,2,59.0,72628500.0,4,33,1.5945945945945945,1962932.4324324324,339,36,2,3,4,234,9,Nguy cơ rời bỏ,736372292.0,36314250.0,205,78.88
KH-00475,CỬA HÀNG XE ĐẠP THIÊN AN,Hưng Yên,Miền Bắc,2026-01-26,2026-02-05,2,44.0,72541467.0,3,20,2.0,3297339.409090909,24,10,4,4,4,444,12,Loyal,2647763546.0,36270734.0,206,78.99
KH-00381,DOANH NGHIỆP TW TÚ ANH,Ninh Bình,Miền Bắc,2026-01-16,2026-02-26,3,47.0,72067203.0,3,21,1.5161290322580645,2324748.4838709678,3,41,5,5,4,554,14,Champions,641573880.0,24022401.0,207,79.1
KH-00394,CÔNG TY TNHH THƯƠNG MẠI NAM TIẾN,Thanh Hóa,Miền Trung,2026-01-19,2026-01-19,1,45.0,71822204.0,1,17,2.6470588235294117,4224835.529411765,41,0,3,2,4,324,9,Trung bình,26215104460.0,71822204.0,208,79.22
KH-00520,CÔNG TY TNHH TÂY BẮC,Ninh Bình,Miền Bắc,2026-01-28,2026-01-28,1,46.0,71704244.0,2,15,3.066666666666667,4780282.933333334,32,0,4,2,4,424,10,Trung bình,26172049060.0,71704244.0,209,79.33
KH-00608,CÔNG TY TNHH THƯƠNG MẠI TÚ ANH,Quảng Trị,Miền Trung,2026-02-05,2026-02-05,2,39.0,70911654.0,2,20,1.95,3545582.7,24,0,4,4,4,444,12,Loyal,25882753710.0,35455827.0,210,79.44
KH-00314,CÔNG TY TNHH THƯƠNG MẠI YÊN BÌNH,Hải Phòng,Miền Bắc,2025-03-28,2025-03-28,1,61.0,70640000.0,2,21,2.9047619047619047,3363809.523809524,338,0,2,2,4,224,8,Ngủ đông,25783600000.0,70640000.0,211,79.55
KH-00481,CÔNG TY CỔ PHẦN HOÀ BÌNH,Hà Nội,Miền Bắc,2026-01-27,2026-02-05,2,42.0,70334427.0,2,21,1.9090909090909092,3197019.409090909,24,9,4,4,4,444,12,Loyal,2852451762.0,35167214.0,212,79.66
KH-00218,CÔNG TY TNHH THƯƠNG MẠI BÌNH MINH,Hải Dương,Miền Bắc,2025-03-20,2026-01-27,2,52.0,70285917.0,2,18,2.260869565217391,3055909.434782609,33,313,3,3,4,334,10,Trung bình,81962811.0,35142958.0,213,79.77
KH-00339,CỬA HÀNG XE ĐẠP ĐẠI LỢI,Hà Nội,Miền Bắc,2026-01-12,2026-02-12,2,42.0,70037390.0,2,28,1.4482758620689655,2415082.4137931033,17,31,5,4,4,544,13,Champions,824633785.0,35018695.0,214,79.87
KH-00102,CỬA HÀNG XE ĐẠP AN PHÁT,Bắc Ninh,Miền Bắc,2025-02-17,2025-02-17,1,60.0,69700000.0,1,6,10.0,11616666.666666666,377,0,1,1,4,114,6,Đã mất,25440500000.0,69700000.0,215,79.98
KH-00348,CÔNG TY TNHH THƯƠNG MẠI YÊN BÌNH,Thanh Hóa,Miền Trung,2026-01-12,2026-02-26,3,45.0,69311102.0,4,17,2.0454545454545454,3150504.6363636362,3,45,5,5,4,554,14,Champions,562190050.0,23103701.0,216,80.09
KH-00607,CÔNG TY TNHH TÚ ANH,Nghệ An,Miền Trung,2026-02-05,2026-02-12,3,46.0,69146654.0,2,15,2.7058823529411766,4067450.2352941176,17,7,5,5,4,554,14,Champions,3605504101.0,23048885.0,217,80.2
KH-00367,CÔNG TY CỔ PHẦN ĐÔNG NAM,Thanh Hóa,Miền Trung,2026-01-16,2026-01-16,1,37.0,68896093.0,2,11,3.3636363636363638,6263281.181818182,44,0,3,2,4,324,9,Trung bình,25147073945.0,68896093.0,218,80.3
KH-00189,CÔNG TY CỔ PHẦN MẶT TRỜI,Hà Nội,Miền Bắc,2025-03-18,2025-03-20,2,60.0,68267826.0,4,48,1.0909090909090908,1241233.2,346,2,1,3,4,134,8,Ngủ đông,12458878245.0,34133913.0,219,80.41
KH-00538,HỘ KINH DOANH PHÚC AN,Cao Bằng,Miền Bắc,2026-01-28,2026-01-28,1,39.0,68250264.0,2,25,1.56,2730010.56,32,0,4,3,4,434,11,Loyal,24911346360.0,68250264.0,220,80.52
KH-00276,CÔNG TY TNHH VẠN LỢI,Hà Nội,Miền Bắc,2025-03-25,2025-03-31,2,58.0,68110000.0,2,27,1.7575757575757576,2063939.393939394,335,6,3,4,4,344,11,Có tiềm năng,4143358333.0,34055000.0,221,80.62
KH-00355,DOANH NGHIỆP TW PHÚC AN,Thanh Hóa,Miền Trung,2026-01-13,2026-02-05,3,45.0,67620537.0,2,7,3.2142857142857144,4830038.357142857,24,23,4,5,4,454,13,Loyal,1073108522.0,22540179.0,222,80.73
KH-00186,HỘ KINH DOANH XÂY DỰNG,Vĩnh Phúc,Miền Bắc,2025-03-17,2025-03-31,4,35.0,67567129.0,1,4,5.833333333333333,11261188.166666666,335,14,3,5,4,354,12,Có tiềm năng,1761571578.0,16891782.0,223,80.83
KH-00395,HỘ KINH DOANH TÂY BẮC,Bắc Ninh,Miền Bắc,2026-01-19,2026-02-09,2,42.0,67061276.0,3,19,2.0,3193394.095238095,20,21,4,4,4,444,12,Loyal,1165588845.0,33530638.0,224,80.94
KH-00577,CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐẠI DƯƠNG,Hưng Yên,Miền Bắc,2026-01-31,2026-01-31,1,38.0,66969336.0,3,26,1.4615384615384615,2575743.6923076925,29,0,4,3,4,434,11,Loyal,24443807640.0,66969336.0,225,81.04
KH-00142,CÔNG TY TNHH THƯƠNG MẠI CHI THÀNH,Hà Nội,Miền Bắc,2025-02-22,2025-03-31,4,54.0,66548500.0,5,24,1.35,1663712.5,335,37,3,5,4,354,12,Có tiềm năng,656491959.0,16637125.0,226,81.14
KH-00149,CỬA HÀNG XE ĐẠP TÚ ANH,Hải Dương,Miền Bắc,2025-02-22,2025-03-21,2,51.0,66287929.0,5,22,2.3181818181818183,3013087.6818181816,345,27,2,3,4,234,9,Nguy cơ rời bỏ,896114596.0,33143964.0,227,81.25
KH-00260,CỬA HÀNG XE ĐẠP XUÂN MAI,Hà Nội,Miền Bắc,2025-03-24,2025-03-24,2,54.0,66020000.0,3,18,2.25,2750833.3333333335,342,0,2,4,4,244,10,Nguy cơ rời bỏ,24097300000.0,33010000.0,228,81.35
KH-00301,CÔNG TY TNHH THƯƠNG MẠI THUỶ TIÊN,Hải Phòng,Miền Bắc,2025-03-28,2025-03-28,1,56.0,64940000.0,1,14,4.0,4638571.428571428,338,0,2,2,4,224,8,Ngủ đông,23703100000.0,64940000.0,229,81.45
KH-00289,CÔNG TY CỔ PHẦN KHẢI HOÀN,Hưng Yên,Miền Bắc,2025-03-26,2025-03-29,3,54.0,64680000.0,3,18,2.0,2395555.5555555555,337,3,2,5,4,254,11,Nguy cơ rời bỏ,7869400000.0,21560000.0,230,81.55
KH-00262,CÔNG TY TNHH VIỆT ANH,Hà Nội,Miền Bắc,2025-03-24,2025-03-27,2,54.0,64270000.0,1,16,2.5714285714285716,3060476.1904761903,339,3,2,4,4,244,10,Nguy cơ rời bỏ,7819516667.0,32135000.0,231,81.65
KH-00199,CỬA HÀNG XE ĐẠP TÚ ANH,Thanh Hoá,Miền Trung,2025-03-19,2025-03-24,2,57.0,64070000.0,3,31,1.5833333333333333,1779722.2222222222,342,5,2,3,4,234,9,Nguy cơ rời bỏ,4677110000.0,32035000.0,232,81.75
KH-00371,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,Bắc Ninh,Miền Bắc,2026-01-16,2026-02-09,3,40.0,63901840.0,2,19,2.0,3195092.0,20,24,4,5,4,454,13,Loyal,971840483.0,21300613.0,233,81.85
KH-00456,CÔNG TY TNHH THƯƠNG MẠI AN PHÁT,Hà Tĩnh,Miền Trung,2026-01-24,2026-01-24,1,45.0,63827764.0,2,12,3.0,4255184.266666667,36,0,3,2,4,324,9,Trung bình,23297133860.0,63827764.0,234,81.95
KH-00560,CÔNG TY CỔ PHẦN THƯƠNG MẠI NGỌC ANH,Hải Phòng,Miền Bắc,2026-01-30,2026-01-30,1,36.0,63440545.0,1,12,3.0,5286712.083333333,30,0,4,3,4,434,11,Loyal,23155798925.0,63440545.0,235,82.05
KH-00035,CỬA HÀNG XE ĐẠP TÂY BẮC,Đà Nẵng,Miền Trung,2025-01-18,2025-03-28,4,51.0,63200000.0,2,17,2.217391304347826,2747826.086956522,338,69,2,5,4,254,11,Nguy cơ rời bỏ,334318841.0,15800000.0,236,82.15
KH-00467,DOANH NGHIỆP TW TÂY BẮC,Quảng Trị,Miền Trung,2026-01-26,2026-02-13,2,31.0,63071655.0,2,21,1.2916666666666667,2627985.625,16,18,5,4,4,544,13,Champions,1278953004.0,31535828.0,237,82.24
KH-00073,CỬA HÀNG XE ĐẠP KHẢI HOÀN,Thanh Hoá,Miền Trung,2025-02-14,2025-03-31,2,47.0,62612500.0,2,20,2.1363636363636362,2846022.727272727,335,45,3,3,4,334,10,Trung bình,507856944.0,31306250.0,238,82.34
KH-00517,CỬA HÀNG XE ĐẠP PHÚ THỊNH,Hưng Yên,Miền Bắc,2026-01-28,2026-01-28,1,45.0,62083320.0,2,8,5.625,7760415.0,32,0,4,2,4,424,10,Trung bình,22660411800.0,62083320.0,239,82.44
KH-00164,HỘ KINH DOANH XÂY DỰNG,Thân Nhân Trung - TT Bích Động - Việt Yên - Bắc Giang,Miền Bắc,2025-02-26,2025-03-21,2,51.0,61750000.0,3,12,3.923076923076923,4750000.0,345,23,2,3,4,234,9,Nguy cơ rời bỏ,979945652.0,30875000.0,240,82.53
KH-00330,CÔNG TY TNHH THIÊN AN,Hà Giang,Miền Bắc,2025-03-31,2025-03-31,1,56.0,61560000.0,4,29,1.9310344827586208,2122758.620689655,335,0,3,2,4,324,9,Trung bình,22469400000.0,61560000.0,241,82.63
KH-00112,HỘ KINH DOANH TÚ ANH,Khu 2- thị trấn Kim Tân- Thạch Thành - Thanh Hóa,Miền Bắc,2025-02-19,2025-03-19,2,53.0,61441481.0,3,31,1.65625,1920046.28125,347,28,1,3,4,134,8,Ngủ đông,800933592.0,30720740.0,242,82.73
KH-00496,CÔNG TY CỔ PHẦN TOÀN THẮNG,Hà Nội,Miền Bắc,2026-01-27,2026-02-13,2,35.0,61434986.0,1,10,3.5,6143498.6,16,17,5,4,4,544,13,Champions,1319045288.0,30717493.0,243,82.82
KH-00216,HỘ KINH DOANH NGỌC ANH,Hà Nam,Miền Bắc,2025-03-20,2025-03-20,1,51.0,61070000.0,3,15,3.4,4071333.3333333335,346,0,1,1,4,114,6,Đã mất,22290550000.0,61070000.0,244,82.92
KH-00571,CỬA HÀNG XE ĐẠP THUỶ TIÊN,Tuyên Quang,Miền Bắc,2026-01-31,2026-02-13,2,40.0,60770529.0,3,10,3.6363636363636362,5524593.545454546,16,13,5,4,4,544,13,Champions,1706249468.0,30385264.0,245,83.01
KH-00129,CÔNG TY CỔ PHẦN LÊ ANH,Tĩnh Thanh Hoá,Miền Bắc,2025-02-20,2025-02-20,1,51.0,60307929.0,4,22,2.3181818181818183,2741269.5,374,0,1,1,4,114,6,Đã mất,22012394085.0,60307929.0,246,83.1
KH-00080,HỘ KINH DOANH VĨNH PHÁT,Hà Nội,Miền Bắc,2025-02-14,2025-02-14,1,50.0,60020000.0,1,19,2.6315789473684212,3158947.3684210526,380,0,1,1,4,114,6,Đã mất,21907300000.0,60020000.0,247,83.2
KH-00325,HỘ KINH DOANH THANH BÌNH,Hạ Long,Miền Bắc,2025-03-31,2025-03-31,1,38.0,59956468.0,1,7,5.428571428571429,8565209.714285715,335,0,3,2,4,324,9,Trung bình,21884110820.0,59956468.0,248,83.29
KH-00237,DOANH NGHIỆP TW LÊ ANH,Tuyên Quang,Miền Bắc,2025-03-21,2025-03-22,2,64.0,59932962.0,5,19,3.2,2996648.1,344,1,2,3,3,233,8,Nguy cơ rời bỏ,21875531130.0,29966481.0,249,83.38
KH-00432,CÔNG TY TNHH THƯƠNG MẠI THUỶ TIÊN,Hà Nội,Miền Bắc,2026-01-24,2026-02-12,2,43.0,59849515.0,3,27,1.5357142857142858,2137482.6785714286,17,19,5,4,3,543,12,Champions,1149740683.0,29924758.0,250,83.48
KH-00438,CỬA HÀNG XE ĐẠP ĐẠI LỢI,Hưng Yên,Miền Bắc,2026-01-24,2026-02-05,2,35.0,59563322.0,2,9,3.888888888888889,6618146.888888889,24,12,4,4,3,443,11,Loyal,1811717711.0,29781661.0,251,83.57
KH-00221,CÔNG TY CỔ PHẦN VĨNH PHÁT,Hưng Yên,Miền Bắc,2025-03-20,2025-03-27,2,51.0,59460000.0,2,17,2.4285714285714284,2831428.5714285714,339,7,2,3,3,233,8,Nguy cơ rời bỏ,3100414286.0,29730000.0,252,83.66
KH-00621,CÔNG TY TNHH SƠN HÀ,Hưng Yên,Miền Bắc,2026-02-07,2026-02-07,1,40.0,59162297.0,2,15,2.6666666666666665,3944153.1333333333,22,0,4,3,3,433,10,Loyal,21594238405.0,59162297.0,253,83.75
KH-00252,CÔNG TY TNHH TÂY BẮC,Hà Nội,Miền Bắc,2025-03-22,2025-03-22,1,44.0,59107574.0,4,25,1.76,2364302.96,344,0,2,1,3,213,6,Trung bình,21574264510.0,59107574.0,254,83.85
KH-00518,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,Hưng Yên,Miền Bắc,2026-01-28,2026-02-24,2,42.0,58840357.0,3,22,1.826086956521739,2558276.3913043477,5,27,5,4,3,543,12,Champions,795434456.0,29420178.0,255,83.94
KH-00205,CỬA HÀNG XE ĐẠP QUANG VINH,Hạ Long,Miền Bắc,2025-03-20,2025-03-20,1,57.0,58740000.0,4,19,3.0,3091578.947368421,346,0,1,1,3,113,5,Đã mất,21440100000.0,58740000.0,256,84.03
KH-00268,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRƯỜNG THỊNH,Hà Nội,Miền Bắc,2025-03-25,2025-03-25,1,50.0,58140000.0,2,17,2.9411764705882355,3420000.0,341,0,2,1,3,213,6,Trung bình,21221100000.0,58140000.0,257,84.12
KH-00255,CÔNG TY TNHH PHÚ THỊNH,Hải Dương,Miền Bắc,2025-03-24,2025-03-27,2,53.0,58060000.0,4,28,1.5588235294117647,1707647.0588235294,339,3,2,3,3,233,8,Nguy cơ rời bỏ,7063966667.0,29030000.0,258,84.21
KH-00384,CỬA HÀNG XE ĐẠP PHÚC AN,TP Hải Phòng,Miền Bắc,2026-01-16,2026-02-04,2,37.0,57944428.0,2,20,1.6818181818181819,2633837.6363636362,25,19,4,4,3,443,11,Loyal,1113142959.0,28972214.0,259,84.3
KH-00110,CỬA HÀNG XE ĐẠP TÂY BẮC,Hà Nội,Miền Bắc,2025-02-19,2025-03-24,2,49.0,57900000.0,3,24,1.4848484848484849,1754545.4545454546,342,33,2,3,3,233,8,Nguy cơ rời bỏ,640409091.0,28950000.0,260,84.39
KH-00202,CÔNG TY CỔ PHẦN XUÂN MAI,Hà Nội,Miền Bắc,2025-03-19,2025-03-21,2,50.0,57790000.0,3,17,2.272727272727273,2626818.1818181816,345,2,2,3,3,233,8,Nguy cơ rời bỏ,10546675000.0,28895000.0,261,84.48
KH-00284,HỘ KINH DOANH NGỌC ANH,Hưng Yên,Miền Bắc,2025-03-25,2026-01-24,2,44.0,57562772.0,2,18,2.0952380952380953,2741084.380952381,36,305,3,4,3,343,10,Có tiềm năng,68886596.0,28781386.0,262,84.57
KH-00270,DOANH NGHIỆP TW TÚ ANH,Phú Thọ,Miền Bắc,2025-03-25,2025-03-25,1,50.0,57290000.0,2,19,2.6315789473684212,3015263.1578947366,341,0,2,1,3,213,6,Trung bình,20910850000.0,57290000.0,263,84.66
KH-00575,CÔNG TY CỔ PHẦN THƯƠNG MẠI NAM TIẾN,Quảng Ninh,Miền Bắc,2026-01-31,2026-01-31,1,35.0,57141645.0,1,7,5.0,8163092.142857143,29,0,4,3,3,433,10,Loyal,20856700425.0,57141645.0,264,84.75
KH-00116,HỘ KINH DOANH TOÀN THẮNG,Hưng Yên,Miền Bắc,2025-02-19,2025-02-19,1,50.0,57090000.0,2,14,3.5714285714285716,4077857.1428571427,375,0,1,1,3,113,5,Đã mất,20837850000.0,57090000.0,265,84.84
KH-00200,CÔNG TY CỔ PHẦN TOÀN THẮNG,Hà Nội,Miền Bắc,2025-03-19,2025-03-27,2,44.0,56517000.0,3,19,2.2,2825850.0,339,8,2,3,3,233,8,Nguy cơ rời bỏ,2578588125.0,28258500.0,266,84.92
KH-00392,HỘ KINH DOANH SƠN HÀ,Hà Tĩnh,Miền Trung,2026-01-19,2026-02-24,2,36.0,56393317.0,2,12,2.4,3759554.466666667,5,36,5,4,3,543,12,Champions,571765575.0,28196658.0,267,85.01
KH-00389,CÔNG TY CỔ PHẦN TRƯỜNG THỊNH,Thanh Hoá,Miền Trung,2026-01-19,2026-02-26,2,35.0,56069708.0,3,19,1.75,2803485.4,3,38,5,4,3,543,12,Champions,538564301.0,28034854.0,268,85.1
KH-00327,CÔNG TY TNHH MẶT TRỜI,Vĩnh Phúc,Miền Bắc,2025-03-31,2025-03-31,1,47.0,55970000.0,1,14,3.357142857142857,3997857.1428571427,335,0,3,2,3,323,8,Trung bình,20429050000.0,55970000.0,269,85.19
KH-00471,CÔNG TY CỔ PHẦN TRÍ ĐỨC,Hà Tĩnh,Miền Trung,2026-01-26,2026-01-26,1,40.0,55482205.0,3,17,2.3529411764705883,3263659.117647059,34,0,3,2,3,323,8,Trung bình,20251004825.0,55482205.0,270,85.27
KH-00531,CÔNG TY TNHH THƯƠNG MẠI VẠN LỢI,Hà Nội,Miền Bắc,2026-01-28,2026-02-05,2,31.0,55249433.0,4,18,1.7222222222222223,3069412.9444444445,24,8,4,4,3,443,11,Loyal,2520755381.0,27624716.0,271,85.36
KH-00285,CÔNG TY TNHH ĐÔNG NAM,Hà Nội,Miền Bắc,2025-03-25,2025-03-26,2,43.0,55041000.0,4,17,2.5294117647058822,3237705.882352941,340,1,2,4,3,243,9,Nguy cơ rời bỏ,20089965000.0,27520500.0,272,85.44
KH-00190,HỘ KINH DOANH XÂY DỰNG,Hà Nội,Miền Bắc,2025-03-18,2025-03-20,3,47.0,54567000.0,4,21,2.0434782608695654,2372478.2608695654,346,2,1,4,3,143,8,Không thể mất,9958477500.0,18189000.0,273,85.53
KH-00283,CỬA HÀNG XE ĐẠP TRƯỜNG THỊNH,Hưng Yên,Miền Bắc,2025-03-25,2025-03-27,2,46.0,54240000.0,1,19,2.090909090909091,2465454.5454545454,339,2,2,4,3,243,9,Nguy cơ rời bỏ,9898800000.0,27120000.0,274,85.61
KH-00201,HỘ KINH DOANH XUÂN MAI,Hải Dương,Miền Bắc,2025-03-19,2025-03-19,1,40.0,54234212.0,5,28,1.4285714285714286,1936936.142857143,347,0,1,1,3,113,5,Đã mất,19795487380.0,54234212.0,275,85.7
KH-00597,CÔNG TY TNHH THƯƠNG MẠI PHÚ THỊNH,TP Hải Phòng,Miền Bắc,2026-02-04,2026-02-04,1,36.0,54138131.0,3,22,1.6363636363636365,2460824.1363636362,25,0,4,3,3,433,10,Loyal,19760417815.0,54138131.0,276,85.78
KH-00368,HỘ KINH DOANH HOÀ BÌNH,Hà Nội,Miền Bắc,2026-01-16,2026-01-16,1,32.0,54000819.0,3,16,2.0,3375051.1875,44,0,3,2,3,323,8,Trung bình,19710298935.0,54000819.0,277,85.86
KH-00119,DOANH NGHIỆP TW MẶT TRỜI,Hà Nội,Miền Bắc,2025-02-20,2025-03-25,2,45.0,53513597.0,4,31,1.2857142857142858,1528959.9142857143,341,33,2,3,3,233,8,Nguy cơ rời bỏ,591892815.0,26756798.0,278,85.95
KH-00588,CÔNG TY CỔ PHẦN TÂY BẮC,Hà Nội,Miền Bắc,2026-01-31,2026-02-12,2,33.0,53298878.0,2,14,2.357142857142857,3807062.714285714,17,12,5,4,3,543,12,Champions,1621174206.0,26649439.0,279,86.03
KH-00434,HỘ KINH DOANH TRƯỜNG THỊNH,Hà Nội,Miền Bắc,2026-01-24,2026-02-10,2,35.0,53260355.0,3,25,1.25,1902155.5357142857,19,17,5,4,3,543,12,Champions,1143531151.0,26630178.0,280,86.11
KH-00138,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,Thái Bình,Miền Bắc,2025-02-22,2025-02-22,1,50.0,52850000.0,3,26,1.9230769230769231,2032692.3076923077,372,0,1,1,3,113,5,Đã mất,19290250000.0,52850000.0,281,86.2
KH-00527,CÔNG TY CỔ PHẦN THƯƠNG MẠI HOÀ BÌNH,Hà Nội,Miền Bắc,2026-01-28,2026-02-27,2,34.0,52840355.0,2,21,1.36,2113614.2,2,30,5,4,3,543,12,Champions,642890986.0,26420178.0,282,86.28
KH-00269,HỘ KINH DOANH AN PHÁT,Phú Thọ,Miền Bắc,2025-03-25,2025-03-25,1,50.0,52678500.0,4,31,1.6129032258064515,1699306.4516129033,341,0,2,1,3,213,6,Trung bình,19227652500.0,52678500.0,283,86.36
KH-00543,CÔNG TY CỔ PHẦN SƠN HÀ,Hà Nội,Miền Bắc,2026-01-29,2026-02-24,2,31.0,52429986.0,3,21,1.1071428571428572,1872499.5,5,26,5,4,3,543,12,Champions,736036342.0,26214993.0,284,86.44
KH-00115,CÔNG TY CỔ PHẦN YÊN BÌNH,Thanh Hóa,Miền Trung,2025-02-19,2025-03-31,2,50.0,52250000.0,3,29,1.3157894736842106,1375000.0,335,40,3,3,3,333,9,Trung bình,476781250.0,26125000.0,285,86.52
KH-00096,CÔNG TY TNHH THƯƠNG MẠI SƠN HÀ,Hà Nội,Miền Bắc,2025-02-17,2025-03-18,2,42.0,52127000.0,3,20,1.6153846153846154,2004884.6153846155,348,29,1,3,3,133,7,Ngủ đông,656081207.0,26063500.0,286,86.6
KH-00612,DOANH NGHIỆP TW XÂY DỰNG,TP Hải Phòng,Miền Bắc,2026-02-05,2026-02-05,1,35.0,52107022.0,3,23,1.4,2084280.88,24,0,4,3,3,433,10,Loyal,19019063030.0,52107022.0,287,86.68
KH-00209,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,TP Hải Phòng,Miền Bắc,2025-03-20,2025-03-28,2,46.0,52103683.0,4,23,2.0,2265377.5217391304,338,8,2,3,3,233,8,Nguy cơ rời bỏ,2377230537.0,26051842.0,288,86.77
KH-00365,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRÍ ĐỨC,Hà Nội,Miền Bắc,2026-01-16,2026-02-24,2,35.0,52021369.0,4,21,1.4,2080854.76,5,39,5,4,3,543,12,Champions,486866659.0,26010684.0,289,86.85
KH-00196,CÔNG TY CỔ PHẦN NAM TIẾN,Bắc Ninh,Miền Bắc,2025-03-19,2025-03-27,3,46.0,51900000.0,2,21,2.090909090909091,2359090.909090909,339,8,2,5,3,253,10,Nguy cơ rời bỏ,2367937500.0,17300000.0,290,86.93
KH-00063,HỘ KINH DOANH VẠN LỢI,Bắc Giang,Miền Bắc,2025-02-10,2025-03-28,2,28.0,51715148.0,2,8,2.8,5171514.8,338,46,2,3,3,233,8,Nguy cơ rời bỏ,410348457.0,25857574.0,291,87.01
KH-00282,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,Hà Nội,Miền Bắc,2025-03-25,2025-03-28,3,45.0,51690000.0,3,12,2.8125,3230625.0,338,3,2,5,3,253,10,Nguy cơ rời bỏ,6288950000.0,17230000.0,292,87.09
KH-00092,CÔNG TY CỔ PHẦN THƯƠNG MẠI XUÂN MAI,Hà Nội,Miền Bắc,2025-02-17,2025-03-31,3,40.0,51482643.0,2,9,2.5,3217665.1875,335,42,3,4,3,343,10,Có tiềm năng,447408683.0,17160881.0,293,87.17
KH-00459,CÔNG TY CỔ PHẦN TOÀN THẮNG,Hà Nội,Miền Bắc,2026-01-24,2026-01-31,2,31.0,51079989.0,3,12,2.2142857142857144,3648570.6428571427,29,7,4,4,3,443,11,Loyal,2663456569.0,25539994.0,294,87.25
KH-00028,DOANH NGHIỆP TW PHÚ THỊNH,Phú Thọ,Miền Bắc,2025-01-15,2025-03-28,2,43.0,51050000.0,4,18,1.7916666666666667,2127083.3333333335,338,72,2,3,3,233,8,Nguy cơ rời bỏ,258795139.0,25525000.0,295,87.33
KH-00442,CÔNG TY TNHH HOÀ BÌNH,Phú Thọ,Miền Bắc,2026-01-24,2026-01-28,2,31.0,50945544.0,1,7,3.4444444444444446,5660616.0,32,4,4,4,3,443,11,Loyal,4648780890.0,25472772.0,296,87.41
KH-00344,CÔNG TY TNHH PHÚC AN,Phú Thọ,Miền Bắc,2026-01-12,2026-01-12,1,17.0,50565548.0,0,7,2.4285714285714284,7223649.714285715,48,0,3,2,3,323,8,Trung bình,18456425020.0,50565548.0,297,87.48
KH-00472,CÔNG TY CỔ PHẦN TRÍ ĐỨC,Hà Nội,Miền Bắc,2026-01-26,2026-01-28,2,30.0,50409246.0,4,23,1.25,2100385.25,32,2,4,4,3,443,11,Loyal,9199687395.0,25204623.0,298,87.56
KH-00433,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRƯỜNG THỊNH,Hà Nội,Miền Bắc,2026-01-24,2026-01-24,1,30.0,49297210.0,1,21,1.4285714285714286,2347486.1904761903,36,0,3,2,3,323,8,Trung bình,17993481650.0,49297210.0,299,87.64
KH-00261,CÔNG TY TNHH THƯƠNG MẠI VẠN LỢI,Hà Nội,Miền Bắc,2025-03-24,2025-03-24,1,42.0,49160000.0,2,20,2.1,2458000.0,342,0,2,1,3,213,6,Trung bình,17943400000.0,49160000.0,300,87.72
KH-00502,CỬA HÀNG XE ĐẠP BÌNH MINH,Hà Nội,Miền Bắc,2026-01-28,2026-02-26,3,30.0,48760915.0,3,16,1.3043478260869565,2120039.782608696,3,29,5,5,3,553,13,Champions,613714965.0,16253638.0,301,87.79
KH-00059,CÔNG TY TNHH TRÍ ĐỨC,Hải Dương,Miền Bắc,2025-02-10,2025-02-10,1,42.0,48680000.0,2,15,2.8,3245333.3333333335,384,0,1,1,3,113,5,Đã mất,17768200000.0,48680000.0,302,87.87
KH-00117,HỘ KINH DOANH YÊN BÌNH,Hưng yên,Miền Bắc,2025-02-19,2025-03-31,2,42.0,48490000.0,2,11,2.8,3232666.6666666665,335,40,3,3,3,333,9,Trung bình,442471250.0,24245000.0,303,87.94
KH-00127,CỬA HÀNG XE ĐẠP TÂN TIẾN,Hà Nam,Miền Bắc,2025-02-20,2025-02-20,1,40.0,48240000.0,1,6,6.666666666666667,8040000.0,374,0,1,1,3,113,5,Đã mất,17607600000.0,48240000.0,304,88.02
KH-00614,CỬA HÀNG XE ĐẠP NAM TIẾN,Quảng Ninh,Miền Bắc,2026-02-05,2026-02-05,1,30.0,48134990.0,3,23,1.3043478260869565,2092825.652173913,24,0,4,3,3,433,10,Loyal,17569271350.0,48134990.0,305,88.09
KH-00068,CÔNG TY CỔ PHẦN SÁN LẠP,Vĩnh Phúc,Miền Bắc,2025-02-10,2025-03-18,3,56.0,48010000.0,2,14,3.111111111111111,2667222.222222222,348,36,1,4,3,143,8,Không thể mất,486768056.0,16003333.0,306,88.17
KH-00609,DOANH NGHIỆP TW NGỌC ANH,Hưng Yên,Miền Bắc,2026-02-05,2026-02-12,2,35.0,47958781.0,3,16,2.1875,2997423.8125,17,7,5,4,3,543,12,Champions,2500707866.0,23979390.0,307,88.24
