customer_code,customer_name,group_code,group_name,tong_sl,tong_dt,so_don,ty_trong_kh_pct
KH-00153,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,KIDBIKE_1,Xe trẻ em nhóm 1,6.0,6300000.0,1,18.58
KH-00153,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,KIDBIKE_2,Xe trẻ em nhóm 2,5.0,2500000.0,1,7.37
KH-00154,DOANH NGHIỆP TW VĨNH PHÁT,CITYBIKE_P,Xe phổ thông,70.0,80000000.0,3,100.0
KH-00155,DOANH NGHIỆP TW HÙNG CƯỜNG,CITYBIKE_P,Xe phổ thông,51.0,61410000.0,4,48.9
KH-00155,DOANH NGHIỆP TW HÙNG CƯỜNG,KIDBIKE_1,Xe trẻ em nhóm 1,38.0,42820000.0,3,34.1
KH-00155,DOANH NGHIỆP TW HÙNG CƯỜNG,KIDBIKE_2,Xe trẻ em nhóm 2,19.0,9110000.0,3,7.25
KH-00155,DOANH NGHIỆP TW HÙNG CƯỜNG,SPORTBIKE_A,Xe thể thao nhôm,2.0,6445286.0,1,5.13
KH-00155,DOANH NGHIỆP TW HÙNG CƯỜNG,SPORTBIKE_S,Xe thể thao thép,4.0,5800000.0,2,4.62
KH-00156,DOANH NGHIỆP TW VIỆT ANH,CITYBIKE_P,Xe phổ thông,14.0,16650000.0,1,78.35
KH-00156,DOANH NGHIỆP TW VIỆT ANH,SPORTBIKE_S,Xe thể thao thép,2.0,2500000.0,1,11.76
KH-00156,DOANH NGHIỆP TW VIỆT ANH,KIDBIKE_1,Xe trẻ em nhóm 1,2.0,2100000.0,1,9.88
KH-00157,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,CITYBIKE_P,Xe phổ thông,14.0,33314817.0,10,51.96
KH-00157,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,KIDBIKE_1,Xe trẻ em nhóm 1,7.0,13638891.0,7,21.27
KH-00157,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,SPORTBIKE_S,Xe thể thao thép,2.0,8314814.0,2,12.97
KH-00157,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,SPORTBIKE_A,Xe thể thao nhôm,1.0,4527778.0,1,7.06
KH-00157,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,KIDBIKE_2,Xe trẻ em nhóm 2,3.0,4324074.0,3,6.74
KH-00158,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,CITYBIKE_P,Xe phổ thông,16.0,19440000.0,1,84.38
KH-00158,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,KIDBIKE_1,Xe trẻ em nhóm 1,3.0,3600000.0,1,15.62
KH-00159,CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH,CITYBIKE_P,Xe phổ thông,9.0,20750000.0,2,100.0
KH-00160,CÔNG TY TNHH THƯƠNG MẠI TRÍ ĐỨC,CITYBIKE_P,Xe phổ thông,1.0,2768519.0,1,100.0
KH-00161,CÔNG TY TNHH THIÊN AN,CITYBIKE_P,Xe phổ thông,62.0,106729142.0,3,58.37
KH-00161,CÔNG TY TNHH THIÊN AN,SPORTBIKE_S,Xe thể thao thép,16.0,35954624.0,3,19.66
KH-00161,CÔNG TY TNHH THIÊN AN,KIDBIKE_1,Xe trẻ em nhóm 1,16.0,20655555.0,3,11.3
KH-00161,CÔNG TY TNHH THIÊN AN,SPORTBIKE_A,Xe thể thao nhôm,5.0,15798611.0,2,8.64
KH-00161,CÔNG TY TNHH THIÊN AN,KIDBIKE_2,Xe trẻ em nhóm 2,4.0,3707406.0,3,2.03
KH-00162,CÔNG TY CỔ PHẦN THƯƠNG MẠI CHI THÀNH,CITYBIKE_P,Xe phổ thông,20.0,26428887.0,3,96.18
KH-00162,CÔNG TY CỔ PHẦN THƯƠNG MẠI CHI THÀNH,KIDBIKE_1,Xe trẻ em nhóm 1,1.0,1050000.0,1,3.82
KH-00163,HỘ KINH DOANH XUÂN MAI,CITYBIKE_P,Xe phổ thông,38.0,45390000.0,4,63.28
KH-00163,HỘ KINH DOANH XUÂN MAI,SPORTBIKE_S,Xe thể thao thép,12.0,14800000.0,4,20.63
KH-00163,HỘ KINH DOANH XUÂN MAI,KIDBIKE_1,Xe trẻ em nhóm 1,9.0,10540000.0,3,14.69
KH-00163,HỘ KINH DOANH XUÂN MAI,KIDBIKE_2,Xe trẻ em nhóm 2,2.0,1000000.0,1,1.39
KH-00164,HỘ KINH DOANH XÂY DỰNG,CITYBIKE_P,Xe phổ thông,35.0,43000000.0,2,69.64
KH-00164,HỘ KINH DOANH XÂY DỰNG,KIDBIKE_1,Xe trẻ em nhóm 1,9.0,9750000.0,2,15.79
KH-00164,HỘ KINH DOANH XÂY DỰNG,SPORTBIKE_S,Xe thể thao thép,7.0,9000000.0,1,14.57
KH-00165,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRƯỜNG THỊNH,CITYBIKE_P,Xe phổ thông,5.0,5890000.0,1,54.09
KH-00165,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRƯỜNG THỊNH,SPORTBIKE_S,Xe thể thao thép,2.0,2600000.0,1,23.88
KH-00165,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRƯỜNG THỊNH,SPORTBIKE_A,Xe thể thao nhôm,1.0,2400000.0,1,22.04
KH-00166,HỘ KINH DOANH QUANG VINH,CITYBIKE_P,Xe phổ thông,15.0,17690000.0,1,75.88
KH-00166,HỘ KINH DOANH QUANG VINH,SPORTBIKE_A,Xe thể thao nhôm,1.0,3222643.0,1,13.82
KH-00166,HỘ KINH DOANH QUANG VINH,SPORTBIKE_S,Xe thể thao thép,2.0,2400000.0,1,10.29
KH-00167,CÔNG TY CỔ PHẦN THƯƠNG MẠI LÊ ANH,CITYBIKE_P,Xe phổ thông,69.0,86887220.0,5,79.07
KH-00167,CÔNG TY CỔ PHẦN THƯƠNG MẠI LÊ ANH,SPORTBIKE_S,Xe thể thao thép,6.0,9210000.0,3,8.38
KH-00167,CÔNG TY CỔ PHẦN THƯƠNG MẠI LÊ ANH,KIDBIKE_1,Xe trẻ em nhóm 1,6.0,7342220.0,2,6.68
KH-00167,CÔNG TY CỔ PHẦN THƯƠNG MẠI LÊ ANH,SPORTBIKE_A,Xe thể thao nhôm,3.0,6450000.0,2,5.87
KH-00168,DOANH NGHIỆP TW ĐẠI LỢI,CITYBIKE_P,Xe phổ thông,66.0,88029994.0,4,70.32
KH-00168,DOANH NGHIỆP TW ĐẠI LỢI,KIDBIKE_2,Xe trẻ em nhóm 2,30.0,20161656.0,3,16.1
KH-00168,DOANH NGHIỆP TW ĐẠI LỢI,KIDBIKE_1,Xe trẻ em nhóm 1,8.0,8579628.0,3,6.85
KH-00168,DOANH NGHIỆP TW ĐẠI LỢI,SPORTBIKE_S,Xe thể thao thép,4.0,8420000.0,1,6.73
KH-00169,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,CITYBIKE_P,Xe phổ thông,131.0,196289967.0,5,76.71
KH-00169,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,KIDBIKE_1,Xe trẻ em nhóm 1,45.0,52708325.0,3,20.6
KH-00169,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,SPORTBIKE_S,Xe thể thao thép,4.0,5000000.0,1,1.95
KH-00169,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,KIDBIKE_2,Xe trẻ em nhóm 2,2.0,1887776.0,1,0.74
KH-00170,CỬA HÀNG XE ĐẠP TRƯỜNG THỊNH,CITYBIKE_P,Xe phổ thông,30.0,35400000.0,1,84.89
KH-00170,CỬA HÀNG XE ĐẠP TRƯỜNG THỊNH,KIDBIKE_1,Xe trẻ em nhóm 1,6.0,6300000.0,1,15.11
KH-00171,CÔNG TY CỔ PHẦN QUANG VINH,CITYBIKE_P,Xe phổ thông,10.0,24259259.0,1,100.0
KH-00172,CỬA HÀNG XE ĐẠP XÂY DỰNG,CITYBIKE_P,Xe phổ thông,208.0,352444443.0,3,100.0
KH-00173,DOANH NGHIỆP TW PHÚ THỊNH,SPORTBIKE_A,Xe thể thao nhôm,144.0,502040004.0,19,35.45
KH-00173,DOANH NGHIỆP TW PHÚ THỊNH,SPORTBIKE_S,Xe thể thao thép,124.0,319949256.0,19,22.59
KH-00173,DOANH NGHIỆP TW PHÚ THỊNH,KIDBIKE_1,Xe trẻ em nhóm 1,139.0,242856578.0,18,17.15
KH-00173,DOANH NGHIỆP TW PHÚ THỊNH,CITYBIKE_P,Xe phổ thông,121.0,231784256.0,11,16.37
KH-00173,DOANH NGHIỆP TW PHÚ THỊNH,KIDBIKE_2,Xe trẻ em nhóm 2,109.0,119642313.0,10,8.45
KH-00174,CÔNG TY CỔ PHẦN THƯƠNG MẠI LÊ ANH,CITYBIKE_P,Xe phổ thông,20.0,23300000.0,1,100.0
KH-00175,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÂN TIẾN,SPORTBIKE_A,Xe thể thao nhôm,1.0,7490741.0,1,100.0
KH-00176,CÔNG TY TNHH THUỶ TIÊN,KIDBIKE_2,Xe trẻ em nhóm 2,1.0,1472222.0,1,100.0
KH-00177,CÔNG TY CỔ PHẦN TRƯỜNG THỊNH,CITYBIKE_P,Xe phổ thông,3.0,7388889.0,1,100.0
KH-00178,CÔNG TY CỔ PHẦN QUANG VINH,CITYBIKE_P,Xe phổ thông,1.0,2212963.0,1,100.0
KH-00179,CÔNG TY CỔ PHẦN TÂN TIẾN,CITYBIKE_P,Xe phổ thông,1.0,2768519.0,1,65.28
KH-00179,CÔNG TY CỔ PHẦN TÂN TIẾN,KIDBIKE_2,Xe trẻ em nhóm 2,1.0,1472222.0,1,34.72
KH-00180,CÔNG TY TNHH THƯƠNG MẠI VẠN LỢI,CITYBIKE_P,Xe phổ thông,110.0,159487192.0,4,100.0
KH-00181,CÔNG TY TNHH LONG PHÚ,CITYBIKE_P,Xe phổ thông,81.0,128130152.0,2,58.92
KH-00181,CÔNG TY TNHH LONG PHÚ,KIDBIKE_1,Xe trẻ em nhóm 1,62.0,79691638.0,2,36.65
KH-00181,CÔNG TY TNHH LONG PHÚ,SPORTBIKE_S,Xe thể thao thép,4.0,9631108.0,1,4.43
KH-00182,CÔNG TY CỔ PHẦN PHÚ THỊNH,KIDBIKE_1,Xe trẻ em nhóm 1,6.0,6300000.0,1,47.95
KH-00182,CÔNG TY CỔ PHẦN PHÚ THỊNH,SPORTBIKE_A,Xe thể thao nhôm,2.0,4300000.0,1,32.72
KH-00182,CÔNG TY CỔ PHẦN PHÚ THỊNH,CITYBIKE_P,Xe phổ thông,2.0,2540000.0,1,19.33
KH-00183,DOANH NGHIỆP TW LONG PHÚ,CITYBIKE_P,Xe phổ thông,11.0,13550000.0,1,67.75
KH-00183,DOANH NGHIỆP TW LONG PHÚ,KIDBIKE_1,Xe trẻ em nhóm 1,6.0,6450000.0,1,32.25
KH-00184,DOANH NGHIỆP TW ĐẠI LỢI,KIDBIKE_1,Xe trẻ em nhóm 1,8.0,8700000.0,2,39.05
KH-00184,DOANH NGHIỆP TW ĐẠI LỢI,SPORTBIKE_A,Xe thể thao nhôm,4.0,8600000.0,2,38.6
KH-00184,DOANH NGHIỆP TW ĐẠI LỢI,KIDBIKE_2,Xe trẻ em nhóm 2,5.0,2500000.0,2,11.22
KH-00184,DOANH NGHIỆP TW ĐẠI LỢI,SPORTBIKE_S,Xe thể thao thép,1.0,1300000.0,1,5.83
KH-00184,DOANH NGHIỆP TW ĐẠI LỢI,CITYBIKE_P,Xe phổ thông,1.0,1180000.0,1,5.3
KH-00185,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,CITYBIKE_P,Xe phổ thông,1.0,2546296.0,1,100.0
KH-00186,HỘ KINH DOANH XÂY DỰNG,CITYBIKE_P,Xe phổ thông,35.0,67567129.0,4,100.0
KH-00187,HỘ KINH DOANH NGỌC ANH,CITYBIKE_P,Xe phổ thông,1.0,2768519.0,1,100.0
KH-00188,DOANH NGHIỆP TW XÂY DỰNG,SPORTBIKE_A,Xe thể thao nhôm,10.0,34863890.0,2,47.06
KH-00188,DOANH NGHIỆP TW XÂY DỰNG,KIDBIKE_1,Xe trẻ em nhóm 1,10.0,17610185.0,2,23.77
KH-00188,DOANH NGHIỆP TW XÂY DỰNG,SPORTBIKE_S,Xe thể thao thép,5.0,12441203.0,2,16.79
KH-00188,DOANH NGHIỆP TW XÂY DỰNG,CITYBIKE_P,Xe phổ thông,3.0,5910463.0,1,7.98
KH-00188,DOANH NGHIỆP TW XÂY DỰNG,KIDBIKE_2,Xe trẻ em nhóm 2,3.0,3258241.0,1,4.4
KH-00189,CÔNG TY CỔ PHẦN MẶT TRỜI,CITYBIKE_P,Xe phổ thông,28.0,33550000.0,2,50.94
KH-00189,CÔNG TY CỔ PHẦN MẶT TRỜI,SPORTBIKE_A,Xe thể thao nhôm,6.0,13753787.0,1,20.88
KH-00189,CÔNG TY CỔ PHẦN MẶT TRỜI,KIDBIKE_1,Xe trẻ em nhóm 1,11.0,12150000.0,2,18.45
KH-00189,CÔNG TY CỔ PHẦN MẶT TRỜI,KIDBIKE_2,Xe trẻ em nhóm 2,13.0,6410000.0,2,9.73
KH-00190,HỘ KINH DOANH XÂY DỰNG,CITYBIKE_P,Xe phổ thông,34.0,42727000.0,2,78.3
KH-00190,HỘ KINH DOANH XÂY DỰNG,KIDBIKE_1,Xe trẻ em nhóm 1,7.0,8100000.0,1,14.84
KH-00190,HỘ KINH DOANH XÂY DỰNG,KIDBIKE_2,Xe trẻ em nhóm 2,5.0,2440000.0,2,4.47
KH-00190,HỘ KINH DOANH XÂY DỰNG,SPORTBIKE_S,Xe thể thao thép,1.0,1300000.0,1,2.38
KH-00191,CÔNG TY CỔ PHẦN THƯƠNG MẠI XUÂN MAI,CITYBIKE_P,Xe phổ thông,1.0,2768519.0,1,100.0
KH-00192,HỘ KINH DOANH KHẢI HOÀN,CITYBIKE_P,Xe phổ thông,25.0,29890000.0,3,62.39
KH-00192,HỘ KINH DOANH KHẢI HOÀN,KIDBIKE_1,Xe trẻ em nhóm 1,13.0,14400000.0,3,30.06
KH-00192,HỘ KINH DOANH KHẢI HOÀN,SPORTBIKE_A,Xe thể thao nhôm,1.0,2150000.0,1,4.49
KH-00192,HỘ KINH DOANH KHẢI HOÀN,KIDBIKE_2,Xe trẻ em nhóm 2,3.0,1470000.0,2,3.07
KH-00193,CÔNG TY TNHH TÚ ANH,CITYBIKE_P,Xe phổ thông,161.0,195790500.0,4,83.47
KH-00193,CÔNG TY TNHH TÚ ANH,SPORTBIKE_S,Xe thể thao thép,24.0,30400000.0,2,12.96
KH-00193,CÔNG TY TNHH TÚ ANH,KIDBIKE_1,Xe trẻ em nhóm 1,6.0,6020000.0,2,2.57
KH-00193,CÔNG TY TNHH TÚ ANH,KIDBIKE_2,Xe trẻ em nhóm 2,5.0,2350000.0,1,1.0
KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,KIDBIKE_1,Xe trẻ em nhóm 1,63.0,70150000.0,2,36.88
KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,KIDBIKE_2,Xe trẻ em nhóm 2,48.0,41704595.0,2,21.93
KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,SPORTBIKE_A,Xe thể thao nhôm,15.0,39057790.0,1,20.54
KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,SPORTBIKE_S,Xe thể thao thép,26.0,35717000.0,2,18.78
KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,CITYBIKE_P,Xe phổ thông,3.0,3560000.0,1,1.87
KH-00195,CỬA HÀNG XE ĐẠP BÌNH MINH,CITYBIKE_P,Xe phổ thông,19.0,23130000.0,2,59.63
KH-00195,CỬA HÀNG XE ĐẠP BÌNH MINH,KIDBIKE_1,Xe trẻ em nhóm 1,8.0,8860000.0,1,22.84
KH-00195,CỬA HÀNG XE ĐẠP BÌNH MINH,SPORTBIKE_A,Xe thể thao nhôm,2.0,4300000.0,1,11.09
KH-00195,CỬA HÀNG XE ĐẠP BÌNH MINH,KIDBIKE_2,Xe trẻ em nhóm 2,5.0,2500000.0,1,6.44
KH-00196,CÔNG TY CỔ PHẦN NAM TIẾN,KIDBIKE_1,Xe trẻ em nhóm 1,25.0,27600000.0,2,53.18
KH-00196,CÔNG TY CỔ PHẦN NAM TIẾN,CITYBIKE_P,Xe phổ thông,21.0,24300000.0,2,46.82
KH-00197,CÔNG TY TNHH THƯƠNG MẠI MINH PHƯƠNG,CITYBIKE_P,Xe phổ thông,88.0,104880000.0,2,74.13
KH-00197,CÔNG TY TNHH THƯƠNG MẠI MINH PHƯƠNG,KIDBIKE_1,Xe trẻ em nhóm 1,28.0,30600000.0,2,21.63
KH-00197,CÔNG TY TNHH THƯƠNG MẠI MINH PHƯƠNG,KIDBIKE_2,Xe trẻ em nhóm 2,7.0,3410000.0,1,2.41
KH-00197,CÔNG TY TNHH THƯƠNG MẠI MINH PHƯƠNG,SPORTBIKE_S,Xe thể thao thép,2.0,2600000.0,1,1.84
KH-00198,CÔNG TY TNHH TRÍ ĐỨC,CITYBIKE_P,Xe phổ thông,62.0,75430000.0,4,55.33
KH-00198,CÔNG TY TNHH TRÍ ĐỨC,SPORTBIKE_A,Xe thể thao nhôm,9.0,24275503.0,3,17.81
KH-00198,CÔNG TY TNHH TRÍ ĐỨC,KIDBIKE_1,Xe trẻ em nhóm 1,14.0,16070000.0,3,11.79
KH-00198,CÔNG TY TNHH TRÍ ĐỨC,KIDBIKE_2,Xe trẻ em nhóm 2,23.0,11350000.0,2,8.33
KH-00198,CÔNG TY TNHH TRÍ ĐỨC,SPORTBIKE_S,Xe thể thao thép,7.0,9190000.0,3,6.74
KH-00199,CỬA HÀNG XE ĐẠP TÚ ANH,CITYBIKE_P,Xe phổ thông,38.0,45270000.0,2,70.66
KH-00199,CỬA HÀNG XE ĐẠP TÚ ANH,KIDBIKE_1,Xe trẻ em nhóm 1,15.0,16800000.0,1,26.22
KH-00199,CỬA HÀNG XE ĐẠP TÚ ANH,KIDBIKE_2,Xe trẻ em nhóm 2,4.0,2000000.0,2,3.12
KH-00200,CÔNG TY CỔ PHẦN TOÀN THẮNG,CITYBIKE_P,Xe phổ thông,28.0,33840000.0,2,59.88
KH-00200,CÔNG TY CỔ PHẦN TOÀN THẮNG,KIDBIKE_1,Xe trẻ em nhóm 1,12.0,14460000.0,2,25.59
KH-00200,CÔNG TY CỔ PHẦN TOÀN THẮNG,SPORTBIKE_S,Xe thể thao thép,4.0,8217000.0,1,14.54
KH-00201,HỘ KINH DOANH XUÂN MAI,SPORTBIKE_S,Xe thể thao thép,8.0,12632000.0,1,32.79
KH-00201,HỘ KINH DOANH XUÂN MAI,SPORTBIKE_A,Xe thể thao nhôm,5.0,12457574.0,1,32.34
KH-00201,HỘ KINH DOANH XUÂN MAI,CITYBIKE_P,Xe phổ thông,8.0,9330000.0,1,24.22
KH-00201,HỘ KINH DOANH XUÂN MAI,KIDBIKE_1,Xe trẻ em nhóm 1,2.0,2100000.0,1,5.45
KH-00201,HỘ KINH DOANH XUÂN MAI,KIDBIKE_2,Xe trẻ em nhóm 2,4.0,2000000.0,1,5.19
KH-00202,CÔNG TY CỔ PHẦN XUÂN MAI,CITYBIKE_P,Xe phổ thông,38.0,45690000.0,2,79.06
KH-00202,CÔNG TY CỔ PHẦN XUÂN MAI,KIDBIKE_1,Xe trẻ em nhóm 1,10.0,11100000.0,1,19.21
KH-00202,CÔNG TY CỔ PHẦN XUÂN MAI,KIDBIKE_2,Xe trẻ em nhóm 2,2.0,1000000.0,1,1.73
KH-00203,CÔNG TY CỔ PHẦN THƯƠNG MẠI HOÀ BÌNH,CITYBIKE_P,Xe phổ thông,1.0,2305556.0,1,100.0
KH-00204,CÔNG TY CỔ PHẦN ĐẠI DƯƠNG,CITYBIKE_P,Xe phổ thông,4.0,9962963.0,1,100.0
KH-00205,CỬA HÀNG XE ĐẠP QUANG VINH,CITYBIKE_P,Xe phổ thông,29.0,33900000.0,1,57.71
KH-00205,CỬA HÀNG XE ĐẠP QUANG VINH,KIDBIKE_1,Xe trẻ em nhóm 1,13.0,14100000.0,1,24.0
KH-00205,CỬA HÀNG XE ĐẠP QUANG VINH,KIDBIKE_2,Xe trẻ em nhóm 2,11.0,5500000.0,1,9.36
KH-00205,CỬA HÀNG XE ĐẠP QUANG VINH,SPORTBIKE_S,Xe thể thao thép,4.0,5240000.0,1,8.92
KH-00206,CÔNG TY TNHH THƯƠNG MẠI MẶT TRỜI,KIDBIKE_1,Xe trẻ em nhóm 1,14.0,16350000.0,2,54.45
KH-00206,CÔNG TY TNHH THƯƠNG MẠI MẶT TRỜI,CITYBIKE_P,Xe phổ thông,11.0,13680000.0,2,45.55
KH-00207,CỬA HÀNG XE ĐẠP VẠN LỢI,CITYBIKE_P,Xe phổ thông,40.0,47640000.0,3,47.0
KH-00207,CỬA HÀNG XE ĐẠP VẠN LỢI,SPORTBIKE_A,Xe thể thao nhôm,15.0,39080296.0,3,38.56
KH-00207,CỬA HÀNG XE ĐẠP VẠN LỢI,KIDBIKE_1,Xe trẻ em nhóm 1,8.0,9320000.0,1,9.2
KH-00207,CỬA HÀNG XE ĐẠP VẠN LỢI,SPORTBIKE_S,Xe thể thao thép,2.0,5317000.0,1,5.25
KH-00208,CỬA HÀNG XE ĐẠP TÂY BẮC,CITYBIKE_P,Xe phổ thông,71.0,82320000.0,5,67.69
KH-00208,CỬA HÀNG XE ĐẠP TÂY BẮC,KIDBIKE_1,Xe trẻ em nhóm 1,15.0,16800000.0,3,13.81
KH-00208,CỬA HÀNG XE ĐẠP TÂY BẮC,SPORTBIKE_S,Xe thể thao thép,9.0,11750000.0,3,9.66
KH-00208,CỬA HÀNG XE ĐẠP TÂY BẮC,SPORTBIKE_A,Xe thể thao nhôm,4.0,10745286.0,2,8.84
KH-00209,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,CITYBIKE_P,Xe phổ thông,24.0,28880000.0,2,64.42
KH-00209,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,SPORTBIKE_A,Xe thể thao nhôm,3.0,7522643.0,1,16.78
KH-00209,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,KIDBIKE_2,Xe trẻ em nhóm 2,9.0,4230000.0,2,9.44
KH-00209,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,KIDBIKE_1,Xe trẻ em nhóm 1,4.0,4200000.0,2,9.37
KH-00210,DOANH NGHIỆP TW SÁN LẠP,KIDBIKE_2,Xe trẻ em nhóm 2,11.0,5410000.0,1,33.9
KH-00210,DOANH NGHIỆP TW SÁN LẠP,KIDBIKE_1,Xe trẻ em nhóm 1,4.0,4200000.0,1,26.32
KH-00210,DOANH NGHIỆP TW SÁN LẠP,CITYBIKE_P,Xe phổ thông,3.0,3600000.0,1,22.56
KH-00210,DOANH NGHIỆP TW SÁN LẠP,SPORTBIKE_S,Xe thể thao thép,2.0,2750000.0,1,17.23
KH-00211,CỬA HÀNG XE ĐẠP NAM TIẾN,CITYBIKE_P,Xe phổ thông,21.0,23880000.0,1,75.74
KH-00211,CỬA HÀNG XE ĐẠP NAM TIẾN,KIDBIKE_1,Xe trẻ em nhóm 1,7.0,7650000.0,1,24.26
KH-00212,CỬA HÀNG XE ĐẠP TÂY BẮC,CITYBIKE_P,Xe phổ thông,61.0,73400000.0,4,73.9
KH-00212,CỬA HÀNG XE ĐẠP TÂY BẮC,KIDBIKE_1,Xe trẻ em nhóm 1,10.0,10660000.0,2,10.73
KH-00212,CỬA HÀNG XE ĐẠP TÂY BẮC,SPORTBIKE_A,Xe thể thao nhôm,3.0,7522643.0,2,7.57
KH-00212,CỬA HÀNG XE ĐẠP TÂY BẮC,SPORTBIKE_S,Xe thể thao thép,4.0,4800000.0,3,4.83
KH-00212,CỬA HÀNG XE ĐẠP TÂY BẮC,KIDBIKE_2,Xe trẻ em nhóm 2,6.0,2940000.0,2,2.96
KH-00213,CÔNG TY CỔ PHẦN HOÀ BÌNH,CITYBIKE_P,Xe phổ thông,1.0,2305556.0,1,100.0
KH-00214,DOANH NGHIỆP TW QUANG VINH,CITYBIKE_P,Xe phổ thông,54.0,63900000.0,2,77.94
KH-00214,DOANH NGHIỆP TW QUANG VINH,KIDBIKE_1,Xe trẻ em nhóm 1,15.0,15750000.0,2,19.21
KH-00214,DOANH NGHIỆP TW QUANG VINH,SPORTBIKE_S,Xe thể thao thép,1.0,2333500.0,1,2.85
KH-00215,DOANH NGHIỆP TW LÊ ANH,CITYBIKE_P,Xe phổ thông,10.0,12050000.0,2,32.43
KH-00215,DOANH NGHIỆP TW LÊ ANH,KIDBIKE_1,Xe trẻ em nhóm 1,10.0,11570000.0,2,31.14
KH-00215,DOANH NGHIỆP TW LÊ ANH,SPORTBIKE_S,Xe thể thao thép,5.0,6200000.0,1,16.68
KH-00215,DOANH NGHIỆP TW LÊ ANH,KIDBIKE_2,Xe trẻ em nhóm 2,10.0,4940000.0,1,13.29
KH-00215,DOANH NGHIỆP TW LÊ ANH,SPORTBIKE_A,Xe thể thao nhôm,1.0,2400000.0,1,6.46
KH-00216,HỘ KINH DOANH NGỌC ANH,CITYBIKE_P,Xe phổ thông,45.0,53220000.0,1,87.15
KH-00216,HỘ KINH DOANH NGỌC ANH,KIDBIKE_1,Xe trẻ em nhóm 1,5.0,5700000.0,1,9.33
KH-00216,HỘ KINH DOANH NGỌC ANH,SPORTBIKE_A,Xe thể thao nhôm,1.0,2150000.0,1,3.52
KH-00217,DOANH NGHIỆP TW ĐẠI DƯƠNG,CITYBIKE_P,Xe phổ thông,296.0,398083849.0,8,98.28
KH-00217,DOANH NGHIỆP TW ĐẠI DƯƠNG,KIDBIKE_1,Xe trẻ em nhóm 1,5.0,6031665.0,2,1.49
KH-00217,DOANH NGHIỆP TW ĐẠI DƯƠNG,KIDBIKE_2,Xe trẻ em nhóm 2,1.0,943888.0,1,0.23
KH-00218,CÔNG TY TNHH THƯƠNG MẠI BÌNH MINH,CITYBIKE_P,Xe phổ thông,31.0,37197776.0,2,75.09
KH-00218,CÔNG TY TNHH THƯƠNG MẠI BÌNH MINH,KIDBIKE_1,Xe trẻ em nhóm 1,10.0,12340924.0,2,24.91
KH-00219,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,CITYBIKE_P,Xe phổ thông,106.0,159576089.0,5,84.26
KH-00219,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,SPORTBIKE_A,Xe thể thao nhôm,6.0,14400000.0,1,7.6
KH-00219,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,KIDBIKE_1,Xe trẻ em nhóm 1,6.0,7148888.0,2,3.78
KH-00219,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,KIDBIKE_2,Xe trẻ em nhóm 2,7.0,4649442.0,2,2.46
KH-00219,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,SPORTBIKE_S,Xe thể thao thép,3.0,3600000.0,1,1.9
KH-00220,CỬA HÀNG XE ĐẠP VIỆT ANH,CITYBIKE_P,Xe phổ thông,30.0,36100000.0,2,48.77
KH-00220,CỬA HÀNG XE ĐẠP VIỆT ANH,SPORTBIKE_A,Xe thể thao nhôm,8.0,20417929.0,2,27.59
KH-00220,CỬA HÀNG XE ĐẠP VIỆT ANH,KIDBIKE_1,Xe trẻ em nhóm 1,13.0,13950000.0,1,18.85
KH-00220,CỬA HÀNG XE ĐẠP VIỆT ANH,KIDBIKE_2,Xe trẻ em nhóm 2,5.0,2350000.0,1,3.17
