customer_code,customer_name,province_name,region,so_don,tong_sl,tong_dt,ngay_dau,ngay_cuoi,so_nhom_sp,so_sku,gia_tb_chiec,span_ngay,don_tb_gia_tri
KH-00472,CÔNG TY CỔ PHẦN TRÍ ĐỨC,Hà Nội,Miền Bắc,2,30.0,50409246.0,2026-01-26,2026-01-28,4,23,1680308.0,2,25204623.0
KH-00433,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRƯỜNG THỊNH,Hà Nội,Miền Bắc,1,30.0,49297210.0,2026-01-24,2026-01-24,1,21,1643240.0,0,49297210.0
KH-00261,CÔNG TY TNHH THƯƠNG MẠI VẠN LỢI,Hà Nội,Miền Bắc,1,42.0,49160000.0,2025-03-24,2025-03-24,2,20,1170476.0,0,49160000.0
KH-00502,CỬA HÀNG XE ĐẠP BÌNH MINH,Hà Nội,Miền Bắc,3,30.0,48760915.0,2026-01-28,2026-02-26,3,16,1625364.0,29,16253638.0
KH-00059,CÔNG TY TNHH TRÍ ĐỨC,Hải Dương,Miền Bắc,1,42.0,48680000.0,2025-02-10,2025-02-10,2,15,1159048.0,0,48680000.0
KH-00117,HỘ KINH DOANH YÊN BÌNH,Hưng yên,Miền Bắc,2,42.0,48490000.0,2025-02-19,2025-03-31,2,11,1154524.0,40,24245000.0
KH-00127,CỬA HÀNG XE ĐẠP TÂN TIẾN,Hà Nam,Miền Bắc,1,40.0,48240000.0,2025-02-20,2025-02-20,1,6,1206000.0,0,48240000.0
KH-00614,CỬA HÀNG XE ĐẠP NAM TIẾN,Quảng Ninh,Miền Bắc,1,30.0,48134990.0,2026-02-05,2026-02-05,3,23,1604500.0,0,48134990.0
KH-00068,CÔNG TY CỔ PHẦN SÁN LẠP,Vĩnh Phúc,Miền Bắc,3,56.0,48010000.0,2025-02-10,2025-03-18,2,14,857321.0,36,16003333.0
KH-00609,DOANH NGHIỆP TW NGỌC ANH,Hưng Yên,Miền Bắc,2,35.0,47958781.0,2026-02-05,2026-02-12,3,16,1370251.0,7,23979390.0
KH-00561,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,Bắc Ninh,Miền Bắc,1,29.0,47910731.0,2026-01-30,2026-01-30,2,23,1652094.0,0,47910731.0
KH-00192,HỘ KINH DOANH KHẢI HOÀN,Hà Nội,Miền Bắc,3,42.0,47910000.0,2025-03-19,2025-03-31,4,28,1140714.0,12,15970000.0
KH-00278,CÔNG TY TNHH QUANG VINH,Hà Nội,Miền Bắc,1,40.0,47790000.0,2025-03-25,2025-03-25,1,11,1194750.0,0,47790000.0
KH-00512,CÔNG TY TNHH ĐẠI DƯƠNG,Phú Thọ,Miền Bắc,2,25.0,47577767.0,2026-01-28,2026-02-26,2,17,1903111.0,29,23788884.0
KH-00435,DOANH NGHIỆP TW NGỌC ANH,Hà Nội,Miền Bắc,3,31.0,47539618.0,2026-01-24,2026-02-13,4,19,1533536.0,20,15846539.0
KH-00373,DOANH NGHIỆP TW THIÊN AN,Hưng Yên,Miền Bắc,2,29.0,47111094.0,2026-01-16,2026-01-16,2,4,1624520.0,0,23555547.0
KH-00085,CÔNG TY CỔ PHẦN THƯƠNG MẠI NGỌC ANH,Hà Nội,Miền Bắc,2,40.0,46780000.0,2025-02-14,2025-03-27,2,12,1169500.0,41,23390000.0
KH-00312,DOANH NGHIỆP TW HOÀ BÌNH,Quảng Ninh,Miền Bắc,1,40.0,46750000.0,2025-03-28,2025-03-28,2,9,1168750.0,0,46750000.0
KH-00128,HỘ KINH DOANH TÂY BẮC,Thanh Hóa,Miền Trung,1,40.0,46560000.0,2025-02-20,2025-02-20,2,12,1164000.0,0,46560000.0
KH-00036,CÔNG TY TNHH THƯƠNG MẠI PHÚC AN,Hà Nội,Miền Bắc,3,7.0,46324073.0,2025-01-20,2025-02-07,1,2,6617725.0,18,15441358.0
KH-00570,HỘ KINH DOANH TOÀN THẮNG,Hải Phòng,Miền Bắc,3,30.0,45885445.0,2026-01-30,2026-02-04,3,11,1529515.0,5,15295148.0
KH-00615,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,Hải Phòng,Miền Bắc,1,25.0,45789063.0,2026-02-05,2026-02-05,3,19,1831563.0,0,45789063.0
KH-00569,CÔNG TY TNHH VẠN LỢI,TP Huế,Miền Bắc,2,33.0,45522665.0,2026-01-30,2026-02-13,3,18,1379475.0,14,22761332.0
KH-00358,CÔNG TY TNHH SƠN HÀ,Thanh Hóa,Miền Trung,2,31.0,45427487.0,2026-01-13,2026-02-26,2,19,1465403.0,44,22713744.0
KH-00081,CÔNG TY TNHH THƯƠNG MẠI KHẢI HOÀN,Hưng Yên,Miền Bắc,1,40.0,45220000.0,2025-02-14,2025-02-14,4,20,1130500.0,0,45220000.0
KH-00482,CỬA HÀNG XE ĐẠP KHẢI HOÀN,Hà Nội,Miền Bắc,1,23.0,44872212.0,2026-01-27,2026-01-27,1,16,1950966.0,0,44872212.0
KH-00273,CÔNG TY TNHH THƯƠNG MẠI PHÚ THỊNH,Vĩnh Phúc,Miền Bắc,1,40.0,44730000.0,2025-03-25,2025-03-25,3,17,1118250.0,0,44730000.0
KH-00525,CỬA HÀNG XE ĐẠP SÁN LẠP,Hưng Yên,Miền Bắc,1,25.0,44550175.0,2026-01-28,2026-01-28,1,11,1782007.0,0,44550175.0
KH-00430,CÔNG TY CỔ PHẦN BÌNH MINH,Hà Nội,Miền Bắc,2,29.0,44446658.0,2026-01-24,2026-01-26,2,13,1532643.0,2,22223329.0
KH-00566,DOANH NGHIỆP TW PHÚ THỊNH,Hải Phòng,Miền Bắc,1,25.0,44172215.0,2026-01-30,2026-01-30,1,8,1766889.0,0,44172215.0
KH-00585,CÔNG TY TNHH TÂY BẮC,Tuyên Quang,Miền Bắc,1,30.0,44041190.0,2026-01-31,2026-01-31,2,10,1468040.0,0,44041190.0
KH-00254,CỬA HÀNG XE ĐẠP ĐÔNG NAM,Hà Nam,Miền Bắc,2,29.0,43942860.0,2025-03-24,2025-03-25,3,20,1515271.0,1,21971430.0
KH-00272,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,Vĩnh Phúc,Miền Bắc,2,38.0,43920000.0,2025-03-25,2025-03-31,2,21,1155789.0,6,21960000.0
KH-00099,CÔNG TY TNHH NGỌC ANH,Hà Nội,Miền Bắc,1,39.0,43710000.0,2025-02-17,2025-02-17,4,24,1120769.0,0,43710000.0
KH-00082,CÔNG TY TNHH THƯƠNG MẠI PHÚC AN,Vĩnh Phúc,Miền Bắc,1,31.0,43600000.0,2025-02-14,2025-02-14,2,11,1406452.0,0,43600000.0
KH-00559,CÔNG TY TNHH THƯƠNG MẠI TÂY BẮC,Thanh Hóa,Miền Trung,1,21.0,43414990.0,2026-01-30,2026-01-30,2,10,2067380.0,0,43414990.0
KH-00454,HỘ KINH DOANH LONG PHÚ,Phú Thọ,Miền Bắc,1,20.0,42573326.0,2026-01-24,2026-01-24,2,14,2128666.0,0,42573326.0
KH-00316,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,Hà Nội,Miền Bắc,1,30.0,42392500.0,2025-03-28,2025-03-28,3,16,1413083.0,0,42392500.0
KH-00136,CÔNG TY CỔ PHẦN NGỌC ANH,Tây Bình Cách - Xã Đông Xá - Huyện Đông Hưng - Thái Bình.,Miền Bắc,1,38.0,42370000.0,2025-02-22,2025-02-22,4,25,1115000.0,0,42370000.0
KH-00222,CÔNG TY CỔ PHẦN TÂN TIẾN,Hà Nội,Miền Bắc,2,35.0,42161481.0,2025-03-20,2025-03-31,4,18,1204614.0,11,21080740.0
KH-00281,CỬA HÀNG XE ĐẠP PHÚC AN,Thanh Hoá,Miền Trung,1,32.0,42075286.0,2025-03-25,2025-03-25,4,17,1314853.0,0,42075286.0
KH-00094,HỘ KINH DOANH SÁN LẠP,Phú Thọ,Miền Bắc,2,36.0,41790000.0,2025-02-17,2025-03-31,3,15,1160833.0,42,20895000.0
KH-00170,CỬA HÀNG XE ĐẠP TRƯỜNG THỊNH,Ninh Bình,Miền Bắc,1,36.0,41700000.0,2025-02-26,2025-02-26,2,24,1158333.0,0,41700000.0
KH-00113,DOANH NGHIỆP TW XÂY DỰNG,Thanh Hoá,Miền Trung,2,30.0,41439439.0,2025-02-19,2026-01-24,1,14,1381315.0,339,20719720.0
KH-00227,CÔNG TY TNHH THƯƠNG MẠI TRÍ ĐỨC,Bắc Ninh,Miền Bắc,1,35.0,40920000.0,2025-03-21,2025-03-21,2,16,1169143.0,0,40920000.0
KH-00162,CÔNG TY CỔ PHẦN THƯƠNG MẠI CHI THÀNH,Hà Nội,Miền Bắc,3,30.0,40881103.0,2025-02-26,2026-02-12,2,21,1362703.0,351,13627034.0
KH-00546,CÔNG TY CỔ PHẦN SÁN LẠP,Quảng Trị,Miền Trung,1,23.0,40747215.0,2026-01-29,2026-01-29,1,15,1771618.0,0,40747215.0
KH-00603,CÔNG TY CỔ PHẦN QUANG VINH,Đà Nẵng,Miền Trung,1,25.0,40402775.0,2026-02-04,2026-02-04,1,2,1616111.0,0,40402775.0
KH-00498,CỬA HÀNG XE ĐẠP MINH PHƯƠNG,Hưng Yên,Miền Bắc,2,25.0,40158694.0,2026-01-27,2026-02-12,3,14,1606348.0,16,20079347.0
KH-00311,CÔNG TY TNHH THƯƠNG MẠI QUANG VINH,Quảng Ninh,Miền Bắc,1,30.0,39960000.0,2025-03-28,2025-03-28,2,14,1332000.0,0,39960000.0
KH-00437,DOANH NGHIỆP TW HÙNG CƯỜNG,Hưng Yên,Miền Bắc,2,25.0,39942769.0,2026-01-24,2026-02-27,2,16,1597711.0,34,19971384.0
KH-00474,HỘ KINH DOANH MẶT TRỜI,Hưng Yên,Miền Bắc,1,24.0,39804429.0,2026-01-26,2026-01-26,1,10,1658518.0,0,39804429.0
KH-00257,HỘ KINH DOANH PHÚC AN,Hà Nội,Miền Bắc,2,36.0,39541481.0,2025-03-24,2025-03-28,3,13,1098374.0,4,19770740.0
KH-00351,CÔNG TY TNHH AN PHÁT,Bắc Ninh,Miền Bắc,1,25.0,39405545.0,2026-01-12,2026-01-12,2,14,1576222.0,0,39405545.0
KH-00258,CỬA HÀNG XE ĐẠP HOÀ BÌNH,Hà Nội,Miền Bắc,2,36.0,39361481.0,2025-03-24,2025-03-28,3,13,1093374.0,4,19680740.0
KH-00240,CÔNG TY CỔ PHẦN TRÍ ĐỨC,Sơn La,Miền Bắc,1,35.0,39050000.0,2025-03-21,2025-03-21,1,11,1115714.0,0,39050000.0
KH-00074,CÔNG TY TNHH THƯƠNG MẠI HOÀ BÌNH,Hòa Bình,Miền Bắc,3,35.0,39028607.0,2025-02-14,2026-01-27,3,28,1115103.0,347,13009536.0
KH-00510,CỬA HÀNG XE ĐẠP NGỌC ANH,Bắc Ninh,Miền Bắc,2,24.0,38976104.0,2026-01-28,2026-02-12,1,8,1624004.0,15,19488052.0
KH-00308,CÔNG TY TNHH THIÊN AN,Cường Tráng - An Thịnh - Lương Tài - Bắc Ninh,Miền Bắc,1,31.0,38840000.0,2025-03-28,2025-03-28,4,20,1252903.0,0,38840000.0
KH-00195,CỬA HÀNG XE ĐẠP BÌNH MINH,Hà Nội,Miền Bắc,2,34.0,38790000.0,2025-03-19,2025-03-25,4,24,1140882.0,6,19395000.0
KH-00429,CỬA HÀNG XE ĐẠP XUÂN MAI,Quảng Ninh,Miền Bắc,1,26.0,38662392.0,2026-01-24,2026-01-24,4,23,1487015.0,0,38662392.0
KH-00547,DOANH NGHIỆP TW THANH BÌNH,Quảng Ngãi,Miền Trung,2,24.0,38227772.0,2026-01-29,2026-02-13,1,9,1592824.0,15,19113886.0
KH-00246,CỬA HÀNG XE ĐẠP TRƯỜNG THỊNH,Hà Nội,Miền Bắc,2,30.0,38184000.0,2025-03-22,2025-03-25,4,23,1272800.0,3,19092000.0
KH-00376,CÔNG TY TNHH THƯƠNG MẠI AN PHÁT,Hà Nội,Miền Bắc,2,25.0,38117024.0,2026-01-16,2026-02-13,3,17,1524681.0,28,19058512.0
KH-00328,CÔNG TY CỔ PHẦN PHÚC AN,Vĩnh Phúc,Miền Bắc,1,30.0,37780000.0,2025-03-31,2025-03-31,3,21,1259333.0,0,37780000.0
KH-00249,HỘ KINH DOANH PHÚC AN,Thanh Hóa,Miền Trung,1,30.0,37560000.0,2025-03-22,2025-03-22,2,11,1252000.0,0,37560000.0
KH-00439,DOANH NGHIỆP TW THUỶ TIÊN,Nghệ An,Miền Trung,1,22.0,37204436.0,2026-01-24,2026-01-24,3,11,1691111.0,0,37204436.0
KH-00215,DOANH NGHIỆP TW LÊ ANH,Hà Tĩnh,Miền Trung,2,36.0,37160000.0,2025-03-20,2025-03-31,5,24,1032222.0,11,18580000.0
KH-00440,CÔNG TY TNHH THƯƠNG MẠI ĐÔNG NAM,Hà Nội,Miền Bắc,3,23.0,37106379.0,2026-01-24,2026-02-26,3,20,1613321.0,33,12368793.0
KH-00302,CÔNG TY TNHH XÂY DỰNG,Hà Giang,Miền Bắc,1,30.0,36910000.0,2025-03-28,2025-03-28,4,15,1230333.0,0,36910000.0
KH-00137,CÔNG TY TNHH THƯƠNG MẠI QUANG VINH,Hà Nam,Miền Bắc,1,29.0,36580000.0,2025-02-22,2025-02-22,3,11,1261379.0,0,36580000.0
KH-00242,CÔNG TY CỔ PHẦN THƯƠNG MẠI HÙNG CƯỜNG,Bắc Kạn,Miền Bắc,2,51.0,36320000.0,2025-03-21,2025-03-25,3,12,712157.0,4,18160000.0
KH-00501,CÔNG TY CỔ PHẦN VĨNH PHÁT,Thanh Hóa,Miền Trung,2,21.0,36233323.0,2026-01-28,2026-02-07,2,10,1725396.0,10,18116662.0
KH-00124,CÔNG TY CỔ PHẦN THƯƠNG MẠI AN PHÁT,Thanh Hoá,Miền Trung,1,30.0,36220000.0,2025-02-20,2025-02-20,2,14,1207333.0,0,36220000.0
KH-00047,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÚ ANH,Vĩnh Phúc,Miền Bắc,1,30.0,36180000.0,2025-02-04,2025-02-04,1,10,1206000.0,0,36180000.0
KH-00224,DOANH NGHIỆP TW ĐÔNG NAM,Ninh Bình,Miền Bắc,1,30.0,36150000.0,2025-03-21,2025-03-21,2,12,1205000.0,0,36150000.0
KH-00572,CÔNG TY CỔ PHẦN THƯƠNG MẠI VIỆT ANH,Quảng Ninh,Miền Bắc,1,21.0,36044992.0,2026-01-31,2026-01-31,2,13,1716428.0,0,36044992.0
KH-00507,CỬA HÀNG XE ĐẠP BÌNH MINH,Phú Thọ,Miền Bắc,1,22.0,35994437.0,2026-01-28,2026-01-28,1,11,1636111.0,0,35994437.0
KH-00108,HỘ KINH DOANH LÊ ANH,Hà Nội,Miền Bắc,1,30.0,35900000.0,2025-02-19,2025-02-19,3,14,1196667.0,0,35900000.0
KH-00275,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,Thái Nguyên,Miền Bắc,1,30.0,35890000.0,2025-03-25,2025-03-25,3,18,1196333.0,0,35890000.0
KH-00236,CỬA HÀNG XE ĐẠP ĐÔNG NAM,Hà Nội,Miền Bắc,2,30.0,35880000.0,2025-03-21,2025-03-22,1,17,1196000.0,1,17940000.0
KH-00263,DOANH NGHIỆP TW TRƯỜNG THỊNH,Thanh Hoá,Miền Trung,1,30.0,35790000.0,2025-03-24,2025-03-24,2,13,1193000.0,0,35790000.0
KH-00450,HỘ KINH DOANH QUANG VINH,Thanh Hoá,Miền Trung,1,27.0,35684616.0,2026-01-24,2026-01-24,3,11,1321652.0,0,35684616.0
KH-00101,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,Hà Nội,Miền Bắc,3,29.0,35420000.0,2025-02-17,2025-03-24,3,11,1221379.0,35,11806667.0
KH-00243,HỘ KINH DOANH VĨNH PHÁT,Hà Nam,Miền Bắc,1,30.0,35150000.0,2025-03-21,2025-03-21,3,21,1171667.0,0,35150000.0
KH-00398,CÔNG TY TNHH PHÚC AN,TP Đà Nẵng,Miền Bắc,1,20.0,35105550.0,2026-01-20,2026-01-20,1,5,1755278.0,0,35105550.0
KH-00131,CÔNG TY TNHH QUANG VINH,Hà Nam,Miền Bắc,1,30.0,35090000.0,2025-02-20,2025-02-20,2,14,1169667.0,0,35090000.0
KH-00259,DOANH NGHIỆP TW MINH PHƯƠNG,Hà Nội,Miền Bắc,1,31.0,35050000.0,2025-03-24,2025-03-24,4,20,1130645.0,0,35050000.0
KH-00077,CÔNG TY CỔ PHẦN THƯƠNG MẠI NGỌC ANH,Hà Nội,Miền Bắc,1,30.0,35020000.0,2025-02-14,2025-02-14,2,18,1167333.0,0,35020000.0
KH-00515,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,TP Hải Phòng,Miền Bắc,1,22.0,34973416.0,2026-01-28,2026-01-28,3,7,1589701.0,0,34973416.0
KH-00494,HỘ KINH DOANH AN PHÁT,Hà Nội,Miền Bắc,1,21.0,34963325.0,2026-01-27,2026-01-27,1,9,1664920.0,0,34963325.0
KH-00105,CỬA HÀNG XE ĐẠP PHÚC AN,Bắc Ninh,Miền Bắc,1,30.0,34910000.0,2025-02-19,2025-02-19,2,11,1163667.0,0,34910000.0
KH-00465,CÔNG TY CỔ PHẦN KHẢI HOÀN,Quảng Ninh,Miền Bắc,1,22.0,34894436.0,2026-01-26,2026-01-26,2,11,1586111.0,0,34894436.0
KH-00310,HỘ KINH DOANH VẠN LỢI,Quảng Ninh,Miền Bắc,1,30.0,34770000.0,2025-03-28,2025-03-28,2,16,1159000.0,0,34770000.0
KH-00095,CÔNG TY CỔ PHẦN THƯƠNG MẠI KHẢI HOÀN,Hà Nội,Miền Bắc,1,30.0,34730000.0,2025-02-17,2025-02-17,3,18,1157667.0,0,34730000.0
KH-00378,CỬA HÀNG XE ĐẠP VĨNH PHÁT,Hà Nội,Miền Bắc,2,21.0,34553883.0,2026-01-16,2026-01-28,1,9,1645423.0,12,17276942.0
KH-00595,CÔNG TY CỔ PHẦN THƯƠNG MẠI YÊN BÌNH,Tuyên Quang,Miền Bắc,1,25.0,34527950.0,2026-02-04,2026-02-04,3,11,1381118.0,0,34527950.0
KH-00295,DOANH NGHIỆP TW XÂY DỰNG,Hà Nội,Miền Bắc,1,29.0,34400000.0,2025-03-27,2025-03-27,1,11,1186207.0,0,34400000.0
KH-00066,CÔNG TY CỔ PHẦN NGỌC ANH,Hà Nộ,Miền Bắc,1,30.0,34390000.0,2025-02-10,2025-02-10,2,19,1146333.0,0,34390000.0
KH-00239,HỘ KINH DOANH THANH BÌNH,Hội An,Miền Bắc,1,23.0,34357000.0,2025-03-21,2025-03-21,2,9,1493783.0,0,34357000.0
KH-00574,CỬA HÀNG XE ĐẠP LONG PHÚ,Quảng Ninh,Miền Bắc,1,5.0,34270830.0,2026-01-31,2026-01-31,0,1,6854166.0,0,34270830.0
KH-00579,CÔNG TY TNHH THƯƠNG MẠI XÂY DỰNG,Quảng Ninh,Miền Bắc,1,5.0,34270830.0,2026-01-31,2026-01-31,0,1,6854166.0,0,34270830.0
KH-00324,CÔNG TY CỔ PHẦN ĐÔNG NAM,Quảng Ninh,Miền Bắc,1,28.0,34180000.0,2025-03-31,2025-03-31,3,15,1220714.0,0,34180000.0
KH-00135,CỬA HÀNG XE ĐẠP XUÂN MAI,Ninh Bình,Miền Bắc,1,30.0,34180000.0,2025-02-22,2025-02-22,3,19,1139333.0,0,34180000.0
KH-00229,DOANH NGHIỆP TW TRÍ ĐỨC,Bắc Giang,Miền Bắc,1,30.0,33980000.0,2025-03-21,2025-03-21,2,11,1132667.0,0,33980000.0
KH-00153,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,Hà Tĩnh,Miền Trung,1,32.0,33900000.0,2025-02-22,2025-02-22,3,12,1059375.0,0,33900000.0
KH-00602,CÔNG TY TNHH THƯƠNG MẠI THIÊN AN,Hà Nội,Miền Bắc,1,22.0,33720915.0,2026-02-04,2026-02-04,3,17,1532769.0,0,33720915.0
KH-00223,CÔNG TY CỔ PHẦN THƯƠNG MẠI AN PHÁT,Hà Nội,Miền Bắc,1,32.0,33720000.0,2025-03-21,2025-03-21,3,14,1053750.0,0,33720000.0
KH-00238,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRƯỜNG THỊNH,Phú Thọ,Miền Bắc,1,26.0,33546143.0,2025-03-21,2025-03-21,4,16,1290236.0,0,33546143.0
KH-00244,CÔNG TY CỔ PHẦN THƯƠNG MẠI AN PHÁT,Phú Thọ,Miền Bắc,1,30.0,33400000.0,2025-03-21,2025-03-21,3,11,1113333.0,0,33400000.0
KH-00493,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,TP Hải Phòng,Miền Bắc,2,24.0,33390543.0,2026-01-27,2026-02-24,4,12,1391273.0,28,16695272.0
KH-00508,CÔNG TY CỔ PHẦN VĨNH PHÁT,TP Hải Phòng,Miền Bắc,2,22.0,33244157.0,2026-01-28,2026-01-28,2,12,1511098.0,0,16622078.0
KH-00056,DOANH NGHIỆP TW ĐÔNG NAM,Hà Nam,Miền Bắc,1,30.0,33090000.0,2025-02-10,2025-02-10,3,12,1103000.0,0,33090000.0
KH-00034,CÔNG TY TNHH BÌNH MINH,Đà Nẵng,Miền Trung,2,28.0,32750000.0,2025-01-18,2025-02-20,3,21,1169643.0,33,16375000.0
KH-00578,DOANH NGHIỆP TW NGỌC ANH,Hà Nội,Miền Bắc,2,23.0,32402772.0,2026-01-31,2026-02-26,2,10,1408816.0,26,16201386.0
KH-00416,DOANH NGHIỆP TW HOÀ BÌNH,Quảng Ninh,Miền Bắc,1,14.0,32353328.0,2026-01-23,2026-01-23,1,10,2310952.0,0,32353328.0
KH-00305,CÔNG TY CỔ PHẦN TÂY BẮC,Hà Nội,Miền Bắc,2,26.0,32170000.0,2025-03-28,2025-03-31,3,10,1237308.0,3,16085000.0
KH-00598,DOANH NGHIỆP TW SƠN HÀ,Hải Phòng,Miền Bắc,1,20.0,31998692.0,2026-02-04,2026-02-04,3,12,1599935.0,0,31998692.0
KH-00516,CÔNG TY TNHH SÁN LẠP,Hưng Yên,Miền Bắc,1,20.0,31988880.0,2026-01-28,2026-01-28,1,6,1599444.0,0,31988880.0
KH-00210,DOANH NGHIỆP TW SÁN LẠP,Uông Bí,Miền Bắc,1,33.0,31677734.0,2025-03-20,2025-03-20,4,23,959931.0,0,31677734.0
KH-00526,CÔNG TY CỔ PHẦN NAM TIẾN,Hưng Yên,Miền Bắc,1,20.0,31530549.0,2026-01-28,2026-01-28,2,11,1576527.0,0,31530549.0
KH-00211,CỬA HÀNG XE ĐẠP NAM TIẾN,Hà Tĩnh,Miền Trung,1,28.0,31530000.0,2025-03-20,2025-03-20,2,12,1126071.0,0,31530000.0
KH-00532,CÔNG TY TNHH THƯƠNG MẠI MẶT TRỜI,Hà Nội,Miền Bắc,1,15.0,31324993.0,2026-01-28,2026-01-28,1,7,2088333.0,0,31324993.0
KH-00318,HỘ KINH DOANH BÌNH MINH,Hòa Bình,Miền Bắc,1,26.0,30680000.0,2025-03-29,2025-03-29,1,3,1180000.0,0,30680000.0
KH-00043,CÔNG TY TNHH LONG PHÚ,TP Đà Nẵng,Miền Bắc,3,26.0,30650000.0,2025-01-22,2025-02-20,3,19,1178846.0,29,10216667.0
KH-00206,CÔNG TY TNHH THƯƠNG MẠI MẶT TRỜI,Hà Nội,Miền Bắc,2,25.0,30030000.0,2025-03-20,2025-03-20,2,11,1201200.0,0,15015000.0
KH-00413,CÔNG TY CỔ PHẦN CHI THÀNH,TP Hải Phòng,Miền Bắc,1,19.0,29907408.0,2026-01-23,2026-01-23,1,1,1574074.0,0,29907408.0
KH-00143,DOANH NGHIỆP TW TÂY BẮC,Vĩnh Phúc,Miền Bắc,1,20.0,29700000.0,2025-02-22,2025-02-22,2,12,1485000.0,0,29700000.0
KH-00533,CÔNG TY TNHH YÊN BÌNH,Phú Thọ,Miền Bắc,1,17.0,29689996.0,2026-01-28,2026-01-28,1,6,1746470.0,0,29689996.0
KH-00307,DOANH NGHIỆP TW THIÊN AN,Quảng Ninh,Miền Bắc,1,20.0,29517574.0,2025-03-28,2025-03-28,4,10,1475879.0,0,29517574.0
KH-00581,DOANH NGHIỆP TW SƠN HÀ,Điện Biên,Miền Bắc,1,14.0,29371102.0,2026-01-31,2026-01-31,1,7,2097936.0,0,29371102.0
KH-00554,CÔNG TY CỔ PHẦN THƯƠNG MẠI SÁN LẠP,Hà Nội,Miền Bắc,1,18.0,29284994.0,2026-01-29,2026-01-29,1,15,1626944.0,0,29284994.0
KH-00582,HỘ KINH DOANH LONG PHÚ,Điện Biên,Miền Bắc,1,18.0,29156661.0,2026-01-31,2026-01-31,2,6,1619814.0,0,29156661.0
KH-00468,CÔNG TY CỔ PHẦN KHẢI HOÀN,Nghệ An,Miền Trung,1,19.0,28953046.0,2026-01-26,2026-01-26,2,10,1523845.0,0,28953046.0
KH-00563,HỘ KINH DOANH YÊN BÌNH,Hà Nội,Miền Bắc,1,17.0,28828328.0,2026-01-30,2026-01-30,2,10,1695784.0,0,28828328.0
KH-00122,CÔNG TY TNHH CHI THÀNH,Hưng Yên,Miền Bắc,1,30.0,28520000.0,2025-02-20,2025-02-20,3,16,950667.0,0,28520000.0
KH-00370,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,Bắc Ninh,Miền Bắc,1,13.0,28205550.0,2026-01-16,2026-01-16,2,10,2169658.0,0,28205550.0
KH-00451,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRƯỜNG THỊNH,Phú Thọ,Miền Bắc,1,17.0,28180365.0,2026-01-24,2026-01-24,2,8,1657669.0,0,28180365.0
KH-00292,CÔNG TY TNHH VIỆT ANH,Hà Nội,Miền Bắc,1,30.0,28127001.0,2025-03-26,2025-03-26,3,26,937567.0,0,28127001.0
KH-00319,CỬA HÀNG XE ĐẠP QUANG VINH,TP Hưng Yên,Miền Bắc,1,22.0,27978500.0,2025-03-29,2025-03-29,4,17,1271750.0,0,27978500.0
KH-00391,CÔNG TY TNHH THƯƠNG MẠI NAM TIẾN,Hà Tĩnh,Miền Trung,1,15.0,27965179.0,2026-01-19,2026-01-19,3,12,1864345.0,0,27965179.0
KH-00596,DOANH NGHIỆP TW THUỶ TIÊN,TP Hải Phòng,Miền Bắc,1,16.0,27434438.0,2026-02-04,2026-02-04,1,12,1714652.0,0,27434438.0
KH-00524,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRÍ ĐỨC,Hưng Yên,Miền Bắc,1,15.0,27199995.0,2026-01-28,2026-01-28,1,4,1813333.0,0,27199995.0
KH-00535,CỬA HÀNG XE ĐẠP QUANG VINH,Phú Thọ,Miền Bắc,2,20.0,27191100.0,2026-01-28,2026-02-12,3,18,1359555.0,15,13595550.0
KH-00544,DOANH NGHIỆP TW VIỆT ANH,Hà Nội,Miền Bắc,1,17.0,26793141.0,2026-01-29,2026-01-29,2,11,1576067.0,0,26793141.0
KH-00573,DOANH NGHIỆP TW THANH BÌNH,Quảng Ninh,Miền Bắc,1,15.0,26717216.0,2026-01-31,2026-01-31,2,10,1781148.0,0,26717216.0
KH-00611,CÔNG TY TNHH VIỆT ANH,Thái Bình,Miền Bắc,1,16.0,26627771.0,2026-02-05,2026-02-05,1,10,1664236.0,0,26627771.0
KH-00618,HỘ KINH DOANH ĐÔNG NAM,Nghệ An,Miền Trung,1,15.0,26313330.0,2026-02-07,2026-02-07,1,7,1754222.0,0,26313330.0
KH-00226,CÔNG TY CỔ PHẦN VĨNH PHÁT,Hà Nội,Miền Bắc,1,22.0,26040000.0,2025-03-21,2025-03-21,1,8,1183636.0,0,26040000.0
