customer_code,customer_name,province_name,region,segment,tong_dt,so_don,recency,rank_dt,cumul_dt,cumul_pct,pareto_group
KH-00082,CÔNG TY TNHH THƯƠNG MẠI PHÚC AN,Vĩnh Phúc,Miền Bắc,Đã mất,43600000.0,1,380,332,57906216036.0,90.02,80-95%
KH-00559,CÔNG TY TNHH THƯƠNG MẠI TÂY BẮC,Thanh Hóa,Miền Trung,Loyal,43414990.0,1,30,333,57949631026.0,90.08,80-95%
KH-00454,HỘ KINH DOANH LONG PHÚ,Phú Thọ,Miền Bắc,Trung bình,42573326.0,1,36,334,57992204352.0,90.15,80-95%
KH-00316,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,Hà Nội,Miền Bắc,Ngủ đông,42392500.0,1,338,335,58034596852.0,90.22,80-95%
KH-00136,CÔNG TY CỔ PHẦN NGỌC ANH,Tây Bình Cách - Xã Đông Xá - Huyện Đông Hưng - Thái Bình.,Miền Bắc,Đã mất,42370000.0,1,372,336,58076966852.0,90.28,80-95%
KH-00222,CÔNG TY CỔ PHẦN TÂN TIẾN,Hà Nội,Miền Bắc,Trung bình,42161481.0,2,335,337,58119128333.0,90.35,80-95%
KH-00281,CỬA HÀNG XE ĐẠP PHÚC AN,Thanh Hoá,Miền Trung,Ngủ đông,42075286.0,1,341,338,58161203619.0,90.41,80-95%
KH-00094,HỘ KINH DOANH SÁN LẠP,Phú Thọ,Miền Bắc,Trung bình,41790000.0,2,335,339,58202993619.0,90.48,80-95%
KH-00170,CỬA HÀNG XE ĐẠP TRƯỜNG THỊNH,Ninh Bình,Miền Bắc,Đã mất,41700000.0,1,368,340,58244693619.0,90.54,80-95%
KH-00113,DOANH NGHIỆP TW XÂY DỰNG,Thanh Hoá,Miền Trung,Trung bình,41439439.0,2,36,341,58286133058.0,90.61,80-95%
KH-00227,CÔNG TY TNHH THƯƠNG MẠI TRÍ ĐỨC,Bắc Ninh,Miền Bắc,Trung bình,40920000.0,1,345,342,58327053058.0,90.67,80-95%
KH-00162,CÔNG TY CỔ PHẦN THƯƠNG MẠI CHI THÀNH,Hà Nội,Miền Bắc,Champions,40881103.0,3,17,343,58367934161.0,90.73,80-95%
KH-00546,CÔNG TY CỔ PHẦN SÁN LẠP,Quảng Trị,Miền Trung,Loyal,40747215.0,1,31,344,58408681376.0,90.8,80-95%
KH-00603,CÔNG TY CỔ PHẦN QUANG VINH,Đà Nẵng,Miền Trung,Loyal,40402775.0,1,25,345,58449084151.0,90.86,80-95%
KH-00498,CỬA HÀNG XE ĐẠP MINH PHƯƠNG,Hưng Yên,Miền Bắc,Champions,40158694.0,2,17,346,58489242845.0,90.92,80-95%
KH-00311,CÔNG TY TNHH THƯƠNG MẠI QUANG VINH,Quảng Ninh,Miền Bắc,Ngủ đông,39960000.0,1,338,347,58529202845.0,90.99,80-95%
KH-00437,DOANH NGHIỆP TW HÙNG CƯỜNG,Hưng Yên,Miền Bắc,Champions,39942769.0,2,2,348,58569145614.0,91.05,80-95%
KH-00474,HỘ KINH DOANH MẶT TRỜI,Hưng Yên,Miền Bắc,Trung bình,39804429.0,1,34,349,58608950043.0,91.11,80-95%
KH-00257,HỘ KINH DOANH PHÚC AN,Hà Nội,Miền Bắc,Nguy cơ rời bỏ,39541481.0,2,338,350,58648491524.0,91.17,80-95%
KH-00351,CÔNG TY TNHH AN PHÁT,Bắc Ninh,Miền Bắc,Trung bình,39405545.0,1,48,351,58687897069.0,91.23,80-95%
KH-00258,CỬA HÀNG XE ĐẠP HOÀ BÌNH,Hà Nội,Miền Bắc,Nguy cơ rời bỏ,39361481.0,2,338,352,58727258550.0,91.29,80-95%
KH-00240,CÔNG TY CỔ PHẦN TRÍ ĐỨC,Sơn La,Miền Bắc,Trung bình,39050000.0,1,345,353,58766308550.0,91.35,80-95%
KH-00074,CÔNG TY TNHH THƯƠNG MẠI HOÀ BÌNH,Hòa Bình,Miền Bắc,Có tiềm năng,39028607.0,3,33,354,58805337157.0,91.41,80-95%
KH-00510,CỬA HÀNG XE ĐẠP NGỌC ANH,Bắc Ninh,Miền Bắc,Champions,38976104.0,2,17,355,58844313261.0,91.48,80-95%
KH-00308,CÔNG TY TNHH THIÊN AN,Cường Tráng - An Thịnh - Lương Tài - Bắc Ninh,Miền Bắc,Ngủ đông,38840000.0,1,338,356,58883153261.0,91.54,80-95%
KH-00195,CỬA HÀNG XE ĐẠP BÌNH MINH,Hà Nội,Miền Bắc,Nguy cơ rời bỏ,38790000.0,2,341,357,58921943261.0,91.6,80-95%
KH-00429,CỬA HÀNG XE ĐẠP XUÂN MAI,Quảng Ninh,Miền Bắc,Trung bình,38662392.0,1,36,358,58960605653.0,91.66,80-95%
KH-00547,DOANH NGHIỆP TW THANH BÌNH,Quảng Ngãi,Miền Trung,Champions,38227772.0,2,16,359,58998833425.0,91.72,80-95%
KH-00246,CỬA HÀNG XE ĐẠP TRƯỜNG THỊNH,Hà Nội,Miền Bắc,Nguy cơ rời bỏ,38184000.0,2,341,360,59037017425.0,91.77,80-95%
KH-00376,CÔNG TY TNHH THƯƠNG MẠI AN PHÁT,Hà Nội,Miền Bắc,Champions,38117024.0,2,16,361,59075134449.0,91.83,80-95%
KH-00328,CÔNG TY CỔ PHẦN PHÚC AN,Vĩnh Phúc,Miền Bắc,Trung bình,37780000.0,1,335,362,59112914449.0,91.89,80-95%
KH-00249,HỘ KINH DOANH PHÚC AN,Thanh Hóa,Miền Trung,Trung bình,37560000.0,1,344,363,59150474449.0,91.95,80-95%
KH-00439,DOANH NGHIỆP TW THUỶ TIÊN,Nghệ An,Miền Trung,Trung bình,37204436.0,1,36,364,59187678885.0,92.01,80-95%
KH-00215,DOANH NGHIỆP TW LÊ ANH,Hà Tĩnh,Miền Trung,Trung bình,37160000.0,2,335,365,59224838885.0,92.07,80-95%
KH-00440,CÔNG TY TNHH THƯƠNG MẠI ĐÔNG NAM,Hà Nội,Miền Bắc,Champions,37106379.0,3,3,366,59261945264.0,92.12,80-95%
KH-00302,CÔNG TY TNHH XÂY DỰNG,Hà Giang,Miền Bắc,Ngủ đông,36910000.0,1,338,367,59298855264.0,92.18,80-95%
KH-00137,CÔNG TY TNHH THƯƠNG MẠI QUANG VINH,Hà Nam,Miền Bắc,Đã mất,36580000.0,1,372,368,59335435264.0,92.24,80-95%
KH-00242,CÔNG TY CỔ PHẦN THƯƠNG MẠI HÙNG CƯỜNG,Bắc Kạn,Miền Bắc,Nguy cơ rời bỏ,36320000.0,2,341,369,59371755264.0,92.3,80-95%
KH-00501,CÔNG TY CỔ PHẦN VĨNH PHÁT,Thanh Hóa,Miền Trung,Loyal,36233323.0,2,22,370,59407988587.0,92.35,80-95%
KH-00124,CÔNG TY CỔ PHẦN THƯƠNG MẠI AN PHÁT,Thanh Hoá,Miền Trung,Đã mất,36220000.0,1,374,371,59444208587.0,92.41,80-95%
KH-00047,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÚ ANH,Vĩnh Phúc,Miền Bắc,Đã mất,36180000.0,1,390,372,59480388587.0,92.46,80-95%
KH-00224,DOANH NGHIỆP TW ĐÔNG NAM,Ninh Bình,Miền Bắc,Trung bình,36150000.0,1,345,373,59516538587.0,92.52,80-95%
KH-00572,CÔNG TY CỔ PHẦN THƯƠNG MẠI VIỆT ANH,Quảng Ninh,Miền Bắc,Loyal,36044992.0,1,29,374,59552583579.0,92.58,80-95%
KH-00507,CỬA HÀNG XE ĐẠP BÌNH MINH,Phú Thọ,Miền Bắc,Trung bình,35994437.0,1,32,375,59588578016.0,92.63,80-95%
KH-00108,HỘ KINH DOANH LÊ ANH,Hà Nội,Miền Bắc,Đã mất,35900000.0,1,375,376,59624478016.0,92.69,80-95%
KH-00275,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,Thái Nguyên,Miền Bắc,Ngủ đông,35890000.0,1,341,377,59660368016.0,92.74,80-95%
KH-00236,CỬA HÀNG XE ĐẠP ĐÔNG NAM,Hà Nội,Miền Bắc,Nguy cơ rời bỏ,35880000.0,2,344,378,59696248016.0,92.8,80-95%
KH-00263,DOANH NGHIỆP TW TRƯỜNG THỊNH,Thanh Hoá,Miền Trung,Trung bình,35790000.0,1,342,379,59732038016.0,92.86,80-95%
KH-00450,HỘ KINH DOANH QUANG VINH,Thanh Hoá,Miền Trung,Trung bình,35684616.0,1,36,380,59767722632.0,92.91,80-95%
KH-00101,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,Hà Nội,Miền Bắc,Nguy cơ rời bỏ,35420000.0,3,342,381,59803142632.0,92.97,80-95%
KH-00243,HỘ KINH DOANH VĨNH PHÁT,Hà Nam,Miền Bắc,Trung bình,35150000.0,1,345,382,59838292632.0,93.02,80-95%
KH-00398,CÔNG TY TNHH PHÚC AN,TP Đà Nẵng,Miền Bắc,Trung bình,35105550.0,1,40,383,59873398182.0,93.08,80-95%
KH-00131,CÔNG TY TNHH QUANG VINH,Hà Nam,Miền Bắc,Đã mất,35090000.0,1,374,384,59908488182.0,93.13,80-95%
KH-00259,DOANH NGHIỆP TW MINH PHƯƠNG,Hà Nội,Miền Bắc,Trung bình,35050000.0,1,342,385,59943538182.0,93.18,80-95%
KH-00077,CÔNG TY CỔ PHẦN THƯƠNG MẠI NGỌC ANH,Hà Nội,Miền Bắc,Đã mất,35020000.0,1,380,386,59978558182.0,93.24,80-95%
KH-00515,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,TP Hải Phòng,Miền Bắc,Trung bình,34973416.0,1,32,387,60013531598.0,93.29,80-95%
KH-00494,HỘ KINH DOANH AN PHÁT,Hà Nội,Miền Bắc,Trung bình,34963325.0,1,33,388,60048494923.0,93.35,80-95%
KH-00105,CỬA HÀNG XE ĐẠP PHÚC AN,Bắc Ninh,Miền Bắc,Đã mất,34910000.0,1,375,389,60083404923.0,93.4,80-95%
KH-00465,CÔNG TY CỔ PHẦN KHẢI HOÀN,Quảng Ninh,Miền Bắc,Trung bình,34894436.0,1,34,390,60118299359.0,93.46,80-95%
KH-00310,HỘ KINH DOANH VẠN LỢI,Quảng Ninh,Miền Bắc,Ngủ đông,34770000.0,1,338,391,60153069359.0,93.51,80-95%
KH-00095,CÔNG TY CỔ PHẦN THƯƠNG MẠI KHẢI HOÀN,Hà Nội,Miền Bắc,Đã mất,34730000.0,1,377,392,60187799359.0,93.56,80-95%
KH-00378,CỬA HÀNG XE ĐẠP VĨNH PHÁT,Hà Nội,Miền Bắc,Loyal,34553883.0,2,32,393,60222353242.0,93.62,80-95%
KH-00595,CÔNG TY CỔ PHẦN THƯƠNG MẠI YÊN BÌNH,Tuyên Quang,Miền Bắc,Loyal,34527950.0,1,25,394,60256881192.0,93.67,80-95%
KH-00295,DOANH NGHIỆP TW XÂY DỰNG,Hà Nội,Miền Bắc,Ngủ đông,34400000.0,1,339,395,60291281192.0,93.72,80-95%
KH-00066,CÔNG TY CỔ PHẦN NGỌC ANH,Hà Nộ,Miền Bắc,Đã mất,34390000.0,1,384,396,60325671192.0,93.78,80-95%
KH-00239,HỘ KINH DOANH THANH BÌNH,Hội An,Miền Bắc,Trung bình,34357000.0,1,345,397,60360028192.0,93.83,80-95%
KH-00574,CỬA HÀNG XE ĐẠP LONG PHÚ,Quảng Ninh,Miền Bắc,Loyal,34270830.0,1,29,398,60394299022.0,93.88,80-95%
KH-00579,CÔNG TY TNHH THƯƠNG MẠI XÂY DỰNG,Quảng Ninh,Miền Bắc,Loyal,34270830.0,1,29,398,60428569852.0,93.94,80-95%
KH-00324,CÔNG TY CỔ PHẦN ĐÔNG NAM,Quảng Ninh,Miền Bắc,Trung bình,34180000.0,1,335,400,60462749852.0,93.99,80-95%
KH-00135,CỬA HÀNG XE ĐẠP XUÂN MAI,Ninh Bình,Miền Bắc,Đã mất,34180000.0,1,372,400,60496929852.0,94.04,80-95%
KH-00229,DOANH NGHIỆP TW TRÍ ĐỨC,Bắc Giang,Miền Bắc,Trung bình,33980000.0,1,345,402,60530909852.0,94.1,80-95%
KH-00153,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,Hà Tĩnh,Miền Trung,Đã mất,33900000.0,1,372,403,60564809852.0,94.15,80-95%
KH-00602,CÔNG TY TNHH THƯƠNG MẠI THIÊN AN,Hà Nội,Miền Bắc,Loyal,33720915.0,1,25,404,60598530767.0,94.2,80-95%
KH-00223,CÔNG TY CỔ PHẦN THƯƠNG MẠI AN PHÁT,Hà Nội,Miền Bắc,Trung bình,33720000.0,1,345,405,60632250767.0,94.25,80-95%
KH-00238,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRƯỜNG THỊNH,Phú Thọ,Miền Bắc,Trung bình,33546143.0,1,345,406,60665796910.0,94.31,80-95%
KH-00244,CÔNG TY CỔ PHẦN THƯƠNG MẠI AN PHÁT,Phú Thọ,Miền Bắc,Trung bình,33400000.0,1,345,407,60699196910.0,94.36,80-95%
KH-00493,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,TP Hải Phòng,Miền Bắc,Champions,33390543.0,2,5,408,60732587453.0,94.41,80-95%
KH-00508,CÔNG TY CỔ PHẦN VĨNH PHÁT,TP Hải Phòng,Miền Bắc,Loyal,33244157.0,2,32,409,60765831610.0,94.46,80-95%
KH-00056,DOANH NGHIỆP TW ĐÔNG NAM,Hà Nam,Miền Bắc,Đã mất,33090000.0,1,384,410,60798921610.0,94.51,80-95%
KH-00034,CÔNG TY TNHH BÌNH MINH,Đà Nẵng,Miền Trung,Ngủ đông,32750000.0,2,374,411,60831671610.0,94.56,80-95%
KH-00578,DOANH NGHIỆP TW NGỌC ANH,Hà Nội,Miền Bắc,Champions,32402772.0,2,3,412,60864074382.0,94.62,80-95%
KH-00416,DOANH NGHIỆP TW HOÀ BÌNH,Quảng Ninh,Miền Bắc,Trung bình,32353328.0,1,37,413,60896427710.0,94.67,80-95%
KH-00305,CÔNG TY CỔ PHẦN TÂY BẮC,Hà Nội,Miền Bắc,Có tiềm năng,32170000.0,2,335,414,60928597710.0,94.72,80-95%
KH-00598,DOANH NGHIỆP TW SƠN HÀ,Hải Phòng,Miền Bắc,Loyal,31998692.0,1,25,415,60960596402.0,94.77,80-95%
KH-00516,CÔNG TY TNHH SÁN LẠP,Hưng Yên,Miền Bắc,Trung bình,31988880.0,1,32,416,60992585282.0,94.81,80-95%
KH-00210,DOANH NGHIỆP TW SÁN LẠP,Uông Bí,Miền Bắc,Đã mất,31677734.0,1,346,417,61024263016.0,94.86,80-95%
KH-00526,CÔNG TY CỔ PHẦN NAM TIẾN,Hưng Yên,Miền Bắc,Trung bình,31530549.0,1,32,418,61055793565.0,94.91,80-95%
KH-00211,CỬA HÀNG XE ĐẠP NAM TIẾN,Hà Tĩnh,Miền Trung,Đã mất,31530000.0,1,346,419,61087323565.0,94.96,80-95%
KH-00532,CÔNG TY TNHH THƯƠNG MẠI MẶT TRỜI,Hà Nội,Miền Bắc,Loyal,31324993.0,1,32,420,61118648558.0,95.01,Bottom 5%
KH-00318,HỘ KINH DOANH BÌNH MINH,Hòa Bình,Miền Bắc,Ngủ đông,30680000.0,1,337,421,61149328558.0,95.06,Bottom 5%
KH-00043,CÔNG TY TNHH LONG PHÚ,TP Đà Nẵng,Miền Bắc,Không thể mất,30650000.0,3,374,422,61179978558.0,95.11,Bottom 5%
KH-00206,CÔNG TY TNHH THƯƠNG MẠI MẶT TRỜI,Hà Nội,Miền Bắc,Ngủ đông,30030000.0,2,346,423,61210008558.0,95.15,Bottom 5%
KH-00413,CÔNG TY CỔ PHẦN CHI THÀNH,TP Hải Phòng,Miền Bắc,Trung bình,29907408.0,1,37,424,61239915966.0,95.2,Bottom 5%
KH-00143,DOANH NGHIỆP TW TÂY BẮC,Vĩnh Phúc,Miền Bắc,Đã mất,29700000.0,1,372,425,61269615966.0,95.25,Bottom 5%
KH-00533,CÔNG TY TNHH YÊN BÌNH,Phú Thọ,Miền Bắc,Loyal,29689996.0,1,32,426,61299305962.0,95.29,Bottom 5%
KH-00307,DOANH NGHIỆP TW THIÊN AN,Quảng Ninh,Miền Bắc,Ngủ đông,29517574.0,1,338,427,61328823536.0,95.34,Bottom 5%
KH-00581,DOANH NGHIỆP TW SƠN HÀ,Điện Biên,Miền Bắc,Loyal,29371102.0,1,29,428,61358194638.0,95.38,Bottom 5%
KH-00554,CÔNG TY CỔ PHẦN THƯƠNG MẠI SÁN LẠP,Hà Nội,Miền Bắc,Loyal,29284994.0,1,31,429,61387479632.0,95.43,Bottom 5%
KH-00582,HỘ KINH DOANH LONG PHÚ,Điện Biên,Miền Bắc,Loyal,29156661.0,1,29,430,61416636293.0,95.47,Bottom 5%
KH-00468,CÔNG TY CỔ PHẦN KHẢI HOÀN,Nghệ An,Miền Trung,Trung bình,28953046.0,1,34,431,61445589339.0,95.52,Bottom 5%
KH-00563,HỘ KINH DOANH YÊN BÌNH,Hà Nội,Miền Bắc,Loyal,28828328.0,1,30,432,61474417667.0,95.56,Bottom 5%
KH-00122,CÔNG TY TNHH CHI THÀNH,Hưng Yên,Miền Bắc,Đã mất,28520000.0,1,374,433,61502937667.0,95.61,Bottom 5%
KH-00370,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,Bắc Ninh,Miền Bắc,Trung bình,28205550.0,1,44,434,61531143217.0,95.65,Bottom 5%
KH-00451,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRƯỜNG THỊNH,Phú Thọ,Miền Bắc,Trung bình,28180365.0,1,36,435,61559323582.0,95.7,Bottom 5%
KH-00292,CÔNG TY TNHH VIỆT ANH,Hà Nội,Miền Bắc,Ngủ đông,28127001.0,1,340,436,61587450583.0,95.74,Bottom 5%
KH-00319,CỬA HÀNG XE ĐẠP QUANG VINH,TP Hưng Yên,Miền Bắc,Ngủ đông,27978500.0,1,337,437,61615429083.0,95.78,Bottom 5%
KH-00391,CÔNG TY TNHH THƯƠNG MẠI NAM TIẾN,Hà Tĩnh,Miền Trung,Trung bình,27965179.0,1,41,438,61643394262.0,95.83,Bottom 5%
KH-00596,DOANH NGHIỆP TW THUỶ TIÊN,TP Hải Phòng,Miền Bắc,Loyal,27434438.0,1,25,439,61670828700.0,95.87,Bottom 5%
KH-00524,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRÍ ĐỨC,Hưng Yên,Miền Bắc,Trung bình,27199995.0,1,32,440,61698028695.0,95.91,Bottom 5%
KH-00535,CỬA HÀNG XE ĐẠP QUANG VINH,Phú Thọ,Miền Bắc,Champions,27191100.0,2,17,441,61725219795.0,95.95,Bottom 5%
KH-00544,DOANH NGHIỆP TW VIỆT ANH,Hà Nội,Miền Bắc,Loyal,26793141.0,1,31,442,61752012936.0,96.0,Bottom 5%
KH-00573,DOANH NGHIỆP TW THANH BÌNH,Quảng Ninh,Miền Bắc,Loyal,26717216.0,1,29,443,61778730152.0,96.04,Bottom 5%
KH-00611,CÔNG TY TNHH VIỆT ANH,Thái Bình,Miền Bắc,Loyal,26627771.0,1,24,444,61805357923.0,96.08,Bottom 5%
KH-00618,HỘ KINH DOANH ĐÔNG NAM,Nghệ An,Miền Trung,Loyal,26313330.0,1,22,445,61831671253.0,96.12,Bottom 5%
KH-00226,CÔNG TY CỔ PHẦN VĨNH PHÁT,Hà Nội,Miền Bắc,Trung bình,26040000.0,1,345,446,61857711253.0,96.16,Bottom 5%
KH-00464,CÔNG TY TNHH THƯƠNG MẠI KHẢI HOÀN,Phú Thọ,Miền Bắc,Trung bình,25797586.0,1,34,447,61883508839.0,96.2,Bottom 5%
KH-00060,CÔNG TY TNHH THƯƠNG MẠI VẠN LỢI,Hà Nam,Miền Bắc,Đã mất,25550000.0,1,384,448,61909058839.0,96.24,Bottom 5%
KH-00121,CÔNG TY TNHH CHI THÀNH,Hưng Yên,Miền Bắc,Đã mất,25527929.0,1,374,449,61934586768.0,96.28,Bottom 5%
KH-00470,CÔNG TY CỔ PHẦN VĨNH PHÁT,Nghệ An,Miền Trung,Trung bình,25285547.0,1,34,450,61959872315.0,96.32,Bottom 5%
KH-00604,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚC AN,Đà Nẵng,Miền Trung,Loyal,25219441.0,1,25,451,61985091756.0,96.36,Bottom 5%
KH-00549,CỬA HÀNG XE ĐẠP TÚ ANH,Phú Thọ,Miền Bắc,Loyal,24975551.0,1,31,452,62010067307.0,96.4,Bottom 5%
KH-00600,CỬA HÀNG XE ĐẠP TOÀN THẮNG,Hưng Yên,Miền Bắc,Loyal,24913880.0,1,25,453,62034981187.0,96.44,Bottom 5%
KH-00204,CÔNG TY CỔ PHẦN ĐẠI DƯƠNG,Nam Định,Miền Bắc,Đã mất,24907407.0,1,346,454,62059888594.0,96.47,Bottom 5%
KH-00580,CÔNG TY CỔ PHẦN THƯƠNG MẠI LONG PHÚ,Đà Nẵng,Miền Trung,Loyal,24779998.0,1,29,455,62084668592.0,96.51,Bottom 5%
KH-00184,DOANH NGHIỆP TW ĐẠI LỢI,Hoà Bình,Miền Bắc,Trung bình,24742962.0,2,335,456,62109411554.0,96.55,Bottom 5%
KH-00567,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,TP Hải Phòng,Miền Bắc,Loyal,24564438.0,1,30,457,62133975992.0,96.59,Bottom 5%
KH-00332,DOANH NGHIỆP TW TOÀN THẮNG,Hà Nội,Miền Bắc,Trung bình,24510000.0,1,335,458,62158485992.0,96.63,Bottom 5%
KH-00299,CỬA HÀNG XE ĐẠP VIỆT ANH,Hà Tĩnh,Miền Trung,Ngủ đông,24430000.0,1,339,459,62182915992.0,96.67,Bottom 5%
KH-00610,DOANH NGHIỆP TW HÙNG CƯỜNG,Hưng Yên,Miền Bắc,Loyal,24388144.0,1,24,460,62207304136.0,96.7,Bottom 5%
KH-00523,HỘ KINH DOANH KHẢI HOÀN,Hà Nội,Miền Bắc,Trung bình,24352217.0,1,32,461,62231656353.0,96.74,Bottom 5%
KH-00171,CÔNG TY CỔ PHẦN QUANG VINH,Hà Nội,Miền Bắc,Đã mất,24259259.0,1,367,462,62255915612.0,96.78,Bottom 5%
KH-00234,CÔNG TY TNHH KHẢI HOÀN,Thái Bình,Miền Bắc,Trung bình,24220000.0,1,345,463,62280135612.0,96.82,Bottom 5%
KH-00087,CỬA HÀNG XE ĐẠP SÁN LẠP,Nghệ An,Miền Trung,Đã mất,24200000.0,1,380,464,62304335612.0,96.85,Bottom 5%
KH-00599,CÔNG TY CỔ PHẦN XÂY DỰNG,Ninh Bình,Miền Bắc,Loyal,24137774.0,1,25,465,62328473386.0,96.89,Bottom 5%
KH-00528,CÔNG TY CỔ PHẦN VẠN LỢI,Bắc Ninh,Miền Bắc,Trung bình,24083328.0,1,32,466,62352556714.0,96.93,Bottom 5%
KH-00058,DOANH NGHIỆP TW SÁN LẠP,TP Hải Dương,Miền Bắc,Đã mất,24000000.0,1,384,467,62376556714.0,96.97,Bottom 5%
KH-00291,CÔNG TY TNHH VĨNH PHÁT,Hà Nam,Miền Bắc,Ngủ đông,24000000.0,1,340,467,62400556714.0,97.0,Bottom 5%
KH-00296,CÔNG TY TNHH THƯƠNG MẠI HOÀ BÌNH,Hà Nội,Miền Bắc,Ngủ đông,23580000.0,1,339,469,62424136714.0,97.04,Bottom 5%
KH-00017,CỬA HÀNG XE ĐẠP THUỶ TIÊN,TT Hương Sơn- Phú Bình- Thái Nguyên,Miền Bắc,Đã mất,23350000.0,1,415,470,62447486714.0,97.08,Bottom 5%
KH-00166,HỘ KINH DOANH QUANG VINH,Tổ 1 - Phường Mường Thanh - TP Điện Biên Phủ,Miền Bắc,Đã mất,23312643.0,1,368,471,62470799357.0,97.11,Bottom 5%
KH-00174,CÔNG TY CỔ PHẦN THƯƠNG MẠI LÊ ANH,Đà Nẵng,Miền Trung,Đã mất,23300000.0,1,360,472,62494099357.0,97.15,Bottom 5%
KH-00443,CÔNG TY TNHH HÙNG CƯỜNG,Hà Nội,Miền Bắc,Trung bình,23242219.0,1,36,473,62517341576.0,97.19,Bottom 5%
KH-00158,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,Thái Bình,Miền Bắc,Đã mất,23040000.0,1,369,474,62540381576.0,97.22,Bottom 5%
KH-00333,DOANH NGHIỆP TW ĐÔNG NAM,Thanh Hoá,Miền Trung,Trung bình,22970000.0,1,335,475,62563351576.0,97.26,Bottom 5%
KH-00145,HỘ KINH DOANH PHÚ THỊNH,Quảng Ngãi,Miền Trung,Đã mất,22940000.0,1,372,476,62586291576.0,97.29,Bottom 5%
KH-00606,CỬA HÀNG XE ĐẠP BÌNH MINH,Bắc Ninh,Miền Bắc,Loyal,22931385.0,1,24,477,62609222961.0,97.33,Bottom 5%
KH-00233,DOANH NGHIỆP TW CHI THÀNH,Thái Bình,Miền Bắc,Trung bình,22840000.0,1,345,478,62632062961.0,97.36,Bottom 5%
KH-00504,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÂY BẮC,Hà Nội,Miền Bắc,Trung bình,22818328.0,1,32,479,62654881289.0,97.4,Bottom 5%
KH-00446,CÔNG TY TNHH THƯƠNG MẠI MINH PHƯƠNG,Quảng Trị,Miền Trung,Trung bình,22567396.0,1,36,480,62677448685.0,97.43,Bottom 5%
KH-00114,CỬA HÀNG XE ĐẠP NGỌC ANH,Phố Kiểu - Yên Trường - Yên Định - Thanh Hoá,Miền Bắc,Đã mất,22550000.0,1,375,481,62699998685.0,97.47,Bottom 5%
KH-00280,CÔNG TY TNHH THƯƠNG MẠI MINH PHƯƠNG,Hà Nam,Miền Bắc,Ngủ đông,22480000.0,1,341,482,62722478685.0,97.5,Bottom 5%
KH-00144,CỬA HÀNG XE ĐẠP QUANG VINH,Vĩnh Yên,Miền Bắc,Đã mất,22418078.0,1,372,483,62744896763.0,97.54,Bottom 5%
KH-00480,DOANH NGHIỆP TW ĐẠI DƯƠNG,Hà Nội,Miền Bắc,Trung bình,22314816.0,1,33,484,62767211579.0,97.57,Bottom 5%
KH-00622,CÔNG TY CỔ PHẦN XUÂN MAI,Lào Cai,Miền Bắc,Loyal,22282679.0,1,22,485,62789494258.0,97.61,Bottom 5%
KH-00321,CỬA HÀNG XE ĐẠP VIỆT ANH,Hải Phòng,Miền Bắc,Trung bình,22250000.0,1,335,486,62811744258.0,97.64,Bottom 5%
KH-00401,HỘ KINH DOANH THUỶ TIÊN,Hà Nội,Miền Bắc,Trung bình,22144902.0,1,38,487,62833889160.0,97.68,Bottom 5%
KH-00548,CÔNG TY TNHH KHẢI HOÀN,Quảng Trị,Miền Trung,Loyal,22080551.0,1,31,488,62855969711.0,97.71,Bottom 5%
KH-00125,HỘ KINH DOANH BÌNH MINH,Thanh Hóa,Miền Trung,Đã mất,21860000.0,1,374,489,62877829711.0,97.75,Bottom 5%
KH-00329,HỘ KINH DOANH TRÍ ĐỨC,Hà Nội,Miền Bắc,Trung bình,21666667.0,1,335,490,62899496378.0,97.78,Bottom 5%
KH-00309,CÔNG TY CỔ PHẦN PHÚC AN,Hải Dương,Miền Bắc,Ngủ đông,21610000.0,1,338,491,62921106378.0,97.81,Bottom 5%
KH-00530,DOANH NGHIỆP TW TÂY BẮC,Hà Nội,Miền Bắc,Loyal,21605551.0,1,32,492,62942711929.0,97.85,Bottom 5%
KH-00576,DOANH NGHIỆP TW THIÊN AN,Quảng Ninh,Miền Bắc,Loyal,21478325.0,1,29,493,62964190254.0,97.88,Bottom 5%
KH-00552,CỬA HÀNG XE ĐẠP YÊN BÌNH,Phú Thọ,Miền Bắc,Loyal,21451568.0,1,31,494,62985641822.0,97.91,Bottom 5%
