so_number,so_dong,so_sku_khac_nhau,so_nhom_sp,tong_sl,tong_tien,ngay_dat,ma_dai_ly,aov,ym,is_cross_sell
BH25.0374,13,13,2,34.0,40060000.0,2025-03-20,KH-00218,3081538.0,2025-03,1
BH26.0065,5,5,3,16.0,40054259.0,2026-01-15,KH-00019,8010852.0,2026-01,1
BH25.0623,14,14,2,30.0,39960000.0,2025-03-28,KH-00311,2854286.0,2025-03,1
BH26.0885,19,17,3,28.0,39926283.0,2026-02-27,KH-00584,2101383.0,2026-02,1
BH26.0881,13,11,2,24.0,39910917.0,2026-02-27,KH-00631,3070071.0,2026-02,1
BH26.0274,10,10,1,24.0,39804429.0,2026-01-26,KH-00474,3980443.0,2026-01,0
BH25.0132,15,15,3,32.0,39582643.0,2025-02-17,KH-00097,2638843.0,2025-02,1
BH26.0108,10,7,1,21.0,39473324.0,2026-01-19,KH-00014,3947332.0,2026-01,0
BH25.0115,14,14,2,34.0,39450000.0,2025-02-14,KH-00083,2817857.0,2025-02,1
BH26.0026,14,14,2,25.0,39405545.0,2026-01-12,KH-00351,2814682.0,2026-01,1
BH25.0503,3,3,2,26.0,39400000.0,2025-03-25,KH-00219,13133333.0,2025-03,1
BH26.0154,4,4,1,18.0,39362212.0,2026-01-22,KH-00408,9840553.0,2026-01,0
BH26.0609,13,13,2,23.0,39307396.0,2026-02-09,KH-00630,3023646.0,2026-02,1
BH26.0033,5,5,2,26.0,39291841.0,2026-01-13,KH-00356,7858368.0,2026-01,1
BH26.0199,9,9,4,18.0,39212962.0,2026-01-24,KH-00019,4356996.0,2026-01,1
BH25.0267,2,2,1,20.0,39141667.0,2025-03-13,KH-00173,19570834.0,2025-03,0
BH26.0012,15,15,1,20.0,39126658.0,2026-01-12,KH-00339,2608444.0,2026-01,0
BH26.0815,9,9,3,20.0,39087218.0,2026-02-24,KH-00545,4343024.0,2026-02,1
BH26.0530,15,15,2,23.0,39058879.0,2026-02-05,KH-00481,2603925.0,2026-02,1
BH25.0416,11,11,1,35.0,39050000.0,2025-03-21,KH-00240,3550000.0,2025-03,0
BH25.0290,5,5,3,15.0,38949167.0,2025-03-17,KH-00173,7789833.0,2025-03,1
BH25.0486,5,5,3,15.0,38949167.0,2025-03-25,KH-00173,7789833.0,2025-03,1
BH25.0294,5,5,3,15.0,38949167.0,2025-03-18,KH-00188,7789833.0,2025-03,1
BH25.0617,20,20,4,31.0,38840000.0,2025-03-28,KH-00308,1942000.0,2025-03,1
BH25.0212,14,14,3,35.0,38830000.0,2025-02-22,KH-00152,2773571.0,2025-02,1
BH25.0472,11,11,2,30.0,38808000.0,2025-03-24,KH-00086,3528000.0,2025-03,1
BH25.0179,14,14,2,33.0,38740000.0,2025-02-20,KH-00097,2767143.0,2025-02,1
BH26.0632,10,10,2,25.0,38704247.0,2026-02-10,KH-00553,3870425.0,2026-02,1
BH26.0727,10,10,2,23.0,38667772.0,2026-02-13,KH-00353,3866777.0,2026-02,1
BH26.0204,23,23,4,26.0,38662392.0,2026-01-24,KH-00429,1680974.0,2026-01,1
BH26.0096,9,9,1,20.0,38588880.0,2026-01-16,KH-00382,4287653.0,2026-01,0
BH25.0064,2,2,1,7.0,38500000.0,2025-02-07,KH-00049,19250000.0,2025-02,0
BH25.0355,18,18,4,25.0,38400786.0,2025-03-20,KH-00067,2133377.0,2025-03,1
BH26.0608,18,18,3,25.0,38233229.0,2026-02-09,KH-00629,2124068.0,2026-02,1
BH25.0474,20,20,3,32.0,38150000.0,2025-03-24,KH-00110,1907500.0,2025-03,1
BH25.0120,10,10,3,31.0,37992643.0,2025-02-14,KH-00088,3799264.0,2025-02,1
BH25.0168,15,15,3,32.0,37970000.0,2025-02-20,KH-00126,2531333.0,2025-02,1
BH26.0574,7,5,2,23.0,37879437.0,2026-02-07,KH-00217,5411348.0,2026-02,1
BH25.0673,21,21,3,30.0,37780000.0,2025-03-31,KH-00328,1799048.0,2025-03,1
BH25.0523,19,19,1,32.0,37760000.0,2025-03-25,KH-00276,1987368.0,2025-03,0
BH26.0687,8,8,2,25.0,37695548.0,2026-02-12,KH-00380,4711944.0,2026-02,1
BH26.0720,8,7,2,26.0,37596465.0,2026-02-13,KH-00571,4699558.0,2026-02,1
BH25.0328,17,17,4,34.0,37563787.0,2025-03-19,KH-00086,2209635.0,2025-03,1
BH25.0432,11,11,2,30.0,37560000.0,2025-03-22,KH-00249,3414545.0,2025-03,1
BH25.0438,15,15,4,50.0,37512962.0,2025-03-22,KH-00237,2500864.0,2025-03,1
BH26.0202,20,18,3,25.0,37474434.0,2026-01-24,KH-00042,1873722.0,2026-01,1
BH26.0276,9,8,3,25.0,37425540.0,2026-01-26,KH-00476,4158393.0,2026-01,1
BH25.0555,6,6,1,30.0,37250000.0,2025-03-26,KH-00193,6208333.0,2025-03,0
BH26.0217,13,11,3,22.0,37204436.0,2026-01-24,KH-00439,2861880.0,2026-01,1
BH26.0375,12,12,1,21.0,37169437.0,2026-01-28,KH-00531,3097453.0,2026-01,0
BH26.0692,8,7,1,23.0,37097210.0,2026-02-12,KH-00486,4637151.0,2026-02,0
BH25.0462,6,6,1,30.0,37080000.0,2025-03-24,KH-00107,6180000.0,2025-03,0
BH25.0468,15,15,2,30.0,36970000.0,2025-03-24,KH-00130,2464667.0,2025-03,1
BH25.0606,15,15,4,30.0,36910000.0,2025-03-28,KH-00302,2460667.0,2025-03,1
BH25.0537,8,8,2,31.0,36850000.0,2025-03-25,KH-00264,4606250.0,2025-03,1
BH25.0544,7,7,2,30.0,36750000.0,2025-03-25,KH-00088,5250000.0,2025-03,1
BH25.0016,10,10,1,30.0,36730000.0,2025-01-10,KH-00016,3673000.0,2025-01,0
BH26.0805,8,8,1,23.0,36706104.0,2026-02-24,KH-00382,4588263.0,2026-02,0
BH26.0729,7,7,3,27.0,36692763.0,2026-02-13,KH-00656,5241823.0,2026-02,1
BH25.0465,13,13,1,31.0,36690000.0,2025-03-24,KH-00262,2822308.0,2025-03,0
BH26.0513,17,16,3,30.0,36672390.0,2026-02-04,KH-00380,2157199.0,2026-02,1
BH25.0536,18,18,3,30.0,36630000.0,2025-03-25,KH-00130,2035000.0,2025-03,1
BH25.0295,10,10,5,17.0,36624908.0,2025-03-18,KH-00188,3662491.0,2025-03,1
BH26.0601,10,10,3,23.0,36624618.0,2026-02-09,KH-00420,3662462.0,2026-02,1
BH25.0497,11,11,3,30.0,36600000.0,2025-03-25,KH-00010,3327273.0,2025-03,1
BH25.0174,9,9,1,30.0,36600000.0,2025-02-20,KH-00130,4066667.0,2025-02,0
BH25.0191,11,11,3,29.0,36580000.0,2025-02-22,KH-00137,3325455.0,2025-02,1
BH26.0337,7,7,3,21.0,36560544.0,2026-01-28,KH-00423,5222935.0,2026-01,1
BH25.0024,11,11,4,21.0,36353979.0,2025-01-11,KH-00019,3304907.0,2025-01,1
BH25.0217,20,20,4,31.0,36331481.0,2025-02-22,KH-00067,1816574.0,2025-02,1
BH26.0909,11,11,2,23.0,36290551.0,2026-02-27,KH-00701,3299141.0,2026-02,1
BH26.0848,7,7,1,23.0,36253876.0,2026-02-26,KH-00180,5179125.0,2026-02,0
BH25.0166,14,14,2,30.0,36220000.0,2025-02-20,KH-00124,2587143.0,2025-02,1
BH25.0022,14,14,4,22.0,36218519.0,2025-01-11,KH-00019,2587037.0,2025-01,1
BH25.0062,10,10,1,30.0,36180000.0,2025-02-04,KH-00047,3618000.0,2025-02,0
BH25.0194,11,11,2,30.0,36169522.0,2025-02-22,KH-00100,3288138.0,2025-02,1
BH25.0388,12,12,2,30.0,36150000.0,2025-03-21,KH-00224,3012500.0,2025-03,1
BH26.0702,4,4,1,22.0,36116659.0,2026-02-12,KH-00404,9029165.0,2026-02,0
BH26.0631,10,10,1,21.0,36113882.0,2026-02-10,KH-00636,3611388.0,2026-02,0
BH26.0447,13,13,2,21.0,36044992.0,2026-01-31,KH-00572,2772692.0,2026-01,1
BH26.0573,11,10,3,24.0,36024434.0,2026-02-07,KH-00553,3274949.0,2026-02,1
BH25.0396,5,5,2,30.0,36000000.0,2025-03-21,KH-00164,7200000.0,2025-03,1
BH26.0332,11,11,1,22.0,35994437.0,2026-01-28,KH-00507,3272222.0,2026-01,0
BH26.0564,7,7,2,22.0,35982213.0,2026-02-06,KH-00219,5140316.0,2026-02,1
BH25.0373,11,11,2,30.0,35930000.0,2025-03-20,KH-00148,3266364.0,2025-03,1
BH25.0418,5,5,1,30.0,35900000.0,2025-03-21,KH-00241,7180000.0,2025-03,0
BH25.0149,14,14,3,30.0,35900000.0,2025-02-19,KH-00108,2564286.0,2025-02,1
BH26.0548,11,9,2,25.0,35892770.0,2026-02-05,KH-00476,3262979.0,2026-02,1
BH25.0521,18,18,3,30.0,35890000.0,2025-03-25,KH-00275,1993889.0,2025-03,1
BH25.0467,13,13,2,30.0,35790000.0,2025-03-24,KH-00263,2753077.0,2025-03,1
BH25.0208,11,11,5,23.0,35767929.0,2025-02-22,KH-00149,3251630.0,2025-02,1
BH26.0792,7,7,1,18.0,35747486.0,2026-02-24,KH-00428,5106784.0,2026-02,0
BH25.0075,8,8,3,30.0,35700000.0,2025-02-10,KH-00024,4462500.0,2025-02,1
BH26.0237,11,11,3,27.0,35684616.0,2026-01-24,KH-00450,3244056.0,2026-01,1
BH26.0414,13,9,1,21.0,35659988.0,2026-01-29,KH-00383,2743076.0,2026-01,0
BH25.0539,15,15,1,30.0,35510000.0,2025-03-25,KH-00283,2367333.0,2025-03,0
BH25.0540,13,13,2,30.0,35470000.0,2025-03-25,KH-00284,2728462.0,2025-03,1
BH25.0320,16,16,4,31.0,35440000.0,2025-03-19,KH-00190,2215000.0,2025-03,1
BH26.0739,8,6,1,22.0,35352768.0,2026-02-13,KH-00667,4419096.0,2026-02,0
BH26.0177,6,6,4,22.0,35291666.0,2026-01-23,KH-00019,5881944.0,2026-01,1
BH25.0481,7,7,1,30.0,35290000.0,2025-03-24,KH-00267,5041429.0,2025-03,0
BH25.0153,19,19,2,31.0,35180000.0,2025-02-19,KH-00112,1851579.0,2025-02,1
BH25.0420,21,21,3,30.0,35150000.0,2025-03-21,KH-00243,1673810.0,2025-03,1
BH25.0316,12,12,2,30.0,35140000.0,2025-03-19,KH-00194,2928333.0,2025-03,1
BH25.0398,14,14,2,30.0,35130000.0,2025-03-21,KH-00202,2509286.0,2025-03,1
BH26.0120,5,5,1,20.0,35105550.0,2026-01-20,KH-00398,7021110.0,2026-01,0
BH25.0175,14,14,2,30.0,35090000.0,2025-02-20,KH-00131,2506429.0,2025-02,1
BH25.0104,14,14,1,30.0,35060000.0,2025-02-14,KH-00073,2504286.0,2025-02,0
BH25.0460,20,20,4,31.0,35050000.0,2025-03-24,KH-00259,1752500.0,2025-03,1
BH25.0108,18,18,2,30.0,35020000.0,2025-02-14,KH-00077,1945556.0,2025-02,1
BH26.0871,11,11,2,22.0,35016657.0,2026-02-26,KH-00693,3183332.0,2026-02,1
BH26.0348,7,7,3,22.0,34973416.0,2026-01-28,KH-00515,4996202.0,2026-01,1
BH26.0306,9,9,1,21.0,34963325.0,2026-01-27,KH-00494,3884814.0,2026-01,0
BH25.0426,16,16,2,30.0,34920000.0,2025-03-21,KH-00015,2182500.0,2025-03,1
BH25.0145,11,11,2,30.0,34910000.0,2025-02-19,KH-00105,3173636.0,2025-02,1
BH26.0261,11,11,2,22.0,34894436.0,2026-01-26,KH-00465,3172221.0,2026-01,1
BH26.0725,7,7,1,20.0,34858325.0,2026-02-13,KH-00496,4979761.0,2026-02,0
BH25.0622,16,16,2,30.0,34770000.0,2025-03-28,KH-00310,2173125.0,2025-03,1
BH25.0130,18,18,3,30.0,34730000.0,2025-02-17,KH-00095,1929444.0,2025-02,1
BH26.0035,16,16,2,24.0,34670823.0,2026-01-13,KH-00358,2166926.0,2026-01,1
BH25.0200,16,16,3,29.0,34590000.0,2025-02-22,KH-00065,2161875.0,2025-02,1
BH26.0500,11,11,3,25.0,34527950.0,2026-02-04,KH-00595,3138905.0,2026-02,1
BH25.0379,13,13,1,30.0,34520000.0,2025-03-20,KH-00221,2655385.0,2025-03,0
BH25.0039,12,12,2,28.0,34510000.0,2025-01-15,KH-00028,2875833.0,2025-01,1
BH25.0572,11,11,1,29.0,34400000.0,2025-03-27,KH-00295,3127273.0,2025-03,0
BH25.0087,19,19,2,30.0,34390000.0,2025-02-10,KH-00066,1810000.0,2025-02,1
BH26.0539,7,7,1,22.0,34381109.0,2026-02-05,KH-00607,4911587.0,2026-02,0
BH25.0415,9,9,2,23.0,34357000.0,2025-03-21,KH-00239,3817444.0,2025-03,1
BH26.0449,1,1,0,5.0,34270830.0,2026-01-31,KH-00574,34270830.0,2026-01,0
BH26.0460,1,1,0,5.0,34270830.0,2026-01-31,KH-00579,34270830.0,2026-01,0
BH26.0185,6,6,2,22.0,34211110.0,2026-01-23,KH-00420,5701852.0,2026-01,1
BH25.0666,15,15,3,28.0,34180000.0,2025-03-31,KH-00324,2278667.0,2025-03,1
BH25.0189,19,19,3,30.0,34180000.0,2025-02-22,KH-00135,1798947.0,2025-02,1
BH26.0847,19,19,3,21.0,34146101.0,2026-02-26,KH-00662,1797163.0,2026-02,1
BH26.0028,12,12,2,25.0,34140000.0,2026-01-12,KH-00091,2845000.0,2026-01,1
BH26.0610,12,11,1,33.0,34126276.0,2026-02-09,KH-00631,2843856.0,2026-02,0
BH26.0459,9,9,2,19.0,34117216.0,2026-01-31,KH-00553,3790802.0,2026-01,1
BH25.0375,18,18,4,31.0,34080000.0,2025-03-20,KH-00219,1893333.0,2025-03,1
BH26.0897,7,7,2,23.0,34066101.0,2026-02-27,KH-00699,4866586.0,2026-02,1
BH26.0221,10,10,2,23.0,34036838.0,2026-01-24,KH-00441,3403684.0,2026-01,1
BH26.0246,5,5,1,20.0,33987216.0,2026-01-24,KH-00458,6797443.0,2026-01,0
BH25.0397,11,11,2,30.0,33980000.0,2025-03-21,KH-00229,3089091.0,2025-03,1
BH26.0036,10,10,2,16.0,33957217.0,2026-01-13,KH-00359,3395722.0,2026-01,1
BH26.0149,3,3,3,23.0,33945551.0,2026-01-22,KH-00404,11315184.0,2026-01,1
BH26.0013,10,9,2,23.0,33938976.0,2026-01-12,KH-00340,3393898.0,2026-01,1
BH25.0321,17,17,4,40.0,33934124.0,2025-03-19,KH-00078,1996125.0,2025-03,1
BH26.0812,10,10,1,21.0,33901661.0,2026-02-24,KH-00605,3390166.0,2026-02,0
BH25.0213,12,12,3,32.0,33900000.0,2025-02-22,KH-00153,2825000.0,2025-02,1
BH25.0385,16,16,3,29.0,33890000.0,2025-03-21,KH-00140,2118125.0,2025-03,1
BH26.0518,17,17,3,22.0,33720915.0,2026-02-04,KH-00602,1983583.0,2026-02,1
BH25.0384,14,14,3,32.0,33720000.0,2025-03-21,KH-00223,2408571.0,2025-03,1
BH26.0540,6,6,1,16.0,33679990.0,2026-02-05,KH-00288,5613332.0,2026-02,0
BH25.0118,18,18,4,31.0,33647574.0,2025-02-14,KH-00086,1869310.0,2025-02,1
BH26.0021,7,7,1,16.0,33596659.0,2026-01-12,KH-00346,4799523.0,2026-01,0
BH25.0127,16,16,3,30.0,33570000.0,2025-02-17,KH-00093,2098125.0,2025-02,1
BH25.0414,16,16,4,26.0,33546143.0,2025-03-21,KH-00238,2096634.0,2025-03,1
BH26.0353,9,9,1,21.0,33472214.0,2026-01-28,KH-00519,3719135.0,2026-01,0
BH25.0425,11,11,3,30.0,33400000.0,2025-03-21,KH-00244,3036364.0,2025-03,1
BH25.0466,21,21,3,30.0,33400000.0,2025-03-24,KH-00199,1590476.0,2025-03,1
BH26.0098,13,13,2,22.0,33226102.0,2026-01-16,KH-00384,2555854.0,2026-01,1
BH26.0698,9,9,2,23.0,33210545.0,2026-02-12,KH-00607,3690061.0,2026-02,1
BH26.0371,9,9,1,22.0,33195542.0,2026-01-28,KH-00393,3688394.0,2026-01,0
BH25.0393,19,19,4,30.0,33180000.0,2025-03-21,KH-00093,1746316.0,2025-03,1
BH26.0352,14,14,2,21.0,33148327.0,2026-01-28,KH-00518,2367738.0,2026-01,1
BH25.0077,12,12,3,30.0,33090000.0,2025-02-10,KH-00056,2757500.0,2025-02,1
BH26.0895,7,7,1,16.0,33086380.0,2026-02-27,KH-00557,4726626.0,2026-02,0
BH25.0424,11,11,3,18.0,32995286.0,2025-03-21,KH-00139,2999571.0,2025-03,1
BH25.0240,13,13,3,36.0,32882117.0,2025-02-26,KH-00168,2529394.0,2025-02,1
BH26.0258,6,6,2,21.0,32824430.0,2026-01-26,KH-00441,5470738.0,2026-01,1
BH26.0210,17,15,2,20.0,32716104.0,2026-01-24,KH-00434,1924477.0,2026-01,1
BH26.0568,2,2,1,20.0,32638888.0,2026-02-07,KH-00023,16319444.0,2026-02,0
BH26.0516,6,6,1,20.0,32629620.0,2026-02-04,KH-00562,5438270.0,2026-02,0
BH25.0088,19,19,4,30.0,32560000.0,2025-02-10,KH-00067,1713684.0,2025-02,1
BH26.0593,9,9,1,17.0,32496848.0,2026-02-09,KH-00006,3610761.0,2026-02,0
BH26.0695,12,12,3,25.0,32469896.0,2026-02-12,KH-00609,2705825.0,2026-02,1
BH26.0855,6,6,2,21.0,32459438.0,2026-02-26,KH-00503,5409906.0,2026-02,1
BH26.0247,15,9,2,19.0,32454995.0,2026-01-24,KH-00078,2163666.0,2026-01,1
BH25.0096,5,5,3,17.0,32373054.0,2025-02-11,KH-00006,6474611.0,2025-02,1
BH25.0156,23,23,3,30.0,32360000.0,2025-02-19,KH-00115,1406957.0,2025-02,1
BH26.0024,10,10,2,20.0,32355547.0,2026-01-12,KH-00349,3235555.0,2026-01,1
BH26.0175,10,10,1,14.0,32353328.0,2026-01-23,KH-00416,3235333.0,2026-01,0
BH25.0052,11,11,1,27.0,32350000.0,2025-01-20,KH-00038,2940909.0,2025-01,0
BH26.0851,9,9,2,21.0,32316938.0,2026-02-26,KH-00389,3590771.0,2026-02,1
BH26.0014,18,16,3,24.0,32169339.0,2026-01-12,KH-00018,1787186.0,2026-01,1
BH26.0087,2,2,1,20.0,32111100.0,2026-01-16,KH-00373,16055550.0,2026-01,0
BH26.0094,14,13,1,20.0,32087028.0,2026-01-16,KH-00380,2291931.0,2026-01,0
BH26.0507,13,12,3,20.0,31998692.0,2026-02-04,KH-00598,2461438.0,2026-02,1
BH26.0349,7,6,1,20.0,31988880.0,2026-01-28,KH-00516,4569840.0,2026-01,0
BH26.0299,12,12,1,20.0,31976657.0,2026-01-27,KH-00492,2664721.0,2026-01,0
BH26.0095,14,11,1,20.0,31915547.0,2026-01-16,KH-00381,2279682.0,2026-01,0
BH26.0690,16,16,2,20.0,31820826.0,2026-02-12,KH-00509,1988802.0,2026-02,1
BH26.0519,12,12,3,20.0,31778325.0,2026-02-04,KH-00447,2648194.0,2026-02,1
BH26.0681,10,10,2,18.0,31729991.0,2026-02-12,KH-00649,3172999.0,2026-02,1
BH26.0344,9,9,2,22.0,31679713.0,2026-01-28,KH-00369,3519968.0,2026-01,1
BH25.0349,23,23,4,33.0,31677734.0,2025-03-20,KH-00210,1377293.0,2025-03,1
BH26.0577,6,6,1,21.0,31640546.0,2026-02-07,KH-00217,5273424.0,2026-02,0
BH26.0870,3,3,1,20.0,31588880.0,2026-02-26,KH-00024,10529627.0,2026-02,0
BH25.0222,5,5,2,19.0,31538141.0,2025-02-24,KH-00006,6307628.0,2025-02,1
BH26.0361,11,11,2,20.0,31530549.0,2026-01-28,KH-00526,2866414.0,2026-01,1
BH25.0351,12,12,2,28.0,31530000.0,2025-03-20,KH-00211,2627500.0,2025-03,1
BH25.0447,20,20,4,30.0,31460000.0,2025-03-24,KH-00255,1573000.0,2025-03,1
BH25.0345,10,10,3,27.0,31430000.0,2025-03-20,KH-00208,3143000.0,2025-03,1
BH26.0287,11,11,2,18.0,31401105.0,2026-01-27,KH-00485,2854646.0,2026-01,1
BH26.0656,13,13,1,19.0,31353884.0,2026-02-12,KH-00488,2411837.0,2026-02,0
BH25.0076,12,12,3,30.0,31330000.0,2025-02-10,KH-00014,2610833.0,2025-02,1
BH26.0376,7,7,1,15.0,31324993.0,2026-01-28,KH-00532,4474999.0,2026-01,0
BH26.0282,7,7,1,19.0,31275548.0,2026-01-27,KH-00481,4467935.0,2026-01,0
BH25.0596,6,6,2,20.0,31100000.0,2025-03-28,KH-00063,5183333.0,2025-03,1
BH26.0192,7,7,1,19.0,31055551.0,2026-01-24,KH-00426,4436507.0,2026-01,0
BH26.0366,10,10,2,18.0,30977584.0,2026-01-28,KH-00359,3097758.0,2026-01,1
BH26.0677,13,13,3,21.0,30937768.0,2026-02-12,KH-00369,2379828.0,2026-02,1
BH26.0228,15,15,4,18.0,30925361.0,2026-01-24,KH-00407,2061691.0,2026-01,1
BH26.0153,15,15,4,18.0,30925361.0,2026-01-22,KH-00407,2061691.0,2026-01,1
BH26.0703,14,14,2,22.0,30910732.0,2026-02-12,KH-00339,2207909.0,2026-02,1
BH26.0171,7,7,1,18.0,30818882.0,2026-01-23,KH-00414,4402697.0,2026-01,0
BH25.0098,4,4,2,19.0,30760737.0,2025-02-11,KH-00006,7690184.0,2025-02,1
BH25.0162,13,13,4,31.0,30742643.0,2025-02-20,KH-00120,2364819.0,2025-02,1
BH25.0640,3,3,1,26.0,30680000.0,2025-03-29,KH-00318,10226667.0,2025-03,0
BH26.0292,9,8,2,17.0,30679809.0,2026-01-27,KH-00018,3408868.0,2026-01,1
BH25.0324,15,15,2,27.0,30670000.0,2025-03-19,KH-00199,2044667.0,2025-03,1
BH25.0256,6,6,3,18.0,30635736.0,2025-03-08,KH-00006,5105956.0,2025-03,1
BH26.0616,1,1,1,20.0,30611100.0,2026-02-09,KH-00452,30611100.0,2026-02,0
BH26.0646,1,1,1,20.0,30611100.0,2026-02-11,KH-00640,30611100.0,2026-02,0
BH25.0343,14,14,3,23.0,30607574.0,2025-03-20,KH-00207,2186255.0,2025-03,1
BH25.0367,21,21,5,30.0,30560000.0,2025-03-20,KH-00215,1455238.0,2025-03,1
BH25.0663,10,10,2,27.0,30535116.0,2025-03-31,KH-00152,3053512.0,2025-03,1
BH25.0386,11,11,4,28.0,30520000.0,2025-03-21,KH-00149,2774545.0,2025-03,1
BH25.0681,14,14,2,26.0,30350000.0,2025-03-31,KH-00276,2167857.0,2025-03,1
BH26.0301,10,8,2,18.0,30225917.0,2026-01-27,KH-00218,3022592.0,2026-01,1
BH25.0434,16,16,3,24.0,30151481.0,2025-03-22,KH-00250,1884468.0,2025-03,1
BH25.0037,1,1,1,25.0,30000000.0,2025-01-15,KH-00022,30000000.0,2025-01,0
BH25.0378,15,15,4,24.0,29970000.0,2025-03-20,KH-00198,1998000.0,2025-03,1
BH25.0565,10,10,3,22.0,29961000.0,2025-03-26,KH-00285,2996100.0,2025-03,1
BH26.0170,1,1,1,19.0,29907408.0,2026-01-23,KH-00413,29907408.0,2026-01,0
BH26.0251,9,9,2,20.0,29880550.0,2026-01-26,KH-00430,3320061.0,2026-01,1
BH26.0289,8,6,1,15.0,29839998.0,2026-01-27,KH-00487,3730000.0,2026-01,0
BH26.0343,17,17,1,17.0,29769439.0,2026-01-28,KH-00514,1751143.0,2026-01,0
BH26.0099,1,1,0,10.0,29744440.0,2026-01-16,KH-00385,29744440.0,2026-01,0
BH25.0202,12,12,2,20.0,29700000.0,2025-02-22,KH-00143,2475000.0,2025-02,1
BH26.0381,6,6,1,17.0,29689996.0,2026-01-28,KH-00533,4948333.0,2026-01,0
BH26.0411,3,3,1,20.0,29666660.0,2026-01-29,KH-00382,9888887.0,2026-01,0
BH26.0399,12,12,3,17.0,29665550.0,2026-01-29,KH-00545,2472129.0,2026-01,1
BH25.0457,21,21,5,30.0,29620000.0,2025-03-24,KH-00250,1410476.0,2025-03,1
BH26.0176,11,11,2,19.0,29619436.0,2026-01-23,KH-00417,2692676.0,2026-01,1
BH26.0880,9,6,0,19.0,29599993.0,2026-02-27,KH-00483,3288888.0,2026-02,0
BH26.0860,8,8,1,19.0,29595365.0,2026-02-26,KH-00357,3699421.0,2026-02,0
BH26.0679,12,11,2,21.0,29587306.0,2026-02-12,KH-00338,2465609.0,2026-02,1
BH25.0626,10,10,2,18.0,29529073.0,2025-03-28,KH-00248,2952907.0,2025-03,1
BH26.0719,7,7,1,17.0,29522218.0,2026-02-13,KH-00557,4217460.0,2026-02,0
BH26.0532,17,15,3,22.0,29517766.0,2026-02-05,KH-00397,1736339.0,2026-02,1
BH25.0616,10,10,4,20.0,29517574.0,2025-03-28,KH-00307,2951757.0,2025-03,1
BH26.0293,16,16,2,20.0,29466474.0,2026-01-27,KH-00488,1841655.0,2026-01,1
BH26.0481,7,7,1,17.0,29433330.0,2026-01-31,KH-00588,4204761.0,2026-01,0
BH25.0027,2,2,1,15.0,29395463.0,2025-01-11,KH-00019,14697732.0,2025-01,0
BH25.0644,11,11,3,19.0,29387000.0,2025-03-29,KH-00207,2671545.0,2025-03,1
BH26.0465,7,7,1,14.0,29371102.0,2026-01-31,KH-00581,4195872.0,2026-01,0
BH26.0440,12,12,2,19.0,29326009.0,2026-01-30,KH-00569,2443834.0,2026-01,1
BH26.0796,7,7,2,19.0,29300550.0,2026-02-24,KH-00392,4185793.0,2026-02,1
BH26.0410,15,15,1,18.0,29284994.0,2026-01-29,KH-00554,1952333.0,2026-01,0
BH25.0598,12,12,2,19.0,29268048.0,2025-03-28,KH-00049,2439004.0,2025-03,1
BH25.0463,10,10,4,22.0,29255286.0,2025-03-24,KH-00155,2925529.0,2025-03,1
BH25.0059,15,15,2,26.0,29250000.0,2025-01-23,KH-00044,1950000.0,2025-01,1
BH26.0277,6,6,2,19.0,29240548.0,2026-01-26,KH-00075,4873425.0,2026-01,1
BH26.0691,13,13,3,21.0,29201935.0,2026-02-12,KH-00650,2246303.0,2026-02,1
BH26.0732,15,15,3,16.0,29182215.0,2026-02-13,KH-00662,1945481.0,2026-02,1
BH26.0470,7,6,2,18.0,29156661.0,2026-01-31,KH-00582,4165237.0,2026-01,1
BH25.0329,11,11,2,24.0,29140000.0,2025-03-19,KH-00200,2649091.0,2025-03,1
BH25.0186,4,4,2,16.0,29092958.0,2025-02-22,KH-00006,7273240.0,2025-02,1
BH25.0006,2,2,1,15.0,29027776.0,2025-01-07,KH-00006,14513888.0,2025-01,0
BH26.0248,7,7,3,19.0,29014438.0,2026-01-24,KH-00459,4144920.0,2026-01,1
BH25.0423,18,18,4,31.0,28981481.0,2025-03-21,KH-00018,1610082.0,2025-03,1
BH26.0234,7,5,2,19.0,28953320.0,2026-01-24,KH-00355,4136189.0,2026-01,1
BH26.0267,10,10,2,19.0,28953046.0,2026-01-26,KH-00468,2895305.0,2026-01,1
BH26.0365,14,13,2,15.0,28941662.0,2026-01-28,KH-00472,2067262.0,2026-01,1
BH26.0787,13,12,3,18.0,28913139.0,2026-02-24,KH-00365,2224088.0,2026-02,1
BH26.0764,5,4,1,17.0,28903880.0,2026-02-13,KH-00672,5780776.0,2026-02,0
BH25.0435,9,9,2,25.0,28900000.0,2025-03-22,KH-00251,3211111.0,2025-03,1
BH26.0528,10,10,2,19.0,28866565.0,2026-02-05,KH-00605,2886656.0,2026-02,1
BH26.0668,12,12,2,23.0,28859431.0,2026-02-12,KH-00648,2404953.0,2026-02,1
BH26.0432,10,10,2,17.0,28828328.0,2026-01-30,KH-00563,2882833.0,2026-01,1
BH26.0104,4,4,1,17.0,28748881.0,2026-01-19,KH-00134,7187220.0,2026-01,0
BH26.0580,12,12,1,19.0,28701662.0,2026-02-07,KH-00623,2391805.0,2026-02,0
BH26.0627,12,12,2,12.0,28545921.0,2026-02-10,KH-00407,2378827.0,2026-02,1
BH25.0164,16,16,3,30.0,28520000.0,2025-02-20,KH-00122,1782500.0,2025-02,1
