customer_code,customer_name,product_code,product_name,color,tong_sl,tong_dt
KH-00198,CÔNG TY TNHH TRÍ ĐỨC,000207004000000,Xe đạp Thống Nhất 219-05-26,219-05-26,3.0,3750000.0
KH-00198,CÔNG TY TNHH TRÍ ĐỨC,000209002025000,Xe đạp Thống Nhất 219-26 Xanh Tím,Xanh Tím,6.0,6900000.0
KH-00198,CÔNG TY TNHH TRÍ ĐỨC,000214004000000,Xe đạp Thống Nhất GN 05-26,05-26,3.0,3750000.0
KH-00198,CÔNG TY TNHH TRÍ ĐỨC,000216003001000,Xe đạp Thống Nhất GN 06-24 2.0 Đen,Đen,8.0,9600000.0
KH-00198,CÔNG TY TNHH TRÍ ĐỨC,000216003008000,Xe đạp Thống Nhất GN 06-24 2.0 Ghi,Ghi,6.0,7200000.0
KH-00198,CÔNG TY TNHH TRÍ ĐỨC,000217003001000,Xe đạp Thống Nhất GN 06-26 2.0 Đen,Đen,5.0,6250000.0
KH-00198,CÔNG TY TNHH TRÍ ĐỨC,000217003008000,Xe đạp Thống Nhất GN 06-26 2.0 Ghi,Ghi,5.0,6250000.0
KH-00198,CÔNG TY TNHH TRÍ ĐỨC,000224002002000,Xe đạp Thống Nhất New 24 Trắng,Trắng,1.0,1130000.0
KH-00198,CÔNG TY TNHH TRÍ ĐỨC,000224002023000,Xe đạp Thống Nhất New 24 Kem,Kem,1.0,1130000.0
KH-00198,CÔNG TY TNHH TRÍ ĐỨC,000225002002000,Xe đạp Thống Nhất New 26 Trắng,Trắng,2.0,2360000.0
KH-00198,CÔNG TY TNHH TRÍ ĐỨC,000225002015000,Xe đạp Thống Nhất New 26 Café/nâu,Café/nâu,2.0,2360000.0
KH-00198,CÔNG TY TNHH TRÍ ĐỨC,000225002023000,Xe đạp Thống Nhất New 26 Kem,Kem,1.0,1180000.0
KH-00198,CÔNG TY TNHH TRÍ ĐỨC,000226003002000,Xe đạp Thống Nhất LD 24-01_2023 Trắng,Trắng,1.0,1200000.0
KH-00198,CÔNG TY TNHH TRÍ ĐỨC,000226003023000,Xe đạp Thống Nhất LD 24-01_2023 Kem,Kem,4.0,4800000.0
KH-00198,CÔNG TY TNHH TRÍ ĐỨC,1000310050010000,Xe đạp Thống Nhất Road RPD 700C Đen,Đen,1.0,2150000.0
KH-00217,DOANH NGHIỆP TW ĐẠI DƯƠNG,000125002023000,Xe đạp Thống Nhất Puppy 20 Kem,Kem,3.0,3931665.0
KH-00217,DOANH NGHIỆP TW ĐẠI DƯƠNG,000207004000000,Xe đạp Thống Nhất 219-05-26,219-05-26,32.0,44769435.0
KH-00217,DOANH NGHIỆP TW ĐẠI DƯƠNG,000209002025000,Xe đạp Thống Nhất 219-26 Xanh Tím,Xanh Tím,11.0,12650000.0
KH-00217,DOANH NGHIỆP TW ĐẠI DƯƠNG,000214004000000,Xe đạp Thống Nhất GN 05-26,05-26,10.0,14491663.0
KH-00217,DOANH NGHIỆP TW ĐẠI DƯƠNG,000216003001000,Xe đạp Thống Nhất GN 06-24 2.0 Đen,Đen,2.0,2400000.0
KH-00217,DOANH NGHIỆP TW ĐẠI DƯƠNG,000216003008000,Xe đạp Thống Nhất GN 06-24 2.0 Ghi,Ghi,2.0,2400000.0
KH-00217,DOANH NGHIỆP TW ĐẠI DƯƠNG,000217003001000,Xe đạp Thống Nhất GN 06-26 2.0 Đen,Đen,8.0,11708330.0
KH-00217,DOANH NGHIỆP TW ĐẠI DƯƠNG,000217003008000,Xe đạp Thống Nhất GN 06-26 2.0 Ghi,Ghi,3.0,3750000.0
KH-00217,DOANH NGHIỆP TW ĐẠI DƯƠNG,000224002002000,Xe đạp Thống Nhất New 24 Trắng,Trắng,7.0,7910000.0
KH-00217,DOANH NGHIỆP TW ĐẠI DƯƠNG,000224002015000,Xe đạp Thống Nhất New 24 Café/nâu,Café/nâu,13.0,15540000.0
KH-00217,DOANH NGHIỆP TW ĐẠI DƯƠNG,000224002023000,Xe đạp Thống Nhất New 24 Kem,Kem,21.0,27555000.0
KH-00217,DOANH NGHIỆP TW ĐẠI DƯƠNG,000224002026000,Xe đạp Thống Nhất New 24 Xanh mint,Xanh mint,11.0,12430000.0
KH-00217,DOANH NGHIỆP TW ĐẠI DƯƠNG,000225002002000,Xe đạp Thống Nhất New 26 Trắng,Trắng,1.0,1180000.0
KH-00217,DOANH NGHIỆP TW ĐẠI DƯƠNG,000225002015000,Xe đạp Thống Nhất New 26 Café/nâu,Café/nâu,12.0,15468333.0
KH-00217,DOANH NGHIỆP TW ĐẠI DƯƠNG,000225002023000,Xe đạp Thống Nhất New 26 Kem,Kem,54.0,76575554.0
KH-00217,DOANH NGHIỆP TW ĐẠI DƯƠNG,000225002025000,Xe đạp Thống Nhất New 26 Xanh mint,Xanh mint,10.0,11800000.0
KH-00217,DOANH NGHIỆP TW ĐẠI DƯƠNG,000226003002000,Xe đạp Thống Nhất LD 24-01_2023 Trắng,Trắng,1.0,1200000.0
KH-00217,DOANH NGHIỆP TW ĐẠI DƯƠNG,000226003015000,Xe đạp Thống Nhất LD 24-01_2023 Café/nâu,Café/nâu,4.0,4800000.0
KH-00217,DOANH NGHIỆP TW ĐẠI DƯƠNG,000226003023000,Xe đạp Thống Nhất LD 24-01_2023 Kem,Kem,8.0,12555554.0
KH-00217,DOANH NGHIỆP TW ĐẠI DƯƠNG,000230002023000,Xe đạp Thống Nhất LD 26 Kem,Kem,12.0,21648884.0
KH-00217,DOANH NGHIỆP TW ĐẠI DƯƠNG,000331002008000,Xe đạp Thống Nhất MTB 26-02 Ghi,Ghi,3.0,4848888.0
KH-00217,DOANH NGHIỆP TW ĐẠI DƯƠNG,000331002022000,Xe đạp Thống Nhất MTB 26-02 Xanh dương,Xanh dương,2.0,3049444.0
KH-00219,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,000125002013000,Xe đạp Thống Nhất Puppy 20 Xanh,Xanh,1.0,1324444.0
KH-00219,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,000125002023000,Xe đạp Thống Nhất Puppy 20 Kem,Kem,1.0,1324444.0
KH-00219,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,000131002008001,Xe đạp Thống Nhất GN 06 20 2024 Ghi,Ghi,1.0,1200000.0
KH-00219,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,000209002025000,Xe đạp Thống Nhất 219-26 Xanh Tím,Xanh Tím,2.0,2300000.0
KH-00219,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,000216003001000,Xe đạp Thống Nhất GN 06-24 2.0 Đen,Đen,3.0,4633332.0
KH-00219,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,000216003008000,Xe đạp Thống Nhất GN 06-24 2.0 Ghi,Ghi,7.0,10122220.0
KH-00219,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,000224002015000,Xe đạp Thống Nhất New 24 Café/nâu,Café/nâu,4.0,5397776.0
KH-00219,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,000224002023000,Xe đạp Thống Nhất New 24 Kem,Kem,5.0,7844440.0
KH-00219,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,000224002026000,Xe đạp Thống Nhất New 24 Xanh mint,Xanh mint,2.0,2260000.0
KH-00219,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,000225002015000,Xe đạp Thống Nhất New 26 Café/nâu,Café/nâu,10.0,15358333.0
KH-00219,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,000225002023000,Xe đạp Thống Nhất New 26 Kem,Kem,8.0,12112222.0
KH-00219,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,000225002025000,Xe đạp Thống Nhất New 26 Xanh mint,Xanh mint,2.0,3260000.0
KH-00219,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,000226003023000,Xe đạp Thống Nhất LD 24-01_2023 Kem,Kem,3.0,5091666.0
KH-00219,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,000230002023000,Xe đạp Thống Nhất LD 26 Kem,Kem,7.0,12665553.0
KH-00219,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,000331002008000,Xe đạp Thống Nhất MTB 26-02 Ghi,Ghi,24.0,33873886.0
KH-00219,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,000331002022000,Xe đạp Thống Nhất MTB 26-02 Xanh dương,Xanh dương,18.0,28696663.0
KH-00219,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,000335002001000,Xe đạp Thống Nhất Super 24 Đen,Đen,1.0,1200000.0
KH-00219,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,000401002016000,"Xe đạp Thống Nhất Nữ Truyền thống Lốp đỏ, Ngọc",Ngọc,3.0,3900000.0
KH-00256,CÔNG TY TNHH XUÂN MAI,000125002023000,Xe đạp Thống Nhất Puppy 20 Kem,Kem,3.0,3150000.0
KH-00256,CÔNG TY TNHH XUÂN MAI,000131002001002,Xe đạp Thống Nhất GN 06 20 2024 Đen,Đen,5.0,6000000.0
KH-00256,CÔNG TY TNHH XUÂN MAI,000131002008001,Xe đạp Thống Nhất GN 06 20 2024 Ghi,Ghi,9.0,10800000.0
KH-00256,CÔNG TY TNHH XUÂN MAI,000214004000000,Xe đạp Thống Nhất GN 05-26,05-26,1.0,1250000.0
KH-00256,CÔNG TY TNHH XUÂN MAI,000216003001000,Xe đạp Thống Nhất GN 06-24 2.0 Đen,Đen,1.0,1200000.0
KH-00256,CÔNG TY TNHH XUÂN MAI,000216003008000,Xe đạp Thống Nhất GN 06-24 2.0 Ghi,Ghi,1.0,1200000.0
KH-00256,CÔNG TY TNHH XUÂN MAI,000217003001000,Xe đạp Thống Nhất GN 06-26 2.0 Đen,Đen,2.0,2500000.0
KH-00256,CÔNG TY TNHH XUÂN MAI,000217003008000,Xe đạp Thống Nhất GN 06-26 2.0 Ghi,Ghi,2.0,2500000.0
KH-00256,CÔNG TY TNHH XUÂN MAI,000224002002000,Xe đạp Thống Nhất New 24 Trắng,Trắng,5.0,5650000.0
KH-00256,CÔNG TY TNHH XUÂN MAI,000224002015000,Xe đạp Thống Nhất New 24 Café/nâu,Café/nâu,2.0,2260000.0
KH-00256,CÔNG TY TNHH XUÂN MAI,000224002023000,Xe đạp Thống Nhất New 24 Kem,Kem,6.0,6780000.0
KH-00256,CÔNG TY TNHH XUÂN MAI,000224002026000,Xe đạp Thống Nhất New 24 Xanh mint,Xanh mint,3.0,3390000.0
KH-00256,CÔNG TY TNHH XUÂN MAI,000225002002000,Xe đạp Thống Nhất New 26 Trắng,Trắng,9.0,10620000.0
KH-00256,CÔNG TY TNHH XUÂN MAI,000225002015000,Xe đạp Thống Nhất New 26 Café/nâu,Café/nâu,3.0,3540000.0
KH-00256,CÔNG TY TNHH XUÂN MAI,000225002023000,Xe đạp Thống Nhất New 26 Kem,Kem,5.0,5900000.0
KH-00256,CÔNG TY TNHH XUÂN MAI,000225002025000,Xe đạp Thống Nhất New 26 Xanh mint,Xanh mint,1.0,1180000.0
KH-00256,CÔNG TY TNHH XUÂN MAI,000226003002000,Xe đạp Thống Nhất LD 24-01_2023 Trắng,Trắng,4.0,4800000.0
KH-00256,CÔNG TY TNHH XUÂN MAI,000226003014000,Xe đạp Thống Nhất LD 24-01_2023 Xanh Santorini,Xanh Santorini,3.0,3600000.0
KH-00256,CÔNG TY TNHH XUÂN MAI,000226003023000,Xe đạp Thống Nhất LD 24-01_2023 Kem,Kem,6.0,7200000.0
KH-00256,CÔNG TY TNHH XUÂN MAI,000331002008000,Xe đạp Thống Nhất MTB 26-02 Ghi,Ghi,6.0,7500000.0
KH-00256,CÔNG TY TNHH XUÂN MAI,000331002022000,Xe đạp Thống Nhất MTB 26-02 Xanh dương,Xanh dương,5.0,6250000.0
KH-00256,CÔNG TY TNHH XUÂN MAI,000335002001000,Xe đạp Thống Nhất Super 24 Đen,Đen,6.0,7200000.0
KH-00264,DOANH NGHIỆP TW NGỌC ANH,000131002001002,Xe đạp Thống Nhất GN 06 20 2024 Đen,Đen,7.0,8400000.0
KH-00264,DOANH NGHIỆP TW NGỌC ANH,000131002008001,Xe đạp Thống Nhất GN 06 20 2024 Ghi,Ghi,3.0,3600000.0
KH-00264,DOANH NGHIỆP TW NGỌC ANH,000207004000000,Xe đạp Thống Nhất 219-05-26,219-05-26,5.0,6250000.0
KH-00264,DOANH NGHIỆP TW NGỌC ANH,000209002025000,Xe đạp Thống Nhất 219-26 Xanh Tím,Xanh Tím,5.0,5750000.0
KH-00264,DOANH NGHIỆP TW NGỌC ANH,000214004000000,Xe đạp Thống Nhất GN 05-26,05-26,3.0,3750000.0
KH-00264,DOANH NGHIỆP TW NGỌC ANH,000217003001000,Xe đạp Thống Nhất GN 06-26 2.0 Đen,Đen,5.0,6250000.0
KH-00264,DOANH NGHIỆP TW NGỌC ANH,000224002002000,Xe đạp Thống Nhất New 24 Trắng,Trắng,1.0,1130000.0
KH-00264,DOANH NGHIỆP TW NGỌC ANH,000224002023000,Xe đạp Thống Nhất New 24 Kem,Kem,7.0,7910000.0
KH-00264,DOANH NGHIỆP TW NGỌC ANH,000225002002000,Xe đạp Thống Nhất New 26 Trắng,Trắng,1.0,1180000.0
KH-00264,DOANH NGHIỆP TW NGỌC ANH,000225002015000,Xe đạp Thống Nhất New 26 Café/nâu,Café/nâu,2.0,2360000.0
KH-00264,DOANH NGHIỆP TW NGỌC ANH,000225002023000,Xe đạp Thống Nhất New 26 Kem,Kem,10.0,11800000.0
KH-00264,DOANH NGHIỆP TW NGỌC ANH,000226003002000,Xe đạp Thống Nhất LD 24-01_2023 Trắng,Trắng,1.0,1200000.0
KH-00264,DOANH NGHIỆP TW NGỌC ANH,000226003023000,Xe đạp Thống Nhất LD 24-01_2023 Kem,Kem,1.0,1200000.0
KH-00264,DOANH NGHIỆP TW NGỌC ANH,000331002008000,Xe đạp Thống Nhất MTB 26-02 Ghi,Ghi,5.0,6250000.0
KH-00264,DOANH NGHIỆP TW NGỌC ANH,000331002022000,Xe đạp Thống Nhất MTB 26-02 Xanh dương,Xanh dương,2.0,2500000.0
KH-00264,DOANH NGHIỆP TW NGỌC ANH,000335002001000,Xe đạp Thống Nhất Super 24 Đen,Đen,2.0,2400000.0
KH-00277,CÔNG TY CỔ PHẦN THƯƠNG MẠI VĨNH PHÁT,000125002009000,Xe đạp Thống Nhất Puppy 20 Hồng,Hồng,5.0,5250000.0
KH-00277,CÔNG TY CỔ PHẦN THƯƠNG MẠI VĨNH PHÁT,000207004000000,Xe đạp Thống Nhất 219-05-26,219-05-26,4.0,5000000.0
KH-00277,CÔNG TY CỔ PHẦN THƯƠNG MẠI VĨNH PHÁT,000209002025000,Xe đạp Thống Nhất 219-26 Xanh Tím,Xanh Tím,3.0,3450000.0
KH-00277,CÔNG TY CỔ PHẦN THƯƠNG MẠI VĨNH PHÁT,000217003008000,Xe đạp Thống Nhất GN 06-26 2.0 Ghi,Ghi,1.0,1250000.0
KH-00277,CÔNG TY CỔ PHẦN THƯƠNG MẠI VĨNH PHÁT,000224002002000,Xe đạp Thống Nhất New 24 Trắng,Trắng,5.0,5650000.0
KH-00277,CÔNG TY CỔ PHẦN THƯƠNG MẠI VĨNH PHÁT,000224002015000,Xe đạp Thống Nhất New 24 Café/nâu,Café/nâu,10.0,11300000.0
KH-00277,CÔNG TY CỔ PHẦN THƯƠNG MẠI VĨNH PHÁT,000224002023000,Xe đạp Thống Nhất New 24 Kem,Kem,12.0,13560000.0
KH-00277,CÔNG TY CỔ PHẦN THƯƠNG MẠI VĨNH PHÁT,000224002026000,Xe đạp Thống Nhất New 24 Xanh mint,Xanh mint,10.0,11300000.0
KH-00277,CÔNG TY CỔ PHẦN THƯƠNG MẠI VĨNH PHÁT,000225002015000,Xe đạp Thống Nhất New 26 Café/nâu,Café/nâu,20.0,23600000.0
KH-00277,CÔNG TY CỔ PHẦN THƯƠNG MẠI VĨNH PHÁT,000225002023000,Xe đạp Thống Nhất New 26 Kem,Kem,12.0,14160000.0
KH-00277,CÔNG TY CỔ PHẦN THƯƠNG MẠI VĨNH PHÁT,000225002025000,Xe đạp Thống Nhất New 26 Xanh mint,Xanh mint,11.0,12980000.0
KH-00277,CÔNG TY CỔ PHẦN THƯƠNG MẠI VĨNH PHÁT,000226003002000,Xe đạp Thống Nhất LD 24-01_2023 Trắng,Trắng,3.0,3600000.0
KH-00277,CÔNG TY CỔ PHẦN THƯƠNG MẠI VĨNH PHÁT,000226003014000,Xe đạp Thống Nhất LD 24-01_2023 Xanh Santorini,Xanh Santorini,8.0,9600000.0
KH-00277,CÔNG TY CỔ PHẦN THƯƠNG MẠI VĨNH PHÁT,000226003015000,Xe đạp Thống Nhất LD 24-01_2023 Café/nâu,Café/nâu,8.0,9600000.0
KH-00277,CÔNG TY CỔ PHẦN THƯƠNG MẠI VĨNH PHÁT,000226003023000,Xe đạp Thống Nhất LD 24-01_2023 Kem,Kem,4.0,4800000.0
KH-00277,CÔNG TY CỔ PHẦN THƯƠNG MẠI VĨNH PHÁT,000331002008000,Xe đạp Thống Nhất MTB 26-02 Ghi,Ghi,5.0,6250000.0
KH-00334,HỘ KINH DOANH YÊN BÌNH,000131002001002,Xe đạp Thống Nhất GN 06 20 2024 Đen,Đen,45.0,58041669.0
KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,000125002009000,Xe đạp Thống Nhất Puppy 20 Hồng,Hồng,5.0,6622220.0
KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,000125002013000,Xe đạp Thống Nhất Puppy 20 Xanh,Xanh,3.0,3973332.0
KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,000125002023000,Xe đạp Thống Nhất Puppy 20 Kem,Kem,2.0,2621110.0
KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,000131002001002,Xe đạp Thống Nhất GN 06 20 2024 Đen,Đen,8.0,9373145.0
KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,000131002008001,Xe đạp Thống Nhất GN 06 20 2024 Ghi,Ghi,10.0,11768515.0
KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,000207004000000,Xe đạp Thống Nhất 219-05-26,219-05-26,4.0,6149998.0
KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,000209002025000,Xe đạp Thống Nhất 219-26 Xanh Tím,Xanh Tím,6.0,8830553.0
KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,000214004000000,Xe đạp Thống Nhất GN 05-26,05-26,4.0,6177776.0
KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,000216003001000,Xe đạp Thống Nhất GN 06-24 2.0 Đen,Đen,5.0,7680553.0
KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,000216003008000,Xe đạp Thống Nhất GN 06-24 2.0 Ghi,Ghi,13.0,19994438.0
KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,000217003001000,Xe đạp Thống Nhất GN 06-26 2.0 Đen,Đen,17.0,27113878.0
KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,000217003008000,Xe đạp Thống Nhất GN 06-26 2.0 Ghi,Ghi,18.0,28761100.0
KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,000224002002000,Xe đạp Thống Nhất New 24 Trắng,Trắng,9.0,14050552.0
KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,000224002015000,Xe đạp Thống Nhất New 24 Café/nâu,Café/nâu,1.0,1555000.0
KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,000224002023000,Xe đạp Thống Nhất New 24 Kem,Kem,8.0,12467776.0
KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,000224002026000,Xe đạp Thống Nhất New 24 Xanh mint,Xanh mint,3.0,4692776.0
KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,000225002002000,Xe đạp Thống Nhất New 26 Trắng,Trắng,9.0,14614444.0
KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,000225002015000,Xe đạp Thống Nhất New 26 Café/nâu,Café/nâu,7.0,11410000.0
KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,000225002023000,Xe đạp Thống Nhất New 26 Kem,Kem,17.0,27584999.0
KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,000225002025000,Xe đạp Thống Nhất New 26 Xanh mint,Xanh mint,3.0,4862222.0
KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,000226003002000,Xe đạp Thống Nhất LD 24-01_2023 Trắng,Trắng,4.0,6747221.0
KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,000226003014000,Xe đạp Thống Nhất LD 24-01_2023 Xanh Santorini,Xanh Santorini,1.0,1683333.0
KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,000226003015000,Xe đạp Thống Nhất LD 24-01_2023 Café/nâu,Café/nâu,2.0,3380555.0
KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,000226003023000,Xe đạp Thống Nhất LD 24-01_2023 Kem,Kem,5.0,8430554.0
KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,000230002023000,Xe đạp Thống Nhất LD 26 Kem,Kem,11.0,19849440.0
KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,000331002008000,Xe đạp Thống Nhất MTB 26-02 Ghi,Ghi,11.0,19821662.0
KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,000331002022000,Xe đạp Thống Nhất MTB 26-02 Xanh dương,Xanh dương,6.0,10796664.0
KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,000401002016000,"Xe đạp Thống Nhất Nữ Truyền thống Lốp đỏ, Ngọc",Ngọc,7.0,10769441.0
KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,000125002009000,Xe đạp Thống Nhất Puppy 20 Hồng,Hồng,15.0,19797215.0
KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,000125002013000,Xe đạp Thống Nhất Puppy 20 Xanh,Xanh,12.0,15796105.0
KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,000125002023000,Xe đạp Thống Nhất Puppy 20 Kem,Kem,4.0,5242220.0
KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,000131002001002,Xe đạp Thống Nhất GN 06 20 2024 Đen,Đen,9.0,10598608.0
KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,000131002008001,Xe đạp Thống Nhất GN 06 20 2024 Ghi,Ghi,8.0,9359256.0
KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,000207004000000,Xe đạp Thống Nhất 219-05-26,219-05-26,40.0,61361090.0
KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,000209002025000,Xe đạp Thống Nhất 219-26 Xanh Tím,Xanh Tím,34.0,50433322.0
KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,000214004000000,Xe đạp Thống Nhất GN 05-26,05-26,5.0,7722220.0
KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,000216003001000,Xe đạp Thống Nhất GN 06-24 2.0 Đen,Đen,26.0,40044432.0
KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,000216003008000,Xe đạp Thống Nhất GN 06-24 2.0 Ghi,Ghi,19.0,29288880.0
KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,000217003001000,Xe đạp Thống Nhất GN 06-26 2.0 Đen,Đen,53.0,84774968.0
KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,000217003008000,Xe đạp Thống Nhất GN 06-26 2.0 Ghi,Ghi,25.0,40069430.0
KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,000224002015000,Xe đạp Thống Nhất New 24 Café/nâu,Café/nâu,20.0,31238880.0
KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,000224002023000,Xe đạp Thống Nhất New 24 Kem,Kem,28.0,43678880.0
KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,000224002026000,Xe đạp Thống Nhất New 24 Xanh mint,Xanh mint,10.0,15619440.0
KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,000225002002000,Xe đạp Thống Nhất New 26 Trắng,Trắng,15.0,24450000.0
KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,000225002015000,Xe đạp Thống Nhất New 26 Café/nâu,Café/nâu,52.0,84384997.0
KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,000225002023000,Xe đạp Thống Nhất New 26 Kem,Kem,72.0,116846107.0
KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,000225002025000,Xe đạp Thống Nhất New 26 Xanh mint,Xanh mint,15.0,24380555.0
KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,000226003002000,Xe đạp Thống Nhất LD 24-01_2023 Trắng,Trắng,6.0,10141665.0
KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,000226003023000,Xe đạp Thống Nhất LD 24-01_2023 Kem,Kem,13.0,21994441.0
KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,000230002023000,Xe đạp Thống Nhất LD 26 Kem,Kem,5.0,9066665.0
KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,000331002008000,Xe đạp Thống Nhất MTB 26-02 Ghi,Ghi,2.0,3598888.0
KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,000401002016000,"Xe đạp Thống Nhất Nữ Truyền thống Lốp đỏ, Ngọc",Ngọc,5.0,7652775.0
KH-00342,HỘ KINH DOANH VĨNH PHÁT,000125002009000,Xe đạp Thống Nhất Puppy 20 Hồng,Hồng,6.0,7877219.0
KH-00342,HỘ KINH DOANH VĨNH PHÁT,000125002013000,Xe đạp Thống Nhất Puppy 20 Xanh,Xanh,4.0,5242220.0
KH-00342,HỘ KINH DOANH VĨNH PHÁT,000125002023000,Xe đạp Thống Nhất Puppy 20 Kem,Kem,6.0,7863330.0
KH-00342,HỘ KINH DOANH VĨNH PHÁT,000131002001002,Xe đạp Thống Nhất GN 06 20 2024 Đen,Đen,6.0,7019442.0
KH-00342,HỘ KINH DOANH VĨNH PHÁT,000207004000000,Xe đạp Thống Nhất 219-05-26,219-05-26,8.0,12244440.0
KH-00342,HỘ KINH DOANH VĨNH PHÁT,000214004000000,Xe đạp Thống Nhất GN 05-26,05-26,4.0,6177776.0
KH-00342,HỘ KINH DOANH VĨNH PHÁT,000216003001000,Xe đạp Thống Nhất GN 06-24 2.0 Đen,Đen,4.0,6122220.0
KH-00342,HỘ KINH DOANH VĨNH PHÁT,000216003008000,Xe đạp Thống Nhất GN 06-24 2.0 Ghi,Ghi,2.0,3061110.0
KH-00342,HỘ KINH DOANH VĨNH PHÁT,000217003001000,Xe đạp Thống Nhất GN 06-26 2.0 Đen,Đen,4.0,6366664.0
KH-00342,HỘ KINH DOANH VĨNH PHÁT,000217003008000,Xe đạp Thống Nhất GN 06-26 2.0 Ghi,Ghi,9.0,14352772.0
KH-00342,HỘ KINH DOANH VĨNH PHÁT,000224002002000,Xe đạp Thống Nhất New 24 Trắng,Trắng,2.0,3110000.0
