customer_code,customer_name,fiscal_year,fiscal_month,ym,so_don,tong_sl,tong_dt,so_nhom_sp,so_sku
KH-00317,CỬA HÀNG XE ĐẠP THIÊN AN,2025,3,2025-03,1,15.0,17550000.0,2,7
KH-00318,HỘ KINH DOANH BÌNH MINH,2025,3,2025-03,1,26.0,30680000.0,1,3
KH-00319,CỬA HÀNG XE ĐẠP QUANG VINH,2025,3,2025-03,1,22.0,27978500.0,4,17
KH-00320,HỘ KINH DOANH PHÚC AN,2025,3,2025-03,1,15.0,18020000.0,2,15
KH-00321,CỬA HÀNG XE ĐẠP VIỆT ANH,2025,3,2025-03,1,19.0,22250000.0,2,6
KH-00322,CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH,2025,3,2025-03,1,14.0,16380000.0,2,6
KH-00323,CÔNG TY CỔ PHẦN PHÚ THỊNH,2025,3,2025-03,1,9.0,10850000.0,1,5
KH-00324,CÔNG TY CỔ PHẦN ĐÔNG NAM,2025,3,2025-03,1,28.0,34180000.0,3,15
KH-00325,HỘ KINH DOANH THANH BÌNH,2025,3,2025-03,1,38.0,59956468.0,1,7
KH-00326,CỬA HÀNG XE ĐẠP VĨNH PHÁT,2025,3,2025-03,1,13.0,13870000.0,3,7
KH-00327,CÔNG TY TNHH MẶT TRỜI,2025,3,2025-03,1,47.0,55970000.0,1,14
KH-00328,CÔNG TY CỔ PHẦN PHÚC AN,2025,3,2025-03,1,30.0,37780000.0,3,21
KH-00329,HỘ KINH DOANH TRÍ ĐỨC,2025,3,2025-03,1,10.0,21666667.0,1,6
KH-00330,CÔNG TY TNHH THIÊN AN,2025,3,2025-03,1,56.0,61560000.0,4,29
KH-00331,HỘ KINH DOANH ĐẠI DƯƠNG,2025,3,2025-03,1,15.0,16960000.0,2,5
KH-00332,DOANH NGHIỆP TW TOÀN THẮNG,2025,3,2025-03,1,21.0,24510000.0,1,8
KH-00333,DOANH NGHIỆP TW ĐÔNG NAM,2025,3,2025-03,1,20.0,22970000.0,2,15
KH-00334,HỘ KINH DOANH YÊN BÌNH,2026,1,2026-01,2,170.0,244805554.0,2,4
KH-00335,CÔNG TY CỔ PHẦN THUỶ TIÊN,2026,1,2026-01,1,2.0,3870371.0,1,2
KH-00336,CÔNG TY CỔ PHẦN LONG PHÚ,2026,1,2026-01,2,2.0,4537038.0,1,1
KH-00337,DOANH NGHIỆP TW VĨNH PHÁT,2026,1,2026-01,1,1.0,9157407.0,0,1
KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,2026,1,2026-01,6,137.0,214308277.0,4,51
KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,2026,2,2026-02,8,252.0,381396546.0,4,69
KH-00339,CỬA HÀNG XE ĐẠP ĐẠI LỢI,2026,1,2026-01,1,20.0,39126658.0,1,15
KH-00339,CỬA HÀNG XE ĐẠP ĐẠI LỢI,2026,2,2026-02,1,22.0,30910732.0,2,14
KH-00340,CÔNG TY TNHH THANH BÌNH,2026,1,2026-01,3,48.0,74108412.0,2,16
KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,2026,1,2026-01,3,363.0,595172742.0,3,36
KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,2026,2,2026-02,2,274.0,424742680.0,2,31
KH-00342,HỘ KINH DOANH VĨNH PHÁT,2026,1,2026-01,1,35.0,62091380.0,2,18
KH-00342,HỘ KINH DOANH VĨNH PHÁT,2026,2,2026-02,4,192.0,305978076.0,3,52
KH-00343,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,2026,1,2026-01,1,64.0,103598860.0,1,23
KH-00343,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,2026,2,2026-02,1,32.0,53609983.0,1,11
KH-00344,CÔNG TY TNHH PHÚC AN,2026,1,2026-01,1,17.0,50565548.0,0,7
KH-00345,DOANH NGHIỆP TW PHÚ THỊNH,2026,1,2026-01,1,5.0,14872220.0,0,2
KH-00346,DOANH NGHIỆP TW TRƯỜNG THỊNH,2026,1,2026-01,1,16.0,33596659.0,1,7
KH-00346,DOANH NGHIỆP TW TRƯỜNG THỊNH,2026,2,2026-02,2,36.0,43601279.0,3,18
KH-00347,CÔNG TY TNHH THƯƠNG MẠI VẠN LỢI,2026,1,2026-01,2,41.0,66909429.0,2,17
KH-00347,CÔNG TY TNHH THƯƠNG MẠI VẠN LỢI,2026,2,2026-02,1,27.0,40347030.0,2,12
KH-00348,CÔNG TY TNHH THƯƠNG MẠI YÊN BÌNH,2026,1,2026-01,1,18.0,26299442.0,4,9
KH-00348,CÔNG TY TNHH THƯƠNG MẠI YÊN BÌNH,2026,2,2026-02,2,27.0,43011660.0,1,10
KH-00349,HỘ KINH DOANH TRƯỜNG THỊNH,2026,1,2026-01,2,62.0,112408309.0,3,30
KH-00349,HỘ KINH DOANH TRƯỜNG THỊNH,2026,2,2026-02,3,155.0,257830121.0,3,50
KH-00350,CÔNG TY TNHH BÌNH MINH,2026,1,2026-01,2,91.0,152039412.0,1,14
KH-00350,CÔNG TY TNHH BÌNH MINH,2026,2,2026-02,1,18.0,28124438.0,2,10
KH-00351,CÔNG TY TNHH AN PHÁT,2026,1,2026-01,1,25.0,39405545.0,2,14
KH-00352,CỬA HÀNG XE ĐẠP LONG PHÚ,2026,1,2026-01,1,54.0,88007574.0,1,12
KH-00353,CỬA HÀNG XE ĐẠP THANH BÌNH,2026,1,2026-01,2,40.0,64050171.0,3,22
KH-00353,CỬA HÀNG XE ĐẠP THANH BÌNH,2026,2,2026-02,2,33.0,56002212.0,2,14
KH-00354,CÔNG TY TNHH THƯƠNG MẠI NAM TIẾN,2026,1,2026-01,1,45.0,77331372.0,3,30
KH-00355,DOANH NGHIỆP TW PHÚC AN,2026,1,2026-01,2,32.0,48138872.0,2,6
KH-00355,DOANH NGHIỆP TW PHÚC AN,2026,2,2026-02,1,13.0,19481665.0,2,4
KH-00356,CÔNG TY TNHH THƯƠNG MẠI QUANG VINH,2026,1,2026-01,2,60.0,96440808.0,3,21
KH-00357,CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH,2026,1,2026-01,1,28.0,41074343.0,2,13
KH-00357,CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH,2026,2,2026-02,2,52.0,75982195.0,2,23
KH-00358,CÔNG TY TNHH SƠN HÀ,2026,1,2026-01,1,24.0,34670823.0,2,16
KH-00358,CÔNG TY TNHH SƠN HÀ,2026,2,2026-02,1,7.0,10756664.0,1,5
KH-00359,CÔNG TY CỔ PHẦN VẠN LỢI,2026,1,2026-01,5,117.0,205310881.0,4,52
KH-00359,CÔNG TY CỔ PHẦN VẠN LỢI,2026,2,2026-02,3,91.0,137917646.0,4,45
KH-00360,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,2026,1,2026-01,2,129.0,191129200.0,4,39
KH-00361,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÂY BẮC,2026,1,2026-01,1,2.0,4537038.0,1,1
KH-00361,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÂY BẮC,2026,2,2026-02,1,1.0,3518519.0,0,1
KH-00362,HỘ KINH DOANH MẶT TRỜI,2026,1,2026-01,1,1.0,2027778.0,1,1
KH-00363,HỘ KINH DOANH ĐẠI LỢI,2026,1,2026-01,3,64.0,109147287.0,4,24
KH-00364,DOANH NGHIỆP TW XUÂN MAI,2026,1,2026-01,2,80.0,138735527.0,2,27
KH-00364,DOANH NGHIỆP TW XUÂN MAI,2026,2,2026-02,2,137.0,229125140.0,2,38
KH-00365,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRÍ ĐỨC,2026,1,2026-01,1,17.0,23108230.0,3,12
KH-00365,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRÍ ĐỨC,2026,2,2026-02,1,18.0,28913139.0,3,12
KH-00366,HỘ KINH DOANH THIÊN AN,2026,1,2026-01,4,199.0,331259832.0,3,32
KH-00366,HỘ KINH DOANH THIÊN AN,2026,2,2026-02,2,176.0,282253380.0,2,20
KH-00367,CÔNG TY CỔ PHẦN ĐÔNG NAM,2026,1,2026-01,1,37.0,68896093.0,2,11
KH-00368,HỘ KINH DOANH HOÀ BÌNH,2026,1,2026-01,1,32.0,54000819.0,3,16
KH-00369,CÔNG TY TNHH VẠN LỢI,2026,1,2026-01,2,37.0,50840259.0,3,16
KH-00369,CÔNG TY TNHH VẠN LỢI,2026,2,2026-02,1,21.0,30937768.0,3,13
KH-00370,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,2026,1,2026-01,1,13.0,28205550.0,2,10
KH-00371,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,2026,1,2026-01,2,27.0,43649066.0,2,13
KH-00371,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,2026,2,2026-02,1,13.0,20252774.0,1,6
KH-00372,CÔNG TY CỔ PHẦN THƯƠNG MẠI MẶT TRỜI,2026,1,2026-01,1,130.0,220754936.0,1,20
KH-00372,CÔNG TY CỔ PHẦN THƯƠNG MẠI MẶT TRỜI,2026,2,2026-02,3,240.0,384633812.0,1,25
KH-00373,DOANH NGHIỆP TW THIÊN AN,2026,1,2026-01,2,29.0,47111094.0,2,4
KH-00374,CÔNG TY CỔ PHẦN XÂY DỰNG,2026,1,2026-01,3,88.0,128455521.0,4,21
KH-00374,CÔNG TY CỔ PHẦN XÂY DỰNG,2026,2,2026-02,2,102.0,145213927.0,3,33
KH-00375,CÔNG TY TNHH ĐẠI DƯƠNG,2026,1,2026-01,1,5.0,10716664.0,1,4
KH-00376,CÔNG TY TNHH THƯƠNG MẠI AN PHÁT,2026,1,2026-01,1,11.0,17373698.0,2,10
KH-00376,CÔNG TY TNHH THƯƠNG MẠI AN PHÁT,2026,2,2026-02,1,14.0,20743326.0,2,9
KH-00377,DOANH NGHIỆP TW PHÚ THỊNH,2026,1,2026-01,2,73.0,126285337.0,4,33
KH-00377,DOANH NGHIỆP TW PHÚ THỊNH,2026,2,2026-02,1,47.0,76427574.0,3,34
KH-00378,CỬA HÀNG XE ĐẠP VĨNH PHÁT,2026,1,2026-01,2,21.0,34553883.0,1,9
KH-00379,CÔNG TY TNHH MINH PHƯƠNG,2026,1,2026-01,3,414.0,648760002.0,2,22
KH-00379,CÔNG TY TNHH MINH PHƯƠNG,2026,2,2026-02,1,65.0,77455335.0,1,10
KH-00380,DOANH NGHIỆP TW HÙNG CƯỜNG,2026,1,2026-01,1,20.0,32087028.0,1,13
KH-00380,DOANH NGHIỆP TW HÙNG CƯỜNG,2026,2,2026-02,4,96.0,139192088.0,4,38
KH-00381,DOANH NGHIỆP TW TÚ ANH,2026,1,2026-01,1,20.0,31915547.0,1,11
KH-00381,DOANH NGHIỆP TW TÚ ANH,2026,2,2026-02,2,27.0,40151656.0,3,14
KH-00382,CÔNG TY TNHH LÊ ANH,2026,1,2026-01,3,55.0,93499980.0,1,16
KH-00382,CÔNG TY TNHH LÊ ANH,2026,2,2026-02,1,23.0,36706104.0,1,8
KH-00383,HỘ KINH DOANH VẠN LỢI,2026,1,2026-01,2,52.0,85199976.0,1,16
KH-00383,HỘ KINH DOANH VẠN LỢI,2026,2,2026-02,1,46.0,73937759.0,1,12
KH-00384,CỬA HÀNG XE ĐẠP PHÚC AN,2026,1,2026-01,1,22.0,33226102.0,2,13
KH-00384,CỬA HÀNG XE ĐẠP PHÚC AN,2026,2,2026-02,1,15.0,24718326.0,1,9
KH-00385,CÔNG TY CỔ PHẦN THƯƠNG MẠI THIÊN AN,2026,1,2026-01,2,51.0,99911078.0,1,9
KH-00385,CÔNG TY CỔ PHẦN THƯƠNG MẠI THIÊN AN,2026,2,2026-02,2,64.0,100461092.0,3,10
KH-00386,CÔNG TY TNHH THƯƠNG MẠI KHẢI HOÀN,2026,1,2026-01,2,73.0,118080708.0,4,26
KH-00386,CÔNG TY TNHH THƯƠNG MẠI KHẢI HOÀN,2026,2,2026-02,2,113.0,180566997.0,2,31
KH-00387,CÔNG TY CỔ PHẦN THANH BÌNH,2026,1,2026-01,1,104.0,160507270.0,3,62
KH-00387,CÔNG TY CỔ PHẦN THANH BÌNH,2026,2,2026-02,1,124.0,176865506.0,3,55
KH-00388,CÔNG TY CỔ PHẦN MẶT TRỜI,2026,1,2026-01,1,1.0,2768519.0,1,1
KH-00389,CÔNG TY CỔ PHẦN TRƯỜNG THỊNH,2026,1,2026-01,1,14.0,23752770.0,3,11
KH-00389,CÔNG TY CỔ PHẦN TRƯỜNG THỊNH,2026,2,2026-02,1,21.0,32316938.0,2,9
KH-00390,HỘ KINH DOANH ĐẠI LỢI,2026,1,2026-01,1,31.0,48513228.0,3,21
KH-00390,HỘ KINH DOANH ĐẠI LỢI,2026,2,2026-02,1,45.0,75352759.0,3,29
KH-00391,CÔNG TY TNHH THƯƠNG MẠI NAM TIẾN,2026,1,2026-01,1,15.0,27965179.0,3,12
KH-00392,HỘ KINH DOANH SƠN HÀ,2026,1,2026-01,1,17.0,27092767.0,1,8
KH-00392,HỘ KINH DOANH SƠN HÀ,2026,2,2026-02,1,19.0,29300550.0,2,7
KH-00393,CÔNG TY TNHH THƯƠNG MẠI SƠN HÀ,2026,1,2026-01,2,60.0,101101636.0,2,40
KH-00394,CÔNG TY TNHH THƯƠNG MẠI NAM TIẾN,2026,1,2026-01,1,45.0,71822204.0,1,17
KH-00395,HỘ KINH DOANH TÂY BẮC,2026,1,2026-01,1,28.0,49801286.0,2,14
KH-00395,HỘ KINH DOANH TÂY BẮC,2026,2,2026-02,1,14.0,17259990.0,2,7
KH-00396,CÔNG TY CỔ PHẦN VIỆT ANH,2026,1,2026-01,1,57.0,93184508.0,3,16
KH-00396,CÔNG TY CỔ PHẦN VIỆT ANH,2026,2,2026-02,1,25.0,25858314.0,2,6
KH-00397,CÔNG TY CỔ PHẦN THUỶ TIÊN,2026,1,2026-01,1,18.0,23213788.0,3,11
KH-00397,CÔNG TY CỔ PHẦN THUỶ TIÊN,2026,2,2026-02,3,51.0,64512932.0,3,22
KH-00398,CÔNG TY TNHH PHÚC AN,2026,1,2026-01,1,20.0,35105550.0,1,5
KH-00399,CÔNG TY TNHH ĐẠI LỢI,2026,1,2026-01,1,2.0,4611112.0,1,2
KH-00400,CÔNG TY TNHH XÂY DỰNG,2026,1,2026-01,1,1.0,4527778.0,0,1
KH-00401,HỘ KINH DOANH THUỶ TIÊN,2026,1,2026-01,1,12.0,22144902.0,4,10
KH-00402,CÔNG TY CỔ PHẦN ĐẠI LỢI,2026,1,2026-01,4,116.0,193503281.0,3,40
KH-00402,CÔNG TY CỔ PHẦN ĐẠI LỢI,2026,2,2026-02,2,146.0,176247601.0,3,25
KH-00403,CÔNG TY CỔ PHẦN THƯƠNG MẠI LONG PHÚ,2026,1,2026-01,1,43.0,64112490.0,2,13
KH-00403,CÔNG TY CỔ PHẦN THƯƠNG MẠI LONG PHÚ,2026,2,2026-02,1,31.0,48290546.0,2,9
KH-00404,HỘ KINH DOANH PHÚ THỊNH,2026,1,2026-01,2,38.0,61145546.0,3,4
KH-00404,HỘ KINH DOANH PHÚ THỊNH,2026,2,2026-02,3,91.0,150023860.0,2,13
KH-00405,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,2026,1,2026-01,1,56.0,100248865.0,3,20
KH-00406,CÔNG TY CỔ PHẦN THƯƠNG MẠI LONG PHÚ,2026,1,2026-01,1,50.0,82642778.0,2,21
KH-00407,DOANH NGHIỆP TW LONG PHÚ,2026,1,2026-01,2,36.0,61850722.0,4,15
KH-00407,DOANH NGHIỆP TW LONG PHÚ,2026,2,2026-02,1,12.0,28545921.0,2,12
KH-00408,CÔNG TY CỔ PHẦN MINH PHƯƠNG,2026,1,2026-01,1,18.0,39362212.0,1,4
KH-00408,CÔNG TY CỔ PHẦN MINH PHƯƠNG,2026,2,2026-02,2,46.0,90022025.0,3,13
KH-00409,CÔNG TY CỔ PHẦN THƯƠNG MẠI BÌNH MINH,2026,1,2026-01,1,10.0,18133330.0,1,3
KH-00410,CỬA HÀNG XE ĐẠP NAM TIẾN,2026,1,2026-01,2,91.0,142988859.0,2,10
KH-00411,CỬA HÀNG XE ĐẠP MẶT TRỜI,2026,1,2026-01,1,1.0,2361111.0,1,1
KH-00412,CÔNG TY TNHH TRÍ ĐỨC,2026,1,2026-01,1,3.0,6805556.0,1,2
KH-00413,CÔNG TY CỔ PHẦN CHI THÀNH,2026,1,2026-01,1,19.0,29907408.0,1,1
KH-00414,HỘ KINH DOANH ĐẠI LỢI,2026,1,2026-01,3,69.0,114034969.0,2,17
KH-00414,HỘ KINH DOANH ĐẠI LỢI,2026,2,2026-02,1,45.0,65963408.0,2,24
KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,2026,1,2026-01,2,56.0,108396647.0,2,16
KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,2026,2,2026-02,3,191.0,299934539.0,3,47
KH-00416,DOANH NGHIỆP TW HOÀ BÌNH,2026,1,2026-01,1,14.0,32353328.0,1,10
KH-00417,CÔNG TY CỔ PHẦN THƯƠNG MẠI VIỆT ANH,2026,1,2026-01,1,19.0,29619436.0,2,11
KH-00417,CÔNG TY CỔ PHẦN THƯƠNG MẠI VIỆT ANH,2026,2,2026-02,1,29.0,46146104.0,2,15
KH-00418,CÔNG TY CỔ PHẦN PHÚ THỊNH,2026,1,2026-01,1,3.0,7361112.0,1,2
KH-00419,DOANH NGHIỆP TW ĐẠI DƯƠNG,2026,1,2026-01,2,59.0,98137754.0,3,23
KH-00419,DOANH NGHIỆP TW ĐẠI DƯƠNG,2026,2,2026-02,1,30.0,48703319.0,3,14
KH-00420,CÔNG TY CỔ PHẦN QUANG VINH,2026,1,2026-01,2,50.0,80290918.0,3,21
KH-00420,CÔNG TY CỔ PHẦN QUANG VINH,2026,2,2026-02,1,23.0,36624618.0,3,10
KH-00421,DOANH NGHIỆP TW YÊN BÌNH,2026,1,2026-01,1,40.0,75644986.0,3,25
KH-00422,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,2026,1,2026-01,1,12.0,15861474.0,1,5
KH-00423,DOANH NGHIỆP TW THIÊN AN,2026,1,2026-01,3,63.0,112084976.0,3,16
KH-00423,DOANH NGHIỆP TW THIÊN AN,2026,2,2026-02,2,80.0,136383665.0,2,11
KH-00424,CÔNG TY TNHH TRÍ ĐỨC,2026,1,2026-01,1,20.0,57611102.0,0,11
KH-00424,CÔNG TY TNHH TRÍ ĐỨC,2026,2,2026-02,1,10.0,19876663.0,2,6
KH-00425,CỬA HÀNG XE ĐẠP MINH PHƯƠNG,2026,1,2026-01,1,49.0,78216095.0,4,29
KH-00425,CỬA HÀNG XE ĐẠP MINH PHƯƠNG,2026,2,2026-02,1,23.0,42792765.0,1,9
KH-00426,CÔNG TY CỔ PHẦN THƯƠNG MẠI THIÊN AN,2026,1,2026-01,1,19.0,31055551.0,1,7
KH-00426,CÔNG TY CỔ PHẦN THƯƠNG MẠI THIÊN AN,2026,2,2026-02,2,119.0,195965160.0,2,22
KH-00427,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÚ ANH,2026,1,2026-01,1,50.0,110648148.0,1,1
KH-00428,CỬA HÀNG XE ĐẠP NAM TIẾN,2026,1,2026-01,1,68.0,119609411.0,4,16
KH-00428,CỬA HÀNG XE ĐẠP NAM TIẾN,2026,2,2026-02,1,18.0,35747486.0,1,7
KH-00429,CỬA HÀNG XE ĐẠP XUÂN MAI,2026,1,2026-01,1,26.0,38662392.0,4,23
KH-00430,CÔNG TY CỔ PHẦN BÌNH MINH,2026,1,2026-01,2,29.0,44446658.0,2,13
KH-00431,CÔNG TY CỔ PHẦN THƯƠNG MẠI KHẢI HOÀN,2026,1,2026-01,1,11.0,17887217.0,2,4
KH-00432,CÔNG TY TNHH THƯƠNG MẠI THUỶ TIÊN,2026,1,2026-01,1,27.0,41172304.0,3,18
KH-00432,CÔNG TY TNHH THƯƠNG MẠI THUỶ TIÊN,2026,2,2026-02,1,16.0,18677211.0,3,10
KH-00433,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRƯỜNG THỊNH,2026,1,2026-01,1,30.0,49297210.0,1,21
KH-00434,HỘ KINH DOANH TRƯỜNG THỊNH,2026,1,2026-01,1,20.0,32716104.0,2,15
KH-00434,HỘ KINH DOANH TRƯỜNG THỊNH,2026,2,2026-02,1,15.0,20544251.0,3,11
KH-00435,DOANH NGHIỆP TW NGỌC ANH,2026,1,2026-01,2,22.0,34497214.0,2,14
KH-00435,DOANH NGHIỆP TW NGỌC ANH,2026,2,2026-02,1,9.0,13042404.0,4,6
KH-00436,CÔNG TY TNHH XÂY DỰNG,2026,1,2026-01,1,40.0,58825538.0,2,14
KH-00436,CÔNG TY TNHH XÂY DỰNG,2026,2,2026-02,1,16.0,23712491.0,2,6
KH-00437,DOANH NGHIỆP TW HÙNG CƯỜNG,2026,1,2026-01,1,10.0,16189996.0,1,7
KH-00437,DOANH NGHIỆP TW HÙNG CƯỜNG,2026,2,2026-02,1,15.0,23752773.0,2,14
KH-00438,CỬA HÀNG XE ĐẠP ĐẠI LỢI,2026,1,2026-01,1,25.0,44257772.0,2,8
KH-00438,CỬA HÀNG XE ĐẠP ĐẠI LỢI,2026,2,2026-02,1,10.0,15305550.0,1,1
KH-00439,DOANH NGHIỆP TW THUỶ TIÊN,2026,1,2026-01,1,22.0,37204436.0,3,11
KH-00440,CÔNG TY TNHH THƯƠNG MẠI ĐÔNG NAM,2026,1,2026-01,1,2.0,3088888.0,1,1
KH-00440,CÔNG TY TNHH THƯƠNG MẠI ĐÔNG NAM,2026,2,2026-02,2,21.0,34017491.0,3,19
KH-00441,CỬA HÀNG XE ĐẠP NGỌC ANH,2026,1,2026-01,2,44.0,66861268.0,2,12
KH-00441,CỬA HÀNG XE ĐẠP NGỌC ANH,2026,2,2026-02,1,35.0,54400554.0,2,8
KH-00442,CÔNG TY TNHH HOÀ BÌNH,2026,1,2026-01,2,31.0,50945544.0,1,7
KH-00443,CÔNG TY TNHH HÙNG CƯỜNG,2026,1,2026-01,1,10.0,23242219.0,1,5
KH-00444,CÔNG TY TNHH THƯƠNG MẠI SÁN LẠP,2026,1,2026-01,1,30.0,56593877.0,3,22
KH-00444,CÔNG TY TNHH THƯƠNG MẠI SÁN LẠP,2026,2,2026-02,1,44.0,69403870.0,2,22
KH-00445,CÔNG TY CỔ PHẦN TÂN TIẾN,2026,1,2026-01,1,17.0,20933330.0,2,5
KH-00446,CÔNG TY TNHH THƯƠNG MẠI MINH PHƯƠNG,2026,1,2026-01,1,21.0,22567396.0,1,11
KH-00447,CÔNG TY TNHH THƯƠNG MẠI KHẢI HOÀN,2026,1,2026-01,1,15.0,28011846.0,1,13
KH-00447,CÔNG TY TNHH THƯƠNG MẠI KHẢI HOÀN,2026,2,2026-02,2,46.0,72664798.0,3,24
KH-00448,CÔNG TY TNHH THUỶ TIÊN,2026,1,2026-01,1,12.0,15771104.0,2,5
KH-00449,CÔNG TY CỔ PHẦN THUỶ TIÊN,2026,1,2026-01,1,11.0,16652772.0,2,4
KH-00450,HỘ KINH DOANH QUANG VINH,2026,1,2026-01,1,27.0,35684616.0,3,11
KH-00451,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRƯỜNG THỊNH,2026,1,2026-01,1,17.0,28180365.0,2,8
KH-00452,CÔNG TY CỔ PHẦN THƯƠNG MẠI BÌNH MINH,2026,1,2026-01,1,32.0,50632220.0,2,6
KH-00452,CÔNG TY CỔ PHẦN THƯƠNG MẠI BÌNH MINH,2026,2,2026-02,1,20.0,30611100.0,1,1
KH-00453,CÔNG TY TNHH YÊN BÌNH,2026,1,2026-01,2,65.0,103187758.0,1,23
KH-00453,CÔNG TY TNHH YÊN BÌNH,2026,2,2026-02,2,78.0,123807751.0,1,16
KH-00454,HỘ KINH DOANH LONG PHÚ,2026,1,2026-01,1,20.0,42573326.0,2,14
KH-00455,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,2026,1,2026-01,1,49.0,82253317.0,2,18
KH-00456,CÔNG TY TNHH THƯƠNG MẠI AN PHÁT,2026,1,2026-01,1,45.0,63827764.0,2,12
KH-00457,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,2026,1,2026-01,1,12.0,18777768.0,1,8
KH-00457,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,2026,2,2026-02,1,42.0,62920168.0,2,20
KH-00458,HỘ KINH DOANH VẠN LỢI,2026,1,2026-01,2,70.0,117002752.0,1,21
KH-00458,HỘ KINH DOANH VẠN LỢI,2026,2,2026-02,1,42.0,65442108.0,3,19
KH-00459,CÔNG TY CỔ PHẦN TOÀN THẮNG,2026,1,2026-01,2,31.0,51079989.0,3,12
KH-00460,DOANH NGHIỆP TW THUỶ TIÊN,2026,1,2026-01,1,10.0,16361110.0,0,2
KH-00461,CÔNG TY TNHH THUỶ TIÊN,2026,1,2026-01,1,10.0,22685185.0,1,1
KH-00461,CÔNG TY TNHH THUỶ TIÊN,2026,2,2026-02,1,30.0,68055555.0,1,2
KH-00462,HỘ KINH DOANH TRƯỜNG THỊNH,2026,1,2026-01,2,2.0,4981482.0,1,2
KH-00463,CÔNG TY TNHH THƯƠNG MẠI YÊN BÌNH,2026,1,2026-01,3,124.0,210773294.0,2,28
KH-00463,CÔNG TY TNHH THƯƠNG MẠI YÊN BÌNH,2026,2,2026-02,2,129.0,209816625.0,2,28
KH-00464,CÔNG TY TNHH THƯƠNG MẠI KHẢI HOÀN,2026,1,2026-01,1,15.0,25797586.0,3,13
KH-00465,CÔNG TY CỔ PHẦN KHẢI HOÀN,2026,1,2026-01,1,22.0,34894436.0,2,11
KH-00466,HỘ KINH DOANH HÙNG CƯỜNG,2026,1,2026-01,1,32.0,56339800.0,3,23
KH-00466,HỘ KINH DOANH HÙNG CƯỜNG,2026,2,2026-02,1,45.0,68568961.0,2,15
KH-00467,DOANH NGHIỆP TW TÂY BẮC,2026,1,2026-01,1,21.0,46177214.0,1,16
KH-00467,DOANH NGHIỆP TW TÂY BẮC,2026,2,2026-02,1,10.0,16894441.0,1,8
KH-00468,CÔNG TY CỔ PHẦN KHẢI HOÀN,2026,1,2026-01,1,19.0,28953046.0,2,10
KH-00469,CỬA HÀNG XE ĐẠP HOÀ BÌNH,2026,1,2026-01,1,33.0,52729062.0,3,13
KH-00469,CỬA HÀNG XE ĐẠP HOÀ BÌNH,2026,2,2026-02,1,40.0,72564430.0,3,26
KH-00470,CÔNG TY CỔ PHẦN VĨNH PHÁT,2026,1,2026-01,1,16.0,25285547.0,1,7
KH-00471,CÔNG TY CỔ PHẦN TRÍ ĐỨC,2026,1,2026-01,1,40.0,55482205.0,3,17
KH-00472,CÔNG TY CỔ PHẦN TRÍ ĐỨC,2026,1,2026-01,2,30.0,50409246.0,4,23
KH-00473,CÔNG TY TNHH TRÍ ĐỨC,2026,1,2026-01,1,13.0,20212216.0,1,4
KH-00474,HỘ KINH DOANH MẶT TRỜI,2026,1,2026-01,1,24.0,39804429.0,1,10
KH-00475,CỬA HÀNG XE ĐẠP THIÊN AN,2026,1,2026-01,1,9.0,18287774.0,2,4
KH-00475,CỬA HÀNG XE ĐẠP THIÊN AN,2026,2,2026-02,1,35.0,54253693.0,3,17
KH-00476,CÔNG TY CỔ PHẦN THƯƠNG MẠI MẶT TRỜI,2026,1,2026-01,1,25.0,37425540.0,3,8
KH-00476,CÔNG TY CỔ PHẦN THƯƠNG MẠI MẶT TRỜI,2026,2,2026-02,2,55.0,80971830.0,3,17
KH-00477,CỬA HÀNG XE ĐẠP ĐẠI LỢI,2026,1,2026-01,1,38.0,69020445.0,2,13
