so_number,order_date,fiscal_year,fiscal_month,fiscal_quarter,customer_code,customer_name,province_name,region,tong_dong,tong_sl,tong_tien,so_nhom_sp,so_sku
BH26.0088,2026-01-16,2026,1,1,KH-00374,CÔNG TY CỔ PHẦN XÂY DỰNG,Hưng Yên,Miền Bắc,6,18.0,27262210.0,2,6
BH26.0089,2026-01-16,2026,1,1,KH-00375,CÔNG TY TNHH ĐẠI DƯƠNG,Hà Nội,Miền Bắc,4,5.0,10716664.0,1,4
BH26.0090,2026-01-16,2026,1,1,KH-00376,CÔNG TY TNHH THƯƠNG MẠI AN PHÁT,Hà Nội,Miền Bắc,10,11.0,17373698.0,2,10
BH26.0092,2026-01-16,2026,1,1,KH-00378,CỬA HÀNG XE ĐẠP VĨNH PHÁT,Hà Nội,Miền Bắc,6,11.0,18376110.0,1,6
BH26.0097,2026-01-16,2026,1,1,KH-00383,HỘ KINH DOANH VẠN LỢI,Ninh Bình,Miền Bắc,12,31.0,49539988.0,1,12
BH26.0094,2026-01-16,2026,1,1,KH-00380,DOANH NGHIỆP TW HÙNG CƯỜNG,Ninh Bình,Miền Bắc,14,20.0,32087028.0,1,13
BH26.0095,2026-01-16,2026,1,1,KH-00381,DOANH NGHIỆP TW TÚ ANH,Ninh Bình,Miền Bắc,14,20.0,31915547.0,1,11
BH26.0096,2026-01-16,2026,1,1,KH-00382,CÔNG TY TNHH LÊ ANH,Ninh Bình,Miền Bắc,9,20.0,38588880.0,1,9
BH26.0098,2026-01-16,2026,1,1,KH-00384,CỬA HÀNG XE ĐẠP PHÚC AN,TP Hải Phòng,Miền Bắc,13,22.0,33226102.0,2,13
BH26.0099,2026-01-16,2026,1,1,KH-00385,CÔNG TY CỔ PHẦN THƯƠNG MẠI THIÊN AN,Hải Dương,Miền Bắc,1,10.0,29744440.0,0,1
BH26.0085,2026-01-16,2026,1,1,KH-00372,CÔNG TY CỔ PHẦN THƯƠNG MẠI MẶT TRỜI,Thanh Hóa,Miền Trung,21,130.0,220754936.0,1,20
BH26.0093,2026-01-16,2026,1,1,KH-00379,CÔNG TY TNHH MINH PHƯƠNG,Thái Nguyên,Miền Bắc,13,129.0,218849952.0,2,13
BH26.0084,2026-01-16,2026,1,1,KH-00366,HỘ KINH DOANH THIÊN AN,Nghệ An,Miền Trung,1,3.0,8923332.0,0,1
BH26.0070,2026-01-16,2026,1,1,KH-00091,CÔNG TY TNHH BÌNH MINH,Hà Nội,Miền Bắc,26,82.0,105110000.0,4,26
BH26.0082,2026-01-16,2026,1,1,KH-00370,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,Bắc Ninh,Miền Bắc,10,13.0,28205550.0,2,10
BH26.0068,2026-01-16,2026,1,1,KH-00363,HỘ KINH DOANH ĐẠI LỢI,Hải Phòng,Miền Bắc,8,19.0,40148881.0,3,8
BH26.0069,2026-01-16,2026,1,1,KH-00364,DOANH NGHIỆP TW XUÂN MAI,TP Hải Phòng,Miền Bắc,21,54.0,92652204.0,2,20
BH26.0071,2026-01-16,2026,1,1,KH-00006,CÔNG TY TNHH CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,8,13.0,21438795.0,2,8
BH26.0072,2026-01-16,2026,1,1,KH-00006,CÔNG TY TNHH CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,1,3.0,3400833.0,1,1
BH26.0073,2026-01-16,2026,1,1,KH-00006,CÔNG TY TNHH CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,7,10.0,19107406.0,1,7
BH26.0074,2026-01-16,2026,1,1,KH-00006,CÔNG TY TNHH CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,5,7.0,9646389.0,2,5
BH26.0083,2026-01-16,2026,1,1,KH-00371,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,Bắc Ninh,Miền Bắc,7,14.0,21866662.0,1,6
BH26.0076,2026-01-16,2026,1,1,KH-00365,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRÍ ĐỨC,Hà Nội,Miền Bắc,12,17.0,23108230.0,3,12
BH26.0077,2026-01-16,2026,1,1,KH-00366,HỘ KINH DOANH THIÊN AN,Nghệ An,Miền Trung,18,123.0,200177829.0,2,18
BH26.0078,2026-01-16,2026,1,1,KH-00367,CÔNG TY CỔ PHẦN ĐÔNG NAM,Thanh Hóa,Miền Trung,11,37.0,68896093.0,2,11
BH26.0079,2026-01-16,2026,1,1,KH-00368,HỘ KINH DOANH HOÀ BÌNH,Hà Nội,Miền Bắc,16,32.0,54000819.0,3,16
BH26.0080,2026-01-16,2026,1,1,KH-00369,CÔNG TY TNHH VẠN LỢI,Hà Nội,Miền Bắc,8,15.0,19160546.0,2,8
BH26.0081,2026-01-16,2026,1,1,KH-00076,CỬA HÀNG XE ĐẠP ĐẠI LỢI,Bắc Giang,Miền Bắc,21,123.0,210780700.0,2,19
BH26.0075,2026-01-16,2026,1,1,KH-00006,CÔNG TY TNHH CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,7,9.0,12198796.0,2,7
BH26.0102,2026-01-17,2026,1,1,KH-00387,CÔNG TY CỔ PHẦN THANH BÌNH,Bắc Ninh,Miền Bắc,62,104.0,160507270.0,3,62
BH26.0101,2026-01-17,2026,1,1,KH-00386,CÔNG TY TNHH THƯƠNG MẠI KHẢI HOÀN,Hà Nam,Miền Bắc,13,25.0,41064063.0,3,12
BH26.0100,2026-01-17,2026,1,1,KH-00008,CÔNG TY CỔ PHẦN YÊN BÌNH,Hưng Yên,Miền Bắc,1,2.0,7037038.0,0,1
BH26.0113,2026-01-19,2026,1,1,KH-00392,HỘ KINH DOANH SƠN HÀ,Hà Tĩnh,Miền Trung,8,17.0,27092767.0,1,8
BH26.0118,2026-01-19,2026,1,1,KH-00397,CÔNG TY CỔ PHẦN THUỶ TIÊN,Lào Cai,Miền Bắc,11,18.0,23213788.0,3,11
BH26.0117,2026-01-19,2026,1,1,KH-00396,CÔNG TY CỔ PHẦN VIỆT ANH,Bắc Ninh,Miền Bắc,16,57.0,93184508.0,3,16
BH26.0116,2026-01-19,2026,1,1,KH-00395,HỘ KINH DOANH TÂY BẮC,Bắc Ninh,Miền Bắc,14,28.0,49801286.0,2,14
BH26.0115,2026-01-19,2026,1,1,KH-00394,CÔNG TY TNHH THƯƠNG MẠI NAM TIẾN,Thanh Hóa,Miền Trung,17,45.0,71822204.0,1,17
BH26.0114,2026-01-19,2026,1,1,KH-00393,CÔNG TY TNHH THƯƠNG MẠI SƠN HÀ,Thanh Hóa,Miền Trung,35,38.0,67906094.0,2,35
BH26.0112,2026-01-19,2026,1,1,KH-00391,CÔNG TY TNHH THƯƠNG MẠI NAM TIẾN,Hà Tĩnh,Miền Trung,12,15.0,27965179.0,3,12
BH26.0107,2026-01-19,2026,1,1,KH-00389,CÔNG TY CỔ PHẦN TRƯỜNG THỊNH,Thanh Hoá,Miền Trung,11,14.0,23752770.0,3,11
BH26.0110,2026-01-19,2026,1,1,KH-00390,HỘ KINH DOANH ĐẠI LỢI,Hà Nội,Miền Bắc,22,31.0,48513228.0,3,21
BH26.0109,2026-01-19,2026,1,1,KH-00336,CÔNG TY CỔ PHẦN LONG PHÚ,Bắc Ninh,Miền Bắc,1,1.0,2268519.0,1,1
BH26.0108,2026-01-19,2026,1,1,KH-00014,HỘ KINH DOANH LONG PHÚ,Bắc Ninh,Miền Bắc,10,21.0,39473324.0,1,7
BH26.0105,2026-01-19,2026,1,1,KH-00134,DOANH NGHIỆP TW PHÚ THỊNH,Quảng Nam,Miền Trung,14,68.0,115930528.0,1,14
BH26.0104,2026-01-19,2026,1,1,KH-00134,DOANH NGHIỆP TW PHÚ THỊNH,Quảng Nam,Miền Trung,4,17.0,28748881.0,1,4
BH26.0103,2026-01-19,2026,1,1,KH-00388,CÔNG TY CỔ PHẦN MẶT TRỜI,Hà Nội,Miền Bắc,1,1.0,2768519.0,1,1
BH26.0111,2026-01-19,2026,1,1,KH-00088,CỬA HÀNG XE ĐẠP SÁN LẠP,Nghệ An,Miền Trung,8,49.0,72584440.0,3,8
BH26.0124,2026-01-20,2026,1,1,KH-00157,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,Hà Nội,Miền Bắc,1,1.0,4527778.0,0,1
BH26.0123,2026-01-20,2026,1,1,KH-00399,CÔNG TY TNHH ĐẠI LỢI,Hà Nội,Miền Bắc,2,2.0,4611112.0,1,2
BH26.0122,2026-01-20,2026,1,1,KH-00091,CÔNG TY TNHH BÌNH MINH,Hà Nội,Miền Bắc,39,172.0,207570000.0,4,39
BH26.0120,2026-01-20,2026,1,1,KH-00398,CÔNG TY TNHH PHÚC AN,TP Đà Nẵng,Miền Bắc,5,20.0,35105550.0,1,5
BH26.0119,2026-01-20,2026,1,1,KH-00157,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,Hà Nội,Miền Bắc,1,1.0,4527778.0,0,1
BH26.0121,2026-01-20,2026,1,1,KH-00039,CÔNG TY CỔ PHẦN ĐÔNG NAM,Phú Quốc,Miền Bắc,1,30.0,61250010.0,1,1
BH26.0133,2026-01-21,2026,1,1,KH-00157,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,Hà Nội,Miền Bắc,1,1.0,1842593.0,1,1
BH26.0136,2026-01-21,2026,1,1,KH-00157,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,Hà Nội,Miền Bắc,1,1.0,1379630.0,1,1
BH26.0135,2026-01-21,2026,1,1,KH-00157,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,Hà Nội,Miền Bắc,1,1.0,2361111.0,1,1
BH26.0134,2026-01-21,2026,1,1,KH-00157,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,Hà Nội,Miền Bắc,1,1.0,4527778.0,0,1
BH26.0131,2026-01-21,2026,1,1,KH-00157,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,Hà Nội,Miền Bắc,1,1.0,4527778.0,0,1
BH26.0132,2026-01-21,2026,1,1,KH-00157,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,Hà Nội,Miền Bắc,1,1.0,2129630.0,0,1
BH26.0129,2026-01-21,2026,1,1,KH-00157,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,Hà Nội,Miền Bắc,1,1.0,4527778.0,0,1
BH26.0130,2026-01-21,2026,1,1,KH-00157,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,Hà Nội,Miền Bắc,1,1.0,2212963.0,0,1
BH26.0128,2026-01-21,2026,1,1,KH-00091,CÔNG TY TNHH BÌNH MINH,Hà Nội,Miền Bắc,4,5.0,6500000.0,1,4
BH26.0127,2026-01-21,2026,1,1,KH-00157,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,Hà Nội,Miền Bắc,1,1.0,2500000.0,0,1
BH26.0126,2026-01-21,2026,1,1,KH-00400,CÔNG TY TNHH XÂY DỰNG,Đồng Nai,Miền Nam,1,1.0,4527778.0,0,1
BH26.0125,2026-01-21,2026,1,1,KH-00157,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,Hà Nội,Miền Bắc,1,1.0,1657407.0,0,1
BH26.0156,2026-01-22,2026,1,1,KH-00409,CÔNG TY CỔ PHẦN THƯƠNG MẠI BÌNH MINH,Thanh Hoá,Miền Trung,3,10.0,18133330.0,1,3
BH26.0157,2026-01-22,2026,1,1,KH-00385,CÔNG TY CỔ PHẦN THƯƠNG MẠI THIÊN AN,Hải Dương,Miền Bắc,9,41.0,70166638.0,1,8
BH26.0158,2026-01-22,2026,1,1,KH-00410,CỬA HÀNG XE ĐẠP NAM TIẾN,Nghệ An,Miền Trung,9,55.0,91880535.0,2,9
BH26.0159,2026-01-22,2026,1,1,KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,Ninh Bình,Miền Bắc,13,72.0,112892751.0,3,13
BH26.0160,2026-01-22,2026,1,1,KH-00027,HỘ KINH DOANH ĐẠI DƯƠNG,Hà Nội,Miền Bắc,15,40.0,73304793.0,2,15
BH26.0161,2026-01-22,2026,1,1,KH-00157,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,Hà Nội,Miền Bắc,1,1.0,3518519.0,0,1
BH26.0163,2026-01-22,2026,1,1,KH-00169,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,Ninh Bình,Miền Bắc,16,30.0,52676656.0,1,14
BH26.0154,2026-01-22,2026,1,1,KH-00408,CÔNG TY CỔ PHẦN MINH PHƯƠNG,Thanh Hóa,Miền Trung,4,18.0,39362212.0,1,4
BH26.0164,2026-01-22,2026,1,1,KH-00079,CÔNG TY TNHH ĐÔNG NAM,Bắc Giang,Miền Bắc,9,15.0,26234438.0,2,9
BH26.0165,2026-01-22,2026,1,1,KH-00079,CÔNG TY TNHH ĐÔNG NAM,Bắc Giang,Miền Bắc,8,13.0,21617775.0,1,8
BH26.0166,2026-01-22,2026,1,1,KH-00076,CỬA HÀNG XE ĐẠP ĐẠI LỢI,Bắc Giang,Miền Bắc,6,36.0,67516656.0,1,3
BH26.0167,2026-01-22,2026,1,1,KH-00157,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,Hà Nội,Miền Bắc,1,1.0,2768519.0,0,1
BH26.0168,2026-01-22,2026,1,1,KH-00411,CỬA HÀNG XE ĐẠP MẶT TRỜI,Hà Nội,Miền Bắc,1,1.0,2361111.0,1,1
BH26.0162,2026-01-22,2026,1,1,KH-00219,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,Ninh Bình,Miền Bắc,15,42.0,72395541.0,1,12
BH26.0153,2026-01-22,2026,1,1,KH-00407,DOANH NGHIỆP TW LONG PHÚ,Đà Nẵng,Miền Trung,15,18.0,30925361.0,4,15
BH26.0155,2026-01-22,2026,1,1,KH-00404,HỘ KINH DOANH PHÚ THỊNH,Thanh Hóa,Miền Trung,1,15.0,27199995.0,1,1
BH26.0151,2026-01-22,2026,1,1,KH-00049,CÔNG TY CỔ PHẦN THUỶ TIÊN,Bắc Ninh,Miền Bắc,2,6.0,16416664.0,1,2
BH26.0137,2026-01-22,2026,1,1,KH-00006,CÔNG TY TNHH CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,1,3.0,3400833.0,1,1
BH26.0152,2026-01-22,2026,1,1,KH-00406,CÔNG TY CỔ PHẦN THƯƠNG MẠI LONG PHÚ,Hưng Yên,Miền Bắc,21,50.0,82642778.0,2,21
BH26.0139,2026-01-22,2026,1,1,KH-00006,CÔNG TY TNHH CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,5,8.0,12205924.0,2,5
BH26.0140,2026-01-22,2026,1,1,KH-00006,CÔNG TY TNHH CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,5,10.0,19050368.0,2,5
BH26.0141,2026-01-22,2026,1,1,KH-00006,CÔNG TY TNHH CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,2,2.0,2837592.0,1,2
BH26.0142,2026-01-22,2026,1,1,KH-00006,CÔNG TY TNHH CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,5,12.0,18166296.0,1,5
BH26.0143,2026-01-22,2026,1,1,KH-00401,HỘ KINH DOANH THUỶ TIÊN,Hà Nội,Miền Bắc,10,12.0,22144902.0,4,10
BH26.0138,2026-01-22,2026,1,1,KH-00006,CÔNG TY TNHH CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,4,10.0,16184258.0,3,4
BH26.0145,2026-01-22,2026,1,1,KH-00402,CÔNG TY CỔ PHẦN ĐẠI LỢI,Hà Nội,Miền Bắc,24,42.0,75334150.0,2,18
BH26.0146,2026-01-22,2026,1,1,KH-00402,CÔNG TY CỔ PHẦN ĐẠI LỢI,Hà Nội,Miền Bắc,1,1.0,1483333.0,1,1
BH26.0147,2026-01-22,2026,1,1,KH-00402,CÔNG TY CỔ PHẦN ĐẠI LỢI,Hà Nội,Miền Bắc,19,41.0,59887572.0,3,17
BH26.0148,2026-01-22,2026,1,1,KH-00403,CÔNG TY CỔ PHẦN THƯƠNG MẠI LONG PHÚ,Thanh Hóa,Miền Trung,13,43.0,64112490.0,2,13
BH26.0149,2026-01-22,2026,1,1,KH-00404,HỘ KINH DOANH PHÚ THỊNH,Thanh Hóa,Miền Trung,3,23.0,33945551.0,3,3
BH26.0150,2026-01-22,2026,1,1,KH-00405,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,Thanh Hóa,Miền Trung,20,56.0,100248865.0,3,20
BH26.0144,2026-01-22,2026,1,1,KH-00024,CÔNG TY TNHH MINH PHƯƠNG,Ninh Bình,Miền Bắc,27,59.0,98614425.0,3,25
BH26.0183,2026-01-23,2026,1,1,KH-00007,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,Lê Hoàn - Thị trấn Thọ Xuân - Huyện Thọ Xuân - Thanh Hoá,Miền Bắc,1,1.0,2974444.0,0,1
BH26.0184,2026-01-23,2026,1,1,KH-00180,CÔNG TY TNHH THƯƠNG MẠI VẠN LỢI,Thanh Hoá,Miền Trung,12,31.0,52681101.0,1,12
BH26.0185,2026-01-23,2026,1,1,KH-00420,CÔNG TY CỔ PHẦN QUANG VINH,Đà Nẵng,Miền Trung,6,22.0,34211110.0,2,6
BH26.0186,2026-01-23,2026,1,1,KH-00421,DOANH NGHIỆP TW YÊN BÌNH,Hòa Bình,Miền Bắc,27,40.0,75644986.0,3,25
BH26.0190,2026-01-23,2026,1,1,KH-00424,CÔNG TY TNHH TRÍ ĐỨC,Hà Nội,Miền Bắc,11,20.0,57611102.0,0,11
BH26.0188,2026-01-23,2026,1,1,KH-00422,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,Hà Nội,Miền Bắc,5,12.0,15861474.0,1,5
BH26.0189,2026-01-23,2026,1,1,KH-00423,DOANH NGHIỆP TW THIÊN AN,Bắc Giang,Miền Bắc,10,27.0,48874436.0,1,10
BH26.0191,2026-01-23,2026,1,1,KH-00425,CỬA HÀNG XE ĐẠP MINH PHƯƠNG,Thanh Hóa,Miền Trung,29,49.0,78216095.0,4,29
BH26.0182,2026-01-23,2026,1,1,KH-00419,DOANH NGHIỆP TW ĐẠI DƯƠNG,Hà Nội,Miền Bắc,13,29.0,45393875.0,2,13
BH26.0187,2026-01-23,2026,1,1,KH-00091,CÔNG TY TNHH BÌNH MINH,Hà Nội,Miền Bắc,11,46.0,44990000.0,2,11
BH26.0181,2026-01-23,2026,1,1,KH-00418,CÔNG TY CỔ PHẦN PHÚ THỊNH,Hà Nội,Miền Bắc,2,3.0,7361112.0,1,2
BH26.0173,2026-01-23,2026,1,1,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,Thanh Hóa,Miền Trung,10,35.0,51897767.0,2,10
BH26.0179,2026-01-23,2026,1,1,KH-00019,CÔNG TY CỔ PHẦN THƯƠNG MẠI LÊ ANH,TP. Hồ Chí Minh,Miền Nam,10,32.0,67096944.0,4,10
BH26.0178,2026-01-23,2026,1,1,KH-00019,CÔNG TY CỔ PHẦN THƯƠNG MẠI LÊ ANH,TP. Hồ Chí Minh,Miền Nam,5,26.0,66711945.0,1,5
BH26.0177,2026-01-23,2026,1,1,KH-00019,CÔNG TY CỔ PHẦN THƯƠNG MẠI LÊ ANH,TP. Hồ Chí Minh,Miền Nam,6,22.0,35291666.0,4,6
BH26.0176,2026-01-23,2026,1,1,KH-00417,CÔNG TY CỔ PHẦN THƯƠNG MẠI VIỆT ANH,Quảng Ninh,Miền Bắc,11,19.0,29619436.0,2,11
BH26.0175,2026-01-23,2026,1,1,KH-00416,DOANH NGHIỆP TW HOÀ BÌNH,Quảng Ninh,Miền Bắc,10,14.0,32353328.0,1,10
BH26.0174,2026-01-23,2026,1,1,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,Thanh Hóa,Miền Trung,6,21.0,56498880.0,1,6
BH26.0172,2026-01-23,2026,1,1,KH-00414,HỘ KINH DOANH ĐẠI LỢI,Hà Nội,Miền Bắc,10,35.0,57147577.0,2,10
BH26.0171,2026-01-23,2026,1,1,KH-00414,HỘ KINH DOANH ĐẠI LỢI,Hà Nội,Miền Bắc,7,18.0,30818882.0,1,7
BH26.0170,2026-01-23,2026,1,1,KH-00413,CÔNG TY CỔ PHẦN CHI THÀNH,TP Hải Phòng,Miền Bắc,1,19.0,29907408.0,1,1
BH26.0169,2026-01-23,2026,1,1,KH-00412,CÔNG TY TNHH TRÍ ĐỨC,Hưng Yên,Miền Bắc,2,3.0,6805556.0,1,2
BH26.0180,2026-01-23,2026,1,1,KH-00019,CÔNG TY CỔ PHẦN THƯƠNG MẠI LÊ ANH,TP. Hồ Chí Minh,Miền Nam,9,20.0,41772500.0,4,9
BH26.0232,2026-01-24,2026,1,1,KH-00448,CÔNG TY TNHH THUỶ TIÊN,Hà Nội,Miền Bắc,5,12.0,15771104.0,2,5
BH26.0231,2026-01-24,2026,1,1,KH-00447,CÔNG TY TNHH THƯƠNG MẠI KHẢI HOÀN,Hà Nội,Miền Bắc,13,15.0,28011846.0,1,13
BH26.0230,2026-01-24,2026,1,1,KH-00446,CÔNG TY TNHH THƯƠNG MẠI MINH PHƯƠNG,Quảng Trị,Miền Trung,11,21.0,22567396.0,1,11
BH26.0229,2026-01-24,2026,1,1,KH-00445,CÔNG TY CỔ PHẦN TÂN TIẾN,Quảng Ngãi,Miền Trung,5,17.0,20933330.0,2,5
BH26.0224,2026-01-24,2026,1,1,KH-00443,CÔNG TY TNHH HÙNG CƯỜNG,Hà Nội,Miền Bắc,5,10.0,23242219.0,1,5
BH26.0227,2026-01-24,2026,1,1,KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,Hà Nội,Miền Bắc,20,30.0,49938692.0,4,18
BH26.0226,2026-01-24,2026,1,1,KH-00340,CÔNG TY TNHH THANH BÌNH,Hà Nội,Miền Bắc,4,11.0,18082774.0,1,4
BH26.0225,2026-01-24,2026,1,1,KH-00444,CÔNG TY TNHH THƯƠNG MẠI SÁN LẠP,Hà Nội,Miền Bắc,22,30.0,56593877.0,3,22
BH26.0233,2026-01-24,2026,1,1,KH-00449,CÔNG TY CỔ PHẦN THUỶ TIÊN,Phú Thọ,Miền Bắc,5,11.0,16652772.0,2,4
BH26.0223,2026-01-24,2026,1,1,KH-00113,DOANH NGHIỆP TW XÂY DỰNG,Thanh Hoá,Miền Trung,6,15.0,23649439.0,1,6
BH26.0228,2026-01-24,2026,1,1,KH-00407,DOANH NGHIỆP TW LONG PHÚ,Đà Nẵng,Miền Trung,15,18.0,30925361.0,4,15
BH26.0234,2026-01-24,2026,1,1,KH-00355,DOANH NGHIỆP TW PHÚC AN,Thanh Hóa,Miền Trung,7,19.0,28953320.0,2,5
BH26.0240,2026-01-24,2026,1,1,KH-00360,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,Thanh Hóa,Miền Trung,9,35.0,54617756.0,1,9
BH26.0236,2026-01-24,2026,1,1,KH-00359,CÔNG TY CỔ PHẦN VẠN LỢI,Hà Nội,Miền Bắc,9,34.0,59306653.0,1,9
BH26.0237,2026-01-24,2026,1,1,KH-00450,HỘ KINH DOANH QUANG VINH,Thanh Hoá,Miền Trung,11,27.0,35684616.0,3,11
BH26.0238,2026-01-24,2026,1,1,KH-00451,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRƯỜNG THỊNH,Phú Thọ,Miền Bắc,8,17.0,28180365.0,2,8
BH26.0239,2026-01-24,2026,1,1,KH-00452,CÔNG TY CỔ PHẦN THƯƠNG MẠI BÌNH MINH,Thanh Hóa,Miền Trung,6,32.0,50632220.0,2,6
BH26.0241,2026-01-24,2026,1,1,KH-00453,CÔNG TY TNHH YÊN BÌNH,Ninh Bình,Miền Bắc,10,31.0,49576658.0,1,10
BH26.0242,2026-01-24,2026,1,1,KH-00454,HỘ KINH DOANH LONG PHÚ,Phú Thọ,Miền Bắc,14,20.0,42573326.0,2,14
BH26.0243,2026-01-24,2026,1,1,KH-00455,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,Hà Tĩnh,Miền Trung,20,49.0,82253317.0,2,18
BH26.0244,2026-01-24,2026,1,1,KH-00456,CÔNG TY TNHH THƯƠNG MẠI AN PHÁT,Hà Tĩnh,Miền Trung,15,45.0,63827764.0,2,12
BH26.0245,2026-01-24,2026,1,1,KH-00457,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,Thanh Hóa,Miền Trung,8,12.0,18777768.0,1,8
BH26.0246,2026-01-24,2026,1,1,KH-00458,HỘ KINH DOANH VẠN LỢI,Hà Tĩnh,Miền Trung,5,20.0,33987216.0,1,5
BH26.0247,2026-01-24,2026,1,1,KH-00078,HỘ KINH DOANH VĨNH PHÁT,Hà Nội,Miền Bắc,15,19.0,32454995.0,2,9
BH26.0248,2026-01-24,2026,1,1,KH-00459,CÔNG TY CỔ PHẦN TOÀN THẮNG,Hà Nội,Miền Bắc,7,19.0,29014438.0,3,7
BH26.0235,2026-01-24,2026,1,1,KH-00133,DOANH NGHIỆP TW YÊN BÌNH,Thanh Hoá,Miền Trung,5,15.0,21546379.0,2,5
BH26.0221,2026-01-24,2026,1,1,KH-00441,CỬA HÀNG XE ĐẠP NGỌC ANH,Hà Tĩnh,Miền Trung,10,23.0,34036838.0,2,10
BH26.0222,2026-01-24,2026,1,1,KH-00442,CÔNG TY TNHH HOÀ BÌNH,Phú Thọ,Miền Bắc,5,16.0,26330550.0,1,5
BH26.0219,2026-01-24,2026,1,1,KH-00091,CÔNG TY TNHH BÌNH MINH,Hà Nội,Miền Bắc,34,76.0,105260000.0,4,34
BH26.0192,2026-01-24,2026,1,1,KH-00426,CÔNG TY CỔ PHẦN THƯƠNG MẠI THIÊN AN,Thái Nguyên,Miền Bắc,7,19.0,31055551.0,1,7
BH26.0193,2026-01-24,2026,1,1,KH-00427,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÚ ANH,Hà Nội,Miền Bắc,1,50.0,110648148.0,1,1
BH26.0194,2026-01-24,2026,1,1,KH-00157,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,Hà Nội,Miền Bắc,1,1.0,4157407.0,1,1
BH26.0196,2026-01-24,2026,1,1,KH-00180,CÔNG TY TNHH THƯƠNG MẠI VẠN LỢI,Thanh Hoá,Miền Trung,7,29.0,46530543.0,1,7
BH26.0197,2026-01-24,2026,1,1,KH-00019,CÔNG TY CỔ PHẦN THƯƠNG MẠI LÊ ANH,TP. Hồ Chí Minh,Miền Nam,6,25.0,57621667.0,1,6
BH26.0198,2026-01-24,2026,1,1,KH-00019,CÔNG TY CỔ PHẦN THƯƠNG MẠI LÊ ANH,TP. Hồ Chí Minh,Miền Nam,9,29.0,63845832.0,4,9
BH26.0220,2026-01-24,2026,1,1,KH-00440,CÔNG TY TNHH THƯƠNG MẠI ĐÔNG NAM,Hà Nội,Miền Bắc,1,2.0,3088888.0,1,1
BH26.0200,2026-01-24,2026,1,1,KH-00019,CÔNG TY CỔ PHẦN THƯƠNG MẠI LÊ ANH,TP. Hồ Chí Minh,Miền Nam,9,28.0,61550093.0,4,9
BH26.0201,2026-01-24,2026,1,1,KH-00019,CÔNG TY CỔ PHẦN THƯƠNG MẠI LÊ ANH,TP. Hồ Chí Minh,Miền Nam,5,29.0,56958610.0,3,5
BH26.0202,2026-01-24,2026,1,1,KH-00042,HỘ KINH DOANH MẶT TRỜI,Hà Nội,Miền Bắc,20,25.0,37474434.0,3,18
BH26.0203,2026-01-24,2026,1,1,KH-00428,CỬA HÀNG XE ĐẠP NAM TIẾN,Quảng Ninh,Miền Bắc,18,68.0,119609411.0,4,16
BH26.0204,2026-01-24,2026,1,1,KH-00429,CỬA HÀNG XE ĐẠP XUÂN MAI,Quảng Ninh,Miền Bắc,23,26.0,38662392.0,4,23
