so_number,order_date,fiscal_year,fiscal_month,fiscal_quarter,week,customer_code,customer_name,province_name,region,product_code,product_name,color,line_name,group_code,group_name,quantity,unit_price,line_total
BH26.0313,2026-01-27,2026,1,1,5,KH-00499,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÚ ANH,Hưng Yên,Miền Bắc,000225002015000,Xe đạp Thống Nhất New 26 Café/nâu,Café/nâu,Xe New 26,CITYBIKE_P,Xe phổ thông,1.0,1630000.0,1630000.0
BH26.0313,2026-01-27,2026,1,1,5,KH-00499,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÚ ANH,Hưng Yên,Miền Bắc,000225002023000,Xe đạp Thống Nhất New 26 Kem,Kem,Xe New 26,CITYBIKE_P,Xe phổ thông,2.0,1630000.0,3260000.0
BH26.0313,2026-01-27,2026,1,1,5,KH-00499,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÚ ANH,Hưng Yên,Miền Bắc,000226003014000,Xe đạp Thống Nhất LD 24-01_2023 Xanh Santorini,Xanh Santorini,Xe LD 24-01_2023,CITYBIKE_P,Xe phổ thông,1.0,1697222.0,1697222.0
BH26.0313,2026-01-27,2026,1,1,5,KH-00499,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÚ ANH,Hưng Yên,Miền Bắc,000226003002000,Xe đạp Thống Nhất LD 24-01_2023 Trắng,Trắng,Xe LD 24-01_2023,CITYBIKE_P,Xe phổ thông,1.0,1697222.0,1697222.0
BH26.0313,2026-01-27,2026,1,1,5,KH-00499,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÚ ANH,Hưng Yên,Miền Bắc,000226003015000,Xe đạp Thống Nhất LD 24-01_2023 Café/nâu,Café/nâu,Xe LD 24-01_2023,CITYBIKE_P,Xe phổ thông,1.0,1697222.0,1697222.0
BH26.0313,2026-01-27,2026,1,1,5,KH-00499,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÚ ANH,Hưng Yên,Miền Bắc,000226003023000,Xe đạp Thống Nhất LD 24-01_2023 Kem,Kem,Xe LD 24-01_2023,CITYBIKE_P,Xe phổ thông,2.0,1697222.0,3394444.0
BH26.0313,2026-01-27,2026,1,1,5,KH-00499,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÚ ANH,Hưng Yên,Miền Bắc,000230002002000,Xe đạp Thống Nhất LD 26 Trắng,Trắng,Xe LD 26,CITYBIKE_P,Xe phổ thông,1.0,1813333.0,1813333.0
BH26.0313,2026-01-27,2026,1,1,5,KH-00499,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÚ ANH,Hưng Yên,Miền Bắc,000230002014000,Xe đạp Thống Nhất LD 26 Xanh Santorini,Xanh Santorini,Xe LD 26,CITYBIKE_P,Xe phổ thông,1.0,1813333.0,1813333.0
BH26.0313,2026-01-27,2026,1,1,5,KH-00499,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÚ ANH,Hưng Yên,Miền Bắc,000230002023000,Xe đạp Thống Nhất LD 26 Kem,Kem,Xe LD 26,CITYBIKE_P,Xe phổ thông,2.0,1813333.0,3626666.0
BH26.0313,2026-01-27,2026,1,1,5,KH-00499,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÚ ANH,Hưng Yên,Miền Bắc,000333002008000,Xe đạp Thống Nhất Super 26 S ghi,ghi,,,,2.0,2308333.0,4616666.0
BH26.0313,2026-01-27,2026,1,1,5,KH-00499,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÚ ANH,Hưng Yên,Miền Bắc,000331002008000,Xe đạp Thống Nhất MTB 26-02 Ghi,Ghi,Xe MTB 26 02,CITYBIKE_P,Xe phổ thông,1.0,1813333.0,1813333.0
BH26.0313,2026-01-27,2026,1,1,5,KH-00499,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÚ ANH,Hưng Yên,Miền Bắc,000207004000000,Xe đạp Thống Nhất 219-05-26,219-05-26,Xe 219-05-26,CITYBIKE_P,Xe phổ thông,1.0,1544444.0,1544444.0
BH26.0313,2026-01-27,2026,1,1,5,KH-00499,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÚ ANH,Hưng Yên,Miền Bắc,000232003008000,Xe đạp Thống Nhất MS 27.5 Ghi,Ghi,,,,1.0,2247222.0,2247222.0
BH26.0313,2026-01-27,2026,1,1,5,KH-00499,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÚ ANH,Hưng Yên,Miền Bắc,000232003002000,Xe đạp Thống Nhất MS 27.5 Trắng,Trắng,,,,1.0,2247222.0,2247222.0
BH26.0313,2026-01-27,2026,1,1,5,KH-00499,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÚ ANH,Hưng Yên,Miền Bắc,100029005010000,Xe đạp Thống Nhất CPD 700C Đen,Đen,,,,1.0,2974444.0,2974444.0
BH26.0313,2026-01-27,2026,1,1,5,KH-00499,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÚ ANH,Hưng Yên,Miền Bắc,100029005080000,Xe đạp Thống Nhất CPD 700C Ghi,Ghi,,,,1.0,2974444.0,2974444.0
BH26.0313,2026-01-27,2026,1,1,5,KH-00499,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÚ ANH,Hưng Yên,Miền Bắc,100029005220000,Xe đạp Thống Nhất CPD 700C Xanh,Xanh,,,,1.0,2974444.0,2974444.0
BH26.0313,2026-01-27,2026,1,1,5,KH-00499,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÚ ANH,Hưng Yên,Miền Bắc,1000400050010000,Xe đạp Thống Nhất MTB SPD 27.5 17 Đen,Đen,,,,1.0,2974444.0,2974444.0
BH26.0313,2026-01-27,2026,1,1,5,KH-00499,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÚ ANH,Hưng Yên,Miền Bắc,1000400050080010,Xe đạp Thống Nhất MTB SPD 27.5 17 Ghi,Ghi,,,,1.0,2974444.0,2974444.0
BH26.0313,2026-01-27,2026,1,1,5,KH-00499,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÚ ANH,Hưng Yên,Miền Bắc,1000400050200000,Xe đạp Thống Nhất MTB SPD 27.5 17 Xanh,Xanh,,,,1.0,2974444.0,2974444.0
BH26.0313,2026-01-27,2026,1,1,5,KH-00499,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÚ ANH,Hưng Yên,Miền Bắc,1000320050010000,Xe đạp Thống Nhất Road RPD 700C V5 Đen,Đen,,,,1.0,2974444.0,2974444.0
BH26.0313,2026-01-27,2026,1,1,5,KH-00499,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÚ ANH,Hưng Yên,Miền Bắc,1000320050020000,Xe đạp Thống Nhất Road RPD 700C V5 Trắng,Trắng,,,,1.0,2974444.0,2974444.0
BH26.0313,2026-01-27,2026,1,1,5,KH-00499,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÚ ANH,Hưng Yên,Miền Bắc,1000320050200000,Xe đạp Thống Nhất Road RPD 700C V5 Xanh da trời,trời,,,,1.0,2974444.0,2974444.0
BH26.0313,2026-01-27,2026,1,1,5,KH-00499,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÚ ANH,Hưng Yên,Miền Bắc,000331002022000,Xe đạp Thống Nhất MTB 26-02 Xanh dương,Xanh dương,Xe MTB 26 02,CITYBIKE_P,Xe phổ thông,1.0,1813333.0,1813333.0
BH26.0313,2026-01-27,2026,1,1,5,KH-00499,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÚ ANH,Hưng Yên,Miền Bắc,000331002001000,Xe đạp Thống Nhất MTB 26-02 đen,đen,,,,1.0,1813333.0,1813333.0
BH26.0314,2026-01-27,2026,1,1,5,KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,Hà Nội,Miền Bắc,000125002013000,Xe đạp Thống Nhất Puppy 20 Xanh,Xanh,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,2.0,1324444.0,2648888.0
BH26.0314,2026-01-27,2026,1,1,5,KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,Hà Nội,Miền Bắc,000214004000000,Xe đạp Thống Nhất GN 05-26,05-26,Xe GN 05-26,CITYBIKE_P,Xe phổ thông,1.0,1544444.0,1544444.0
BH26.0314,2026-01-27,2026,1,1,5,KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,Hà Nội,Miền Bắc,000401002016000,"Xe đạp Thống Nhất Nữ Truyền thống Lốp đỏ, Ngọc",Ngọc,Xe Nữ,CITYBIKE_P,Xe phổ thông,2.0,1544444.0,3088888.0
BH26.0314,2026-01-27,2026,1,1,5,KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,Hà Nội,Miền Bắc,000225002023000,Xe đạp Thống Nhất New 26 Kem,Kem,Xe New 26,CITYBIKE_P,Xe phổ thông,1.0,1630000.0,1630000.0
BH26.0314,2026-01-27,2026,1,1,5,KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,Hà Nội,Miền Bắc,000225002015000,Xe đạp Thống Nhất New 26 Café/nâu,Café/nâu,Xe New 26,CITYBIKE_P,Xe phổ thông,2.0,1630000.0,3260000.0
BH26.0314,2026-01-27,2026,1,1,5,KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,Hà Nội,Miền Bắc,000225002002000,Xe đạp Thống Nhất New 26 Trắng,Trắng,Xe New 26,CITYBIKE_P,Xe phổ thông,1.0,1630000.0,1630000.0
BH26.0314,2026-01-27,2026,1,1,5,KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,Hà Nội,Miền Bắc,000125002009000,Xe đạp Thống Nhất Puppy 20 Hồng,Hồng,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,2.0,1324444.0,2648888.0
BH26.0314,2026-01-27,2026,1,1,5,KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,Hà Nội,Miền Bắc,000333002008000,Xe đạp Thống Nhất Super 26 S ghi,ghi,,,,2.0,2308333.0,4616666.0
BH26.0314,2026-01-27,2026,1,1,5,KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,Hà Nội,Miền Bắc,000337002008000,Xe đạp Thống Nhất SK 24 ghi,ghi,,,,1.0,1636111.0,1636111.0
BH26.0314,2026-01-27,2026,1,1,5,KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,Hà Nội,Miền Bắc,000337002022000,Xe đạp Thống Nhất SK 24 xanh,xanh,,,,1.0,1636111.0,1636111.0
BH26.0314,2026-01-27,2026,1,1,5,KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,Hà Nội,Miền Bắc,000131002008001,Xe đạp Thống Nhất GN 06 20 2024 Ghi,Ghi,Xe GN 06 20 2024,KIDBIKE_1,Xe trẻ em nhóm 1,1.0,1183796.0,1183796.0
BH26.0314,2026-01-27,2026,1,1,5,KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,Hà Nội,Miền Bắc,000125002013000,Xe đạp Thống Nhất Puppy 20 Xanh,Xanh,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,1.0,1324444.0,1324444.0
BH26.0314,2026-01-27,2026,1,1,5,KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,Hà Nội,Miền Bắc,000125002009000,Xe đạp Thống Nhất Puppy 20 Hồng,Hồng,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,1.0,1324444.0,1324444.0
BH26.0314,2026-01-27,2026,1,1,5,KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,Hà Nội,Miền Bắc,1000270020220000,Xe đạp Thống Nhất TE Spaceboy 16 Xanh dương,Xanh dương,Xe Spaceboy 16,KIDBIKE_2,Xe trẻ em nhóm 2,1.0,957777.0,957777.0
BH26.0314,2026-01-27,2026,1,1,5,KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,Hà Nội,Miền Bắc,000225002015000,Xe đạp Thống Nhất New 26 Café/nâu,Café/nâu,Xe New 26,CITYBIKE_P,Xe phổ thông,1.0,1630000.0,1630000.0
BH26.0314,2026-01-27,2026,1,1,5,KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,Hà Nội,Miền Bắc,000225002023000,Xe đạp Thống Nhất New 26 Kem,Kem,Xe New 26,CITYBIKE_P,Xe phổ thông,2.0,1630000.0,3260000.0
BH26.0314,2026-01-27,2026,1,1,5,KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,Hà Nội,Miền Bắc,000216003001000,Xe đạp Thống Nhất GN 06-24 2.0 Đen,Đen,Xe GN 06-24 2.0,CITYBIKE_P,Xe phổ thông,1.0,1544444.0,1544444.0
BH26.0314,2026-01-27,2026,1,1,5,KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,Hà Nội,Miền Bắc,000131002008001,Xe đạp Thống Nhất GN 06 20 2024 Ghi,Ghi,Xe GN 06 20 2024,KIDBIKE_1,Xe trẻ em nhóm 1,2.0,1183796.0,2367592.0
BH26.0314,2026-01-27,2026,1,1,5,KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,Hà Nội,Miền Bắc,000333002008000,Xe đạp Thống Nhất Super 26 S ghi,ghi,,,,2.0,2308333.0,4616666.0
BH26.0315,2026-01-27,2026,1,1,5,KH-00022,CÔNG TY CỔ PHẦN VIỆT ANH,Hà Nội,Miền Bắc,000217002007000,Xe đạp Thống Nhất GN 06-26 Coban,Coban,Xe GN 06-26,CITYBIKE_P,Xe phổ thông,3.0,1483333.0,4449999.0
BH26.0316,2026-01-28,2026,1,1,5,KH-00157,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,Hà Nội,Miền Bắc,1000270020220000,Xe đạp Thống Nhất TE Spaceboy 16 Xanh dương,Xanh dương,Xe Spaceboy 16,KIDBIKE_2,Xe trẻ em nhóm 2,1.0,1472222.0,1472222.0
BH26.0317,2026-01-28,2026,1,1,5,KH-00500,CÔNG TY CỔ PHẦN THƯƠNG MẠI VĨNH PHÁT,Hà Nội,Miền Bắc,000331002008000,Xe đạp Thống Nhất MTB 26-02 Ghi,Ghi,Xe MTB 26 02,CITYBIKE_P,Xe phổ thông,5.0,2491666.6,12458333.0
BH26.0318,2026-01-28,2026,1,1,5,KH-00076,CỬA HÀNG XE ĐẠP ĐẠI LỢI,Bắc Giang,Miền Bắc,000225002023000,Xe đạp Thống Nhất New 26 Kem,Kem,Xe New 26,CITYBIKE_P,Xe phổ thông,10.0,1630000.0,16300000.0
BH26.0318,2026-01-28,2026,1,1,5,KH-00076,CỬA HÀNG XE ĐẠP ĐẠI LỢI,Bắc Giang,Miền Bắc,000225002025000,Xe đạp Thống Nhất New 26 Xanh mint,Xanh mint,Xe New 26,CITYBIKE_P,Xe phổ thông,5.0,1630000.0,8150000.0
BH26.0318,2026-01-28,2026,1,1,5,KH-00076,CỬA HÀNG XE ĐẠP ĐẠI LỢI,Bắc Giang,Miền Bắc,000232003008000,Xe đạp Thống Nhất MS 27.5 Ghi,Ghi,,,,2.0,2247222.0,4494444.0
BH26.0318,2026-01-28,2026,1,1,5,KH-00076,CỬA HÀNG XE ĐẠP ĐẠI LỢI,Bắc Giang,Miền Bắc,000125002009000,Xe đạp Thống Nhất Puppy 20 Hồng,Hồng,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,6.0,1324444.0,7946664.0
BH26.0318,2026-01-28,2026,1,1,5,KH-00076,CỬA HÀNG XE ĐẠP ĐẠI LỢI,Bắc Giang,Miền Bắc,000125002002000,Xe đạp Thống Nhất Puppy 20 Trắng,Trắng,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,2.0,1324444.0,2648888.0
BH26.0318,2026-01-28,2026,1,1,5,KH-00076,CỬA HÀNG XE ĐẠP ĐẠI LỢI,Bắc Giang,Miền Bắc,000225002015000,Xe đạp Thống Nhất New 26 Café/nâu,Café/nâu,Xe New 26,CITYBIKE_P,Xe phổ thông,5.0,1630000.0,8150000.0
BH26.0318,2026-01-28,2026,1,1,5,KH-00076,CỬA HÀNG XE ĐẠP ĐẠI LỢI,Bắc Giang,Miền Bắc,000232003008000,Xe đạp Thống Nhất MS 27.5 Ghi,Ghi,,,,15.0,2247222.0,33708330.0
BH26.0318,2026-01-28,2026,1,1,5,KH-00076,CỬA HÀNG XE ĐẠP ĐẠI LỢI,Bắc Giang,Miền Bắc,000207004000000,Xe đạp Thống Nhất 219-05-26,219-05-26,Xe 219-05-26,CITYBIKE_P,Xe phổ thông,2.0,1544444.0,3088888.0
BH26.0319,2026-01-28,2026,1,1,5,KH-00181,CÔNG TY TNHH LONG PHÚ,Thừa Thiên Huế,Miền Trung,000224002002000,Xe đạp Thống Nhất New 24 Trắng,Trắng,Xe New 24,CITYBIKE_P,Xe phổ thông,1.0,1568888.0,1568888.0
BH26.0319,2026-01-28,2026,1,1,5,KH-00181,CÔNG TY TNHH LONG PHÚ,Thừa Thiên Huế,Miền Trung,000331002001000,Xe đạp Thống Nhất MTB 26-02 đen,đen,,,,2.0,1813333.0,3626666.0
BH26.0319,2026-01-28,2026,1,1,5,KH-00181,CÔNG TY TNHH LONG PHÚ,Thừa Thiên Huế,Miền Trung,000331002008000,Xe đạp Thống Nhất MTB 26-02 Ghi,Ghi,Xe MTB 26 02,CITYBIKE_P,Xe phổ thông,2.0,1813333.0,3626666.0
BH26.0319,2026-01-28,2026,1,1,5,KH-00181,CÔNG TY TNHH LONG PHÚ,Thừa Thiên Huế,Miền Trung,000217003001000,Xe đạp Thống Nhất GN 06-26 2.0 Đen,Đen,Xe GN 06-26 2.0,CITYBIKE_P,Xe phổ thông,3.0,1605555.0,4816665.0
BH26.0319,2026-01-28,2026,1,1,5,KH-00181,CÔNG TY TNHH LONG PHÚ,Thừa Thiên Huế,Miền Trung,000217003008000,Xe đạp Thống Nhất GN 06-26 2.0 Ghi,Ghi,Xe GN 06-26 2.0,CITYBIKE_P,Xe phổ thông,2.0,1605555.0,3211110.0
BH26.0319,2026-01-28,2026,1,1,5,KH-00181,CÔNG TY TNHH LONG PHÚ,Thừa Thiên Huế,Miền Trung,000216003001000,Xe đạp Thống Nhất GN 06-24 2.0 Đen,Đen,Xe GN 06-24 2.0,CITYBIKE_P,Xe phổ thông,9.0,1544444.0,13899996.0
BH26.0319,2026-01-28,2026,1,1,5,KH-00181,CÔNG TY TNHH LONG PHÚ,Thừa Thiên Huế,Miền Trung,000216003008000,Xe đạp Thống Nhất GN 06-24 2.0 Ghi,Ghi,Xe GN 06-24 2.0,CITYBIKE_P,Xe phổ thông,10.0,1544444.0,15444440.0
BH26.0319,2026-01-28,2026,1,1,5,KH-00181,CÔNG TY TNHH LONG PHÚ,Thừa Thiên Huế,Miền Trung,000131002001002,Xe đạp Thống Nhất GN 06 20 2024 Đen,Đen,Xe GN 06 20 2024,KIDBIKE_1,Xe trẻ em nhóm 1,3.0,1183796.0,3551388.0
BH26.0319,2026-01-28,2026,1,1,5,KH-00181,CÔNG TY TNHH LONG PHÚ,Thừa Thiên Huế,Miền Trung,000214004000000,Xe đạp Thống Nhất GN 05-26,05-26,Xe GN 05-26,CITYBIKE_P,Xe phổ thông,2.0,1544444.0,3088888.0
BH26.0319,2026-01-28,2026,1,1,5,KH-00181,CÔNG TY TNHH LONG PHÚ,Thừa Thiên Huế,Miền Trung,000230002013000,Xe đạp Thống Nhất LD 26 Pastel Xanh,Pastel Xanh,,,,2.0,1813333.0,3626666.0
BH26.0319,2026-01-28,2026,1,1,5,KH-00181,CÔNG TY TNHH LONG PHÚ,Thừa Thiên Huế,Miền Trung,000230002009000,Xe đạp Thống Nhất LD 26 Pastel Hồng,Hồng,,,,2.0,1813333.0,3626666.0
BH26.0319,2026-01-28,2026,1,1,5,KH-00181,CÔNG TY TNHH LONG PHÚ,Thừa Thiên Huế,Miền Trung,000230002023000,Xe đạp Thống Nhất LD 26 Kem,Kem,Xe LD 26,CITYBIKE_P,Xe phổ thông,2.0,1813333.0,3626666.0
BH26.0319,2026-01-28,2026,1,1,5,KH-00181,CÔNG TY TNHH LONG PHÚ,Thừa Thiên Huế,Miền Trung,000226003015000,Xe đạp Thống Nhất LD 24-01_2023 Café/nâu,Café/nâu,Xe LD 24-01_2023,CITYBIKE_P,Xe phổ thông,2.0,1697222.0,3394444.0
BH26.0319,2026-01-28,2026,1,1,5,KH-00181,CÔNG TY TNHH LONG PHÚ,Thừa Thiên Huế,Miền Trung,000324000100000,Xe đạp Thống Nhất MTB 26-05_2023 Xanh rêu,rêu,Xe MTB 26-05_2023,SPORTBIKE_S,Xe thể thao thép,2.0,2407777.0,4815554.0
BH26.0319,2026-01-28,2026,1,1,5,KH-00181,CÔNG TY TNHH LONG PHÚ,Thừa Thiên Huế,Miền Trung,000324000180000,Xe đạp Thống Nhất MTB 26-05_2023 Đen mờ,mờ,Xe MTB 26-05_2023,SPORTBIKE_S,Xe thể thao thép,2.0,2407777.0,4815554.0
BH26.0319,2026-01-28,2026,1,1,5,KH-00181,CÔNG TY TNHH LONG PHÚ,Thừa Thiên Huế,Miền Trung,000224002023000,Xe đạp Thống Nhất New 24 Kem,Kem,Xe New 24,CITYBIKE_P,Xe phổ thông,2.0,1568888.0,3137776.0
BH26.0319,2026-01-28,2026,1,1,5,KH-00181,CÔNG TY TNHH LONG PHÚ,Thừa Thiên Huế,Miền Trung,000224002002000,Xe đạp Thống Nhất New 24 Trắng,Trắng,Xe New 24,CITYBIKE_P,Xe phổ thông,1.0,1568888.0,1568888.0
BH26.0319,2026-01-28,2026,1,1,5,KH-00181,CÔNG TY TNHH LONG PHÚ,Thừa Thiên Huế,Miền Trung,000224002015000,Xe đạp Thống Nhất New 24 Café/nâu,Café/nâu,Xe New 24,CITYBIKE_P,Xe phổ thông,1.0,1568888.0,1568888.0
BH26.0320,2026-01-28,2026,1,1,5,KH-00359,CÔNG TY CỔ PHẦN VẠN LỢI,Hà Nội,Miền Bắc,000122002022000,Xe đạp Thống Nhất Bubbles 20 Xanh,Xanh,Xe Neo 20-02 Bubble,KIDBIKE_1,Xe trẻ em nhóm 1,1.0,1324444.0,1324444.0
BH26.0320,2026-01-28,2026,1,1,5,KH-00359,CÔNG TY CỔ PHẦN VẠN LỢI,Hà Nội,Miền Bắc,000337002008000,Xe đạp Thống Nhất SK 24 ghi,ghi,,,,2.0,1636111.0,3272222.0
BH26.0320,2026-01-28,2026,1,1,5,KH-00359,CÔNG TY CỔ PHẦN VẠN LỢI,Hà Nội,Miền Bắc,000208002023000,Xe đạp Thống Nhất 219-24 Xanh Tím,Xanh Tím,Xe 219-24,CITYBIKE_P,Xe phổ thông,2.0,1422222.0,2844444.0
BH26.0320,2026-01-28,2026,1,1,5,KH-00359,CÔNG TY CỔ PHẦN VẠN LỢI,Hà Nội,Miền Bắc,000401002016000,"Xe đạp Thống Nhất Nữ Truyền thống Lốp đỏ, Ngọc",Ngọc,Xe Nữ,CITYBIKE_P,Xe phổ thông,3.0,1544444.0,4633332.0
BH26.0320,2026-01-28,2026,1,1,5,KH-00359,CÔNG TY CỔ PHẦN VẠN LỢI,Hà Nội,Miền Bắc,000226003002000,Xe đạp Thống Nhất LD 24-01_2023 Trắng,Trắng,Xe LD 24-01_2023,CITYBIKE_P,Xe phổ thông,2.0,1697222.0,3394444.0
BH26.0320,2026-01-28,2026,1,1,5,KH-00359,CÔNG TY CỔ PHẦN VẠN LỢI,Hà Nội,Miền Bắc,000226003014000,Xe đạp Thống Nhất LD 24-01_2023 Xanh Santorini,Xanh Santorini,Xe LD 24-01_2023,CITYBIKE_P,Xe phổ thông,2.0,1697222.0,3394444.0
BH26.0320,2026-01-28,2026,1,1,5,KH-00359,CÔNG TY CỔ PHẦN VẠN LỢI,Hà Nội,Miền Bắc,000231002002000,Xe đạp Thống Nhất LD 26 We Bare Bears Trắng,Trắng,,,,1.0,2186111.0,2186111.0
BH26.0320,2026-01-28,2026,1,1,5,KH-00359,CÔNG TY CỔ PHẦN VẠN LỢI,Hà Nội,Miền Bắc,000231002023000,Xe đạp Thống Nhất LD 26 We Bare Bears Kem,Kem,,,,1.0,2186111.0,2186111.0
BH26.0320,2026-01-28,2026,1,1,5,KH-00359,CÔNG TY CỔ PHẦN VẠN LỢI,Hà Nội,Miền Bắc,000224002002000,Xe đạp Thống Nhất New 24 Trắng,Trắng,Xe New 24,CITYBIKE_P,Xe phổ thông,1.0,1568888.0,1568888.0
BH26.0320,2026-01-28,2026,1,1,5,KH-00359,CÔNG TY CỔ PHẦN VẠN LỢI,Hà Nội,Miền Bắc,000224002023000,Xe đạp Thống Nhất New 24 Kem,Kem,Xe New 24,CITYBIKE_P,Xe phổ thông,1.0,1568888.0,1568888.0
BH26.0320,2026-01-28,2026,1,1,5,KH-00359,CÔNG TY CỔ PHẦN VẠN LỢI,Hà Nội,Miền Bắc,000224002004000,Xe đạp Thống Nhất New 24 Đỏ tươi,Đỏ tươi,Xe New 24,CITYBIKE_P,Xe phổ thông,1.0,1568888.0,1568888.0
BH26.0320,2026-01-28,2026,1,1,5,KH-00359,CÔNG TY CỔ PHẦN VẠN LỢI,Hà Nội,Miền Bắc,000224002009000,Xe đạp Thống Nhất New 24 Hồng,Hồng,Xe New 24,CITYBIKE_P,Xe phổ thông,1.0,1568888.0,1568888.0
BH26.0320,2026-01-28,2026,1,1,5,KH-00359,CÔNG TY CỔ PHẦN VẠN LỢI,Hà Nội,Miền Bắc,000224002015000,Xe đạp Thống Nhất New 24 Café/nâu,Café/nâu,Xe New 24,CITYBIKE_P,Xe phổ thông,1.0,1568888.0,1568888.0
BH26.0320,2026-01-28,2026,1,1,5,KH-00359,CÔNG TY CỔ PHẦN VẠN LỢI,Hà Nội,Miền Bắc,000224002026000,Xe đạp Thống Nhất New 24 Xanh mint,Xanh mint,Xe New 24,CITYBIKE_P,Xe phổ thông,1.0,1568888.0,1568888.0
BH26.0320,2026-01-28,2026,1,1,5,KH-00359,CÔNG TY CỔ PHẦN VẠN LỢI,Hà Nội,Miền Bắc,000225002023000,Xe đạp Thống Nhất New 26 Kem,Kem,Xe New 26,CITYBIKE_P,Xe phổ thông,1.0,1630000.0,1630000.0
BH26.0320,2026-01-28,2026,1,1,5,KH-00359,CÔNG TY CỔ PHẦN VẠN LỢI,Hà Nội,Miền Bắc,000225002002000,Xe đạp Thống Nhất New 26 Trắng,Trắng,Xe New 26,CITYBIKE_P,Xe phổ thông,1.0,1630000.0,1630000.0
BH26.0320,2026-01-28,2026,1,1,5,KH-00359,CÔNG TY CỔ PHẦN VẠN LỢI,Hà Nội,Miền Bắc,000225002025000,Xe đạp Thống Nhất New 26 Xanh mint,Xanh mint,Xe New 26,CITYBIKE_P,Xe phổ thông,1.0,1630000.0,1630000.0
BH26.0320,2026-01-28,2026,1,1,5,KH-00359,CÔNG TY CỔ PHẦN VẠN LỢI,Hà Nội,Miền Bắc,000225002015000,Xe đạp Thống Nhất New 26 Café/nâu,Café/nâu,Xe New 26,CITYBIKE_P,Xe phổ thông,1.0,1630000.0,1630000.0
BH26.0320,2026-01-28,2026,1,1,5,KH-00359,CÔNG TY CỔ PHẦN VẠN LỢI,Hà Nội,Miền Bắc,000225002009000,Xe đạp Thống Nhất New 26 Hồng,Hồng,Xe New 26,CITYBIKE_P,Xe phổ thông,1.0,1630000.0,1630000.0
BH26.0320,2026-01-28,2026,1,1,5,KH-00359,CÔNG TY CỔ PHẦN VẠN LỢI,Hà Nội,Miền Bắc,000225002024000,Xe đạp Thống Nhất New 26 Tím,Tím,Xe New 26,CITYBIKE_P,Xe phổ thông,1.0,1630000.0,1630000.0
