"customer_code","customer_name","province_name","region","cohort_month","first_order_date","last_order_q1_2025","recency_days","n_orders_q1_2025","revenue_q1_2025","avg_order_value","n_product_groups","trend_slope","groups_bought","n_orders_q1_2026","revenue_q1_2026","churn_label","rfm_r","rfm_f","rfm_m","rfm_segment","churn_prob","churn_split","churn_priority","roc_auc_test"
"KH-00169","CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT","Ninh Bình","Miền Bắc","2025-02","2025-02-26","2025-02-26",33,1,89420000,89420000.0,3,0.0,"CITYBIKE_P|KIDBIKE_1|SPORTBIKE_S",4,271788822,0,2,2,4,"Có nguy cơ rời bỏ",0.7942,"test","Cao",0.7754
"KH-00170","CỬA HÀNG XE ĐẠP TRƯỜNG THỊNH","Ninh Bình","Miền Bắc","2025-02","2025-02-26","2025-02-26",33,1,41700000,41700000.0,2,0.0,"CITYBIKE_P|KIDBIKE_1",0,0,1,2,2,3,"Có nguy cơ rời bỏ",0.872,"train","Cao",0.7754
"KH-00171","CÔNG TY CỔ PHẦN QUANG VINH","Hà Nội","Miền Bắc","2025-02","2025-02-27","2025-02-27",32,1,24259259,24259259.0,1,0.0,"CITYBIKE_P",0,0,1,2,2,2,"Có nguy cơ rời bỏ",0.8882,"train","Cao",0.7754
"KH-00172","CỬA HÀNG XE ĐẠP XÂY DỰNG","Đường Trang Quan - Xã An Đồng - Huyện An Dương - Hải Phòng.","Miền Bắc","2025-02","2025-02-28","2025-03-31",0,2,267722221,133861110.0,1,-10166667.0,"CITYBIKE_P",1,84722222,0,5,4,5,"Khách hàng tiêu biểu",0.6421,"train","Cao",0.7754
"KH-00173","DOANH NGHIỆP TW PHÚ THỊNH","Hà Nội","Miền Bắc","2025-03","2025-03-01","2025-03-25",6,21,1582007777,75333704.0,5,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A|SPORTBIKE_S",0,0,1,3,5,5,"Cần theo dõi",0.1074,"train","Thấp",0.7754
"KH-00174","CÔNG TY CỔ PHẦN THƯƠNG MẠI LÊ ANH","Đà Nẵng","Miền Trung","2025-03","2025-03-06","2025-03-06",25,1,23300000,23300000.0,1,0.0,"CITYBIKE_P",0,0,1,2,2,2,"Có nguy cơ rời bỏ",0.8914,"train","Cao",0.7754
"KH-00175","CÔNG TY CỔ PHẦN THƯƠNG MẠI TÂN TIẾN","Hà Nội","Miền Bắc","2025-03","2025-03-06","2025-03-06",25,1,7490741,7490741.0,1,0.0,"SPORTBIKE_A",0,0,1,2,2,1,"Có nguy cơ rời bỏ",0.9108,"test","Cao",0.7754
"KH-00176","CÔNG TY TNHH THUỶ TIÊN","Hà Nội","Miền Bắc","2025-03","2025-03-07","2025-03-07",24,1,1472222,1472222.0,1,0.0,"KIDBIKE_2",0,0,1,2,2,1,"Có nguy cơ rời bỏ",0.9175,"test","Cao",0.7754
"KH-00177","CÔNG TY CỔ PHẦN TRƯỜNG THỊNH","Hưng Yên","Miền Bắc","2025-03","2025-03-10","2025-03-10",21,1,7388889,7388889.0,1,0.0,"CITYBIKE_P",0,0,1,2,2,1,"Có nguy cơ rời bỏ",0.9118,"train","Cao",0.7754
"KH-00178","CÔNG TY CỔ PHẦN QUANG VINH","Hà Nội","Miền Bắc","2025-03","2025-03-10","2025-03-10",21,1,2212963,2212963.0,1,0.0,"CITYBIKE_P",0,0,1,2,2,1,"Có nguy cơ rời bỏ",0.9174,"train","Cao",0.7754
"KH-00179","CÔNG TY CỔ PHẦN TÂN TIẾN","Hà Nội","Miền Bắc","2025-03","2025-03-10","2025-03-10",21,1,4240741,4240741.0,2,0.0,"CITYBIKE_P|KIDBIKE_2",0,0,1,2,2,1,"Có nguy cơ rời bỏ",0.922,"test","Cao",0.7754
"KH-00180","CÔNG TY TNHH THƯƠNG MẠI VẠN LỢI","Thanh Hoá","Miền Trung","2025-03","2025-03-14","2025-03-14",17,1,47210000,47210000.0,1,0.0,"CITYBIKE_P",4,165901625,0,2,2,3,"Có nguy cơ rời bỏ",0.8578,"train","Cao",0.7754
"KH-00181","CÔNG TY TNHH LONG PHÚ","Thừa Thiên Huế","Miền Trung","2025-03","2025-03-14","2025-03-14",17,1,145317087,145317087.0,2,0.0,"CITYBIKE_P|KIDBIKE_1",3,286335670,0,2,2,5,"Có nguy cơ rời bỏ",0.6301,"train","Cao",0.7754
"KH-00182","CÔNG TY CỔ PHẦN PHÚ THỊNH","Sơn La","Miền Bắc","2025-03","2025-03-14","2025-03-14",17,1,13140000,13140000.0,3,0.0,"CITYBIKE_P|KIDBIKE_1|SPORTBIKE_A",0,0,1,2,2,1,"Có nguy cơ rời bỏ",0.9204,"train","Cao",0.7754
"KH-00183","DOANH NGHIỆP TW LONG PHÚ","Bắc Giang","Miền Bắc","2025-03","2025-03-14","2025-03-14",17,1,20000000,20000000.0,2,0.0,"CITYBIKE_P|KIDBIKE_1",0,0,1,2,2,2,"Có nguy cơ rời bỏ",0.9057,"train","Cao",0.7754
"KH-00184","DOANH NGHIỆP TW ĐẠI LỢI","Hoà Bình","Miền Bắc","2025-03","2025-03-17","2025-03-31",0,2,24742962,12371481.0,5,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A|SPORTBIKE_S",0,0,1,5,4,2,"Khách hàng trung thành",0.9063,"train","Cao",0.7754
"KH-00185","CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT","Tỉnh Hòa Bình.","Miền Bắc","2025-03","2025-03-17","2025-03-17",14,1,2546296,2546296.0,1,0.0,"CITYBIKE_P",0,0,1,2,2,1,"Có nguy cơ rời bỏ",0.9185,"train","Cao",0.7754
"KH-00186","HỘ KINH DOANH XÂY DỰNG","Vĩnh Phúc","Miền Bắc","2025-03","2025-03-17","2025-03-31",0,4,67567129,16891782.0,1,0.0,"CITYBIKE_P",0,0,1,5,5,4,"Khách hàng tiêu biểu",0.7431,"train","Cao",0.7754
"KH-00187","HỘ KINH DOANH NGỌC ANH","Hà Nội","Miền Bắc","2025-03","2025-03-18","2025-03-18",13,1,2768519,2768519.0,1,0.0,"CITYBIKE_P",0,0,1,2,2,1,"Có nguy cơ rời bỏ",0.9185,"train","Cao",0.7754
"KH-00188","DOANH NGHIỆP TW XÂY DỰNG","Thanh Hóa","Miền Trung","2025-03","2025-03-18","2025-03-18",13,2,75574075,37787038.0,5,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A|SPORTBIKE_S",0,0,1,2,4,4,"Cần chăm sóc đặc biệt",0.8777,"train","Cao",0.7754
"KH-00189","CÔNG TY CỔ PHẦN MẶT TRỜI","Hà Nội","Miền Bắc","2025-03","2025-03-18","2025-03-20",11,2,68267826,34133913.0,4,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A",0,0,1,2,4,4,"Cần chăm sóc đặc biệt",0.8726,"train","Cao",0.7754
"KH-00190","HỘ KINH DOANH XÂY DỰNG","Hà Nội","Miền Bắc","2025-03","2025-03-18","2025-03-20",11,3,54567000,18189000.0,4,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_S",0,0,1,2,5,4,"Cần chăm sóc đặc biệt",0.8446,"train","Cao",0.7754
"KH-00191","CÔNG TY CỔ PHẦN THƯƠNG MẠI XUÂN MAI","Hưng Yên","Miền Bắc","2025-03","2025-03-19","2025-03-19",12,1,2768519,2768519.0,1,0.0,"CITYBIKE_P",0,0,1,2,2,1,"Có nguy cơ rời bỏ",0.9187,"train","Cao",0.7754
"KH-00192","HỘ KINH DOANH KHẢI HOÀN","Hà Nội","Miền Bắc","2025-03","2025-03-19","2025-03-31",0,3,47910000,15970000.0,4,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A",0,0,1,5,5,3,"Khách hàng trung thành",0.8505,"train","Cao",0.7754
"KH-00193","CÔNG TY TNHH TÚ ANH","Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá","Miền Bắc","2025-03","2025-03-19","2025-03-31",0,4,244765884,61191471.0,4,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_S",0,0,1,5,5,5,"Khách hàng tiêu biểu",0.7658,"train","Cao",0.7754
"KH-00194","CỬA HÀNG XE ĐẠP SÁN LẠP","Hà Nội","Miền Bắc","2025-03","2025-03-19","2025-03-28",3,2,154826001,77413000.0,5,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A|SPORTBIKE_S",4,224841218,0,4,4,5,"Khách hàng tiêu biểu",0.8306,"test","Cao",0.7754
"KH-00195","CỬA HÀNG XE ĐẠP BÌNH MINH","Hà Nội","Miền Bắc","2025-03","2025-03-19","2025-03-25",6,2,38790000,19395000.0,4,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A",0,0,1,3,4,3,"Cần theo dõi",0.8899,"train","Cao",0.7754
"KH-00196","CÔNG TY CỔ PHẦN NAM TIẾN","Bắc Ninh","Miền Bắc","2025-03","2025-03-19","2025-03-27",4,3,51900000,17300000.0,2,0.0,"CITYBIKE_P|KIDBIKE_1",0,0,1,4,5,3,"Khách hàng trung thành",0.8233,"train","Cao",0.7754
"KH-00197","CÔNG TY TNHH THƯƠNG MẠI MINH PHƯƠNG","Hà Nội","Miền Bắc","2025-03","2025-03-19","2025-03-21",10,2,143952962,71976481.0,4,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_S",0,0,1,3,4,5,"Cần theo dõi",0.823,"train","Cao",0.7754
"KH-00198","CÔNG TY TNHH TRÍ ĐỨC","Hà Nội","Miền Bắc","2025-03","2025-03-19","2025-03-25",6,4,161705220,40426305.0,5,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A|SPORTBIKE_S",0,0,1,3,5,5,"Cần theo dõi",0.7904,"train","Cao",0.7754
"KH-00199","CỬA HÀNG XE ĐẠP TÚ ANH","Thanh Hoá","Miền Trung","2025-03","2025-03-19","2025-03-24",7,2,64070000,32035000.0,3,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2",0,0,1,3,4,4,"Cần theo dõi",0.8661,"train","Cao",0.7754
"KH-00200","CÔNG TY CỔ PHẦN TOÀN THẮNG","Hà Nội","Miền Bắc","2025-03","2025-03-19","2025-03-27",4,2,56517000,28258500.0,3,0.0,"CITYBIKE_P|KIDBIKE_1|SPORTBIKE_S",0,0,1,4,4,4,"Khách hàng tiêu biểu",0.8715,"test","Cao",0.7754
"KH-00201","HỘ KINH DOANH XUÂN MAI","Hải Dương","Miền Bắc","2025-03","2025-03-19","2025-03-19",12,1,54234212,54234212.0,5,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A|SPORTBIKE_S",0,0,1,2,2,4,"Có nguy cơ rời bỏ",0.8883,"train","Cao",0.7754
"KH-00202","CÔNG TY CỔ PHẦN XUÂN MAI","Hà Nội","Miền Bắc","2025-03","2025-03-19","2025-03-21",10,2,57790000,28895000.0,3,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2",0,0,1,3,4,4,"Cần theo dõi",0.8689,"train","Cao",0.7754
"KH-00203","CÔNG TY CỔ PHẦN THƯƠNG MẠI HOÀ BÌNH","Phú Thọ","Miền Bắc","2025-03","2025-03-19","2025-03-19",12,1,2305556,2305556.0,1,0.0,"CITYBIKE_P",0,0,1,2,2,1,"Có nguy cơ rời bỏ",0.9192,"train","Cao",0.7754
"KH-00204","CÔNG TY CỔ PHẦN ĐẠI DƯƠNG","Nam Định","Miền Bắc","2025-03","2025-03-20","2025-03-20",11,1,24907407,24907407.0,1,0.0,"CITYBIKE_P",0,0,1,2,2,2,"Có nguy cơ rời bỏ",0.893,"train","Cao",0.7754
"KH-00205","CỬA HÀNG XE ĐẠP QUANG VINH","Hạ Long","Miền Bắc","2025-03","2025-03-20","2025-03-20",11,1,58740000,58740000.0,4,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_S",0,0,1,2,2,4,"Có nguy cơ rời bỏ",0.8726,"test","Cao",0.7754
"KH-00206","CÔNG TY TNHH THƯƠNG MẠI MẶT TRỜI","Hà Nội","Miền Bắc","2025-03","2025-03-20","2025-03-20",11,2,30030000,15015000.0,2,0.0,"CITYBIKE_P|KIDBIKE_1",0,0,1,2,4,2,"Cần chăm sóc đặc biệt",0.8745,"test","Cao",0.7754
"KH-00207","CỬA HÀNG XE ĐẠP VẠN LỢI","Bắc Giang","Miền Bắc","2025-03","2025-03-20","2025-03-29",2,3,101357296,33785765.0,4,0.0,"CITYBIKE_P|KIDBIKE_1|SPORTBIKE_A|SPORTBIKE_S",0,0,1,5,5,5,"Khách hàng tiêu biểu",0.8336,"train","Cao",0.7754
"KH-00208","CỬA HÀNG XE ĐẠP TÂY BẮC","Hà Nội","Miền Bắc","2025-03","2025-03-20","2025-03-25",6,5,121615286,24323057.0,4,0.0,"CITYBIKE_P|KIDBIKE_1|SPORTBIKE_A|SPORTBIKE_S",0,0,1,3,5,5,"Cần theo dõi",0.7144,"train","Cao",0.7754
"KH-00209","CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH","TP Hải Phòng","Miền Bắc","2025-03","2025-03-20","2025-03-28",3,2,52103683,26051842.0,4,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A",0,0,1,4,4,3,"Khách hàng trung thành",0.8839,"train","Cao",0.7754
"KH-00210","DOANH NGHIỆP TW SÁN LẠP","Uông Bí","Miền Bắc","2025-03","2025-03-20","2025-03-20",11,1,31677734,31677734.0,4,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_S",1,109201063,0,2,2,2,"Có nguy cơ rời bỏ",0.9087,"train","Cao",0.7754
"KH-00211","CỬA HÀNG XE ĐẠP NAM TIẾN","Hà Tĩnh","Miền Trung","2025-03","2025-03-20","2025-03-20",11,1,31530000,31530000.0,2,0.0,"CITYBIKE_P|KIDBIKE_1",0,0,1,2,2,2,"Có nguy cơ rời bỏ",0.8929,"train","Cao",0.7754
"KH-00212","CỬA HÀNG XE ĐẠP TÂY BẮC","Hà Nội","Miền Bắc","2025-03","2025-03-20","2025-03-22",9,4,99322643,24830661.0,5,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A|SPORTBIKE_S",0,0,1,3,5,5,"Cần theo dõi",0.7975,"train","Cao",0.7754
"KH-00213","CÔNG TY CỔ PHẦN HOÀ BÌNH","Hà Nội","Miền Bắc","2025-03","2025-03-20","2025-03-20",11,1,2305556,2305556.0,1,0.0,"CITYBIKE_P",0,0,1,2,2,1,"Có nguy cơ rời bỏ",0.9194,"train","Cao",0.7754
"KH-00214","DOANH NGHIỆP TW QUANG VINH","Hải Dương","Miền Bắc","2025-03","2025-03-20","2025-03-25",6,2,81983500,40991750.0,3,0.0,"CITYBIKE_P|KIDBIKE_1|SPORTBIKE_S",0,0,1,3,4,4,"Cần theo dõi",0.8554,"train","Cao",0.7754
"KH-00215","DOANH NGHIỆP TW LÊ ANH","Hà Tĩnh","Miền Trung","2025-03","2025-03-20","2025-03-31",0,2,37160000,18580000.0,5,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A|SPORTBIKE_S",0,0,1,5,4,3,"Khách hàng trung thành",0.9007,"train","Cao",0.7754
"KH-00216","HỘ KINH DOANH NGỌC ANH","Hà Nam","Miền Bắc","2025-03","2025-03-20","2025-03-20",11,1,61070000,61070000.0,3,0.0,"CITYBIKE_P|KIDBIKE_1|SPORTBIKE_A",0,0,1,2,2,4,"Có nguy cơ rời bỏ",0.8584,"train","Cao",0.7754
"KH-00217","DOANH NGHIỆP TW ĐẠI DƯƠNG","Thái Bình","Miền Bắc","2025-03","2025-03-20","2025-03-25",6,3,193880000,64626667.0,2,0.0,"CITYBIKE_P|KIDBIKE_1",6,368131596,0,3,5,5,"Cần theo dõi",0.7704,"train","Cao",0.7754
"KH-00218","CÔNG TY TNHH THƯƠNG MẠI BÌNH MINH","Hải Dương","Miền Bắc","2025-03","2025-03-20","2025-03-20",11,1,40060000,40060000.0,2,0.0,"CITYBIKE_P|KIDBIKE_1",4,143210442,0,2,2,3,"Có nguy cơ rời bỏ",0.8811,"train","Cao",0.7754
"KH-00219","CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH","Ninh Bình","Miền Bắc","2025-03","2025-03-20","2025-03-25",6,2,73480000,36740000.0,5,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A|SPORTBIKE_S",8,426308138,0,3,4,4,"Cần theo dõi",0.8809,"train","Cao",0.7754
"KH-00220","CỬA HÀNG XE ĐẠP VIỆT ANH","Nam Định","Miền Bắc","2025-03","2025-03-20","2025-03-24",7,2,74017929,37008964.0,5,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A|SPORTBIKE_S",0,0,1,3,4,4,"Cần theo dõi",0.8803,"train","Cao",0.7754
"KH-00221","CÔNG TY CỔ PHẦN VĨNH PHÁT","Hưng Yên","Miền Bắc","2025-03","2025-03-20","2025-03-27",4,2,59460000,29730000.0,2,0.0,"CITYBIKE_P|KIDBIKE_1",0,0,1,4,4,4,"Khách hàng tiêu biểu",0.8593,"train","Cao",0.7754
"KH-00222","CÔNG TY CỔ PHẦN TÂN TIẾN","Hà Nội","Miền Bắc","2025-03","2025-03-20","2025-03-31",0,2,42161481,21080740.0,4,0.0,"CITYBIKE_P|KIDBIKE_1|SPORTBIKE_A|SPORTBIKE_S",0,0,1,5,4,3,"Khách hàng trung thành",0.8898,"train","Cao",0.7754
"KH-00223","CÔNG TY CỔ PHẦN THƯƠNG MẠI AN PHÁT","Hà Nội","Miền Bắc","2025-03","2025-03-21","2025-03-21",10,1,33720000,33720000.0,3,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2",0,0,1,3,2,2,"Cần theo dõi",0.8987,"train","Cao",0.7754
"KH-00224","DOANH NGHIỆP TW ĐÔNG NAM","Ninh Bình","Miền Bắc","2025-03","2025-03-21","2025-03-21",10,1,36150000,36150000.0,2,0.0,"CITYBIKE_P|KIDBIKE_1",0,0,1,3,2,3,"Cần theo dõi",0.8869,"train","Cao",0.7754
"KH-00225","CÔNG TY TNHH TÂY BẮC","Hà Nam","Miền Bắc","2025-03","2025-03-21","2025-03-28",3,2,84160000,42080000.0,3,0.0,"CITYBIKE_P|KIDBIKE_1|SPORTBIKE_A",0,0,1,4,4,4,"Khách hàng tiêu biểu",0.855,"train","Cao",0.7754
"KH-00226","CÔNG TY CỔ PHẦN VĨNH PHÁT","Hà Nội","Miền Bắc","2025-03","2025-03-21","2025-03-21",10,1,26040000,26040000.0,1,0.0,"CITYBIKE_P",0,0,1,3,2,2,"Cần theo dõi",0.8918,"train","Cao",0.7754
"KH-00227","CÔNG TY TNHH THƯƠNG MẠI TRÍ ĐỨC","Bắc Ninh","Miền Bắc","2025-03","2025-03-21","2025-03-21",10,1,40920000,40920000.0,2,0.0,"CITYBIKE_P|KIDBIKE_1",0,0,1,3,2,3,"Cần theo dõi",0.8801,"train","Cao",0.7754
"KH-00228","CÔNG TY CỔ PHẦN THƯƠNG MẠI XUÂN MAI","Hà Nội","Miền Bắc","2025-03","2025-03-21","2025-03-21",10,1,18000000,18000000.0,2,0.0,"CITYBIKE_P|SPORTBIKE_S",0,0,1,3,2,1,"Cần theo dõi",0.9097,"train","Cao",0.7754
"KH-00229","DOANH NGHIỆP TW TRÍ ĐỨC","Bắc Giang","Miền Bắc","2025-03","2025-03-21","2025-03-21",10,1,33980000,33980000.0,2,0.0,"CITYBIKE_P|KIDBIKE_1",0,0,1,3,2,2,"Cần theo dõi",0.8898,"train","Cao",0.7754
"KH-00230","DOANH NGHIỆP TW ĐẠI LỢI","Hà Nội","Miền Bắc","2025-03","2025-03-21","2025-03-21",10,1,20440000,20440000.0,2,0.0,"CITYBIKE_P|KIDBIKE_1",0,0,1,3,2,2,"Cần theo dõi",0.9069,"train","Cao",0.7754
"KH-00231","CÔNG TY CỔ PHẦN THANH BÌNH","Hưng Yên","Miền Bắc","2025-03","2025-03-21","2025-03-27",4,3,107772500,35924167.0,5,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A|SPORTBIKE_S",0,0,1,4,5,5,"Khách hàng tiêu biểu",0.8431,"train","Cao",0.7754
"KH-00232","HỘ KINH DOANH HOÀ BÌNH","Hội An","Miền Bắc","2025-03","2025-03-21","2025-03-21",10,1,19000000,19000000.0,1,0.0,"CITYBIKE_P",1,7361112,0,3,2,2,"Cần theo dõi",0.9008,"train","Cao",0.7754
"KH-00233","DOANH NGHIỆP TW CHI THÀNH","Thái Bình","Miền Bắc","2025-03","2025-03-21","2025-03-21",10,1,22840000,22840000.0,1,0.0,"CITYBIKE_P",0,0,1,3,2,2,"Cần theo dõi",0.896,"train","Cao",0.7754
"KH-00234","CÔNG TY TNHH KHẢI HOÀN","Thái Bình","Miền Bắc","2025-03","2025-03-21","2025-03-21",10,1,24220000,24220000.0,2,0.0,"CITYBIKE_P|KIDBIKE_1",0,0,1,3,2,2,"Cần theo dõi",0.9024,"train","Cao",0.7754
"KH-00235","CÔNG TY CỔ PHẦN THƯƠNG MẠI CHI THÀNH","Nam Định","Miền Bắc","2025-03","2025-03-21","2025-03-21",10,2,87420000,43710000.0,2,0.0,"CITYBIKE_P|SPORTBIKE_A",0,0,1,3,4,4,"Cần theo dõi",0.8387,"train","Cao",0.7754
"KH-00236","CỬA HÀNG XE ĐẠP ĐÔNG NAM","Hà Nội","Miền Bắc","2025-03","2025-03-21","2025-03-22",9,2,35880000,17940000.0,1,0.0,"CITYBIKE_P",0,0,1,3,4,3,"Cần theo dõi",0.8614,"test","Cao",0.7754
"KH-00237","DOANH NGHIỆP TW LÊ ANH","Tuyên Quang","Miền Bắc","2025-03","2025-03-21","2025-03-22",9,2,59932962,29966481.0,5,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A|SPORTBIKE_S",0,0,1,3,4,4,"Cần theo dõi",0.8872,"train","Cao",0.7754
"KH-00238","CÔNG TY CỔ PHẦN THƯƠNG MẠI TRƯỜNG THỊNH","Phú Thọ","Miền Bắc","2025-03","2025-03-21","2025-03-21",10,1,33546143,33546143.0,4,0.0,"CITYBIKE_P|KIDBIKE_1|SPORTBIKE_A|SPORTBIKE_S",0,0,1,3,2,2,"Cần theo dõi",0.9068,"test","Cao",0.7754
"KH-00239","HỘ KINH DOANH THANH BÌNH","Hội An","Miền Bắc","2025-03","2025-03-21","2025-03-21",10,1,34357000,34357000.0,2,0.0,"CITYBIKE_P|SPORTBIKE_A",0,0,1,3,2,2,"Cần theo dõi",0.8893,"test","Cao",0.7754
"KH-00240","CÔNG TY CỔ PHẦN TRÍ ĐỨC","Sơn La","Miền Bắc","2025-03","2025-03-21","2025-03-21",10,1,39050000,39050000.0,1,0.0,"KIDBIKE_1",0,0,1,3,2,3,"Cần theo dõi",0.8732,"train","Cao",0.7754
"KH-00241","HỘ KINH DOANH PHÚ THỊNH","Thái Nguyên","Miền Bắc","2025-03","2025-03-21","2025-03-25",6,2,88600000,44300000.0,1,0.0,"CITYBIKE_P",0,0,1,3,4,4,"Cần theo dõi",0.8269,"train","Cao",0.7754
"KH-00242","CÔNG TY CỔ PHẦN THƯƠNG MẠI HÙNG CƯỜNG","Bắc Kạn","Miền Bắc","2025-03","2025-03-21","2025-03-25",6,2,36320000,18160000.0,3,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2",0,0,1,3,4,3,"Cần theo dõi",0.8821,"train","Cao",0.7754
"KH-00243","HỘ KINH DOANH VĨNH PHÁT","Hà Nam","Miền Bắc","2025-03","2025-03-21","2025-03-21",10,1,35150000,35150000.0,3,0.0,"CITYBIKE_P|KIDBIKE_1|SPORTBIKE_S",0,0,1,3,2,3,"Cần theo dõi",0.8969,"train","Cao",0.7754
"KH-00244","CÔNG TY CỔ PHẦN THƯƠNG MẠI AN PHÁT","Phú Thọ","Miền Bắc","2025-03","2025-03-21","2025-03-21",10,1,33400000,33400000.0,3,0.0,"CITYBIKE_P|KIDBIKE_1|SPORTBIKE_S",0,0,1,3,2,2,"Cần theo dõi",0.8991,"train","Cao",0.7754
"KH-00245","CỬA HÀNG XE ĐẠP TÂN TIẾN","Hà Nội","Miền Bắc","2025-03","2025-03-22","2025-03-22",9,1,2120370,2120370.0,1,0.0,"CITYBIKE_P",2,17990739,0,3,2,1,"Cần theo dõi",0.92,"train","Cao",0.7754
"KH-00246","CỬA HÀNG XE ĐẠP TRƯỜNG THỊNH","Hà Nội","Miền Bắc","2025-03","2025-03-22","2025-03-25",6,2,38184000,19092000.0,4,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_S",0,0,1,3,4,3,"Cần theo dõi",0.8902,"train","Cao",0.7754
"KH-00247","HỘ KINH DOANH NGỌC ANH","Hưng Yên","Miền Bắc","2025-03","2025-03-22","2025-03-22",9,1,126890000,126890000.0,3,0.0,"CITYBIKE_P|KIDBIKE_1|SPORTBIKE_S",0,0,1,3,2,5,"Cần theo dõi",0.7108,"train","Cao",0.7754
"KH-00248","CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐẠI DƯƠNG","Nghệ An","Miền Trung","2025-03","2025-03-22","2025-03-28",3,2,100482859,50241430.0,4,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A",0,0,1,4,4,5,"Khách hàng tiêu biểu",0.8557,"train","Cao",0.7754
"KH-00249","HỘ KINH DOANH PHÚC AN","Thanh Hóa","Miền Trung","2025-03","2025-03-22","2025-03-22",9,1,37560000,37560000.0,2,0.0,"CITYBIKE_P|KIDBIKE_1",0,0,1,3,2,3,"Cần theo dõi",0.8852,"train","Cao",0.7754
"KH-00250","DOANH NGHIỆP TW XUÂN MAI","Hà Nội","Miền Bắc","2025-03","2025-03-22","2025-03-31",0,4,95971481,23992870.0,5,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A|SPORTBIKE_S",0,0,1,5,5,5,"Khách hàng tiêu biểu",0.8019,"test","Cao",0.7754
"KH-00251","HỘ KINH DOANH KHẢI HOÀN","Hưng Yên","Miền Bắc","2025-03","2025-03-22","2025-03-28",3,3,119020000,39673333.0,3,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2",0,0,1,4,5,5,"Khách hàng tiêu biểu",0.8144,"test","Cao",0.7754
"KH-00252","CÔNG TY TNHH TÂY BẮC","Hà Nội","Miền Bắc","2025-03","2025-03-22","2025-03-22",9,1,59107574,59107574.0,4,0.0,"CITYBIKE_P|KIDBIKE_1|SPORTBIKE_A|SPORTBIKE_S",0,0,1,3,2,4,"Cần theo dõi",0.8727,"train","Cao",0.7754
"KH-00253","CÔNG TY TNHH YÊN BÌNH","Hà Nội","Miền Bắc","2025-03","2025-03-24","2025-03-24",7,1,7490741,7490741.0,1,0.0,"SPORTBIKE_A",0,0,1,3,2,1,"Cần theo dõi",0.9148,"train","Cao",0.7754
"KH-00254","CỬA HÀNG XE ĐẠP ĐÔNG NAM","Hà Nam","Miền Bắc","2025-03","2025-03-24","2025-03-25",6,2,43942860,21971430.0,3,0.0,"CITYBIKE_P|KIDBIKE_1|SPORTBIKE_A",0,0,1,3,4,3,"Cần theo dõi",0.878,"train","Cao",0.7754
