"order_id","so_number","product_code","quantity","unit_price","line_total","order_date","fiscal_year","fiscal_month","fiscal_quarter","customer_code","customer_name","province_name","region","product_name","color","line_id","line_name","group_code","group_name","ym","period_label","quarter_label","day_of_week","week_of_year","is_weekend","order_total","n_lines_in_order","line_share_of_order_pct","sku_revenue_rank","sku_pareto_class","sku_bcg_quadrant","sku_rev_share_group_pct","sku_yoy_rev_pct","sku_avg_unit_price","sku_pareto_cum_pct","cust_cohort_month","cust_recency_days","cust_n_orders_q1_2025","cust_revenue_q1_2025","cust_avg_order_value","cust_rfm_r","cust_rfm_f","cust_rfm_m","cust_rfm_segment","cust_churn_label","cust_churn_prob","cust_churn_priority"
787,"BH26.0077","000224002023000",20.0,1568888.0,31377760,"2026-01-16",2026,1,1,"KH-00366","HỘ KINH DOANH THIÊN AN","Nghệ An","Miền Trung","Xe đạp Thống Nhất New 24 Kem","Kem",20.0,"Xe New 24","CITYBIKE_P","Xe phổ thông","2026-01","T1/2026","Q1/2026",4,3,0,200177829,18,15.67,2.0,"A","Ngôi sao",5.99,1609.61,1390867.0,8.39,"","","","","","","","","","","",""
787,"BH26.0077","000224002004000",2.0,1568888.0,3137776,"2026-01-16",2026,1,1,"KH-00366","HỘ KINH DOANH THIÊN AN","Nghệ An","Miền Trung","Xe đạp Thống Nhất New 24 Đỏ tươi","Đỏ tươi",20.0,"Xe New 24","CITYBIKE_P","Xe phổ thông","2026-01","T1/2026","Q1/2026",4,3,0,200177829,18,1.57,82.0,"B","Con chó",0.68,585.31,1448966.0,81.99,"","","","","","","","","","","",""
787,"BH26.0077","000207004000000",1.0,1544444.0,1544444,"2026-01-16",2026,1,1,"KH-00366","HỘ KINH DOANH THIÊN AN","Nghệ An","Miền Trung","Xe đạp Thống Nhất 219-05-26","219-05-26",1.0,"Xe 219-05-26","CITYBIKE_P","Xe phổ thông","2026-01","T1/2026","Q1/2026",4,3,0,200177829,18,0.77,16.0,"A","Bò sữa",2.52,548.57,1463737.0,37.25,"","","","","","","","","","","",""
787,"BH26.0077","000401002016000",10.0,1544444.0,15444440,"2026-01-16",2026,1,1,"KH-00366","HỘ KINH DOANH THIÊN AN","Nghệ An","Miền Trung","Xe đạp Thống Nhất Nữ Truyền thống Lốp đỏ, Ngọc","Ngọc",22.0,"Xe Nữ","CITYBIKE_P","Xe phổ thông","2026-01","T1/2026","Q1/2026",4,3,0,200177829,18,7.72,12.0,"A","Ngôi sao",3.08,2525.35,1491865.0,31.29,"","","","","","","","","","","",""
787,"BH26.0077","000131002004005",5.0,1183796.0,5918980,"2026-01-16",2026,1,1,"KH-00366","HỘ KINH DOANH THIÊN AN","Nghệ An","Miền Trung","Xe đạp Thống Nhất GN 06 20 2024 Đỏ","Đỏ",25.0,"Xe GN 06 20 2024","KIDBIKE_1","Xe trẻ em nhóm 1","2026-01","T1/2026","Q1/2026",4,3,0,200177829,18,2.96,75.0,"B","Ngôi sao",3.81,1265.01,1179209.0,79.21,"","","","","","","","","","","",""
787,"BH26.0077","000336002004000",3.0,1391666.0,4174998,"2026-01-16",2026,1,1,"KH-00366","HỘ KINH DOANH THIÊN AN","Nghệ An","Miền Trung","Xe đạp Thống Nhất SK 20 đỏ","đỏ","","","","","2026-01","T1/2026","Q1/2026",4,3,0,200177829,18,2.09,"","","","","","","","","","","","","","","","","","",""
787,"BH26.0077","000336002022000",2.0,1391666.0,2783332,"2026-01-16",2026,1,1,"KH-00366","HỘ KINH DOANH THIÊN AN","Nghệ An","Miền Trung","Xe đạp Thống Nhất SK 20 xanh","xanh","","","","","2026-01","T1/2026","Q1/2026",4,3,0,200177829,18,1.39,"","","","","","","","","","","","","","","","","","",""
787,"BH26.0077","000337002008000",3.0,1636111.0,4908333,"2026-01-16",2026,1,1,"KH-00366","HỘ KINH DOANH THIÊN AN","Nghệ An","Miền Trung","Xe đạp Thống Nhất SK 24 ghi","ghi","","","","","2026-01","T1/2026","Q1/2026",4,3,0,200177829,18,2.45,"","","","","","","","","","","","","","","","","","",""
788,"BH26.0078","000209002025000",5.0,1483333.0,7416665,"2026-01-16",2026,1,1,"KH-00367","CÔNG TY CỔ PHẦN ĐÔNG NAM","Thanh Hóa","Miền Trung","Xe đạp Thống Nhất 219-26 Xanh Tím","Xanh Tím",3.0,"Xe 219-26","CITYBIKE_P","Xe phổ thông","2026-01","T1/2026","Q1/2026",4,3,0,68896093,11,10.77,27.0,"A","Ngôi sao",1.85,1182.06,1381391.0,49.95,"","","","","","","","","","","",""
788,"BH26.0078","000337002001000",3.0,1636111.0,4908333,"2026-01-16",2026,1,1,"KH-00367","CÔNG TY CỔ PHẦN ĐÔNG NAM","Thanh Hóa","Miền Trung","Xe đạp Thống Nhất SK 24 đen","đen","","","","","2026-01","T1/2026","Q1/2026",4,3,0,68896093,11,7.12,"","","","","","","","","","","","","","","","","","",""
788,"BH26.0078","000337002008000",2.0,1636111.0,3272222,"2026-01-16",2026,1,1,"KH-00367","CÔNG TY CỔ PHẦN ĐÔNG NAM","Thanh Hóa","Miền Trung","Xe đạp Thống Nhất SK 24 ghi","ghi","","","","","2026-01","T1/2026","Q1/2026",4,3,0,68896093,11,4.75,"","","","","","","","","","","","","","","","","","",""
788,"BH26.0078","1000240020090000",5.0,957777.0,4788885,"2026-01-16",2026,1,1,"KH-00367","CÔNG TY CỔ PHẦN ĐÔNG NAM","Thanh Hóa","Miền Trung","Xe đạp Thống Nhất TE Bunny 16 Hồng","Hồng",41.0,"Xe Bunny 16","KIDBIKE_2","Xe trẻ em nhóm 2","2026-01","T1/2026","Q1/2026",4,3,0,68896093,11,6.95,41.0,"A","Ngôi sao",18.85,2146.16,794667.0,61.45,"","","","","","","","","","","",""
788,"BH26.0078","1000240020220000",3.0,957777.0,2873331,"2026-01-16",2026,1,1,"KH-00367","CÔNG TY CỔ PHẦN ĐÔNG NAM","Thanh Hóa","Miền Trung","Xe đạp Thống Nhất TE Bunny 16 Xanh dương","Xanh dương",41.0,"Xe Bunny 16","KIDBIKE_2","Xe trẻ em nhóm 2","2026-01","T1/2026","Q1/2026",4,3,0,68896093,11,4.17,112.0,"B","Dấu hỏi",5.12,1652.6,801372.0,89.71,"","","","","","","","","","","",""
788,"BH26.0078","000117002023000",2.0,957777.0,1915554,"2026-01-16",2026,1,1,"KH-00367","CÔNG TY CỔ PHẦN ĐÔNG NAM","Thanh Hóa","Miền Trung","Xe đạp thống nhất TE Bunny 16 Kem","Kem",41.0,"Xe Bunny 16","KIDBIKE_2","Xe trẻ em nhóm 2","2026-01","T1/2026","Q1/2026",4,3,0,68896093,11,2.78,137.0,"C","Dấu hỏi",3.68,3035.47,803879.0,93.6,"","","","","","","","","","","",""
788,"BH26.0078","100029005010000",2.0,2974444.0,5948888,"2026-01-16",2026,1,1,"KH-00367","CÔNG TY CỔ PHẦN ĐÔNG NAM","Thanh Hóa","Miền Trung","Xe đạp Thống Nhất CPD 700C Đen","Đen","","","","","2026-01","T1/2026","Q1/2026",4,3,0,68896093,11,8.63,"","","","","","","","","","","","","","","","","","",""
788,"BH26.0078","100029005080000",5.0,2974444.0,14872220,"2026-01-16",2026,1,1,"KH-00367","CÔNG TY CỔ PHẦN ĐÔNG NAM","Thanh Hóa","Miền Trung","Xe đạp Thống Nhất CPD 700C Ghi","Ghi","","","","","2026-01","T1/2026","Q1/2026",4,3,0,68896093,11,21.59,"","","","","","","","","","","","","","","","","","",""
788,"BH26.0078","1000320050010000",3.0,2974444.0,8923332,"2026-01-16",2026,1,1,"KH-00367","CÔNG TY CỔ PHẦN ĐÔNG NAM","Thanh Hóa","Miền Trung","Xe đạp Thống Nhất Road RPD 700C V5 Đen","Đen","","","","","2026-01","T1/2026","Q1/2026",4,3,0,68896093,11,12.95,"","","","","","","","","","","","","","","","","","",""
788,"BH26.0078","1000320050020000",2.0,2974444.0,5948888,"2026-01-16",2026,1,1,"KH-00367","CÔNG TY CỔ PHẦN ĐÔNG NAM","Thanh Hóa","Miền Trung","Xe đạp Thống Nhất Road RPD 700C V5 Trắng","Trắng","","","","","2026-01","T1/2026","Q1/2026",4,3,0,68896093,11,8.63,"","","","","","","","","","","","","","","","","","",""
788,"BH26.0078","000217003008000",5.0,1605555.0,8027775,"2026-01-16",2026,1,1,"KH-00367","CÔNG TY CỔ PHẦN ĐÔNG NAM","Thanh Hóa","Miền Trung","Xe đạp Thống Nhất GN 06-26 2.0 Ghi","Ghi",10.0,"Xe GN 06-26 2.0","CITYBIKE_P","Xe phổ thông","2026-01","T1/2026","Q1/2026",4,3,0,68896093,11,11.65,9.0,"A","Ngôi sao",3.75,1957.1,1491638.0,26.14,"","","","","","","","","","","",""
789,"BH26.0079","000413002001000",1.0,2730000.0,2730000,"2026-01-16",2026,1,1,"KH-00368","HỘ KINH DOANH HOÀ BÌNH","Hà Nội","Miền Bắc","Xe đạp Thống Nhất Highway 27.5 Đen bóng","bóng",63.0,"Xe Highway 27.5","SPORTBIKE_S","Xe thể thao thép","2026-01","T1/2026","Q1/2026",4,3,0,54000819,16,5.06,144.0,"C","Ngôi sao",3.19,1049.42,2138285.0,94.49,"","","","","","","","","","","",""
789,"BH26.0079","000217003001000",5.0,1605555.0,8027775,"2026-01-16",2026,1,1,"KH-00368","HỘ KINH DOANH HOÀ BÌNH","Hà Nội","Miền Bắc","Xe đạp Thống Nhất GN 06-26 2.0 Đen","Đen",10.0,"Xe GN 06-26 2.0","CITYBIKE_P","Xe phổ thông","2026-01","T1/2026","Q1/2026",4,3,0,54000819,16,14.87,6.0,"A","Ngôi sao",4.83,1966.83,1527988.0,19.27,"","","","","","","","","","","",""
789,"BH26.0079","000217003005000",1.0,1605555.0,1605555,"2026-01-16",2026,1,1,"KH-00368","HỘ KINH DOANH HOÀ BÌNH","Hà Nội","Miền Bắc","Xe đạp Thống Nhất GN 06-26 2.0 Cam","Cam",10.0,"Xe GN 06-26 2.0","CITYBIKE_P","Xe phổ thông","2026-01","T1/2026","Q1/2026",4,3,0,54000819,16,2.97,74.0,"B","Dấu hỏi",0.76,2134.17,1592096.0,78.8,"","","","","","","","","","","",""
789,"BH26.0079","000219002023000",1.0,1758333.0,1758333,"2026-01-16",2026,1,1,"KH-00368","HỘ KINH DOANH HOÀ BÌNH","Hà Nội","Miền Bắc","Xe đạp Thống Nhất GN 2.0 700C Kem","Kem","","","","","2026-01","T1/2026","Q1/2026",4,3,0,54000819,16,3.26,"","","","","","","","","","","","","","","","","","",""
789,"BH26.0079","000331002001000",3.0,1813333.0,5439999,"2026-01-16",2026,1,1,"KH-00368","HỘ KINH DOANH HOÀ BÌNH","Hà Nội","Miền Bắc","Xe đạp Thống Nhất MTB 26-02 đen","đen","","","","","2026-01","T1/2026","Q1/2026",4,3,0,54000819,16,10.07,"","","","","","","","","","","","","","","","","","",""
789,"BH26.0079","000331002022000",1.0,1813333.0,1813333,"2026-01-16",2026,1,1,"KH-00368","HỘ KINH DOANH HOÀ BÌNH","Hà Nội","Miền Bắc","Xe đạp Thống Nhất MTB 26-02 Xanh dương","Xanh dương",18.0,"Xe MTB 26 02","CITYBIKE_P","Xe phổ thông","2026-01","T1/2026","Q1/2026",4,3,0,54000819,16,3.36,40.0,"A","Bò sữa",1.33,596.83,1563388.0,60.76,"","","","","","","","","","","",""
789,"BH26.0079","1040010000080000",5.0,1340740.0,6703700,"2026-01-16",2026,1,1,"KH-00368","HỘ KINH DOANH HOÀ BÌNH","Hà Nội","Miền Bắc","","","","","","","2026-01","T1/2026","Q1/2026",4,3,0,54000819,16,12.41,122.0,"C","Ngôi sao",9.11,1017.46,1115859.0,91.4,"","","","","","","","","","","",""
789,"BH26.0079","000131002001002",2.0,1183796.0,2367592,"2026-01-16",2026,1,1,"KH-00368","HỘ KINH DOANH HOÀ BÌNH","Hà Nội","Miền Bắc","Xe đạp Thống Nhất GN 06 20 2024 Đen","Đen",25.0,"Xe GN 06 20 2024","KIDBIKE_1","Xe trẻ em nhóm 1","2026-01","T1/2026","Q1/2026",4,3,0,54000819,16,4.38,20.0,"A","Ngôi sao",11.03,1624.57,1188712.0,42.26,"","","","","","","","","","","",""
789,"BH26.0079","000131002008001",2.0,1183796.0,2367592,"2026-01-16",2026,1,1,"KH-00368","HỘ KINH DOANH HOÀ BÌNH","Hà Nội","Miền Bắc","Xe đạp Thống Nhất GN 06 20 2024 Ghi","Ghi",25.0,"Xe GN 06 20 2024","KIDBIKE_1","Xe trẻ em nhóm 1","2026-01","T1/2026","Q1/2026",4,3,0,54000819,16,4.38,34.0,"A","Ngôi sao",7.63,1388.45,1184566.0,56.22,"","","","","","","","","","","",""
789,"BH26.0079","000131002004005",2.0,1183796.0,2367592,"2026-01-16",2026,1,1,"KH-00368","HỘ KINH DOANH HOÀ BÌNH","Hà Nội","Miền Bắc","Xe đạp Thống Nhất GN 06 20 2024 Đỏ","Đỏ",25.0,"Xe GN 06 20 2024","KIDBIKE_1","Xe trẻ em nhóm 1","2026-01","T1/2026","Q1/2026",4,3,0,54000819,16,4.38,75.0,"B","Ngôi sao",3.81,1265.01,1179209.0,79.21,"","","","","","","","","","","",""
789,"BH26.0079","000131002019002",1.0,1183796.0,1183796,"2026-01-16",2026,1,1,"KH-00368","HỘ KINH DOANH HOÀ BÌNH","Hà Nội","Miền Bắc","Xe đạp Thống Nhất GN 06 20 2024 Vàng","Vàng",25.0,"Xe GN 06 20 2024","KIDBIKE_1","Xe trẻ em nhóm 1","2026-01","T1/2026","Q1/2026",4,3,0,54000819,16,2.19,67.0,"B","Ngôi sao",4.19,1550.09,1180734.0,75.76,"","","","","","","","","","","",""
789,"BH26.0079","000125002009000",2.0,1324444.0,2648888,"2026-01-16",2026,1,1,"KH-00368","HỘ KINH DOANH HOÀ BÌNH","Hà Nội","Miền Bắc","Xe đạp Thống Nhất Puppy 20 Hồng","Hồng",32.0,"Xe Puppy 20","KIDBIKE_1","Xe trẻ em nhóm 1","2026-01","T1/2026","Q1/2026",4,3,0,54000819,16,4.91,8.0,"A","Ngôi sao",20.89,1990.67,1251943.0,24.11,"","","","","","","","","","","",""
789,"BH26.0079","100029005010000",2.0,2974444.0,5948888,"2026-01-16",2026,1,1,"KH-00368","HỘ KINH DOANH HOÀ BÌNH","Hà Nội","Miền Bắc","Xe đạp Thống Nhất CPD 700C Đen","Đen","","","","","2026-01","T1/2026","Q1/2026",4,3,0,54000819,16,11.02,"","","","","","","","","","","","","","","","","","",""
789,"BH26.0079","100029005080000",1.0,2974444.0,2974444,"2026-01-16",2026,1,1,"KH-00368","HỘ KINH DOANH HOÀ BÌNH","Hà Nội","Miền Bắc","Xe đạp Thống Nhất CPD 700C Ghi","Ghi","","","","","2026-01","T1/2026","Q1/2026",4,3,0,54000819,16,5.51,"","","","","","","","","","","","","","","","","","",""
789,"BH26.0079","1000320050010000",1.0,2974444.0,2974444,"2026-01-16",2026,1,1,"KH-00368","HỘ KINH DOANH HOÀ BÌNH","Hà Nội","Miền Bắc","Xe đạp Thống Nhất Road RPD 700C V5 Đen","Đen","","","","","2026-01","T1/2026","Q1/2026",4,3,0,54000819,16,5.51,"","","","","","","","","","","","","","","","","","",""
789,"BH26.0079","000401002016000",2.0,1544444.0,3088888,"2026-01-16",2026,1,1,"KH-00368","HỘ KINH DOANH HOÀ BÌNH","Hà Nội","Miền Bắc","Xe đạp Thống Nhất Nữ Truyền thống Lốp đỏ, Ngọc","Ngọc",22.0,"Xe Nữ","CITYBIKE_P","Xe phổ thông","2026-01","T1/2026","Q1/2026",4,3,0,54000819,16,5.72,12.0,"A","Ngôi sao",3.08,2525.35,1491865.0,31.29,"","","","","","","","","","","",""
791,"BH26.0080","1040010000080000",2.0,1340740.0,2681480,"2026-01-16",2026,1,1,"KH-00369","CÔNG TY TNHH VẠN LỢI","Hà Nội","Miền Bắc","","","","","","","2026-01","T1/2026","Q1/2026",4,3,0,19160546,8,13.99,122.0,"C","Ngôi sao",9.11,1017.46,1115859.0,91.4,"","","","","","","","","","","",""
791,"BH26.0080","000226003002000",1.0,1697222.0,1697222,"2026-01-16",2026,1,1,"KH-00369","CÔNG TY TNHH VẠN LỢI","Hà Nội","Miền Bắc","Xe đạp Thống Nhất LD 24-01_2023 Trắng","Trắng",13.0,"Xe LD 24-01_2023","CITYBIKE_P","Xe phổ thông","2026-01","T1/2026","Q1/2026",4,3,0,19160546,8,8.86,23.0,"A","Ngôi sao",2.1,1350.46,1490422.0,45.72,"","","","","","","","","","","",""
791,"BH26.0080","1050010000200000",2.0,1275925.0,2551850,"2026-01-16",2026,1,1,"KH-00369","CÔNG TY TNHH VẠN LỢI","Hà Nội","Miền Bắc","","","","","","","2026-01","T1/2026","Q1/2026",4,3,0,19160546,8,13.32,204.0,"C","Ngôi sao",2.29,826.29,945576.0,99.02,"","","","","","","","","","","",""
791,"BH26.0080","1000270020220000",2.0,957777.0,1915554,"2026-01-16",2026,1,1,"KH-00369","CÔNG TY TNHH VẠN LỢI","Hà Nội","Miền Bắc","Xe đạp Thống Nhất TE Spaceboy 16 Xanh dương","Xanh dương",46.0,"Xe Spaceboy 16","KIDBIKE_2","Xe trẻ em nhóm 2","2026-01","T1/2026","Q1/2026",4,3,0,19160546,8,10.0,47.0,"A","Ngôi sao",17.5,1548.58,802783.0,65.43,"","","","","","","","","","","",""
791,"BH26.0080","000216003008000",2.0,1544444.0,3088888,"2026-01-16",2026,1,1,"KH-00369","CÔNG TY TNHH VẠN LỢI","Hà Nội","Miền Bắc","Xe đạp Thống Nhất GN 06-24 2.0 Ghi","Ghi",8.0,"Xe GN 06-24 2.0","CITYBIKE_P","Xe phổ thông","2026-01","T1/2026","Q1/2026",4,3,0,19160546,8,16.12,25.0,"A","Ngôi sao",1.98,4024.94,1463530.0,47.93,"","","","","","","","","","","",""
791,"BH26.0080","1000250020220000",2.0,957777.0,1915554,"2026-01-16",2026,1,1,"KH-00369","CÔNG TY TNHH VẠN LỢI","Hà Nội","Miền Bắc","Xe đạp Thống Nhất TE Robot 16 Xanh dương","Xanh dương",44.0,"Xe Robot 16","KIDBIKE_2","Xe trẻ em nhóm 2","2026-01","T1/2026","Q1/2026",4,3,0,19160546,8,10.0,113.0,"B","Con chó",5.0,1234.42,790893.0,89.89,"","","","","","","","","","","",""
791,"BH26.0080","1000240020090000",2.0,957777.0,1915554,"2026-01-16",2026,1,1,"KH-00369","CÔNG TY TNHH VẠN LỢI","Hà Nội","Miền Bắc","Xe đạp Thống Nhất TE Bunny 16 Hồng","Hồng",41.0,"Xe Bunny 16","KIDBIKE_2","Xe trẻ em nhóm 2","2026-01","T1/2026","Q1/2026",4,3,0,19160546,8,10.0,41.0,"A","Ngôi sao",18.85,2146.16,794667.0,61.45,"","","","","","","","","","","",""
791,"BH26.0080","000226003015000",2.0,1697222.0,3394444,"2026-01-16",2026,1,1,"KH-00369","CÔNG TY TNHH VẠN LỢI","Hà Nội","Miền Bắc","Xe đạp Thống Nhất LD 24-01_2023 Café/nâu","Café/nâu",13.0,"Xe LD 24-01_2023","CITYBIKE_P","Xe phổ thông","2026-01","T1/2026","Q1/2026",4,3,0,19160546,8,17.72,39.0,"A","Bò sữa",1.35,763.41,1510339.0,60.04,"","","","","","","","","","","",""
790,"BH26.0081","000230002023000",20.0,1813333.0,36266660,"2026-01-16",2026,1,1,"KH-00076","CỬA HÀNG XE ĐẠP ĐẠI LỢI","Bắc Giang","Miền Bắc","Xe đạp Thống Nhất LD 26 Kem","Kem",15.0,"Xe LD 26","CITYBIKE_P","Xe phổ thông","2026-01","T1/2026","Q1/2026",4,3,0,210780700,21,17.21,5.0,"A","Bò sữa",4.91,"",1754024.0,16.64,"2025-02",11.0,3.0,142017573.0,47339191.0,2.0,5.0,5.0,"Cần chăm sóc đặc biệt",0.0,0.7965,"Cao"
790,"BH26.0081","000230002013000",10.0,1813333.0,18133330,"2026-01-16",2026,1,1,"KH-00076","CỬA HÀNG XE ĐẠP ĐẠI LỢI","Bắc Giang","Miền Bắc","Xe đạp Thống Nhất LD 26 Pastel Xanh","Pastel Xanh","","","","","2026-01","T1/2026","Q1/2026",4,3,0,210780700,21,8.6,"","","","","","","","2025-02",11.0,3.0,142017573.0,47339191.0,2.0,5.0,5.0,"Cần chăm sóc đặc biệt",0.0,0.7965,"Cao"
790,"BH26.0081","000337002008000",10.0,1636111.0,16361110,"2026-01-16",2026,1,1,"KH-00076","CỬA HÀNG XE ĐẠP ĐẠI LỢI","Bắc Giang","Miền Bắc","Xe đạp Thống Nhất SK 24 ghi","ghi","","","","","2026-01","T1/2026","Q1/2026",4,3,0,210780700,21,7.76,"","","","","","","","2025-02",11.0,3.0,142017573.0,47339191.0,2.0,5.0,5.0,"Cần chăm sóc đặc biệt",0.0,0.7965,"Cao"
790,"BH26.0081","000226003023000",10.0,1697222.0,16972220,"2026-01-16",2026,1,1,"KH-00076","CỬA HÀNG XE ĐẠP ĐẠI LỢI","Bắc Giang","Miền Bắc","Xe đạp Thống Nhất LD 24-01_2023 Kem","Kem",13.0,"Xe LD 24-01_2023","CITYBIKE_P","Xe phổ thông","2026-01","T1/2026","Q1/2026",4,3,0,210780700,21,8.05,3.0,"A","Ngôi sao",5.29,1996.02,1568740.0,11.26,"2025-02",11.0,3.0,142017573.0,47339191.0,2.0,5.0,5.0,"Cần chăm sóc đặc biệt",0.0,0.7965,"Cao"
790,"BH26.0081","000225002023000",10.0,1630000.0,16300000,"2026-01-16",2026,1,1,"KH-00076","CỬA HÀNG XE ĐẠP ĐẠI LỢI","Bắc Giang","Miền Bắc","Xe đạp Thống Nhất New 26 Kem","Kem",21.0,"Xe New 26","CITYBIKE_P","Xe phổ thông","2026-01","T1/2026","Q1/2026",4,3,0,210780700,21,7.73,1.0,"A","Ngôi sao",9.48,1368.16,1483312.0,5.14,"2025-02",11.0,3.0,142017573.0,47339191.0,2.0,5.0,5.0,"Cần chăm sóc đặc biệt",0.0,0.7965,"Cao"
790,"BH26.0081","000336002001000",7.0,1391666.0,9741662,"2026-01-16",2026,1,1,"KH-00076","CỬA HÀNG XE ĐẠP ĐẠI LỢI","Bắc Giang","Miền Bắc","Xe đạp Thống Nhất SK 20 đen","đen","","","","","2026-01","T1/2026","Q1/2026",4,3,0,210780700,21,4.62,"","","","","","","","2025-02",11.0,3.0,142017573.0,47339191.0,2.0,5.0,5.0,"Cần chăm sóc đặc biệt",0.0,0.7965,"Cao"
790,"BH26.0081","000336002022000",8.0,1391666.0,11133328,"2026-01-16",2026,1,1,"KH-00076","CỬA HÀNG XE ĐẠP ĐẠI LỢI","Bắc Giang","Miền Bắc","Xe đạp Thống Nhất SK 20 xanh","xanh","","","","","2026-01","T1/2026","Q1/2026",4,3,0,210780700,21,5.28,"","","","","","","","2025-02",11.0,3.0,142017573.0,47339191.0,2.0,5.0,5.0,"Cần chăm sóc đặc biệt",0.0,0.7965,"Cao"
790,"BH26.0081","000131002001002",3.0,1183796.0,3551388,"2026-01-16",2026,1,1,"KH-00076","CỬA HÀNG XE ĐẠP ĐẠI LỢI","Bắc Giang","Miền Bắc","Xe đạp Thống Nhất GN 06 20 2024 Đen","Đen",25.0,"Xe GN 06 20 2024","KIDBIKE_1","Xe trẻ em nhóm 1","2026-01","T1/2026","Q1/2026",4,3,0,210780700,21,1.68,20.0,"A","Ngôi sao",11.03,1624.57,1188712.0,42.26,"2025-02",11.0,3.0,142017573.0,47339191.0,2.0,5.0,5.0,"Cần chăm sóc đặc biệt",0.0,0.7965,"Cao"
790,"BH26.0081","000131002019002",1.0,1183796.0,1183796,"2026-01-16",2026,1,1,"KH-00076","CỬA HÀNG XE ĐẠP ĐẠI LỢI","Bắc Giang","Miền Bắc","Xe đạp Thống Nhất GN 06 20 2024 Vàng","Vàng",25.0,"Xe GN 06 20 2024","KIDBIKE_1","Xe trẻ em nhóm 1","2026-01","T1/2026","Q1/2026",4,3,0,210780700,21,0.56,67.0,"B","Ngôi sao",4.19,1550.09,1180734.0,75.76,"2025-02",11.0,3.0,142017573.0,47339191.0,2.0,5.0,5.0,"Cần chăm sóc đặc biệt",0.0,0.7965,"Cao"
790,"BH26.0081","000337002001000",1.0,1636111.0,1636111,"2026-01-16",2026,1,1,"KH-00076","CỬA HÀNG XE ĐẠP ĐẠI LỢI","Bắc Giang","Miền Bắc","Xe đạp Thống Nhất SK 24 đen","đen","","","","","2026-01","T1/2026","Q1/2026",4,3,0,210780700,21,0.78,"","","","","","","","2025-02",11.0,3.0,142017573.0,47339191.0,2.0,5.0,5.0,"Cần chăm sóc đặc biệt",0.0,0.7965,"Cao"
790,"BH26.0081","000224002002000",2.0,1568888.0,3137776,"2026-01-16",2026,1,1,"KH-00076","CỬA HÀNG XE ĐẠP ĐẠI LỢI","Bắc Giang","Miền Bắc","Xe đạp Thống Nhất New 24 Trắng","Trắng",20.0,"Xe New 24","CITYBIKE_P","Xe phổ thông","2026-01","T1/2026","Q1/2026",4,3,0,210780700,21,1.49,18.0,"A","Ngôi sao",2.32,1460.03,1400654.0,39.87,"2025-02",11.0,3.0,142017573.0,47339191.0,2.0,5.0,5.0,"Cần chăm sóc đặc biệt",0.0,0.7965,"Cao"
790,"BH26.0081","000224002015000",2.0,1568888.0,3137776,"2026-01-16",2026,1,1,"KH-00076","CỬA HÀNG XE ĐẠP ĐẠI LỢI","Bắc Giang","Miền Bắc","Xe đạp Thống Nhất New 24 Café/nâu","Café/nâu",20.0,"Xe New 24","CITYBIKE_P","Xe phổ thông","2026-01","T1/2026","Q1/2026",4,3,0,210780700,21,1.49,14.0,"A","Ngôi sao",2.78,1365.54,1398078.0,34.45,"2025-02",11.0,3.0,142017573.0,47339191.0,2.0,5.0,5.0,"Cần chăm sóc đặc biệt",0.0,0.7965,"Cao"
790,"BH26.0081","000224002026000",2.0,1568888.0,3137776,"2026-01-16",2026,1,1,"KH-00076","CỬA HÀNG XE ĐẠP ĐẠI LỢI","Bắc Giang","Miền Bắc","Xe đạp Thống Nhất New 24 Xanh mint","Xanh mint",20.0,"Xe New 24","CITYBIKE_P","Xe phổ thông","2026-01","T1/2026","Q1/2026",4,3,0,210780700,21,1.49,19.0,"A","Ngôi sao",2.23,1658.2,1398672.0,41.08,"2025-02",11.0,3.0,142017573.0,47339191.0,2.0,5.0,5.0,"Cần chăm sóc đặc biệt",0.0,0.7965,"Cao"
790,"BH26.0081","000230002023000",10.0,1813333.0,18133330,"2026-01-16",2026,1,1,"KH-00076","CỬA HÀNG XE ĐẠP ĐẠI LỢI","Bắc Giang","Miền Bắc","Xe đạp Thống Nhất LD 26 Kem","Kem",15.0,"Xe LD 26","CITYBIKE_P","Xe phổ thông","2026-01","T1/2026","Q1/2026",4,3,0,210780700,21,8.6,5.0,"A","Bò sữa",4.91,"",1754024.0,16.64,"2025-02",11.0,3.0,142017573.0,47339191.0,2.0,5.0,5.0,"Cần chăm sóc đặc biệt",0.0,0.7965,"Cao"
790,"BH26.0081","000230002013000",5.0,1813333.0,9066665,"2026-01-16",2026,1,1,"KH-00076","CỬA HÀNG XE ĐẠP ĐẠI LỢI","Bắc Giang","Miền Bắc","Xe đạp Thống Nhất LD 26 Pastel Xanh","Pastel Xanh","","","","","2026-01","T1/2026","Q1/2026",4,3,0,210780700,21,4.3,"","","","","","","","2025-02",11.0,3.0,142017573.0,47339191.0,2.0,5.0,5.0,"Cần chăm sóc đặc biệt",0.0,0.7965,"Cao"
